cells	cell_sizes	mc	median_mc_cell_size	total_mc_umis	total_mc_cells
WSWLV0002169	870	43	1063.5	142647	120
WSWLV0002170	1744	25	1028.5	224017	178
WSWLV0002171	2040	47	1961.5	138372	66
WSWLV0002172	1177	25	1028.5	224017	178
WSWLV0002173	606	7	437.5	29546	58
WSWLV0002174	797	22	927	88331	79
WSWLV0002175	853	22	927	88331	79
WSWLV0002176	960	16	562.5	37373	44
WSWLV0002178	1354	11	717	65368	85
WSWLV0002179	1312	45	994	54904	57
WSWLV0002180	1815	47	1961.5	138372	66
WSWLV0002182	1360	17	1379	111228	67
WSWLV0002183	3580	36	1903.5	86269	40
WSWLV0002184	316	16	562.5	37373	44
WSWLV0002187	1790	32	1528	61730	39
WSWLV0002189	1744	15	780	50786	55
WSWLV0002192	1176	2	1415	89575	64
WSWLV0002193	2161	39	1997	203666	99
WSWLV0002194	742	26	1995	189879	89
WSWLV0002195	335	14	455	30944	55
WSWLV0002201	1586	26	1995	189879	89
WSWLV0002202	1387	39	1997	203666	99
WSWLV0002203	598	33	2148	189033	87
WSWLV0002205	251	11	717	65368	85
WSWLV0002206	1482	29	1473	66644	44
WSWLV0002207	1282	28	3297	425198	121
WSWLV0002208	749	13	1072.5	64321	56
WSWLV0002209	510	1	487	21300	36
WSWLV0002212	784	3	1275	129482	101
WSWLV0002218	1080	16	562.5	37373	44
WSWLV0002219	2580	23	1721.5	133987	68
WSWLV0002220	1442	33	2148	189033	87
WSWLV0002223	1874	43	1063.5	142647	120
WSWLV0002225	646	22	927	88331	79
WSWLV0002227	1952	4	1430	138899	89
WSWLV0002229	206	8	431	79545	113
WSWLV0002231	2188	26	1995	189879	89
WSWLV0002232	2550	33	2148	189033	87
WSWLV0002233	790	18	790	70370	79
WSWLV0002235	1091	25	1028.5	224017	178
WSWLV0002237	606	16	562.5	37373	44
WSWLV0002239	525	5	1833	220077	107
WSWLV0002241	2467	28	3297	425198	121
WSWLV0002244	4444	23	1721.5	133987	68
WSWLV0002246	2291	42	1919.5	88999	44
WSWLV0002248	1762	24	1408	223294	137
WSWLV0002251	3533	38	2321	135276	55
WSWLV0002252	1834	41	2059	81383	40
WSWLV0002257	610	36	1903.5	86269	40
WSWLV0002260	1704	24	1408	223294	137
WSWLV0002262	1564	4	1430	138899	89
WSWLV0002264	319	25	1028.5	224017	178
WSWLV0002265	1371	29	1473	66644	44
WSWLV0002266	461	20	864	25720	25
WSWLV0002270	327	1	487	21300	36
WSWLV0002275	1746	35	1595.5	81562	50
WSWLV0002276	560	11	717	65368	85
WSWLV0002277	449	10	937.5	186378	178
WSWLV0002278	1063	13	1072.5	64321	56
WSWLV0002279	1604	11	717	65368	85
WSWLV0002281	1063	10	937.5	186378	178
WSWLV0002283	1747	44	1582.5	76775	48
WSWLV0002284	963	6	1865	234439	113
WSWLV0002285	424	14	455	30944	55
WSWLV0002286	2357	37	1904	194531	98
WSWLV0002287	1623	19	808.5	40435	36
WSWLV0002288	1776	27	2454	133116	53
WSWLV0002290	2609	37	1904	194531	98
WSWLV0002291	1392	10	937.5	186378	178
WSWLV0002292	700	12	700	26462	35
WSWLV0002294	320	43	1063.5	142647	120
WSWLV0002296	664	23	1721.5	133987	68
WSWLV0002297	2244	37	1904	194531	98
WSWLV0002298	2648	24	1408	223294	137
WSWLV0002299	492	1	487	21300	36
WSWLV0002303	735	10	937.5	186378	178
WSWLV0002304	247	6	1865	234439	113
WSWLV0002305	1997	27	2454	133116	53
WSWLV0002306	487	10	937.5	186378	178
WSWLV0002309	527	16	562.5	37373	44
WSWLV0002313	762	43	1063.5	142647	120
WSWLV0002314	2164	36	1903.5	86269	40
WSWLV0002317	1139	24	1408	223294	137
WSWLV0002318	1001	7	437.5	29546	58
WSWLV0002319	1383	23	1721.5	133987	68
WSWLV0002320	624	6	1865	234439	113
WSWLV0002322	3194	20	864	25720	25
WSWLV0002323	1356	10	937.5	186378	178
WSWLV0002325	317	16	562.5	37373	44
WSWLV0002326	2322	26	1995	189879	89
WSWLV0002327	1636	5	1833	220077	107
WSWLV0002328	4435	23	1721.5	133987	68
WSWLV0002330	964	11	717	65368	85
WSWLV0002332	1312	4	1430	138899	89
WSWLV0002334	1823	40	1872.5	158800	80
WSWLV0002335	2693	28	3297	425198	121
WSWLV0002337	632	7	437.5	29546	58
WSWLV0002339	359	21	449	17824	33
WSWLV0002346	2475	39	1997	203666	99
WSWLV0002348	2444	5	1833	220077	107
WSWLV0002350	844	22	927	88331	79
WSWLV0002351	1069	10	937.5	186378	178
WSWLV0002352	2470	22	927	88331	79
WSWLV0002353	1787	4	1430	138899	89
WSWLV0002354	492	11	717	65368	85
WSWLV0002356	847	31	1674.5	203005	112
WSWLV0002360	647	22	927	88331	79
WSWLV0002361	660	24	1408	223294	137
WSWLV0002362	4743	5	1833	220077	107
WSWLV0002363	1141	2	1415	89575	64
WSWLV0002364	990	24	1408	223294	137
WSWLV0002365	1670	17	1379	111228	67
WSWLV0002366	1800	43	1063.5	142647	120
WSWLV0002368	1371	17	1379	111228	67
WSWLV0002369	1125	36	1903.5	86269	40
WSWLV0002371	348	2	1415	89575	64
WSWLV0002372	4636	47	1961.5	138372	66
WSWLV0002373	3296	33	2148	189033	87
WSWLV0002374	563	11	717	65368	85
WSWLV0002375	554	25	1028.5	224017	178
WSWLV0002376	5100	23	1721.5	133987	68
WSWLV0002378	7160	30	2266.5	186732	76
WSWLV0002379	5222	5	1833	220077	107
WSWLV0002380	938	43	1063.5	142647	120
WSWLV0002381	2128	34	2156.5	249752	108
WSWLV0002382	455	7	437.5	29546	58
WSWLV0002383	2607	39	1997	203666	99
WSWLV0002384	726	46	1072	44008	38
WSWLV0003001	1022	10	937.5	186378	178
WSWLV0003002	2646	4	1430	138899	89
WSWLV0003003	1186	17	1379	111228	67
WSWLV0003005	563	19	808.5	40435	36
WSWLV0003007	2525	28	3297	425198	121
WSWLV0003009	764	24	1408	223294	137
WSWLV0003011	554	15	780	50786	55
WSWLV0003012	2218	3	1275	129482	101
WSWLV0003013	1821	22	927	88331	79
WSWLV0003017	215	18	790	70370	79
WSWLV0003018	3288	39	1997	203666	99
WSWLV0003020	1077	15	780	50786	55
WSWLV0003021	1382	3	1275	129482	101
WSWLV0003024	862	10	937.5	186378	178
WSWLV0003027	1994	30	2266.5	186732	76
WSWLV0003028	653	18	790	70370	79
WSWLV0003031	2261	33	2148	189033	87
WSWLV0003032	2278	6	1865	234439	113
WSWLV0003033	1391	15	780	50786	55
WSWLV0003034	2009	34	2156.5	249752	108
WSWLV0003035	1869	33	2148	189033	87
WSWLV0003036	284	22	927	88331	79
WSWLV0003037	1876	30	2266.5	186732	76
WSWLV0003039	1717	13	1072.5	64321	56
WSWLV0003040	1459	9	841	80406	75
WSWLV0003042	435	22	927	88331	79
WSWLV0003043	3190	26	1995	189879	89
WSWLV0003045	1430	12	700	26462	35
WSWLV0003049	718	21	449	17824	33
WSWLV0003050	333	14	455	30944	55
WSWLV0003052	692	3	1275	129482	101
WSWLV0003053	709	18	790	70370	79
WSWLV0003054	1138	18	790	70370	79
WSWLV0003056	1457	5	1833	220077	107
WSWLV0003057	3017	34	2156.5	249752	108
WSWLV0003058	2878	39	1997	203666	99
WSWLV0003059	660	25	1028.5	224017	178
WSWLV0003060	2542	5	1833	220077	107
WSWLV0003061	1558	39	1997	203666	99
WSWLV0003062	938	18	790	70370	79
WSWLV0003063	3199	5	1833	220077	107
WSWLV0003065	2514	33	2148	189033	87
WSWLV0003066	4707	28	3297	425198	121
WSWLV0003070	3599	44	1582.5	76775	48
WSWLV0003072	2221	17	1379	111228	67
WSWLV0003073	958	18	790	70370	79
WSWLV0003074	752	13	1072.5	64321	56
WSWLV0003075	2405	47	1961.5	138372	66
WSWLV0003077	4542	27	2454	133116	53
WSWLV0003079	934	10	937.5	186378	178
WSWLV0003080	1965	27	2454	133116	53
WSWLV0003081	2303	47	1961.5	138372	66
WSWLV0003082	1409	31	1674.5	203005	112
WSWLV0003084	1745	31	1674.5	203005	112
WSWLV0003086	1759	34	2156.5	249752	108
WSWLV0003087	1325	46	1072	44008	38
WSWLV0003089	2845	30	2266.5	186732	76
WSWLV0003090	2356	30	2266.5	186732	76
WSWLV0003091	773	18	790	70370	79
WSWLV0003093	3984	17	1379	111228	67
WSWLV0003094	1291	46	1072	44008	38
WSWLV0003097	1940	29	1473	66644	44
WSWLV0003099	826	11	717	65368	85
WSWLV0003101	708	21	449	17824	33
WSWLV0003103	1116	46	1072	44008	38
WSWLV0003104	1950	34	2156.5	249752	108
WSWLV0003105	252	15	780	50786	55
WSWLV0003106	1863	34	2156.5	249752	108
WSWLV0003107	457	18	790	70370	79
WSWLV0003109	3371	30	2266.5	186732	76
WSWLV0003111	225	18	790	70370	79
WSWLV0003112	283	21	449	17824	33
WSWLV0003114	1097	45	994	54904	57
WSWLV0003116	3128	30	2266.5	186732	76
WSWLV0003119	852	43	1063.5	142647	120
WSWLV0003121	2452	4	1430	138899	89
WSWLV0003123	1658	39	1997	203666	99
WSWLV0003126	1003	23	1721.5	133987	68
WSWLV0003127	2454	27	2454	133116	53
WSWLV0003129	4683	6	1865	234439	113
WSWLV0003130	1517	43	1063.5	142647	120
WSWLV0003132	1543	40	1872.5	158800	80
WSWLV0003134	390	10	937.5	186378	178
WSWLV0003136	1290	13	1072.5	64321	56
WSWLV0003138	2051	45	994	54904	57
WSWLV0003140	790	43	1063.5	142647	120
WSWLV0003142	1621	44	1582.5	76775	48
WSWLV0003143	3930	31	1674.5	203005	112
WSWLV0003144	1881	24	1408	223294	137
WSWLV0003145	1352	39	1997	203666	99
WSWLV0003146	1601	45	994	54904	57
WSWLV0003147	1736	30	2266.5	186732	76
WSWLV0003150	2234	35	1595.5	81562	50
WSWLV0003153	2831	42	1919.5	88999	44
WSWLV0003156	1070	2	1415	89575	64
WSWLV0003158	881	2	1415	89575	64
WSWLV0003159	2415	39	1997	203666	99
WSWLV0003163	1047	35	1595.5	81562	50
WSWLV0003164	2891	5	1833	220077	107
WSWLV0003166	1861	33	2148	189033	87
WSWLV0003167	1111	11	717	65368	85
WSWLV0003168	1962	47	1961.5	138372	66
WSWLV0003170	2638	10	937.5	186378	178
WSWLV0003171	780	15	780	50786	55
WSWLV0003172	1618	29	1473	66644	44
WSWLV0003174	781	11	717	65368	85
WSWLV0003175	1413	48	701	31335	41
WSWLV0003176	1459	2	1415	89575	64
WSWLV0003177	1879	42	1919.5	88999	44
WSWLV0003178	1629	40	1872.5	158800	80
WSWLV0003180	850	14	455	30944	55
WSWLV0003183	3498	30	2266.5	186732	76
WSWLV0003184	484	43	1063.5	142647	120
WSWLV0003185	637	22	927	88331	79
WSWLV0003187	1535	6	1865	234439	113
WSWLV0003190	650	14	455	30944	55
WSWLV0003193	711	15	780	50786	55
WSWLV0003194	3584	26	1995	189879	89
WSWLV0003195	2321	38	2321	135276	55
WSWLV0003196	2979	36	1903.5	86269	40
WSWLV0003197	2235	24	1408	223294	137
WSWLV0003198	1297	6	1865	234439	113
WSWLV0003200	4022	5	1833	220077	107
WSWLV0003205	2216	31	1674.5	203005	112
WSWLV0003209	862	34	2156.5	249752	108
WSWLV0003211	1839	4	1430	138899	89
WSWLV0003212	1452	31	1674.5	203005	112
WSWLV0003216	4633	28	3297	425198	121
WSWLV0003219	1252	23	1721.5	133987	68
WSWLV0003220	1321	3	1275	129482	101
WSWLV0003221	850	22	927	88331	79
WSWLV0003224	737	10	937.5	186378	178
WSWLV0003225	1505	13	1072.5	64321	56
WSWLV0003227	1051	2	1415	89575	64
WSWLV0003233	1507	37	1904	194531	98
WSWLV0003235	2122	2	1415	89575	64
WSWLV0003236	1693	3	1275	129482	101
WSWLV0003239	1168	29	1473	66644	44
WSWLV0003242	1857	2	1415	89575	64
WSWLV0003243	2283	3	1275	129482	101
WSWLV0003245	664	19	808.5	40435	36
WSWLV0003246	600	25	1028.5	224017	178
WSWLV0003247	322	16	562.5	37373	44
WSWLV0003248	1557	39	1997	203666	99
WSWLV0003249	482	12	700	26462	35
WSWLV0003250	1036	17	1379	111228	67
WSWLV0003251	600	10	937.5	186378	178
WSWLV0003253	2790	30	2266.5	186732	76
WSWLV0003255	2444	34	2156.5	249752	108
WSWLV0003256	397	43	1063.5	142647	120
WSWLV0003261	1995	5	1833	220077	107
WSWLV0003262	2519	40	1872.5	158800	80
WSWLV0003265	845	22	927	88331	79
WSWLV0003268	2550	28	3297	425198	121
WSWLV0003270	4053	4	1430	138899	89
WSWLV0003271	2354	38	2321	135276	55
WSWLV0003272	1412	5	1833	220077	107
WSWLV0003273	2109	27	2454	133116	53
WSWLV0003274	1598	33	2148	189033	87
WSWLV0003275	1554	11	717	65368	85
WSWLV0003276	1106	9	841	80406	75
WSWLV0003278	449	15	780	50786	55
WSWLV0003279	1565	38	2321	135276	55
WSWLV0003281	1395	37	1904	194531	98
WSWLV0003283	824	13	1072.5	64321	56
WSWLV0003285	1812	2	1415	89575	64
WSWLV0003286	1682	32	1528	61730	39
WSWLV0003287	1031	37	1904	194531	98
WSWLV0003288	1165	31	1674.5	203005	112
WSWLV0003290	2032	17	1379	111228	67
WSWLV0003293	1071	13	1072.5	64321	56
WSWLV0003294	1788	47	1961.5	138372	66
WSWLV0003297	924	34	2156.5	249752	108
WSWLV0003300	698	9	841	80406	75
WSWLV0003302	2479	18	790	70370	79
WSWLV0003303	2163	31	1674.5	203005	112
WSWLV0003304	4994	28	3297	425198	121
WSWLV0003305	6013	28	3297	425198	121
WSWLV0003306	646	43	1063.5	142647	120
WSWLV0003307	1652	47	1961.5	138372	66
WSWLV0003308	2094	29	1473	66644	44
WSWLV0003309	1203	30	2266.5	186732	76
WSWLV0003310	2957	28	3297	425198	121
WSWLV0003311	775	3	1275	129482	101
WSWLV0003312	527	11	717	65368	85
WSWLV0003313	1136	29	1473	66644	44
WSWLV0003315	1082	18	790	70370	79
WSWLV0003316	2808	23	1721.5	133987	68
WSWLV0003317	1814	6	1865	234439	113
WSWLV0003318	509	10	937.5	186378	178
WSWLV0003321	1368	19	808.5	40435	36
WSWLV0003322	2292	31	1674.5	203005	112
WSWLV0003323	4641	34	2156.5	249752	108
WSWLV0003326	1827	31	1674.5	203005	112
WSWLV0003328	1122	32	1528	61730	39
WSWLV0003329	590	14	455	30944	55
WSWLV0003330	992	15	780	50786	55
WSWLV0003332	3153	37	1904	194531	98
WSWLV0003333	2387	23	1721.5	133987	68
WSWLV0003334	2753	9	841	80406	75
WSWLV0003335	3223	28	3297	425198	121
WSWLV0003337	2048	37	1904	194531	98
WSWLV0003338	1241	43	1063.5	142647	120
WSWLV0003341	472	45	994	54904	57
WSWLV0003342	312	15	780	50786	55
WSWLV0003343	1409	13	1072.5	64321	56
WSWLV0003344	3489	47	1961.5	138372	66
WSWLV0003347	732	11	717	65368	85
WSWLV0003348	2057	33	2148	189033	87
WSWLV0003349	675	18	790	70370	79
WSWLV0003352	1020	10	937.5	186378	178
WSWLV0003353	881	10	937.5	186378	178
WSWLV0003354	1729	29	1473	66644	44
WSWLV0003355	313	1	487	21300	36
WSWLV0003356	1052	13	1072.5	64321	56
WSWLV0003360	1818	42	1919.5	88999	44
WSWLV0003363	2171	4	1430	138899	89
WSWLV0003364	3297	28	3297	425198	121
WSWLV0003365	3913	23	1721.5	133987	68
WSWLV0003366	954	43	1063.5	142647	120
WSWLV0003368	1202	4	1430	138899	89
WSWLV0003369	1819	43	1063.5	142647	120
WSWLV0003370	786	48	701	31335	41
WSWLV0003372	1339	18	790	70370	79
WSWLV0003373	616	3	1275	129482	101
WSWLV0003375	2830	39	1997	203666	99
WSWLV0003376	1095	10	937.5	186378	178
WSWLV0003377	1648	44	1582.5	76775	48
WSWLV0003378	1042	40	1872.5	158800	80
WSWLV0003379	3941	6	1865	234439	113
WSWLV0003381	1071	10	937.5	186378	178
WSWLV0003383	2594	5	1833	220077	107
WSWLV0003384	348	1	487	21300	36
WSWLV0004001	799	25	1028.5	224017	178
WSWLV0004002	452	25	1028.5	224017	178
WSWLV0004003	1053	10	937.5	186378	178
WSWLV0004005	2119	25	1028.5	224017	178
WSWLV0004006	1516	25	1028.5	224017	178
WSWLV0004007	2698	26	1995	189879	89
WSWLV0004008	6148	25	1028.5	224017	178
WSWLV0004009	730	25	1028.5	224017	178
WSWLV0004011	1776	25	1028.5	224017	178
WSWLV0004013	1997	26	1995	189879	89
WSWLV0004014	994	25	1028.5	224017	178
WSWLV0004015	680	25	1028.5	224017	178
WSWLV0004016	506	11	717	65368	85
WSWLV0004018	1235	18	790	70370	79
WSWLV0004019	1148	43	1063.5	142647	120
WSWLV0004020	496	25	1028.5	224017	178
WSWLV0004022	2625	4	1430	138899	89
WSWLV0004023	2041	25	1028.5	224017	178
WSWLV0004024	1731	26	1995	189879	89
WSWLV0004025	1391	18	790	70370	79
WSWLV0004027	485	18	790	70370	79
WSWLV0004028	698	12	700	26462	35
WSWLV0004030	2773	34	2156.5	249752	108
WSWLV0004031	1028	25	1028.5	224017	178
WSWLV0004032	3035	28	3297	425198	121
WSWLV0004033	237	25	1028.5	224017	178
WSWLV0004034	267	25	1028.5	224017	178
WSWLV0004035	995	3	1275	129482	101
WSWLV0004036	443	25	1028.5	224017	178
WSWLV0004037	2958	25	1028.5	224017	178
WSWLV0004038	1737	25	1028.5	224017	178
WSWLV0004039	2510	25	1028.5	224017	178
WSWLV0004040	1340	25	1028.5	224017	178
WSWLV0004041	2395	25	1028.5	224017	178
WSWLV0004042	1008	25	1028.5	224017	178
WSWLV0004043	2177	30	2266.5	186732	76
WSWLV0004044	1724	35	1595.5	81562	50
WSWLV0004045	6698	5	1833	220077	107
WSWLV0004046	3406	26	1995	189879	89
WSWLV0004047	2244	25	1028.5	224017	178
WSWLV0004049	1572	43	1063.5	142647	120
WSWLV0004050	969	25	1028.5	224017	178
WSWLV0004052	1223	26	1995	189879	89
WSWLV0004053	3767	36	1903.5	86269	40
WSWLV0004054	1400	25	1028.5	224017	178
WSWLV0004055	2469	25	1028.5	224017	178
WSWLV0004056	1681	25	1028.5	224017	178
WSWLV0004058	1721	25	1028.5	224017	178
WSWLV0004059	301	25	1028.5	224017	178
WSWLV0004060	1014	25	1028.5	224017	178
WSWLV0004061	629	43	1063.5	142647	120
WSWLV0004062	3934	6	1865	234439	113
WSWLV0004063	1965	25	1028.5	224017	178
WSWLV0004064	2119	17	1379	111228	67
WSWLV0004065	2865	39	1997	203666	99
WSWLV0004067	1367	25	1028.5	224017	178
WSWLV0004068	1226	25	1028.5	224017	178
WSWLV0004069	376	25	1028.5	224017	178
WSWLV0004070	528	22	927	88331	79
WSWLV0004071	2359	25	1028.5	224017	178
WSWLV0004072	4322	28	3297	425198	121
WSWLV0004075	3502	30	2266.5	186732	76
WSWLV0004076	1264	33	2148	189033	87
WSWLV0004077	1843	5	1833	220077	107
WSWLV0004078	1837	25	1028.5	224017	178
WSWLV0004079	3006	28	3297	425198	121
WSWLV0004081	1519	26	1995	189879	89
WSWLV0004082	307	25	1028.5	224017	178
WSWLV0004084	577	25	1028.5	224017	178
WSWLV0004085	721	25	1028.5	224017	178
WSWLV0004087	3949	33	2148	189033	87
WSWLV0004088	1157	25	1028.5	224017	178
WSWLV0004089	391	25	1028.5	224017	178
WSWLV0004090	1414	6	1865	234439	113
WSWLV0004093	3087	28	3297	425198	121
WSWLV0004094	1100	10	937.5	186378	178
WSWLV0004095	3574	23	1721.5	133987	68
WSWLV0004097	879	25	1028.5	224017	178
WSWLV0004098	1532	25	1028.5	224017	178
WSWLV0004099	1363	5	1833	220077	107
WSWLV0004100	1501	40	1872.5	158800	80
WSWLV0004101	1068	25	1028.5	224017	178
WSWLV0004102	3234	25	1028.5	224017	178
WSWLV0004104	2263	25	1028.5	224017	178
WSWLV0004105	438	25	1028.5	224017	178
