cells	cell_sizes	mc	median_mc_cell_size	total_mc_umis	total_mc_cells
WSWLV0004107	3988	6	1865	234439	113
WSWLV0004108	1801	24	1408	223294	137
WSWLV0004110	1884	25	1028.5	224017	178
WSWLV0004111	2320	25	1028.5	224017	178
WSWLV0004112	2912	25	1028.5	224017	178
WSWLV0004113	2113	26	1995	189879	89
WSWLV0004114	897	25	1028.5	224017	178
WSWLV0004115	2433	25	1028.5	224017	178
WSWLV0004117	694	25	1028.5	224017	178
WSWLV0004118	1995	26	1995	189879	89
WSWLV0004119	571	9	841	80406	75
WSWLV0004121	3363	5	1833	220077	107
WSWLV0004122	621	25	1028.5	224017	178
WSWLV0004123	1205	33	2148	189033	87
WSWLV0004124	1040	1	487	21300	36
WSWLV0004125	1108	11	717	65368	85
WSWLV0004126	705	10	937.5	186378	178
WSWLV0004127	2198	25	1028.5	224017	178
WSWLV0004128	2672	25	1028.5	224017	178
WSWLV0004129	591	25	1028.5	224017	178
WSWLV0004130	3310	32	1528	61730	39
WSWLV0004132	1748	25	1028.5	224017	178
WSWLV0004134	799	25	1028.5	224017	178
WSWLV0004136	1714	25	1028.5	224017	178
WSWLV0004137	425	21	449	17824	33
WSWLV0004138	1440	25	1028.5	224017	178
WSWLV0004139	3290	34	2156.5	249752	108
WSWLV0004140	1797	24	1408	223294	137
WSWLV0004142	2003	25	1028.5	224017	178
WSWLV0004143	903	25	1028.5	224017	178
WSWLV0004144	2770	25	1028.5	224017	178
WSWLV0004145	386	25	1028.5	224017	178
WSWLV0004148	1289	25	1028.5	224017	178
WSWLV0004150	1424	25	1028.5	224017	178
WSWLV0004153	1381	22	927	88331	79
WSWLV0004154	1904	47	1961.5	138372	66
WSWLV0004155	841	9	841	80406	75
WSWLV0004160	875	25	1028.5	224017	178
WSWLV0004162	943	10	937.5	186378	178
WSWLV0004163	2133	4	1430	138899	89
WSWLV0004166	2556	26	1995	189879	89
WSWLV0004167	3410	28	3297	425198	121
WSWLV0004169	1469	25	1028.5	224017	178
WSWLV0004170	1766	37	1904	194531	98
WSWLV0004172	1510	24	1408	223294	137
WSWLV0004173	2960	25	1028.5	224017	178
WSWLV0004174	628	25	1028.5	224017	178
WSWLV0004177	2188	33	2148	189033	87
WSWLV0004178	1682	47	1961.5	138372	66
WSWLV0004180	664	24	1408	223294	137
WSWLV0004181	1664	29	1473	66644	44
WSWLV0004182	1227	20	864	25720	25
WSWLV0004183	1276	26	1995	189879	89
WSWLV0004186	2063	25	1028.5	224017	178
WSWLV0004188	1574	25	1028.5	224017	178
WSWLV0004189	2125	38	2321	135276	55
WSWLV0004190	3148	26	1995	189879	89
WSWLV0004191	1212	18	790	70370	79
WSWLV0004192	5299	28	3297	425198	121
WSWLV0004193	466	25	1028.5	224017	178
WSWLV0004194	3678	38	2321	135276	55
WSWLV0004195	2516	23	1721.5	133987	68
WSWLV0004196	504	25	1028.5	224017	178
WSWLV0004197	895	25	1028.5	224017	178
WSWLV0004198	3603	25	1028.5	224017	178
WSWLV0004199	1189	25	1028.5	224017	178
WSWLV0004200	1779	37	1904	194531	98
WSWLV0004201	1399	26	1995	189879	89
WSWLV0004202	1197	10	937.5	186378	178
WSWLV0004205	2077	5	1833	220077	107
WSWLV0004206	4346	26	1995	189879	89
WSWLV0004207	2730	25	1028.5	224017	178
WSWLV0004208	456	25	1028.5	224017	178
WSWLV0004209	5201	5	1833	220077	107
WSWLV0004210	747	26	1995	189879	89
WSWLV0004211	886	24	1408	223294	137
WSWLV0004212	1732	34	2156.5	249752	108
WSWLV0004213	1843	25	1028.5	224017	178
WSWLV0004215	695	25	1028.5	224017	178
WSWLV0004216	1940	25	1028.5	224017	178
WSWLV0004217	657	15	780	50786	55
WSWLV0004221	2465	25	1028.5	224017	178
WSWLV0004222	1790	3	1275	129482	101
WSWLV0004223	2852	25	1028.5	224017	178
WSWLV0004224	1605	43	1063.5	142647	120
WSWLV0004227	2629	2	1415	89575	64
WSWLV0004230	689	11	717	65368	85
WSWLV0004231	1728	24	1408	223294	137
WSWLV0004232	1621	4	1430	138899	89
WSWLV0004233	3898	33	2148	189033	87
WSWLV0004235	1166	25	1028.5	224017	178
WSWLV0004236	2402	25	1028.5	224017	178
WSWLV0004237	3530	24	1408	223294	137
WSWLV0004238	4668	26	1995	189879	89
WSWLV0004239	348	25	1028.5	224017	178
WSWLV0004240	1358	25	1028.5	224017	178
WSWLV0004241	1672	13	1072.5	64321	56
WSWLV0004242	1911	2	1415	89575	64
WSWLV0004243	903	23	1721.5	133987	68
WSWLV0004246	1321	25	1028.5	224017	178
WSWLV0004247	1388	26	1995	189879	89
WSWLV0004248	1012	3	1275	129482	101
WSWLV0004249	1334	25	1028.5	224017	178
WSWLV0004250	2731	26	1995	189879	89
WSWLV0004251	3771	26	1995	189879	89
WSWLV0004252	1024	25	1028.5	224017	178
WSWLV0004253	1176	25	1028.5	224017	178
WSWLV0004255	1200	37	1904	194531	98
WSWLV0004256	518	25	1028.5	224017	178
WSWLV0004257	919	5	1833	220077	107
WSWLV0004258	765	4	1430	138899	89
WSWLV0004260	682	45	994	54904	57
WSWLV0004261	2167	46	1072	44008	38
WSWLV0004262	2317	31	1674.5	203005	112
WSWLV0004264	4153	34	2156.5	249752	108
WSWLV0004266	269	25	1028.5	224017	178
WSWLV0004268	1216	15	780	50786	55
WSWLV0004269	1109	31	1674.5	203005	112
WSWLV0004270	1142	25	1028.5	224017	178
WSWLV0004272	1105	25	1028.5	224017	178
WSWLV0004273	1713	4	1430	138899	89
WSWLV0004275	1953	10	937.5	186378	178
WSWLV0004276	1820	26	1995	189879	89
WSWLV0004277	2110	41	2059	81383	40
WSWLV0004279	1858	19	808.5	40435	36
WSWLV0004281	1243	22	927	88331	79
WSWLV0004282	690	25	1028.5	224017	178
WSWLV0004284	4673	27	2454	133116	53
WSWLV0004285	759	25	1028.5	224017	178
WSWLV0004286	3281	25	1028.5	224017	178
WSWLV0004287	378	25	1028.5	224017	178
WSWLV0004288	1246	26	1995	189879	89
WSWLV0004290	1647	25	1028.5	224017	178
WSWLV0004292	3713	26	1995	189879	89
WSWLV0004293	763	25	1028.5	224017	178
WSWLV0004295	934	10	937.5	186378	178
WSWLV0004296	2407	25	1028.5	224017	178
WSWLV0004297	1105	25	1028.5	224017	178
WSWLV0004298	923	25	1028.5	224017	178
WSWLV0004299	770	5	1833	220077	107
WSWLV0004300	2787	26	1995	189879	89
WSWLV0004301	2529	34	2156.5	249752	108
WSWLV0004303	4070	26	1995	189879	89
WSWLV0004304	5900	5	1833	220077	107
WSWLV0004305	4256	26	1995	189879	89
WSWLV0004306	2885	5	1833	220077	107
WSWLV0004307	373	25	1028.5	224017	178
WSWLV0004308	1104	17	1379	111228	67
WSWLV0004310	2542	5	1833	220077	107
WSWLV0004311	1664	19	808.5	40435	36
WSWLV0004312	1718	25	1028.5	224017	178
WSWLV0004313	3257	28	3297	425198	121
WSWLV0004314	1682	28	3297	425198	121
WSWLV0004315	3564	5	1833	220077	107
WSWLV0004317	1029	25	1028.5	224017	178
WSWLV0004318	230	25	1028.5	224017	178
WSWLV0004320	1931	25	1028.5	224017	178
WSWLV0004321	3648	5	1833	220077	107
WSWLV0004322	1849	47	1961.5	138372	66
WSWLV0004324	1926	3	1275	129482	101
WSWLV0004325	2075	25	1028.5	224017	178
WSWLV0004326	1898	43	1063.5	142647	120
WSWLV0004328	1708	43	1063.5	142647	120
WSWLV0004329	3014	26	1995	189879	89
WSWLV0004330	1213	31	1674.5	203005	112
WSWLV0004332	1588	26	1995	189879	89
WSWLV0004333	2556	28	3297	425198	121
WSWLV0004335	1067	31	1674.5	203005	112
WSWLV0004336	256	25	1028.5	224017	178
WSWLV0004337	1891	25	1028.5	224017	178
WSWLV0004338	1155	10	937.5	186378	178
WSWLV0004339	1001	43	1063.5	142647	120
WSWLV0004340	2633	34	2156.5	249752	108
WSWLV0004341	500	25	1028.5	224017	178
WSWLV0004343	1529	25	1028.5	224017	178
WSWLV0004344	6223	26	1995	189879	89
WSWLV0004345	2606	34	2156.5	249752	108
WSWLV0004347	1905	25	1028.5	224017	178
WSWLV0004348	661	25	1028.5	224017	178
WSWLV0004349	1986	25	1028.5	224017	178
WSWLV0004350	3737	31	1674.5	203005	112
WSWLV0004351	3065	26	1995	189879	89
WSWLV0004352	4620	5	1833	220077	107
WSWLV0004353	1083	5	1833	220077	107
WSWLV0004354	2000	26	1995	189879	89
WSWLV0004355	1573	5	1833	220077	107
WSWLV0004357	1472	18	790	70370	79
WSWLV0004358	3646	31	1674.5	203005	112
WSWLV0004360	1557	44	1582.5	76775	48
WSWLV0004361	1494	25	1028.5	224017	178
WSWLV0004362	1574	25	1028.5	224017	178
WSWLV0004363	3377	26	1995	189879	89
WSWLV0004364	1984	25	1028.5	224017	178
WSWLV0004366	3453	25	1028.5	224017	178
WSWLV0004367	581	20	864	25720	25
WSWLV0004368	1470	31	1674.5	203005	112
WSWLV0004369	547	11	717	65368	85
WSWLV0004370	2483	17	1379	111228	67
WSWLV0004371	4656	30	2266.5	186732	76
WSWLV0004372	3035	6	1865	234439	113
WSWLV0004373	3216	17	1379	111228	67
WSWLV0004374	5268	15	780	50786	55
WSWLV0004375	1095	43	1063.5	142647	120
WSWLV0004376	1247	15	780	50786	55
WSWLV0004377	2690	37	1904	194531	98
WSWLV0004379	2948	37	1904	194531	98
WSWLV0004380	708	43	1063.5	142647	120
WSWLV0004381	1918	22	927	88331	79
WSWLV0004382	925	17	1379	111228	67
WSWLV0004383	1563	10	937.5	186378	178
WSWLV0004384	1997	10	937.5	186378	178
WSWLV0005001	1188	25	1028.5	224017	178
WSWLV0005002	1379	17	1379	111228	67
WSWLV0005003	668	4	1430	138899	89
WSWLV0005005	449	16	562.5	37373	44
WSWLV0005006	1655	46	1072	44008	38
WSWLV0005008	1652	35	1595.5	81562	50
WSWLV0005012	940	35	1595.5	81562	50
WSWLV0005013	2745	42	1919.5	88999	44
WSWLV0005014	1778	43	1063.5	142647	120
WSWLV0005015	894	9	841	80406	75
WSWLV0005016	1497	2	1415	89575	64
WSWLV0005018	1498	6	1865	234439	113
WSWLV0005019	1889	4	1430	138899	89
WSWLV0005022	2095	31	1674.5	203005	112
WSWLV0005023	968	24	1408	223294	137
WSWLV0005026	2163	4	1430	138899	89
WSWLV0005029	1879	31	1674.5	203005	112
WSWLV0005031	2850	47	1961.5	138372	66
WSWLV0005032	2541	23	1721.5	133987	68
WSWLV0005036	1972	40	1872.5	158800	80
WSWLV0005037	2431	43	1063.5	142647	120
WSWLV0005039	2646	37	1904	194531	98
WSWLV0005040	2709	39	1997	203666	99
WSWLV0005043	730	13	1072.5	64321	56
WSWLV0005044	2453	5	1833	220077	107
WSWLV0005045	1391	34	2156.5	249752	108
WSWLV0005050	1211	42	1919.5	88999	44
WSWLV0005051	774	10	937.5	186378	178
WSWLV0005052	1387	6	1865	234439	113
WSWLV0005053	935	43	1063.5	142647	120
WSWLV0005056	2475	37	1904	194531	98
WSWLV0005057	3398	28	3297	425198	121
WSWLV0005058	874	31	1674.5	203005	112
WSWLV0005060	1939	33	2148	189033	87
WSWLV0005063	2454	47	1961.5	138372	66
WSWLV0005064	2845	35	1595.5	81562	50
WSWLV0005066	1757	39	1997	203666	99
WSWLV0005068	2080	30	2266.5	186732	76
WSWLV0005073	685	18	790	70370	79
WSWLV0005074	2270	34	2156.5	249752	108
WSWLV0005075	1736	23	1721.5	133987	68
WSWLV0005076	538	9	841	80406	75
WSWLV0005078	1032	35	1595.5	81562	50
WSWLV0005079	2770	34	2156.5	249752	108
WSWLV0005081	2362	25	1028.5	224017	178
WSWLV0005082	1204	38	2321	135276	55
WSWLV0005083	837	9	841	80406	75
WSWLV0005084	894	10	937.5	186378	178
WSWLV0005085	970	24	1408	223294	137
WSWLV0005088	1753	10	937.5	186378	178
WSWLV0005090	1566	29	1473	66644	44
WSWLV0005091	2006	24	1408	223294	137
WSWLV0005092	2325	30	2266.5	186732	76
WSWLV0005093	832	24	1408	223294	137
WSWLV0005094	2588	38	2321	135276	55
WSWLV0005095	673	10	937.5	186378	178
WSWLV0005096	2318	33	2148	189033	87
WSWLV0005097	755	10	937.5	186378	178
WSWLV0005098	438	1	487	21300	36
WSWLV0005100	319	10	937.5	186378	178
WSWLV0005101	1131	4	1430	138899	89
WSWLV0005103	1659	5	1833	220077	107
WSWLV0005104	2155	24	1408	223294	137
WSWLV0005105	357	10	937.5	186378	178
WSWLV0005107	1227	37	1904	194531	98
WSWLV0005109	812	10	937.5	186378	178
WSWLV0005110	439	20	864	25720	25
WSWLV0005111	369	16	562.5	37373	44
WSWLV0005112	2565	30	2266.5	186732	76
WSWLV0005113	1805	35	1595.5	81562	50
WSWLV0005116	2074	29	1473	66644	44
WSWLV0005117	2099	34	2156.5	249752	108
WSWLV0005121	3026	36	1903.5	86269	40
WSWLV0005123	737	47	1961.5	138372	66
WSWLV0005124	1946	5	1833	220077	107
WSWLV0005125	1384	31	1674.5	203005	112
WSWLV0005127	1013	15	780	50786	55
WSWLV0005128	1185	15	780	50786	55
WSWLV0005129	883	10	937.5	186378	178
WSWLV0005130	1527	6	1865	234439	113
WSWLV0005132	921	10	937.5	186378	178
WSWLV0005133	1314	10	937.5	186378	178
WSWLV0005134	2096	47	1961.5	138372	66
WSWLV0005135	2811	33	2148	189033	87
WSWLV0005136	1189	11	717	65368	85
WSWLV0005138	3454	6	1865	234439	113
WSWLV0005139	1831	40	1872.5	158800	80
WSWLV0005140	850	37	1904	194531	98
WSWLV0005141	1586	39	1997	203666	99
WSWLV0005142	329	45	994	54904	57
WSWLV0005143	1358	19	808.5	40435	36
WSWLV0005144	3412	4	1430	138899	89
WSWLV0005145	1135	22	927	88331	79
WSWLV0005146	877	33	2148	189033	87
WSWLV0005150	2122	44	1582.5	76775	48
WSWLV0005152	1619	2	1415	89575	64
WSWLV0005153	2327	9	841	80406	75
WSWLV0005158	1468	24	1408	223294	137
WSWLV0005160	962	35	1595.5	81562	50
WSWLV0005162	438	18	790	70370	79
WSWLV0005163	3657	36	1903.5	86269	40
WSWLV0005165	2614	34	2156.5	249752	108
WSWLV0005166	620	21	449	17824	33
WSWLV0005167	2679	37	1904	194531	98
WSWLV0005170	1613	24	1408	223294	137
WSWLV0005172	2253	6	1865	234439	113
WSWLV0005176	717	43	1063.5	142647	120
WSWLV0005177	217	3	1275	129482	101
WSWLV0005178	378	7	437.5	29546	58
WSWLV0005181	493	24	1408	223294	137
WSWLV0005182	1673	46	1072	44008	38
WSWLV0005184	261	7	437.5	29546	58
WSWLV0005186	1513	2	1415	89575	64
WSWLV0005187	425	21	449	17824	33
WSWLV0005189	3446	38	2321	135276	55
WSWLV0005190	1258	10	937.5	186378	178
WSWLV0005191	2150	2	1415	89575	64
WSWLV0005194	4525	28	3297	425198	121
WSWLV0005196	468	45	994	54904	57
WSWLV0005197	1537	34	2156.5	249752	108
WSWLV0005198	267	14	455	30944	55
WSWLV0005199	3673	5	1833	220077	107
WSWLV0005200	1567	30	2266.5	186732	76
WSWLV0005204	2639	2	1415	89575	64
WSWLV0005205	825	15	780	50786	55
WSWLV0005206	372	10	937.5	186378	178
WSWLV0005209	1109	22	927	88331	79
WSWLV0005210	533	9	841	80406	75
WSWLV0005212	2352	39	1997	203666	99
WSWLV0005213	3798	34	2156.5	249752	108
WSWLV0005214	1966	24	1408	223294	137
WSWLV0005215	962	8	431	79545	113
WSWLV0005216	1268	6	1865	234439	113
WSWLV0005217	2711	6	1865	234439	113
WSWLV0005219	226	8	431	79545	113
WSWLV0005220	2433	33	2148	189033	87
WSWLV0005222	279	21	449	17824	33
WSWLV0005224	4010	6	1865	234439	113
WSWLV0005225	2476	37	1904	194531	98
WSWLV0005226	2885	40	1872.5	158800	80
WSWLV0005229	1096	4	1430	138899	89
WSWLV0005230	1614	37	1904	194531	98
WSWLV0005231	1672	37	1904	194531	98
WSWLV0005232	1394	3	1275	129482	101
WSWLV0005233	2387	22	927	88331	79
WSWLV0005234	506	14	455	30944	55
WSWLV0005235	1123	10	937.5	186378	178
WSWLV0005236	1690	26	1995	189879	89
WSWLV0005238	3104	24	1408	223294	137
WSWLV0005239	2513	34	2156.5	249752	108
WSWLV0005240	2045	24	1408	223294	137
WSWLV0005241	899	18	790	70370	79
WSWLV0005242	1484	30	2266.5	186732	76
WSWLV0005244	4408	24	1408	223294	137
WSWLV0005246	2016	9	841	80406	75
WSWLV0005247	1661	18	790	70370	79
WSWLV0005249	927	22	927	88331	79
WSWLV0005250	1176	34	2156.5	249752	108
WSWLV0005252	432	14	455	30944	55
WSWLV0005253	1422	17	1379	111228	67
WSWLV0005256	2846	6	1865	234439	113
WSWLV0005260	541	7	437.5	29546	58
WSWLV0005261	1562	37	1904	194531	98
WSWLV0005262	928	22	927	88331	79
WSWLV0005263	997	29	1473	66644	44
WSWLV0005264	1522	38	2321	135276	55
WSWLV0005265	737	10	937.5	186378	178
WSWLV0005267	1135	2	1415	89575	64
WSWLV0005268	1195	5	1833	220077	107
WSWLV0005270	2831	10	937.5	186378	178
WSWLV0005271	2112	40	1872.5	158800	80
WSWLV0005272	842	11	717	65368	85
WSWLV0005277	1095	5	1833	220077	107
WSWLV0005278	1794	37	1904	194531	98
WSWLV0005281	1965	5	1833	220077	107
WSWLV0005282	3860	34	2156.5	249752	108
WSWLV0005284	1775	5	1833	220077	107
WSWLV0005285	2362	2	1415	89575	64
WSWLV0005287	531	10	937.5	186378	178
WSWLV0005288	1056	4	1430	138899	89
WSWLV0005290	722	22	927	88331	79
WSWLV0005291	2852	33	2148	189033	87
WSWLV0005293	2679	30	2266.5	186732	76
WSWLV0005295	471	10	937.5	186378	178
WSWLV0005296	421	13	1072.5	64321	56
WSWLV0005297	2154	30	2266.5	186732	76
WSWLV0005298	717	20	864	25720	25
WSWLV0005299	3147	34	2156.5	249752	108
WSWLV0005301	3503	39	1997	203666	99
WSWLV0005302	2160	33	2148	189033	87
WSWLV0005303	1608	29	1473	66644	44
WSWLV0005305	1771	40	1872.5	158800	80
WSWLV0005306	1464	2	1415	89575	64
WSWLV0005307	2714	42	1919.5	88999	44
WSWLV0005311	1918	37	1904	194531	98
WSWLV0005312	4537	39	1997	203666	99
WSWLV0005313	381	3	1275	129482	101
WSWLV0005314	3172	17	1379	111228	67
WSWLV0005315	1860	16	562.5	37373	44
WSWLV0005316	3399	28	3297	425198	121
WSWLV0005319	1833	5	1833	220077	107
WSWLV0005320	1339	24	1408	223294	137
WSWLV0005321	3248	30	2266.5	186732	76
WSWLV0005323	2604	27	2454	133116	53
WSWLV0005327	1760	3	1275	129482	101
WSWLV0005328	3005	5	1833	220077	107
WSWLV0005330	2230	24	1408	223294	137
WSWLV0005331	1245	18	790	70370	79
WSWLV0005332	1024	25	1028.5	224017	178
WSWLV0005333	2116	30	2266.5	186732	76
WSWLV0005335	1253	11	717	65368	85
WSWLV0005336	2899	43	1063.5	142647	120
WSWLV0005338	2306	6	1865	234439	113
WSWLV0005339	605	7	437.5	29546	58
WSWLV0005340	878	43	1063.5	142647	120
WSWLV0005342	1542	4	1430	138899	89
WSWLV0005344	290	9	841	80406	75
WSWLV0005347	3594	28	3297	425198	121
WSWLV0005352	725	19	808.5	40435	36
WSWLV0005353	572	20	864	25720	25
WSWLV0005359	1656	25	1028.5	224017	178
WSWLV0005362	1124	16	562.5	37373	44
WSWLV0005364	3077	17	1379	111228	67
WSWLV0005365	640	2	1415	89575	64
WSWLV0005366	1215	10	937.5	186378	178
WSWLV0005367	1791	43	1063.5	142647	120
WSWLV0005369	1716	37	1904	194531	98
WSWLV0005371	808	18	790	70370	79
WSWLV0005372	2159	19	808.5	40435	36
WSWLV0005375	1496	3	1275	129482	101
WSWLV0005376	772	11	717	65368	85
WSWLV0005378	230	7	437.5	29546	58
WSWLV0005379	1232	48	701	31335	41
WSWLV0005381	1128	4	1430	138899	89
WSWLV0005382	775	40	1872.5	158800	80
WSWLV0005383	226	16	562.5	37373	44
WSWLV0005384	1635	47	1961.5	138372	66
WSWLV0006001	532	9	841	80406	75
WSWLV0006009	1961	47	1961.5	138372	66
WSWLV0006014	1663	46	1072	44008	38
WSWLV0006015	1060	10	937.5	186378	178
WSWLV0006018	392	22	927	88331	79
WSWLV0006019	1505	26	1995	189879	89
WSWLV0006020	1624	36	1903.5	86269	40
WSWLV0006021	2128	13	1072.5	64321	56
WSWLV0006022	4807	38	2321	135276	55
WSWLV0006023	2172	24	1408	223294	137
WSWLV0006027	1897	33	2148	189033	87
WSWLV0006028	2866	36	1903.5	86269	40
WSWLV0006029	2902	33	2148	189033	87
WSWLV0006030	1163	22	927	88331	79
WSWLV0006031	1366	24	1408	223294	137
WSWLV0006032	1563	25	1028.5	224017	178
WSWLV0006035	1719	38	2321	135276	55
WSWLV0006037	1056	47	1961.5	138372	66
WSWLV0006038	2948	47	1961.5	138372	66
WSWLV0006039	2307	27	2454	133116	53
WSWLV0006040	1925	22	927	88331	79
WSWLV0006042	904	24	1408	223294	137
WSWLV0006043	3523	23	1721.5	133987	68
WSWLV0006044	2366	38	2321	135276	55
WSWLV0006045	1429	37	1904	194531	98
WSWLV0006046	1802	2	1415	89575	64
WSWLV0006047	848	20	864	25720	25
WSWLV0006048	2679	26	1995	189879	89
WSWLV0006049	2113	35	1595.5	81562	50
WSWLV0006050	4284	33	2148	189033	87
WSWLV0006054	5341	6	1865	234439	113
WSWLV0006055	1207	9	841	80406	75
WSWLV0006057	3474	34	2156.5	249752	108
WSWLV0006058	1387	18	790	70370	79
WSWLV0006059	1555	4	1430	138899	89
WSWLV0006060	1314	45	994	54904	57
WSWLV0006061	2203	23	1721.5	133987	68
WSWLV0006065	2989	23	1721.5	133987	68
WSWLV0006066	1642	4	1430	138899	89
WSWLV0006067	1384	31	1674.5	203005	112
WSWLV0006068	1148	9	841	80406	75
WSWLV0006069	2449	33	2148	189033	87
WSWLV0006071	2500	28	3297	425198	121
WSWLV0006072	2372	33	2148	189033	87
WSWLV0006073	1345	22	927	88331	79
WSWLV0006074	1585	43	1063.5	142647	120
WSWLV0006075	2918	30	2266.5	186732	76
WSWLV0006076	1430	4	1430	138899	89
WSWLV0006077	2634	37	1904	194531	98
WSWLV0006078	795	18	790	70370	79
WSWLV0006079	604	22	927	88331	79
WSWLV0006083	1795	27	2454	133116	53
WSWLV0006084	744	46	1072	44008	38
WSWLV0006085	2430	39	1997	203666	99
WSWLV0006086	1314	39	1997	203666	99
WSWLV0006087	1837	22	927	88331	79
WSWLV0006088	1377	43	1063.5	142647	120
WSWLV0006089	1821	30	2266.5	186732	76
WSWLV0006090	3373	4	1430	138899	89
WSWLV0006091	423	2	1415	89575	64
WSWLV0006092	604	26	1995	189879	89
WSWLV0006093	1628	10	937.5	186378	178
WSWLV0006094	1522	31	1674.5	203005	112
WSWLV0006095	1894	10	937.5	186378	178
WSWLV0006097	1372	18	790	70370	79
WSWLV0006098	1047	24	1408	223294	137
WSWLV0006099	1780	10	937.5	186378	178
WSWLV0006100	668	14	455	30944	55
WSWLV0006103	3267	40	1872.5	158800	80
WSWLV0006104	443	15	780	50786	55
WSWLV0006107	2037	43	1063.5	142647	120
WSWLV0006109	1501	16	562.5	37373	44
WSWLV0006110	804	25	1028.5	224017	178
WSWLV0006111	1400	36	1903.5	86269	40
WSWLV0006114	4332	31	1674.5	203005	112
WSWLV0006115	1618	41	2059	81383	40
WSWLV0006116	1392	29	1473	66644	44
WSWLV0006118	2433	17	1379	111228	67
WSWLV0006119	5598	28	3297	425198	121
WSWLV0006120	2355	17	1379	111228	67
WSWLV0006124	1795	46	1072	44008	38
WSWLV0006126	1098	13	1072.5	64321	56
WSWLV0006127	1820	2	1415	89575	64
WSWLV0006132	3233	28	3297	425198	121
WSWLV0006134	1806	47	1961.5	138372	66
WSWLV0006135	1288	44	1582.5	76775	48
WSWLV0006136	720	13	1072.5	64321	56
WSWLV0006138	955	25	1028.5	224017	178
WSWLV0006139	782	15	780	50786	55
WSWLV0006140	746	22	927	88331	79
WSWLV0006141	2194	23	1721.5	133987	68
WSWLV0006142	4906	30	2266.5	186732	76
WSWLV0006144	2847	31	1674.5	203005	112
WSWLV0006145	877	33	2148	189033	87
WSWLV0006146	793	43	1063.5	142647	120
WSWLV0006147	3246	31	1674.5	203005	112
WSWLV0006149	1417	32	1528	61730	39
WSWLV0006150	1371	22	927	88331	79
WSWLV0006152	2668	30	2266.5	186732	76
WSWLV0006153	3197	28	3297	425198	121
WSWLV0006154	1172	10	937.5	186378	178
WSWLV0006155	2315	31	1674.5	203005	112
WSWLV0006156	3768	47	1961.5	138372	66
WSWLV0006158	1100	27	2454	133116	53
WSWLV0006162	453	11	717	65368	85
WSWLV0006165	1904	24	1408	223294	137
WSWLV0006166	1602	12	700	26462	35
WSWLV0006167	924	43	1063.5	142647	120
WSWLV0006168	714	12	700	26462	35
WSWLV0006169	1733	31	1674.5	203005	112
WSWLV0006170	1046	3	1275	129482	101
WSWLV0006172	534	25	1028.5	224017	178
WSWLV0006173	2871	33	2148	189033	87
WSWLV0006174	1021	48	701	31335	41
WSWLV0006177	1409	24	1408	223294	137
WSWLV0006178	3454	27	2454	133116	53
WSWLV0006179	1789	4	1430	138899	89
WSWLV0006181	458	4	1430	138899	89
WSWLV0006188	1898	31	1674.5	203005	112
WSWLV0006189	1089	12	700	26462	35
WSWLV0006191	1377	18	790	70370	79
WSWLV0006192	3153	33	2148	189033	87
WSWLV0006195	496	1	487	21300	36
WSWLV0006196	2130	29	1473	66644	44
WSWLV0006197	1667	32	1528	61730	39
WSWLV0006198	1941	22	927	88331	79
WSWLV0006199	989	43	1063.5	142647	120
WSWLV0006202	537	43	1063.5	142647	120
WSWLV0006203	542	48	701	31335	41
WSWLV0006204	2936	17	1379	111228	67
WSWLV0006205	1596	22	927	88331	79
WSWLV0006207	3602	4	1430	138899	89
WSWLV0006209	1380	9	841	80406	75
WSWLV0006211	1810	3	1275	129482	101
WSWLV0006212	2492	43	1063.5	142647	120
WSWLV0006214	1405	10	937.5	186378	178
WSWLV0006215	3590	5	1833	220077	107
WSWLV0006216	815	25	1028.5	224017	178
WSWLV0006217	438	45	994	54904	57
WSWLV0006218	2112	31	1674.5	203005	112
WSWLV0006219	556	11	717	65368	85
WSWLV0006220	838	13	1072.5	64321	56
WSWLV0006221	764	11	717	65368	85
WSWLV0006222	1822	5	1833	220077	107
WSWLV0006223	2162	6	1865	234439	113
WSWLV0006224	1810	13	1072.5	64321	56
WSWLV0006225	2525	26	1995	189879	89
WSWLV0006226	1360	43	1063.5	142647	120
WSWLV0006230	910	24	1408	223294	137
WSWLV0006231	1042	14	455	30944	55
WSWLV0006233	3213	24	1408	223294	137
WSWLV0006237	942	24	1408	223294	137
WSWLV0006239	1676	18	790	70370	79
WSWLV0006242	711	46	1072	44008	38
WSWLV0006243	2427	36	1903.5	86269	40
WSWLV0006244	1053	14	455	30944	55
WSWLV0006245	2280	29	1473	66644	44
WSWLV0006246	4202	23	1721.5	133987	68
WSWLV0006247	2054	27	2454	133116	53
WSWLV0006248	2299	18	790	70370	79
WSWLV0006249	3253	28	3297	425198	121
WSWLV0006250	2451	31	1674.5	203005	112
WSWLV0006251	2334	10	937.5	186378	178
WSWLV0006252	1475	34	2156.5	249752	108
WSWLV0006255	2866	34	2156.5	249752	108
WSWLV0006257	4282	6	1865	234439	113
WSWLV0006259	1286	31	1674.5	203005	112
WSWLV0006266	1218	6	1865	234439	113
WSWLV0006271	3929	27	2454	133116	53
WSWLV0006272	1806	22	927	88331	79
WSWLV0006273	1385	31	1674.5	203005	112
WSWLV0006274	828	29	1473	66644	44
WSWLV0006275	908	11	717	65368	85
WSWLV0006276	1292	43	1063.5	142647	120
WSWLV0006282	338	7	437.5	29546	58
