gene	tot	var	is_on_count	sz_cor	sz_cor_norm	niche_stat	niche_norm	n_mean	ds_top1	ds_top2	ds_top3	ds_mean	ds_var	ds_log_varmean	ds_vm_norm	ds_is_on_count	downsample_n	marker	log2_ds_mean
Spis10203_1	43	0.0093754	20	0.04	0.002	1	0	0.0054225	2	2	1	0.0058495	0.0068807	0.182852445607165	-0.00670198994613205	20	750	no	-7.41747097250434
Spis10212_1	12	0.0035554	4	-0.001	-0.016	1	0	0.0020269	1	1	1	0.0010635	0.0010627	-0.000405679328112321	-0.000126016366941237	4	750	no	-9.8769642513635
Spis10228_1	14	0.0028418	5	0.049	0.027	1	0	0.0017561	2	1	1	0.0015953	0.0021251	0.210233871643758	0.210883191945097	5	750	no	-9.29195653288864
Spis10249_1	11	0.0019542	4	-0.005	-0.022	1	0	0.0027344	1	1	1	0.0010635	0.0010627	-0.000405679328112321	-0.000126016366941237	4	750	no	-9.8769642513635
Spis10291_1	12	0.0021314	5	0.028	0.013	1	0	0.0015022	1	1	1	0.0013294	0.001328	-0.000649320301339588	-0.000243640973227267	5	750	no	-9.55500902565385
Spis10293_1	32	0.0060195	16	0.056	0.021	1	0	0.0040294	1	1	1	0.0042542	0.0042372	-0.00406892436184709	-0.127888286432839	16	750	no	-7.87689642526439
Spis10309_1	74	0.0140665	33	0.051	-0.009	1	0	0.0114223	1	1	1	0.0087743	0.0086996	-0.0102453988885997	-0.326240962628465	33	750	no	-6.83250025061938
Spis10310_1	31	0.0076235	9	0.02	-0.01	1	0	0.0048578	2	1	1	0.0026589	0.0031844	0.161351954681798	0.163115409998122	9	750	no	-8.55495476553985
Spis10311_1	24	0.0046097	10	0.039	0.009	1	0	0.0033846	1	1	1	0.0026589	0.0026525	-0.00208068737952497	-0.000317232063200906	10	750	no	-8.55495476553985
Spis1042_1	105	0.0233247	39	0.087	0.017	1	0	0.0145111	2	1	1	0.0106355	0.0110571	0.0481697256700686	-0.271595832774331	39	750	no	-6.55496833037703
Spis1043_1	44	0.0084826	18	0.036	-0.005	1	0	0.006799	1	1	1	0.004786	0.0047643	-0.00477448400694767	-0.117614947038085	18	750	no	-7.70696388778568
Spis1045_1	23	0.0055012	5	0.037	0.011	1	0	0.0049344	1	1	1	0.0013294	0.001328	-0.000649320301339588	-0.000243640973227267	5	750	no	-9.55500902565385
Spis10465_1	43	0.0086634	13	0.041	0.003	1	0	0.007725	1	1	1	0.0034565	0.0034455	-0.00303267091180249	-0.147207147576629	13	750	no	-8.17647235901699
Spis10470_1	11	0.0023102	4	0.023	0.006	1	0	0.0011969	1	1	1	0.0010635	0.0010627	-0.000405679328112321	-0.000126016366941237	4	750	no	-9.8769642513635
Spis10487_1	17	0.0033728	7	0.029	0	1	0	0.0019845	1	1	1	0.0018612	0.0018582	-0.00118851334469622	-0.000291141092479229	7	750	no	-9.06955119245429
Spis10493_1	17	0.0030168	7	0.035	0.006	1	0	0.0027805	1	1	1	0.0018612	0.0018582	-0.00118851334469622	-0.000291141092479229	7	750	no	-9.06955119245429
Spis10494_1	29	0.077403	2	-0.008	-0.038	1	0	0.0061666	15	5	0	0.0053177	0.0664611	3.26487216056471	3.06818373036749	2	750	no	-7.55498189534175
Spis10513_1	14	0.0035538	5	0.015	-0.008	1	0	0.0020922	2	1	1	0.0015953	0.0021251	0.210233871643758	0.210883191945097	5	750	no	-9.29195653288864
Spis10547_1	60	0.0119899	17	0.091	0.045	1	0	0.0074544	2	2	1	0.0050518	0.0060915	0.20431997326294	0	17	750	no	-7.6289867604851
Spis10589_1	16	0.0031959	8	0.031	0.005	1	0	0.0019126	2	1	1	0.002393	0.0029198	0.171441004006074	0.172918041801932	8	750	no	-8.70696388778567
Spis10593_1	15	0.0033749	4	0.028	0.009	1	0	0.00238	1	1	1	0.0010635	0.0010627	-0.000405679328112321	-0.000126016366941237	4	750	no	-9.8769642513635
Spis10619_1	23	0.0044332	8	0.03	0.004	1	0	0.0031188	1	1	1	0.0021271	0.0021231	-0.00147703779585776	-0.000288524451161534	8	750	no	-8.87689642526439
Spis10627_1	15	0.0030189	4	0.05	0.031	1	0	0.0016197	2	1	1	0.0013294	0.0018599	0.227134458978709	0.227540138306822	4	750	no	-9.55500902565385
Spis10645_1	44	0.0145346	10	0.057	0.016	1	0	0.006176	2	2	1	0.0031906	0.0042451	0.277468899968473	0.133294423303647	10	750	no	-8.29195653288864
Spis10670_1	85	0.024869	32	0.053	-0.008	1	0	0.0116115	2	2	2	0.0101037	0.0131958	0.333601465838527	0.0521759978765111	32	750	no	-6.628972481536
Spis10721_1	59	0.0200036	17	0.068	0.02	1	0	0.0077707	1	1	1	0.0045201	0.0045008	-0.00442506441890698	-0.12252358218922	17	750	no	-7.78942959434282
Spis10787_1	17	0.0047968	4	0.05	0.02	1	0	0.0033698	2	1	1	0.0013294	0.0018599	0.227134458978709	0.227540138306822	4	750	no	-9.55500902565385
Spis10824_1	41	0.0093807	15	0.047	0.007	1	0	0.0049197	2	1	1	0.0042542	0.0047691	0.118098517770313	-0.00572084430067941	15	750	no	-7.87689642526439
Spis10850_1	83	0.0174037	36	0.051	-0.008	1	0	0.012081	2	2	2	0.0103696	0.0118605	0.166963108043795	-0.159595072041728	36	750	no	-6.59149594549306
Spis10937_1	102	0.0285063	31	0.088	0.019	1	0	0.0152788	2	2	2	0.0090401	0.0105566	0.189199935845976	-0.119313628189502	31	750	no	-6.78944555309395
Spis10961_1	14	0.0024858	3	-0.002	-0.024	1	0	0.0029556	1	1	1	0.0007977	0.0007972	-0.000279662961171084	-0.000154948440494454	3	750	no	-10.2918661016327
Spis10975_1	13	0.0023086	6	0.009	-0.013	1	0	0.0022853	1	1	1	0.0015953	0.0015932	-0.000897372252216995	-0.000248051950877407	6	750	no	-9.29195653288864
Spis11004_1	17	0.0037288	4	0.037	0.007	1	0	0.0018505	1	1	1	0.0010635	0.0010627	-0.000405679328112321	-0.000126016366941237	4	750	no	-9.8769642513635
Spis11042_1	55	0.0125421	18	0.06	0.017	1	0	0.0080472	1	1	1	0.004786	0.0047643	-0.00477448400694767	-0.117614947038085	18	750	no	-7.70696388778568
Spis11046_1	16	0.0085359	9	0.007	-0.019	1	0	0.0022336	2	1	1	0.0026589	0.0031844	0.161351954681798	0.163115409998122	9	750	no	-8.55495476553985
Spis11077_1	69	0.0199631	21	0.073	0.022	1	0	0.0079714	2	2	2	0.0069131	0.0095267	0.379162558483596	0.214150421507557	21	750	no	-7.17645148986313
Spis11100_1	58	0.0483092	14	0.012	-0.039	1	0	0.0085488	5	4	3	0.0069131	0.0185692	1.22684922934436	1.06183709236832	14	750	no	-7.17645148986313
Spis11114_1	305	0.0940628	91	0.129	0.00600000000000001	1	0	0.0416861	4	3	3	0.0289817	0.0409152	0.472913798744873	0.0364036376116255	91	750	no	-5.10871396721816
Spis11140_1	72	0.0176357	20	0.05	-0.003	1	0	0.0104055	2	2	2	0.0069131	0.0100586	0.44547225073553	0.280460113759491	20	750	no	-7.17645148986313
Spis11164_1	54	0.0137916	19	0.038	-0.011	1	0	0.0081885	4	1	1	0.0058495	0.0090083	0.499702178180862	0.310147742627565	19	750	no	-7.41747097250434
Spis11227_1	42	0.0077761	11	0.059	0.019	1	0	0.0068269	1	1	1	0.0029248	0.002917	-0.00239283695246298	-0.154708671125357	11	750	no	-8.41744630915347
Spis11233_1	16	0.0028399	5	0.037	0.01	1	0	0.0025939	1	1	1	0.0013294	0.001328	-0.000649320301339588	-0.000243640973227267	5	750	no	-9.55500902565385
Spis11259_1	161	0.0392287	54	0.06	-0.027	1	0	0.0248517	2	2	2	0.0154214	0.0173153	0.150675827465488	-0.157232262886602	54	750	no	-6.01892244648196
Spis11280_1	11	0.0033782	4	0.004	-0.013	1	0	0.0015593	1	1	1	0.0010635	0.0010627	-0.000405679328112321	-0.000126016366941237	4	750	no	-9.8769642513635
Spis11297_1	13	0.0023086	3	0	-0.022	1	0	0.0026341	1	1	1	0.0007977	0.0007972	-0.000279662961171084	-0.000154948440494454	3	750	no	-10.2918661016327
Spis11324_1	29	0.0076273	6	0.05	0.02	1	0	0.0038419	1	1	1	0.0015953	0.0015932	-0.000897372252216995	-0.000248051950877407	6	750	no	-9.29195653288864
Spis11369_1	11	0.0040902	2	0.05	0.033	1	0	0.0010087	1	1	0	0.0005318	0.0005316	-0.00012471452067663	-0.00012471452067663	2	750	no	-10.8768286023539
Spis11373_1	79	0.0241882	27	0.069	0.00900000000000001	1	0	0.0097809	2	2	2	0.0079766	0.0095108	0.210659236345645	-0.0739689512846094	27	750	no	-6.97001035129661
Spis11397_1	18	0.0046177	7	0.043	0.021	1	0	0.0031899	2	1	1	0.0021271	0.002655	0.182752631464803	0.1839411448095	7	750	no	-8.87689642526439
Spis11449_1	28	0.0056711	11	0.009	-0.016	1	0	0.0051805	1	1	1	0.0029248	0.002917	-0.00239283695246298	-0.154708671125357	11	750	no	-8.41744630915347
Spis11450_1	16	0.0028399	10	0.002	-0.025	1	0	0.0027309	1	1	1	0.0026589	0.0026525	-0.00208068737952497	-0.000317232063200906	10	750	no	-8.55495476553985
Spis11458_1	11	0.0026662	3	0.019	0.002	1	0	0.0013702	1	1	1	0.0007977	0.0007972	-0.000279662961171084	-0.000154948440494454	3	750	no	-10.2918661016327
Spis1145_1	35	0.0079712	14	0.038	0.001	1	0	0.0046599	2	1	1	0.0039883	0.0045054	0.123819362070992	-0.00619969466222289	14	750	no	-7.97001035129661
Spis11468_1	36	0.0081469	15	0.082	0.048	1	0	0.0033862	2	1	1	0.0042542	0.0047691	0.118098517770313	-0.00572084430067941	15	750	no	-7.87689642526439
Spis11502_1	12	0.0031994	4	0	-0.016	1	0	0.0017861	2	1	1	0.0013294	0.0018599	0.227134458978709	0.227540138306822	4	750	no	-9.55500902565385
Spis11514_1	17	0.0044408	4	0.028	-0.002	1	0	0.0026077	2	1	1	0.0013294	0.0018599	0.227134458978709	0.227540138306822	4	750	no	-9.55500902565385
Spis11558_1	50	0.0184327	15	0.041	-0.003	1	0	0.0066397	2	2	1	0.0045201	0.0055647	0.221267104298259	0.103168586527946	15	750	no	-7.78942959434282
Spis11597_1	175	0.0394357	63	0.101	0.00700000000000001	1	0	0.0216899	2	2	2	0.0175485	0.0188409	0.0933687514311292	-0.275655420996856	63	750	no	-5.83250847178318
Spis11598_1	21	0.005148	11	0.053	0.03	1	0	0.0019733	1	1	1	0.0029248	0.002917	-0.00239283695246298	-0.154708671125357	11	750	no	-8.41744630915347
Spis11609_1	127	0.0349109	41	0.068	-0.00699999999999999	1	0	0.0210569	5	2	2	0.0127626	0.0195179	0.550366310370491	0.228369428504998	41	750	no	-6.29193392454323
Spis11611_1	51	0.0125556	21	0.041	0	1	0	0.00855	1	1	1	0.0055836	0.0055539	-0.0058291613243959	-0.202517591521617	21	750	no	-7.48458869173313
Spis11648_1	14	0.0046218	2	-0.005	-0.027	1	0	0.0032495	1	1	0	0.0005318	0.0005316	-0.00012471452067663	0	2	750	no	-10.8768286023539
Spis11664_1	30	0.0074475	9	0.006	-0.027	1	0	0.0059622	3	1	1	0.0029248	0.0045127	0.419399116609769	0.267083282436875	9	750	no	-8.41744630915347
Spis11665_1	11	0.0023102	2	0.034	0.017	1	0	0.0016062	2	1	0	0.0007977	0.0013292	0.270277781642393	0.270402496163069	2	750	no	-10.2918661016327
Spis11696_1	26	0.0046066	10	0.035	0.007	1	0	0.003709	1	1	1	0.0026589	0.0026525	-0.00208068737952497	-0.000317232063200906	10	750	no	-8.55495476553985
Spis11716_1	45	0.0083018	17	0.042	-0.005	1	0	0.0066482	1	1	1	0.0045201	0.0045008	-0.00442506441890698	-0.12252358218922	17	750	no	-7.78942959434282
Spis11730_1	17	0.0037288	8	0.014	-0.015	1	0	0.002864	2	1	1	0.002393	0.0029198	0.171441004006074	0.172918041801932	8	750	no	-8.70696388778567
Spis11793_1	21	0.00408	9	0.039	0.016	1	0	0.0029505	1	1	1	0.002393	0.0023879	-0.00176345531632406	-0.000286417520466305	9	750	no	-8.70696388778567
Spis11809_1	36	0.0127749	13	0.061	0.026	1	0	0.0033427	2	1	1	0.0037224	0.0042415	0.130019056733215	0	13	750	no	-8.06955119245429
Spis11810_1	39	0.0129458	15	0.046	0.009	1	0	0.0046009	2	2	1	0.0045201	0.0055647	0.221267104298259	0.103168586527946	15	750	no	-7.78942959434282
Spis11811_1	53	0.0164649	22	0.053	0.008	1	0	0.0060747	2	2	2	0.0069131	0.0089948	0.309657666708005	0.144645529731966	22	750	no	-7.17645148986313
Spis11812_1	86	0.0211256	30	0.07	0.01	1	0	0.0108303	3	2	2	0.0095719	0.0132062	0.400642400073433	0.0993119231529085	30	750	no	-6.70697895989785
Spis11813_1	16	0.0028399	5	0.026	-0.001	1	0	0.0025054	1	1	1	0.0013294	0.001328	-0.000649320301339588	-0.000243640973227267	5	750	no	-9.55500902565385
Spis11817_1	29	0.0058473	15	0.02	-0.011	1	0	0.0043412	2	1	1	0.0042542	0.0047691	0.118098517770313	-0.00572084430067941	15	750	no	-7.87689642526439
Spis11819_1	37	0.0083226	14	0.049	0.018	1	0	0.0043202	1	1	1	0.0037224	0.0037095	-0.00338510296181682	-0.14015245072735	14	750	no	-8.06955119245429
Spis11865_1	39	0.0083178	12	0.057	0.02	1	0	0.0053367	1	1	1	0.0031906	0.0031813	-0.0027007817810867	-0.146875258445913	12	750	no	-8.29195653288864
Spis11866_1	20	0.0035473	8	0.037	0.011	1	0	0.0025518	1	1	1	0.0021271	0.0021231	-0.00147703779585776	-0.000288524451161534	8	750	no	-8.87689642526439
Spis11915_1	16	0.0039079	4	0.043	0.016	1	0	0.0016393	1	1	1	0.0010635	0.0010627	-0.000405679328112321	-0.000126016366941237	4	750	no	-9.8769642513635
Spis12055_1	39	0.0076058	13	0.071	0.034	1	0	0.005606	1	1	1	0.0034565	0.0034455	-0.00303267091180249	-0.147207147576629	13	750	no	-8.17647235901699
Spis12066_1	26	0.0053186	10	0.017	-0.011	1	0	0.0044975	1	1	1	0.0026589	0.0026525	-0.00208068737952497	-0.000317232063200906	10	750	no	-8.55495476553985
Spis12194_1	29	0.0065593	11	0.035	0.005	1	0	0.0049393	2	1	1	0.0031906	0.0037132	0.144174476664826	0	11	750	no	-8.29195653288864
Spis12222_1	13	0.0033766	6	0.007	-0.015	1	0	0.0017619	2	1	1	0.0018612	0.0023902	0.195607345480046	0.196504717732263	6	750	no	-9.06955119245429
Spis12267_1	116	0.0301896	42	0.066	-0.00599999999999999	1	0	0.0167875	4	2	1	0.0122308	0.0158078	0.327995997860386	-0.00619656930745005	42	750	no	-6.3533374181019
Spis12268_1	11	0.0023102	3	0.022	0.005	1	0	0.0022651	1	1	1	0.0007977	0.0007972	-0.000279662961171084	0	3	750	no	-10.2918661016327
Spis1229_1	32	0.0095795	12	0.032	-0.003	1	0	0.0039979	2	1	1	0.0034565	0.0039774	0.136767347765533	-0.00740712889929346	12	750	no	-8.17647235901699
Spis12318_1	36	0.0067229	12	0.034	-0.001	1	0	0.0056611	1	1	1	0.0031906	0.0031813	-0.0027007817810867	-0.146875258445913	12	750	no	-8.29195653288864
Spis12387_1	12	0.0021314	6	0.027	0.01	1	0	0.0016867	1	1	1	0.0015953	0.0015932	-0.000897372252216995	-0.000248051950877407	6	750	no	-9.29195653288864
Spis12391_1	62	0.0173222	19	0.015	-0.032	1	0	0.0107092	3	2	2	0.0063813	0.0095337	0.471106575166466	0.219299793012507	19	750	no	-7.29193392454323
Spis12393_1	130	0.0300805	43	0.086	0.00799999999999999	1	0	0.0177785	3	2	2	0.0130284	0.0165855	0.310546632234627	-0.041185389294115	43	750	no	-6.26219627039669
Spis12412_1	35	0.0079712	8	0.042	0.004	1	0	0.0051462	1	1	1	0.0021271	0.0021231	-0.00147703779585776	-0.000288524451161534	8	750	no	-8.87689642526439
Spis12470_1	325	0.1068356	91	0.148	0.025	1	0	0.0390719	4	3	3	0.0292475	0.0411656	0.468938405610842	0.0324282444775941	91	750	no	-5.09554287761698
Spis12505_1	43	0.0104434	14	0.059	0.021	1	0	0.005033	2	1	1	0.0039883	0.0045054	0.123819362070992	-0.00619969466222289	14	750	no	-7.97001035129661
Spis12638_1	22	0.0074606	5	0	-0.028	1	0	0.0045169	1	1	1	0.0013294	0.001328	-0.000649320301339588	-0.000243640973227267	5	750	no	-9.55500902565385
Spis12675_1	13	0.0033766	4	0.009	-0.014	1	0	0.0024416	1	1	1	0.0010635	0.0010627	-0.000405679328112321	-0.000126016366941237	4	750	no	-9.8769642513635
Spis1267_1	30	0.0063795	10	0.03	-0.003	1	0	0.0047379	1	1	1	0.0026589	0.0026525	-0.00208068737952497	-0.000317232063200906	10	750	no	-8.55495476553985
Spis12698_1	98	0.0192757	45	0.047	-0.014	1	0	0.0156571	2	2	1	0.0124967	0.0134076	0.0892198736163759	-0.18913134773394	45	750	no	-6.32230901666204
Spis12737_1	24	0.0049657	8	0.045	0.015	1	0	0.0028462	1	1	1	0.0021271	0.0021231	-0.00147703779585776	-0.000288524451161534	8	750	no	-8.87689642526439
Spis12887_1	608	0.2357088	179	0.107	-0.067	1	0	0.0885469	4	3	3	0.0622175	0.0945322	0.589688669272635	0.142234777481351	179	750	yes	-4.00653576356305
Spis12927_1	13	0.0023086	8	0.03	0.008	1	0	0.0013232	1	1	1	0.0021271	0.0021231	-0.00147703779585776	-0.000288524451161534	8	750	no	-8.87689642526439
Spis12928_1	118	0.0219868	27	0.1	0.027	1	0	0.0172851	1	1	1	0.0071789	0.0071293	-0.00800782120420658	-0.24462772843149	27	750	no	-7.12202148324907
Spis12929_1	35	0.0061912	11	0.068	0.03	1	0	0.004384	1	1	1	0.0029248	0.002917	-0.00239283695246298	-0.154708671125357	11	750	no	-8.41744630915347
Spis12933_1	13	0.0026646	5	-0.011	-0.034	1	0	0.0033544	1	1	1	0.0013294	0.001328	-0.000649320301339588	-0.000243640973227267	5	750	no	-9.55500902565385
Spis13055_1	171	0.0405475	71	0.117	0.027	1	0	0.0210279	2	2	2	0.0204733	0.0232509	0.169677233537769	-0.200058419955103	71	750	no	-5.61011252708508
Spis13066_1	14	0.0024858	7	0.045	0.023	1	0	0.0015959	1	1	1	0.0018612	0.0018582	-0.00118851334469622	-0.000291141092479229	7	750	no	-9.06955119245429
Spis13077_1	57	0.014315	23	0.043	-0.00700000000000001	1	0	0.0074407	2	2	1	0.0066472	0.0076686	0.165012136976039	-0.0789960872057758	23	750	no	-7.23303752251203
Spis13081_1	20	0.0046153	9	0.022	-0.004	1	0	0.0026133	1	1	1	0.002393	0.0023879	-0.00176345531632406	-0.000286417520466305	9	750	no	-8.70696388778567
Spis13084_1	50	0.0106008	23	0.058	0.014	1	0	0.0061452	2	1	1	0.0063813	0.0068742	0.0845824028952773	-0.167224379258682	23	750	no	-7.29193392454323
Spis13176_1	15	0.0033749	6	0.002	-0.017	1	0	0.0033767	2	1	1	0.0018612	0.0023902	0.195607345480046	0.196504717732263	6	750	no	-9.06955119245429
Spis13179_1	16	0.0042639	6	0.027	0	1	0	0.0022311	2	2	1	0.0021271	0.003187	0.346127242896358	0.347315756241054	6	750	no	-8.87689642526439
Spis1318_1	20	0.0035473	8	0.025	-0.000999999999999997	1	0	0.0031702	1	1	1	0.0021271	0.0021231	-0.00147703779585776	-0.000288524451161534	8	750	no	-8.87689642526439
Spis13292_1	17	0.0040848	7	0.043	0.014	1	0	0.001943	2	2	1	0.002393	0.0034517	0.326062306930374	0.327539344726232	7	750	no	-8.70696388778567
Spis13299_1	14	0.0024858	6	0.025	0.003	1	0	0.0021589	1	1	1	0.0015953	0.0015932	-0.000897372252216995	-0.000248051950877407	6	750	no	-9.29195653288864
Spis13304_1	46	0.0116809	17	0.036	-0.01	1	0	0.0076431	2	1	1	0.004786	0.0052962	0.107930047318746	-0.00491041571239152	17	750	no	-7.70696388778568
Spis13308_1	12	0.0028434	6	-0.001	-0.019	1	0	0.0021184	2	1	1	0.0018612	0.0023902	0.195607345480046	0.196504717732263	6	750	no	-9.06955119245429
Spis13312_1	37	0.0157986	10	0.05	0.015	1	0	0.0037533	1	1	1	0.0026589	0.0026525	-0.00208068737952497	-0.000317232063200906	10	750	no	-8.55495476553985
Spis13318_1	18	0.0035497	4	0.025	0.002	1	0	0.0024087	2	1	1	0.0013294	0.0018599	0.227134458978709	0.227540138306822	4	750	no	-9.55500902565385
Spis13325_1	11	0.0030222	3	-0.009	-0.026	1	0	0.0026016	2	2	1	0.0013294	0.0023918	0.423809874601671	0.424215553929783	3	750	no	-9.55500902565385
Spis13327_1	20	0.0035473	6	0.03	0.004	1	0	0.0029125	1	1	1	0.0015953	0.0015932	-0.000897372252216995	-0.000248051950877407	6	750	no	-9.29195653288864
Spis13343_1	31	0.0094035	11	-0.011	-0.04	1	0	0.0062501	2	2	2	0.0039883	0.0061011	0.450123722022116	0.320104665288901	11	750	no	-7.97001035129661
Spis13417_1	51	0.0097076	21	0.023	-0.018	1	0	0.0082066	2	2	1	0.0061154	0.0071434	0.176541251738869	-0.00631119386829521	21	750	no	-7.3533374181019
Spis13426_1	14	0.0028418	6	0.024	0.002	1	0	0.0024136	1	1	1	0.0015953	0.0015932	-0.000897372252216995	-0.000248051950877407	6	750	no	-9.29195653288864
Spis13439_1	29	0.0054913	12	0.037	0.007	1	0	0.0040918	1	1	1	0.0031906	0.0031813	-0.0027007817810867	-0.146875258445913	12	750	no	-8.29195653288864
Spis13445_1	33	0.0061955	15	0.041	0.011	1	0	0.0052896	2	1	1	0.0042542	0.0047691	0.118098517770313	-0.00572084430067941	15	750	no	-7.87689642526439
Spis13465_1	410	0.0740626	134	0.171	0.036	1	0	0.0611592	2	1	1	0.0358947	0.0351474	-0.028902866418064	-0.473939827357373	134	750	no	-4.8000853498543
Spis13493_1	35	0.0072592	12	0.061	0.023	1	0	0.0042539	1	1	1	0.0031906	0.0031813	-0.0027007817810867	-0.146875258445913	12	750	no	-8.29195653288864
Spis13500_1	44	0.0127546	10	0.05	0.009	1	0	0.0081297	2	2	1	0.0031906	0.0042451	0.277468899968473	0.133294423303647	10	750	no	-8.29195653288864
Spis13541_1	24	0.0042537	8	0.056	0.026	1	0	0.0030314	1	1	1	0.0021271	0.0021231	-0.00147703779585776	-0.000288524451161534	8	750	no	-8.87689642526439
Spis13548_1	11	0.0019542	5	0.033	0.016	1	0	0.001481	1	1	1	0.0013294	0.001328	-0.000649320301339588	-0.000243640973227267	5	750	no	-9.55500902565385
Spis13550_1	31	0.0083355	11	0.061	0.031	1	0	0.0036722	2	2	2	0.0037224	0.0053053	0.364656896972254	0.227889549206721	11	750	no	-8.06955119245429
Spis13558_1	18	0.0039057	5	0.02	-0.003	1	0	0.002723	1	1	1	0.0013294	0.001328	-0.000649320301339588	-0.000243640973227267	5	750	no	-9.55500902565385
Spis13572_1	11	0.0040902	2	0.015	-0.002	1	0	0.0015921	1	1	0	0.0005318	0.0005316	-0.00012471452067663	0	2	750	no	-10.8768286023539
Spis13588_1	40	0.0095613	14	0.022	-0.016	1	0	0.0076669	2	2	1	0.0042542	0.005301	0.230723610063092	0.1069042479921	14	750	no	-7.87689642526439
Spis13593_1	11	0.0040902	5	-0.01	-0.027	1	0	0.0020045	4	1	1	0.0021271	0.0053146	0.860308750435452	0.861497263780148	5	750	no	-8.87689642526439
Spis13595_1	11	0.0030222	7	0.005	-0.012	1	0	0.0015953	1	1	1	0.0018612	0.0018582	-0.00118851334469622	-0.000291141092479229	7	750	no	-9.06955119245429
Spis13598_1	13	0.0026646	8	0.041	0.018	1	0	0.0015555	2	1	1	0.002393	0.0029198	0.171441004006074	0.172918041801932	8	750	no	-8.70696388778567
Spis13619_1	50	0.0166527	15	0.093	0.049	1	0	0.0055302	2	1	1	0.0042542	0.0047691	0.118098517770313	-0.00572084430067941	15	750	no	-7.87689642526439
Spis13633_1	659	0.176168	228	0.175	-0.002	1	0	0.0860921	3	3	3	0.0696623	0.0845076	0.272368137292704	-0.222828502227127	228	750	no	-3.84347808343327
Spis13651_1	1345	0.5114012	403	0.179	-0.055	1	0	0.1970341	5	4	4	0.1369317	0.1948086	0.50308437748411	-0.0597170062691681	403	750	yes	-2.86847162244282
Spis13665_1	20	0.0053273	5	0.042	0.016	1	0	0.0027169	1	1	1	0.0013294	0.001328	-0.000649320301339588	-0.000243640973227267	5	750	no	-9.55500902565385
Spis13681_1	55	0.0118301	17	0.071	0.028	1	0	0.0072352	1	1	1	0.0045201	0.0045008	-0.00442506441890698	-0.12252358218922	17	750	no	-7.78942959434282
Spis13684_1	13	0.0051566	1	0.02	-0.002	1	0	0.0021685	1	0	0	0.0002659	0.0002659	0	0	1	750	no	-11.8768286023539
Spis13728_1	66	0.014814	16	0.077	0.025	1	0	0.009548	1	1	1	0.0042542	0.0042372	-0.00406892436184709	-0.127888286432839	16	750	no	-7.87689642526439
Spis13751_1	22	0.0039007	5	0.021	-0.007	1	0	0.0038527	1	1	1	0.0013294	0.001328	-0.000649320301339588	-0.000243640973227267	5	750	no	-9.55500902565385
Spis13771_1	22	0.0039007	11	0.05	0.022	1	0	0.0024084	1	1	1	0.0029248	0.002917	-0.00239283695246298	-0.154708671125357	11	750	no	-8.41744630915347
