gene	gene_umis
Spis12268_1	3
Spis12289_1	0
Spis12290_1	0
Spis1229_1	10
Spis1230_1	1
Spis12315_1	1
Spis12318_1	12
Spis12320_1	1
Spis12326_1	0
Spis12352_1	1
Spis12366_1	0
Spis12367_1	2
Spis12374_1	2
Spis12375_1	0
Spis12379_1	0
Spis12387_1	9
Spis12389_1	0
Spis12391_1	9
Spis12393_1	14
Spis12406_1	3
Spis12412_1	20
Spis12413_1	3
Spis12428_1	1
Spis12466_1	1
Spis12467_1	0
Spis12469_1	0
Spis12470_1	38
Spis12474_1	1
Spis12480_1	0
Spis12497_1	0
Spis12498_1	0
Spis12505_1	20
Spis12508_1	1
Spis1253_1	0
Spis12568_1	0
Spis12594_1	2
Spis12597_1	13
Spis12599_1	4
Spis12638_1	4
Spis12642_1	0
Spis12646_1	0
Spis1264_1	0
Spis12654_1	5
Spis12655_1	1
Spis1265_1	0
Spis12664_1	0
Spis12674_1	0
Spis12675_1	11
Spis1267_1	7
Spis12692_1	0
Spis12694_1	0
Spis12695_1	0
Spis12698_1	49
Spis12704_1	0
Spis12706_1	0
Spis12711_1	0
Spis12733_1	3
Spis12735_1	2
Spis12737_1	6
Spis12771_1	0
Spis12774_1	0
Spis12801_1	1
Spis12823_1	2
Spis12885_1	0
Spis12887_1	189
Spis12902_1	0
Spis12914_1	0
Spis12923_1	0
Spis12926_1	2
Spis12927_1	5
Spis12928_1	46
Spis12929_1	17
Spis12933_1	2
Spis12936_1	1
Spis12938_1	1
Spis12941_1	0
Spis12947_1	0
Spis12949_1	5
Spis12952_1	1
Spis12963_1	0
Spis12964_1	3
Spis12980_1	0
Spis13000_1	0
Spis13003_1	5
Spis13004_1	0
Spis13005_1	0
Spis13006_1	0
Spis13008_1	0
Spis13013_1	0
Spis13014_1	0
Spis13016_1	0
Spis13017_1	0
Spis13020_1	0
Spis13026_1	0
Spis13027_1	0
Spis13030_1	0
Spis13035_1	0
Spis13037_1	2
Spis13038_1	1
Spis13042_1	1
Spis13055_1	157
Spis13063_1	0
Spis13066_1	22
Spis13068_1	0
Spis13069_1	4
Spis1306_1	2
Spis13073_1	3
Spis13077_1	13
Spis13079_1	2
Spis13081_1	4
Spis13084_1	23
Spis13089_1	0
Spis13090_1	2
Spis13092_1	0
Spis13093_1	0
Spis13097_1	1
Spis13098_1	0
Spis13099_1	1
Spis13132_1	0
Spis13140_1	1
Spis13141_1	0
Spis13158_1	1
Spis13159_1	2
Spis13165_1	2
Spis13176_1	10
Spis13179_1	4
Spis1317_1	2
Spis1318_1	4
Spis13206_1	0
Spis13242_1	0
Spis13245_1	1
Spis13291_1	1
Spis13292_1	3
Spis13293_1	6
Spis13299_1	9
Spis13300_1	6
Spis13302_1	1
Spis13304_1	10
Spis13306_1	0
Spis13307_1	0
Spis13308_1	0
Spis13312_1	3
Spis13316_1	0
Spis13318_1	10
Spis13319_1	1
Spis13322_1	1
Spis13323_1	0
Spis13325_1	1
Spis13326_1	0
Spis13327_1	8
Spis13343_1	0
Spis13348_1	0
Spis13378_1	0
Spis13405_1	0
Spis13417_1	14
Spis13425_1	2
Spis13426_1	1
Spis13433_1	0
Spis13435_1	0
Spis13437_1	0
Spis13439_1	2
Spis13445_1	7
Spis13446_1	3
Spis13453_1	0
Spis13454_1	0
Spis13456_1	0
Spis13465_1	203
Spis13478_1	0
Spis13483_1	0
Spis13493_1	19
Spis13500_1	132
Spis13502_1	0
Spis13524_1	0
Spis13525_1	0
Spis13526_1	0
Spis13527_1	2
Spis13528_1	2
Spis13530_1	0
Spis13535_1	3
Spis13536_1	0
Spis13541_1	5
Spis13542_1	0
Spis13548_1	4
Spis13550_1	8
Spis13551_1	2
Spis13558_1	4
Spis13559_1	9
Spis13568_1	0
Spis13572_1	29
Spis13578_1	11
Spis13588_1	7
Spis13589_1	1
Spis13593_1	2
Spis13595_1	1
Spis13598_1	4
Spis13599_1	2
Spis13619_1	25
Spis13625_1	0
Spis13628_1	0
Spis13633_1	188
Spis13641_1	0
Spis13644_1	0
Spis13647_1	4
Spis13651_1	50
Spis13660_1	0
Spis13662_1	0
Spis13663_1	0
Spis13665_1	2
Spis13681_1	14
Spis13682_1	0
Spis13683_1	0
Spis13684_1	9
Spis13685_1	0
Spis13688_1	4
Spis13710_1	0
Spis13711_1	0
Spis13713_1	2
Spis13715_1	2
Spis13728_1	19
Spis13729_1	2
Spis13738_1	0
Spis13751_1	4
Spis13762_1	0
Spis13766_1	1
Spis13768_1	1
Spis13771_1	4
Spis13808_1	0
Spis13810_1	1
Spis13865_1	1
Spis13872_1	8
Spis13891_1	0
Spis13892_1	0
Spis13900_1	0
Spis13902_1	1
Spis13904_1	0
Spis13906_1	2
Spis13914_1	14
Spis13915_1	10
Spis13947_1	0
Spis13950_1	1
Spis13974_1	0
Spis13976_1	0
Spis13985_1	4
Spis13_1	2
Spis14029_1	0
Spis14031_1	6
Spis14047_1	4
Spis14061_1	0
Spis14065_1	0
Spis14072_1	2
Spis14078_1	3
Spis14087_1	14
Spis1410_1	1
Spis1412_1	1
Spis14141_1	0
Spis14142_1	0
Spis14143_1	13
Spis14144_1	0
Spis14148_1	1
Spis14153_1	0
Spis14158_1	17
Spis14163_1	0
Spis14185_1	0
Spis14189_1	2
Spis14190_1	0
Spis14191_1	0
Spis14192_1	0
Spis14193_1	0
Spis14194_1	1
Spis14195_1	6
Spis14196_1	0
Spis14197_1	1
Spis14198_1	0
Spis14199_1	1
Spis1419_1	1
Spis14200_1	1
Spis14212_1	106
Spis14215_1	0
Spis14230_1	1
Spis14232_1	2
Spis14234_1	7
Spis14236_1	3
Spis1425_1	4
Spis14270_1	0
Spis14273_1	1
Spis14275_1	1
Spis14279_1	1
Spis1427_1	2
Spis14283_1	5
Spis14289_1	0
Spis14292_1	1
Spis14300_1	8
Spis14302_1	28
Spis14303_1	5
Spis14304_1	0
Spis14306_1	3
Spis14308_1	0
Spis14310_1	42
Spis14325_1	35
Spis14330_1	0
Spis14333_1	0
Spis14335_1	0
Spis14348_1	43
Spis1434_1	0
Spis14364_1	0
Spis14374_1	3
Spis14382_1	1
Spis14398_1	0
Spis14410_1	1
Spis14425_1	0
Spis14426_1	1
Spis14428_1	1
Spis14429_1	0
Spis14432_1	0
Spis14441_1	41
Spis14449_1	5
Spis14450_1	26
Spis14451_1	6
Spis14455_1	4
Spis14464_1	684
Spis14480_1	21
Spis14485_1	2
Spis14486_1	0
Spis1449_1	1
Spis14506_1	13
Spis14515_1	1
Spis14517_1	0
Spis14518_1	0
Spis14519_1	28
Spis14520_1	0
Spis14525_1	0
Spis14529_1	4
Spis14530_1	0
Spis14532_1	0
Spis14533_1	0
Spis14534_1	0
Spis14543_1	7
Spis14545_1	0
Spis14559_1	3
Spis14561_1	0
Spis14562_1	4
Spis14563_1	1
Spis14565_1	1
Spis14566_1	7
Spis14567_1	2
Spis14568_1	0
Spis14569_1	2
Spis14570_1	0
Spis14571_1	0
Spis14573_1	2
Spis14574_1	0
Spis14575_1	2
Spis14584_1	7
Spis14586_1	17
Spis14594_1	0
Spis145_1	0
Spis14625_1	0
Spis14638_1	28
Spis14643_1	6
Spis14646_1	0
Spis14689_1	3
Spis14732_1	11
Spis14751_1	31
Spis14752_1	1
Spis14755_1	0
Spis14757_1	0
Spis14759_1	55
Spis14761_1	9
Spis14762_1	4
Spis14765_1	1
Spis14767_1	1
Spis14768_1	1
Spis14769_1	0
Spis14770_1	1
Spis14771_1	1
Spis14778_1	10
Spis14779_1	0
Spis14795_1	0
Spis14801_1	0
Spis14803_1	4
Spis14804_1	1
Spis14805_1	0
Spis14830_1	8
Spis14835_1	11
Spis14836_1	1
Spis14837_1	9
Spis14839_1	6
Spis14840_1	2
Spis14850_1	12
Spis14871_1	2
Spis14875_1	0
Spis14900_1	47
Spis14901_1	0
Spis14902_1	0
Spis14904_1	2
Spis14905_1	1
Spis14915_1	0
Spis14916_1	3
Spis14919_1	21
Spis1492_1	1
Spis14947_1	1
Spis14948_1	0
Spis14949_1	0
Spis1494_1	2
Spis14951_1	595
Spis14952_1	3
Spis1495_1	6
Spis14971_1	149
Spis14976_1	0
Spis14977_1	2
Spis14986_1	347
Spis14993_1	2
Spis14996_1	18
Spis15004_1	0
Spis15005_1	0
Spis15006_1	1
Spis15029_1	1
Spis15035_1	0
Spis15072_1	1
Spis15079_1	0
Spis15085_1	0
Spis15091_1	0
Spis15096_1	1
Spis15119_1	2
Spis15120_1	6
Spis15122_1	1
Spis15123_1	5
Spis15151_1	55
Spis15153_1	1
Spis15173_1	0
Spis1517_1	0
Spis15190_1	113
Spis15194_1	2
Spis15204_1	1
Spis15205_1	9
Spis15206_1	0
Spis15207_1	0
Spis15255_1	0
Spis15263_1	19
Spis1528_1	3
Spis15290_1	0
Spis15293_1	0
Spis15301_1	0
Spis15368_1	0
Spis15378_1	8
Spis15379_1	2
Spis15385_1	0
Spis15387_1	0
Spis15388_1	4
Spis15389_1	1
Spis15390_1	1
Spis15391_1	1
Spis15402_1	2
Spis15403_1	5
Spis15405_1	11
Spis15407_1	1
Spis15408_1	12
Spis1540_1	2
Spis1541_1	6
Spis15427_1	1
Spis15447_1	1
Spis15454_1	0
Spis15455_1	10
Spis15456_1	0
Spis15464_1	3
Spis15477_1	0
Spis15490_1	1
Spis15496_1	3
Spis15497_1	4
Spis15510_1	18
Spis15512_1	5
Spis15518_1	6
Spis15529_1	1
Spis15548_1	10
Spis15554_1	17
Spis15570_1	0
Spis15571_1	0
Spis15572_1	2
Spis15574_1	56
Spis1557_1	3
Spis15586_1	1
Spis15587_1	2
Spis15614_1	4
Spis15615_1	0
Spis15618_1	1
Spis15638_1	58
Spis15674_1	9
Spis15697_1	0
Spis15698_1	0
Spis15711_1	19
Spis15715_1	0
Spis15716_1	1
Spis1571_1	1
Spis15722_1	1
Spis15759_1	4
Spis15763_1	19
Spis15783_1	10
Spis15792_1	5
Spis15796_1	17
Spis15799_1	7
Spis15805_1	0
Spis15806_1	5
Spis15808_1	5
Spis15809_1	4
Spis1580_1	1
Spis15812_1	3
Spis15814_1	3
Spis15815_1	0
Spis15817_1	1
Spis15818_1	1
Spis15828_1	0
Spis15830_1	0
Spis15836_1	1
Spis15843_1	2
Spis15844_1	3
Spis15847_1	8
Spis15850_1	7
Spis15851_1	14
Spis15852_1	0
Spis15853_1	1
Spis15856_1	2
Spis15858_1	2
Spis15859_1	0
Spis15867_1	0
Spis15868_1	34
Spis15871_1	2
Spis15897_1	0
Spis15907_1	0
Spis15925_1	1
Spis15931_1	0
Spis15932_1	1
Spis15938_1	0
Spis15939_1	0
Spis15940_1	3
Spis15941_1	1
Spis15943_1	0
Spis15961_1	1
Spis15984_1	6
Spis15987_1	0
Spis1599_1	1
Spis16000_1	0
Spis16004_1	27
Spis16005_1	4
Spis16010_1	14
Spis16011_1	9
Spis16012_1	0
Spis16015_1	1
Spis16042_1	1
Spis16046_1	1
Spis16050_1	0
Spis16061_1	0
Spis16081_1	11
Spis1610_1	8
Spis1611_1	0
Spis16166_1	16
Spis16183_1	0
Spis16188_1	39
Spis16193_1	5
Spis16195_1	0
Spis16207_1	0
Spis16220_1	0
Spis16229_1	1
Spis16237_1	8
Spis16293_1	4
Spis16295_1	0
Spis16303_1	0
Spis16304_1	0
Spis16305_1	2
Spis16306_1	0
Spis16318_1	0
Spis16328_1	220
Spis16329_1	0
Spis16332_1	2
Spis16336_1	0
Spis16340_1	2
Spis16376_1	2
Spis16377_1	0
Spis16378_1	0
Spis16381_1	9
Spis16384_1	1
Spis16407_1	0
Spis1640_1	18
Spis16410_1	0
Spis16412_1	0
Spis16416_1	0
Spis16417_1	0
Spis16418_1	5
Spis16428_1	1
Spis16429_1	0
Spis16450_1	7
Spis16459_1	4
Spis16461_1	0
Spis16462_1	1
Spis16463_1	0
Spis16474_1	600
Spis16475_1	507
Spis16479_1	14
Spis16497_1	4
Spis16508_1	4
Spis16510_1	0
Spis16511_1	0
Spis16514_1	32
Spis16515_1	0
Spis16517_1	5
Spis16519_1	0
Spis16521_1	12
Spis16522_1	0
Spis16529_1	0
Spis16530_1	1
Spis16533_1	3
Spis16534_1	0
Spis16535_1	0
Spis16543_1	42
Spis16544_1	37
Spis16553_1	2
Spis16554_1	6
Spis16556_1	1
Spis16562_1	39
Spis16565_1	0
Spis16583_1	14
Spis16592_1	4
Spis16595_1	1
Spis16618_1	5
Spis16620_1	0
Spis16621_1	0
Spis16639_1	1
Spis16640_1	3
Spis16654_1	1
Spis16690_1	1
Spis16691_1	0
Spis16692_1	0
Spis16697_1	1
Spis16698_1	0
Spis1671_1	0
Spis1673_1	1
Spis16742_1	16
Spis16748_1	0
Spis16749_1	0
Spis16763_1	2
Spis16765_1	4
Spis16766_1	4
Spis16768_1	4
Spis16769_1	6
Spis16772_1	0
Spis16773_1	7
Spis16776_1	3
Spis16777_1	2
Spis16788_1	0
Spis16809_1	0
Spis16810_1	12
Spis16812_1	5
Spis16815_1	6
Spis16834_1	2
Spis16837_1	1
Spis16841_1	0
Spis16843_1	0
Spis16845_1	2
Spis16846_1	1
Spis16894_1	20
Spis168_1	24
Spis16915_1	0
Spis16916_1	1
Spis16919_1	0
Spis16921_1	0
Spis16923_1	3
Spis16924_1	3
Spis16925_1	0
Spis16930_1	0
Spis16954_1	0
Spis16955_1	0
Spis16958_1	0
Spis16965_1	0
Spis16968_1	0
Spis16970_1	7
Spis16971_1	0
Spis16973_1	33
Spis16974_1	5
Spis16975_1	0
Spis169_1	69
Spis17009_1	84
Spis17016_1	6
Spis17040_1	0
Spis17041_1	1
Spis17052_1	2
Spis17057_1	1
Spis17065_1	9
Spis17066_1	0
Spis17072_1	8
Spis17085_1	2
Spis17144_1	0
Spis17147_1	13
Spis1715_1	5
Spis17165_1	0
Spis17166_1	2
Spis17167_1	1
Spis17168_1	4
Spis1716_1	1
Spis17178_1	0
Spis17183_1	4
Spis17184_1	0
Spis17195_1	14
Spis17218_1	0
Spis17219_1	0
Spis17220_1	0
Spis1723_1	0
Spis17243_1	3
Spis17249_1	4
Spis17250_1	4
Spis17251_1	3
Spis17252_1	0
Spis17256_1	2
Spis17259_1	2
Spis17266_1	185
Spis1730_1	144
Spis17318_1	5
Spis17328_1	3
Spis17329_1	1
Spis17352_1	24
Spis17362_1	18
Spis1736_1	3
Spis17371_1	8
Spis17372_1	0
Spis17379_1	0
Spis17382_1	0
Spis17383_1	7
Spis17386_1	15
Spis17388_1	0
Spis17389_1	0
Spis17395_1	1
Spis17396_1	1
Spis17405_1	1
Spis17407_1	10
Spis17423_1	3
Spis17441_1	7
Spis17451_1	5
Spis17458_1	1
Spis17480_1	0
Spis17481_1	6
Spis17486_1	0
Spis17492_1	0
Spis17505_1	7
Spis17506_1	0
Spis17520_1	0
Spis17533_1	3
Spis17534_1	1
Spis17554_1	0
Spis17556_1	0
Spis17569_1	1
Spis17570_1	1
Spis1757_1	0
Spis17584_1	1
Spis17598_1	0
Spis17599_1	1
Spis17600_1	13
Spis17602_1	1
Spis17605_1	36
Spis17606_1	1
Spis17607_1	5
Spis17608_1	1
Spis17609_1	1
Spis17610_1	0
Spis17611_1	0
Spis17612_1	3
Spis17616_1	0
Spis17619_1	13
Spis1761_1	311
Spis1765_1	0
Spis17666_1	7
Spis17667_1	4
Spis17668_1	3
Spis1769_1	3
Spis17707_1	0
Spis1770_1	6
Spis17712_1	3
Spis17717_1	0
Spis17719_1	0
Spis17720_1	12
Spis17738_1	0
Spis17749_1	0
Spis17756_1	0
Spis17757_1	2
Spis17758_1	4
Spis1775_1	2
Spis17763_1	0
Spis17772_1	1
Spis17773_1	1
Spis17774_1	0
Spis17777_1	0
Spis1778_1	0
Spis17790_1	0
Spis17791_1	0
Spis17793_1	0
Spis17796_1	1
Spis17802_1	47
Spis17803_1	2
Spis17805_1	0
Spis17807_1	0
Spis17808_1	3
Spis1780_1	1
Spis17811_1	8
Spis17812_1	0
Spis1781_1	2
Spis17832_1	0
Spis1785_1	2
Spis1786_1	21
Spis17897_1	29
Spis17901_1	0
Spis17902_1	1
Spis17903_1	22
Spis17906_1	0
Spis17907_1	4
Spis17908_1	0
Spis17912_1	1
Spis17918_1	7
Spis17919_1	0
Spis17922_1	4
Spis17938_1	2
Spis17943_1	101
Spis17947_1	1
Spis17972_1	50
Spis17974_1	1
Spis1798_1	0
Spis1799_1	15
Spis18006_1	3
Spis18011_1	0
Spis18012_1	6
Spis18015_1	10
Spis1802_1	27
Spis1805_1	17
Spis18062_1	0
Spis18063_1	0
Spis18071_1	0
Spis18074_1	0
Spis18087_1	6
Spis18094_1	15
Spis18095_1	10
Spis18098_1	15
Spis18099_1	0
Spis18104_1	0
Spis18106_1	8
Spis18109_1	2
Spis18114_1	0
Spis18122_1	0
Spis18123_1	0
Spis18128_1	1
Spis18130_1	2
Spis18135_1	0
Spis18136_1	176
Spis18142_1	0
Spis18143_1	2
Spis18144_1	2
Spis18147_1	0
Spis18154_1	2
Spis18173_1	0
Spis18175_1	1
Spis18206_1	0
Spis18211_1	0
Spis18250_1	0
Spis18254_1	0
Spis18255_1	0
Spis18282_1	0
Spis18293_1	8
Spis18295_1	2
Spis18296_1	5
Spis18297_1	2
Spis18298_1	8
Spis18299_1	1
Spis18300_1	0
Spis18301_1	13
Spis18304_1	3
Spis18305_1	0
Spis18306_1	6
Spis18307_1	10
Spis18309_1	4
Spis18311_1	0
Spis18312_1	2
Spis18313_1	7
Spis18314_1	0
Spis18321_1	0
Spis18328_1	30
Spis18336_1	9
Spis18341_1	1
Spis18342_1	3
Spis18343_1	981
Spis18344_1	0
Spis18352_1	2
Spis18362_1	6
Spis18367_1	0
Spis18400_1	8
Spis18401_1	0
Spis18403_1	3
Spis18408_1	1
Spis18409_1	2
Spis18411_1	13
Spis18412_1	5
Spis18413_1	26
Spis18414_1	2
Spis18416_1	27
Spis18417_1	23
Spis18418_1	6
Spis18423_1	0
Spis18453_1	10
Spis18459_1	1
Spis18460_1	0
Spis18463_1	0
Spis18492_1	11
Spis18494_1	1
Spis18501_1	0
Spis18508_1	0
Spis18519_1	0
Spis18533_1	9
Spis18534_1	0
Spis1853_1	0
Spis18548_1	1
Spis18551_1	1
Spis18552_1	3
Spis18553_1	0
Spis18556_1	1
Spis18559_1	3
Spis18567_1	0
Spis1856_1	0
Spis18589_1	17
Spis18590_1	3
Spis18591_1	4
Spis18605_1	0
Spis18630_1	3
Spis18631_1	1
Spis18641_1	11
Spis18671_1	5
Spis18672_1	69
Spis18678_1	1
Spis18680_1	0
Spis18681_1	2
Spis18682_1	1
Spis18694_1	1
Spis18697_1	2
Spis18698_1	8
Spis18702_1	0
Spis18723_1	1
Spis18743_1	0
Spis18745_1	20
Spis18746_1	185
Spis18747_1	3
Spis18748_1	22
Spis18749_1	0
Spis18750_1	9
Spis18751_1	0
Spis18778_1	9
Spis18779_1	0
Spis18782_1	0
Spis18798_1	5
Spis18813_1	0
Spis18814_1	1
Spis18817_1	0
Spis18818_1	3
Spis18819_1	14
Spis18820_1	3
Spis18822_1	4
Spis18824_1	0
Spis18825_1	1
Spis18826_1	0
Spis18827_1	4
Spis18828_1	0
Spis18836_1	39
Spis18854_1	2
Spis18856_1	0
Spis18858_1	3
Spis18861_1	0
Spis18863_1	8
Spis18949_1	2
Spis18952_1	1
Spis18959_1	0
Spis18967_1	0
Spis18968_1	0
Spis18974_1	0
Spis18977_1	4
Spis18978_1	5
Spis18979_1	0
Spis18980_1	1
Spis18994_1	7
Spis18999_1	1
Spis19035_1	0
Spis19040_1	0
Spis19045_1	0
Spis19052_1	3
Spis19068_1	113
Spis19074_1	0
Spis19075_1	2
Spis19076_1	0
Spis19077_1	2
Spis19082_1	1
Spis19084_1	6
Spis19087_1	0
Spis19089_1	3
Spis19093_1	0
Spis19094_1	0
Spis19096_1	0
Spis19099_1	7
Spis19106_1	15
Spis19109_1	0
Spis19125_1	0
Spis19126_1	0
Spis19128_1	0
Spis19134_1	0
Spis19135_1	4
Spis19136_1	2
Spis19144_1	1
Spis19146_1	0
Spis19150_1	0
Spis19159_1	1
Spis19161_1	2
Spis19162_1	0
Spis19163_1	4
Spis19169_1	5
Spis19198_1	4
Spis19204_1	19
Spis19206_1	2
Spis19207_1	1
Spis19210_1	5
Spis19218_1	3
Spis19219_1	73
Spis19222_1	0
Spis19224_1	4
Spis1922_1	3
Spis19248_1	23
Spis19280_1	0
Spis19282_1	0
Spis19301_1	0
Spis19324_1	2
Spis19327_1	0
Spis19340_1	0
Spis19342_1	3
Spis19351_1	3
Spis19369_1	3
Spis1936_1	1
Spis1937_1	2
Spis19388_1	0
Spis1938_1	11
Spis19390_1	5
Spis19393_1	1
Spis1939_1	0
Spis19407_1	0
Spis19410_1	7
Spis19414_1	4
Spis19421_1	0
Spis19428_1	4
Spis19438_1	4
Spis19441_1	1
Spis19442_1	3
Spis1944_1	2
Spis19465_1	14
Spis19477_1	5
Spis19481_1	0
Spis19482_1	1
Spis19485_1	2
Spis19504_1	3
Spis19507_1	0
Spis19510_1	4
Spis19511_1	0
Spis19524_1	6
Spis19539_1	3
Spis1954_1	0
Spis19551_1	7
Spis19552_1	1
Spis19567_1	1
Spis19569_1	0
Spis1956_1	1
Spis19578_1	1
Spis19579_1	0
Spis1957_1	17
Spis19580_1	3
Spis19583_1	0
Spis19585_1	6
Spis19587_1	4
Spis1958_1	0
Spis19594_1	5
Spis19597_1	3
Spis19605_1	0
Spis19606_1	0
Spis19608_1	3
Spis19616_1	1
Spis19623_1	0
Spis19624_1	1
Spis19629_1	2
Spis19634_1	3
Spis19637_1	2
Spis19638_1	0
Spis19639_1	8
Spis19640_1	5
Spis19662_1	10
Spis19665_1	0
Spis19678_1	57
Spis19680_1	0
