num_markers
55
45
31
28
17
51
15
28
25
19
32
26
13
37
22
20
18
44
54
28
51
14
18
17
23
49
46
40
10
47
47
22
53
27
15
21
40
15
30
24
43
32
17
13
49
10
43
37
24
5
6
51
31
19
26
55
34
20
45
38
33
41
20
9
52
81
69
50
29
12
18
50
25
24
33
23
33
48
22
22
38
9
34
21
37
39
21
21
27
18
50
37
13
12
9
28
15
45
42
24
32
17
32
48
16
21
17
20
50
13
15
37
27
48
10
39
15
36
37
37
26
37
26
31
13
43
46
28
38
56
13
35
13
23
37
29
53
23
18
13
16
36
72
23
34
15
29
34
23
34
40
23
16
38
31
30
40
23
57
19
33
20
7
31
27
21
38
19
29
24
34
21
28
28
18
37
41
20
13
33
25
8
31
31
30
42
14
29
26
48
50
20
10
18
21
24
45
18
32
35
27
34
78
17
23
22
60
24
46
27
17
20
39
55
32
34
45
52
63
39
25
23
18
12
20
52
48
18
16
47
43
43
45
34
47
25
50
54
41
62
29
16
54
20
22
22
39
19
24
16
23
71
20
46
36
32
89
41
18
16
43
24
31
36
52
63
54
44
68
89
42
34
41
54
45
26
21
50
37
33
41
28
51
42
42
81
68
8
26
28
30
33
43
39
53
49
68
37
27
92
60
60
26
33
98
21
52
80
94
39
70
61
36
29
26
22
54
71
29
58
22
68
60
43
37
65
31
18
53
36
21
21
68
40
65
44
21
85
56
50
46
29
40
67
26
36
64
32
24
25
74
76
63
31
25
32
18
12
45
18
60
50
17
38
37
14
50
36
98
82
30
104
30
24
42
16
19
12
12
45
31
30
20
16
34
21
34
39
17
43
62
20
68
54
60
34
48
28
20
50
49
23
67
22
52
39
35
29
21
48
40
16
38
45
36
21
35
24
21
43
25
32
83
35
20
46
33
37
45
41
36
33
48
53
24
38
14
21
22
46
35
58
47
26
35
52
36
25
30
34
77
49
24
45
17
36
39
51
21
55
61
19
27
48
25
74
115
28
54
54
66
51
49
38
19
48
29
35
73
31
51
100
75
27
91
46
34
70
46
16
59
36
44
22
52
32
23
67
24
49
38
26
76
23
54
33
38
71
54
29
54
36
31
40
22
23
30
16
23
25
16
8
34
31
28
30
36
22
29
19
37
19
28
29
38
55
50
11
31
25
39
49
16
51
22
25
55
24
37
29
41
30
18
58
34
38
45
37
48
26
74
16
41
26
28
15
19
58
52
37
32
31
27
44
32
51
22
36
50
40
13
53
23
17
26
52
46
25
27
47
26
33
32
35
34
9
14
12
33
44
21
39
30
26
20
29
31
17
27
13
13
16
15
23
29
41
14
25
19
26
40
40
56
59
71
45
50
26
11
27
15
24
33
52
55
54
56
41
24
20
26
19
17
52
30
26
23
26
57
9
34
18
41
11
60
25
25
22
15
22
44
12
36
13
11
25
21
26
22
36
16
38
36
37
33
42
55
28
38
37
18
23
29
52
48
22
19
24
26
19
30
16
15
27
44
16
21
47
41
16
28
16
69
58
28
35
45
74
46
12
18
32
11
30
42
38
20
11
35
17
55
52
26
23
24
28
44
36
20
16
44
12
61
41
63
25
20
50
25
35
18
73
30
33
29
48
58
32
44
63
111
37
48
50
20
22
46
26
46
47
39
53
82
34
31
47
24
44
26
46
57
27
26
35
38
54
41
21
31
45
53
24
26
24
36
33
13
29
42
18
45
36
24
58
32
26
62
21
25
49
51
22
76
43
46
23
28
36
37
20
20
28
21
26
24
33
41
26
18
48
13
30
18
45
60
15
44
43
21
15
40
11
60
23
46
30
45
33
23
16
54
21
11
44
24
33
35
51
30
58
46
39
55
26
48
27
25
50
51
38
26
29
27
19
30
18
18
47
46
46
15
21
27
40
36
45
70
37
22
19
23
26
39
23
55
56
56
11
37
26
17
43
21
22
43
19
33
10
46
12
47
23
25
17
27
19
27
33
42
25
32
31
45
58
26
21
21
25
35
34
38
56
20
37
22
90
44
19
44
40
42
58
15
38
13
39
12
39
27
28
38
43
44
25
37
54
26
22
