cells	cell_sizes	mc	median_mc_cell_size	total_mc_umis	total_mc_cells
WSETLV0003231	425	47	478	71014	125
WSETLV0003236	308	25	422.5	18412	40
WSETLV0003237	382	25	422.5	18412	40
WSETLV0003239	817	34	1067	121013	101
WSETLV0003240	259	21	578	46864	71
WSETLV0003241	565	34	1067	121013	101
WSETLV0003242	294	39	371.5	41857	90
WSETLV0003243	274	47	478	71014	125
WSETLV0003244	394	31	931	57903	51
WSETLV0003245	435	20	526	82284	108
WSETLV0003247	596	1	719	47160	43
WSETLV0003248	228	35	787	93532	97
WSETLV0003249	451	47	478	71014	125
WSETLV0003250	196	1	719	47160	43
WSETLV0003252	893	10	857.5	88011	78
WSETLV0003259	548	24	765.5	22537	24
WSETLV0003260	767	29	1001	78394	57
WSETLV0003261	380	32	610.5	60613	80
WSETLV0003263	548	3	1129.5	139782	108
WSETLV0003265	1350	47	478	71014	125
WSETLV0003267	303	35	787	93532	97
WSETLV0003269	485	47	478	71014	125
WSETLV0003271	677	6	1662	162158	87
WSETLV0003273	549	47	478	71014	125
WSETLV0003274	392	47	478	71014	125
WSETLV0003279	364	1	719	47160	43
WSETLV0003281	1497	47	478	71014	125
WSETLV0003282	1289	10	857.5	88011	78
WSETLV0003283	226	23	459	36891	71
WSETLV0003284	160	11	333.5	19598	52
WSETLV0003285	317	47	478	71014	125
WSETLV0003286	355	34	1067	121013	101
WSETLV0003287	317	39	371.5	41857	90
WSETLV0003292	429	47	478	71014	125
WSETLV0003293	197	21	578	46864	71
WSETLV0003294	156	32	610.5	60613	80
WSETLV0003297	409	40	639	56324	74
WSETLV0003299	631	46	323	18263	35
WSETLV0003302	285	47	478	71014	125
WSETLV0003305	207	12	541	35705	54
WSETLV0003306	342	27	941.5	70842	60
WSETLV0003307	1034	32	610.5	60613	80
WSETLV0003309	311	25	422.5	18412	40
WSETLV0003313	350	40	639	56324	74
WSETLV0003314	187	25	422.5	18412	40
WSETLV0003315	1223	20	526	82284	108
WSETLV0003316	1379	28	1192	140861	98
WSETLV0003317	210	46	323	18263	35
WSETLV0003319	993	26	1096	128756	97
WSETLV0003321	764	26	1096	128756	97
WSETLV0003323	2174	20	526	82284	108
WSETLV0003325	969	28	1192	140861	98
WSETLV0003326	301	47	478	71014	125
WSETLV0003327	265	47	478	71014	125
WSETLV0003328	471	35	787	93532	97
WSETLV0003332	249	47	478	71014	125
WSETLV0003334	385	39	371.5	41857	90
WSETLV0003337	638	13	737.5	75624	86
WSETLV0003338	576	29	1001	78394	57
WSETLV0003340	300	44	557	46549	58
WSETLV0003341	210	47	478	71014	125
WSETLV0003345	326	44	557	46549	58
WSETLV0003346	286	47	478	71014	125
WSETLV0003347	1090	25	422.5	18412	40
WSETLV0003348	1497	5	1339.5	173736	118
WSETLV0003349	324	47	478	71014	125
WSETLV0003353	346	31	931	57903	51
WSETLV0003354	542	3	1129.5	139782	108
WSETLV0003357	346	10	857.5	88011	78
WSETLV0003360	873	32	610.5	60613	80
WSETLV0003361	553	13	737.5	75624	86
WSETLV0003362	293	10	857.5	88011	78
WSETLV0003364	210	46	323	18263	35
WSETLV0003365	979	38	914.5	77933	80
WSETLV0003370	254	4	302	20392	56
WSETLV0003371	2592	3	1129.5	139782	108
WSETLV0003372	463	30	1212	130854	96
WSETLV0003374	1013	44	557	46549	58
WSETLV0003377	526	47	478	71014	125
WSETLV0003378	201	26	1096	128756	97
WSETLV0003382	629	20	526	82284	108
WSETLV0004001	422	23	459	36891	71
WSETLV0004002	552	23	459	36891	71
WSETLV0004003	289	6	1662	162158	87
WSETLV0004004	1816	28	1192	140861	98
WSETLV0004005	350	30	1212	130854	96
WSETLV0004006	830	19	762	74309	85
WSETLV0004007	344	23	459	36891	71
WSETLV0004009	687	20	526	82284	108
WSETLV0004011	1189	10	857.5	88011	78
WSETLV0004012	470	47	478	71014	125
WSETLV0004013	1008	34	1067	121013	101
WSETLV0004016	1886	6	1662	162158	87
WSETLV0004018	5538	10	857.5	88011	78
WSETLV0004020	412	12	541	35705	54
WSETLV0004021	824	7	1204	128168	80
WSETLV0004022	624	17	844	84811	80
WSETLV0004023	531	40	639	56324	74
WSETLV0004025	282	42	449	33724	35
WSETLV0004026	583	10	857.5	88011	78
WSETLV0004027	371	39	371.5	41857	90
WSETLV0004028	643	17	844	84811	80
WSETLV0004029	1076	38	914.5	77933	80
WSETLV0004031	440	16	710.5	24235	32
WSETLV0004032	1083	27	941.5	70842	60
WSETLV0004033	1480	35	787	93532	97
WSETLV0004035	717	47	478	71014	125
WSETLV0004036	887	47	478	71014	125
WSETLV0004038	719	17	844	84811	80
WSETLV0004041	388	47	478	71014	125
WSETLV0004042	1261	38	914.5	77933	80
WSETLV0004043	428	39	371.5	41857	90
WSETLV0004044	649	16	710.5	24235	32
WSETLV0004045	1052	38	914.5	77933	80
WSETLV0004046	474	47	478	71014	125
WSETLV0004047	467	32	610.5	60613	80
WSETLV0004048	787	38	914.5	77933	80
WSETLV0004049	888	10	857.5	88011	78
WSETLV0004050	1544	38	914.5	77933	80
WSETLV0004051	475	12	541	35705	54
WSETLV0004052	525	5	1339.5	173736	118
WSETLV0004053	530	47	478	71014	125
WSETLV0004056	682	13	737.5	75624	86
WSETLV0004057	1251	10	857.5	88011	78
WSETLV0004059	349	47	478	71014	125
WSETLV0004061	332	39	371.5	41857	90
WSETLV0004063	224	12	541	35705	54
WSETLV0004064	478	47	478	71014	125
WSETLV0004065	480	39	371.5	41857	90
WSETLV0004068	187	47	478	71014	125
WSETLV0004069	400	17	844	84811	80
WSETLV0004071	507	21	578	46864	71
WSETLV0004072	188	11	333.5	19598	52
WSETLV0004073	444	35	787	93532	97
WSETLV0004074	580	47	478	71014	125
WSETLV0004075	350	39	371.5	41857	90
WSETLV0004077	926	34	1067	121013	101
WSETLV0004078	453	37	422	12858	28
WSETLV0004079	334	13	737.5	75624	86
WSETLV0004081	1254	26	1096	128756	97
WSETLV0004083	279	47	478	71014	125
WSETLV0004084	292	12	541	35705	54
WSETLV0004085	451	13	737.5	75624	86
WSETLV0004089	674	25	422.5	18412	40
WSETLV0004090	294	47	478	71014	125
WSETLV0004091	1754	34	1067	121013	101
WSETLV0004092	830	10	857.5	88011	78
WSETLV0004093	794	34	1067	121013	101
WSETLV0004095	377	46	323	18263	35
WSETLV0004096	569	10	857.5	88011	78
WSETLV0004097	450	10	857.5	88011	78
WSETLV0004098	822	38	914.5	77933	80
WSETLV0004099	326	46	323	18263	35
WSETLV0004100	437	47	478	71014	125
WSETLV0004101	309	33	819	103650	100
WSETLV0004102	276	1	719	47160	43
WSETLV0004105	312	25	422.5	18412	40
WSETLV0004106	364	44	557	46549	58
WSETLV0004109	474	12	541	35705	54
WSETLV0004110	555	19	762	74309	85
WSETLV0004111	260	32	610.5	60613	80
WSETLV0004112	233	42	449	33724	35
WSETLV0004114	718	34	1067	121013	101
WSETLV0004115	211	11	333.5	19598	52
WSETLV0004116	466	13	737.5	75624	86
WSETLV0004117	400	47	478	71014	125
WSETLV0004118	592	20	526	82284	108
WSETLV0004119	617	17	844	84811	80
WSETLV0004120	174	15	398	29634	68
WSETLV0004121	518	18	711	50449	57
WSETLV0004122	709	19	762	74309	85
WSETLV0004124	205	11	333.5	19598	52
WSETLV0004125	218	47	478	71014	125
WSETLV0004128	635	33	819	103650	100
WSETLV0004132	178	47	478	71014	125
WSETLV0004133	1245	10	857.5	88011	78
WSETLV0004134	413	38	914.5	77933	80
WSETLV0004135	850	35	787	93532	97
WSETLV0004137	611	37	422	12858	28
WSETLV0004138	539	4	302	20392	56
WSETLV0004139	290	23	459	36891	71
WSETLV0004140	296	33	819	103650	100
WSETLV0004142	274	44	557	46549	58
WSETLV0004144	1171	34	1067	121013	101
WSETLV0004145	505	40	639	56324	74
WSETLV0004146	196	37	422	12858	28
WSETLV0004147	611	35	787	93532	97
WSETLV0004148	338	21	578	46864	71
WSETLV0004149	417	10	857.5	88011	78
WSETLV0004151	553	25	422.5	18412	40
WSETLV0004152	908	6	1662	162158	87
WSETLV0004153	503	47	478	71014	125
WSETLV0004154	1135	3	1129.5	139782	108
WSETLV0004155	502	35	787	93532	97
WSETLV0004156	438	20	526	82284	108
WSETLV0004158	1500	21	578	46864	71
WSETLV0004159	290	17	844	84811	80
WSETLV0004160	984	31	931	57903	51
WSETLV0004163	393	11	333.5	19598	52
WSETLV0004165	407	20	526	82284	108
WSETLV0004169	1020	25	422.5	18412	40
WSETLV0004170	752	20	526	82284	108
WSETLV0004171	587	30	1212	130854	96
WSETLV0004172	249	2	686	52725	63
WSETLV0004174	367	21	578	46864	71
WSETLV0004176	430	10	857.5	88011	78
WSETLV0004177	268	39	371.5	41857	90
WSETLV0004180	353	6	1662	162158	87
WSETLV0004181	254	20	526	82284	108
WSETLV0004182	389	46	323	18263	35
WSETLV0004183	599	20	526	82284	108
WSETLV0004185	701	21	578	46864	71
WSETLV0004187	651	23	459	36891	71
WSETLV0004188	190	20	526	82284	108
WSETLV0004190	408	42	449	33724	35
WSETLV0004193	328	25	422.5	18412	40
WSETLV0004195	579	33	819	103650	100
WSETLV0004196	464	19	762	74309	85
WSETLV0004198	601	20	526	82284	108
WSETLV0004201	1261	35	787	93532	97
WSETLV0004202	586	3	1129.5	139782	108
WSETLV0004203	515	47	478	71014	125
WSETLV0004204	333	15	398	29634	68
WSETLV0004206	588	47	478	71014	125
WSETLV0004207	347	14	767	47027	53
WSETLV0004209	590	21	578	46864	71
WSETLV0004210	410	20	526	82284	108
WSETLV0004211	806	24	765.5	22537	24
WSETLV0004212	851	18	711	50449	57
WSETLV0004213	1259	34	1067	121013	101
WSETLV0004214	244	4	302	20392	56
WSETLV0004215	429	18	711	50449	57
WSETLV0004216	338	38	914.5	77933	80
WSETLV0004217	254	4	302	20392	56
WSETLV0004220	512	44	557	46549	58
WSETLV0004222	168	25	422.5	18412	40
WSETLV0004224	337	4	302	20392	56
WSETLV0004225	900	38	914.5	77933	80
WSETLV0004227	275	15	398	29634	68
WSETLV0004229	683	34	1067	121013	101
WSETLV0004230	156	1	719	47160	43
WSETLV0004231	532	44	557	46549	58
WSETLV0004232	168	4	302	20392	56
WSETLV0004234	744	13	737.5	75624	86
WSETLV0004235	237	21	578	46864	71
WSETLV0004238	331	36	783.5	35009	40
WSETLV0004239	291	47	478	71014	125
WSETLV0004241	373	31	931	57903	51
WSETLV0004242	369	47	478	71014	125
WSETLV0004244	450	10	857.5	88011	78
WSETLV0004246	372	3	1129.5	139782	108
WSETLV0004247	569	10	857.5	88011	78
WSETLV0004249	441	47	478	71014	125
WSETLV0004252	456	27	941.5	70842	60
WSETLV0004256	398	20	526	82284	108
WSETLV0004257	1543	38	914.5	77933	80
WSETLV0004259	1274	10	857.5	88011	78
WSETLV0004260	241	16	710.5	24235	32
WSETLV0004263	288	10	857.5	88011	78
WSETLV0004266	321	47	478	71014	125
WSETLV0004267	284	10	857.5	88011	78
WSETLV0004268	300	20	526	82284	108
WSETLV0004269	874	26	1096	128756	97
WSETLV0004271	523	35	787	93532	97
WSETLV0004272	1111	7	1204	128168	80
WSETLV0004273	458	47	478	71014	125
WSETLV0004274	428	20	526	82284	108
WSETLV0004279	494	47	478	71014	125
WSETLV0004281	3987	10	857.5	88011	78
WSETLV0004282	1026	38	914.5	77933	80
WSETLV0004283	449	47	478	71014	125
WSETLV0004284	641	18	711	50449	57
WSETLV0004285	600	26	1096	128756	97
WSETLV0004287	641	26	1096	128756	97
WSETLV0004290	1355	21	578	46864	71
WSETLV0004291	218	21	578	46864	71
WSETLV0004293	482	20	526	82284	108
WSETLV0004294	217	47	478	71014	125
WSETLV0004295	573	38	914.5	77933	80
WSETLV0004296	184	20	526	82284	108
WSETLV0004297	739	32	610.5	60613	80
WSETLV0004298	351	44	557	46549	58
WSETLV0004299	293	11	333.5	19598	52
WSETLV0004300	584	10	857.5	88011	78
WSETLV0004301	677	20	526	82284	108
WSETLV0004303	675	47	478	71014	125
WSETLV0004305	323	46	323	18263	35
WSETLV0004306	326	34	1067	121013	101
WSETLV0004307	891	14	767	47027	53
WSETLV0004308	339	37	422	12858	28
WSETLV0004309	351	20	526	82284	108
WSETLV0004311	333	18	711	50449	57
WSETLV0004312	555	29	1001	78394	57
WSETLV0004315	326	35	787	93532	97
WSETLV0004316	1697	6	1662	162158	87
WSETLV0004318	490	13	737.5	75624	86
WSETLV0004321	880	42	449	33724	35
WSETLV0004322	598	31	931	57903	51
WSETLV0004324	788	7	1204	128168	80
WSETLV0004326	337	47	478	71014	125
WSETLV0004327	1014	24	765.5	22537	24
WSETLV0004328	166	4	302	20392	56
WSETLV0004334	275	10	857.5	88011	78
WSETLV0004335	288	11	333.5	19598	52
WSETLV0004336	609	21	578	46864	71
WSETLV0004337	396	23	459	36891	71
WSETLV0004340	183	4	302	20392	56
WSETLV0004341	351	25	422.5	18412	40
WSETLV0004342	593	29	1001	78394	57
WSETLV0004344	346	20	526	82284	108
WSETLV0004345	265	11	333.5	19598	52
WSETLV0004346	676	13	737.5	75624	86
WSETLV0004347	553	21	578	46864	71
WSETLV0004348	1717	29	1001	78394	57
WSETLV0004349	439	47	478	71014	125
WSETLV0004350	203	39	371.5	41857	90
WSETLV0004351	356	11	333.5	19598	52
WSETLV0004352	1108	34	1067	121013	101
WSETLV0004353	1030	20	526	82284	108
WSETLV0004354	553	20	526	82284	108
WSETLV0004355	516	21	578	46864	71
WSETLV0004356	308	47	478	71014	125
WSETLV0004357	318	47	478	71014	125
WSETLV0004358	743	35	787	93532	97
WSETLV0004362	612	21	578	46864	71
WSETLV0004365	640	3	1129.5	139782	108
WSETLV0004367	745	24	765.5	22537	24
WSETLV0004368	161	32	610.5	60613	80
WSETLV0004369	745	38	914.5	77933	80
WSETLV0004372	314	43	489.5	15204	22
WSETLV0004373	1129	38	914.5	77933	80
WSETLV0004375	698	20	526	82284	108
WSETLV0004376	442	24	765.5	22537	24
WSETLV0004377	994	23	459	36891	71
WSETLV0004378	251	10	857.5	88011	78
WSETLV0004379	528	20	526	82284	108
WSETLV0004380	513	35	787	93532	97
WSETLV0004382	567	10	857.5	88011	78
WSETLV0004383	370	18	711	50449	57
WSETLV0004384	515	21	578	46864	71
WSETLV0005001	1584	5	1339.5	173736	118
WSETLV0005003	745	34	1067	121013	101
WSETLV0005004	372	39	371.5	41857	90
WSETLV0005005	318	2	686	52725	63
WSETLV0005006	368	18	711	50449	57
WSETLV0005007	520	32	610.5	60613	80
WSETLV0005008	1642	5	1339.5	173736	118
WSETLV0005009	757	5	1339.5	173736	118
WSETLV0005011	740	13	737.5	75624	86
WSETLV0005012	1091	2	686	52725	63
WSETLV0005013	1014	42	449	33724	35
WSETLV0005015	443	36	783.5	35009	40
WSETLV0005016	4185	26	1096	128756	97
WSETLV0005017	578	42	449	33724	35
WSETLV0005019	1763	3	1129.5	139782	108
WSETLV0005020	913	11	333.5	19598	52
WSETLV0005021	1000	33	819	103650	100
WSETLV0005023	1493	10	857.5	88011	78
WSETLV0005024	240	15	398	29634	68
WSETLV0005025	591	47	478	71014	125
WSETLV0005026	575	33	819	103650	100
WSETLV0005027	3079	33	819	103650	100
WSETLV0005028	1300	9	1268.5	56424	42
WSETLV0005029	875	2	686	52725	63
WSETLV0005031	715	40	639	56324	74
WSETLV0005032	1422	28	1192	140861	98
WSETLV0005033	1060	33	819	103650	100
WSETLV0005034	2133	33	819	103650	100
WSETLV0005035	1664	18	711	50449	57
WSETLV0005036	3118	7	1204	128168	80
WSETLV0005037	1315	28	1192	140861	98
WSETLV0005038	2280	7	1204	128168	80
WSETLV0005039	2103	33	819	103650	100
WSETLV0005040	741	27	941.5	70842	60
WSETLV0005041	2265	5	1339.5	173736	118
WSETLV0005042	1509	40	639	56324	74
WSETLV0005043	1982	9	1268.5	56424	42
WSETLV0005044	1536	2	686	52725	63
WSETLV0005046	368	19	762	74309	85
WSETLV0005047	855	39	371.5	41857	90
WSETLV0005048	1487	33	819	103650	100
WSETLV0005049	317	3	1129.5	139782	108
WSETLV0005050	839	40	639	56324	74
WSETLV0005051	2067	3	1129.5	139782	108
WSETLV0005052	1070	40	639	56324	74
WSETLV0005053	637	23	459	36891	71
WSETLV0005054	319	39	371.5	41857	90
WSETLV0005056	328	39	371.5	41857	90
WSETLV0005058	2421	3	1129.5	139782	108
WSETLV0005059	2497	3	1129.5	139782	108
WSETLV0005061	1171	30	1212	130854	96
WSETLV0005063	642	28	1192	140861	98
WSETLV0005064	5667	26	1096	128756	97
WSETLV0005065	1110	17	844	84811	80
WSETLV0005066	247	39	371.5	41857	90
WSETLV0005067	1768	5	1339.5	173736	118
WSETLV0005068	618	40	639	56324	74
WSETLV0005069	893	34	1067	121013	101
WSETLV0005071	607	15	398	29634	68
WSETLV0005072	1704	34	1067	121013	101
WSETLV0005073	543	23	459	36891	71
WSETLV0005074	842	29	1001	78394	57
WSETLV0005075	614	22	662	29192	38
WSETLV0005076	1353	5	1339.5	173736	118
WSETLV0005079	988	33	819	103650	100
WSETLV0005080	1628	40	639	56324	74
WSETLV0005081	1813	6	1662	162158	87
WSETLV0005083	2588	7	1204	128168	80
WSETLV0005084	250	39	371.5	41857	90
WSETLV0005085	871	33	819	103650	100
WSETLV0005086	2559	6	1662	162158	87
WSETLV0005087	1190	17	844	84811	80
WSETLV0005088	3868	27	941.5	70842	60
WSETLV0005089	3428	8	1331	97851	64
WSETLV0005090	2669	35	787	93532	97
WSETLV0005091	1196	5	1339.5	173736	118
WSETLV0005092	2938	27	941.5	70842	60
WSETLV0005094	1468	6	1662	162158	87
WSETLV0005095	306	5	1339.5	173736	118
WSETLV0005096	860	5	1339.5	173736	118
WSETLV0005097	792	28	1192	140861	98
WSETLV0005098	512	6	1662	162158	87
WSETLV0005099	869	28	1192	140861	98
WSETLV0005100	1055	42	449	33724	35
WSETLV0005102	247	23	459	36891	71
WSETLV0005103	516	21	578	46864	71
WSETLV0005104	1572	34	1067	121013	101
WSETLV0005105	900	7	1204	128168	80
WSETLV0005106	299	15	398	29634	68
WSETLV0005107	610	35	787	93532	97
WSETLV0005108	3459	5	1339.5	173736	118
WSETLV0005112	1555	34	1067	121013	101
WSETLV0005113	1548	30	1212	130854	96
WSETLV0005114	1081	28	1192	140861	98
WSETLV0005115	997	6	1662	162158	87
WSETLV0005116	942	28	1192	140861	98
WSETLV0005117	266	4	302	20392	56
WSETLV0005118	338	39	371.5	41857	90
WSETLV0005119	871	27	941.5	70842	60
WSETLV0005120	374	23	459	36891	71
WSETLV0005121	535	39	371.5	41857	90
WSETLV0005122	1192	6	1662	162158	87
WSETLV0005124	728	40	639	56324	74
WSETLV0005125	579	17	844	84811	80
WSETLV0005126	910	35	787	93532	97
WSETLV0005127	822	27	941.5	70842	60
WSETLV0005128	821	39	371.5	41857	90
WSETLV0005130	309	39	371.5	41857	90
WSETLV0005132	677	43	489.5	15204	22
WSETLV0005134	190	11	333.5	19598	52
WSETLV0005136	555	23	459	36891	71
WSETLV0005137	693	21	578	46864	71
WSETLV0005138	641	13	737.5	75624	86
WSETLV0005139	474	13	737.5	75624	86
WSETLV0005140	641	3	1129.5	139782	108
WSETLV0005142	1573	8	1331	97851	64
WSETLV0005143	678	37	422	12858	28
WSETLV0005144	845	30	1212	130854	96
WSETLV0005146	2012	7	1204	128168	80
WSETLV0005147	729	33	819	103650	100
WSETLV0005148	483	23	459	36891	71
WSETLV0005150	449	23	459	36891	71
WSETLV0005151	408	23	459	36891	71
WSETLV0005152	315	29	1001	78394	57
WSETLV0005154	1700	28	1192	140861	98
WSETLV0005155	374	32	610.5	60613	80
WSETLV0005158	740	14	767	47027	53
WSETLV0005159	605	19	762	74309	85
WSETLV0005160	2561	9	1268.5	56424	42
WSETLV0005161	483	26	1096	128756	97
WSETLV0005162	1114	30	1212	130854	96
WSETLV0005163	477	5	1339.5	173736	118
WSETLV0005164	364	41	358	5907	15
WSETLV0005166	413	40	639	56324	74
WSETLV0005167	1213	32	610.5	60613	80
WSETLV0005168	1366	30	1212	130854	96
WSETLV0005169	813	27	941.5	70842	60
WSETLV0005170	780	44	557	46549	58
WSETLV0005171	1472	28	1192	140861	98
WSETLV0005173	413	9	1268.5	56424	42
WSETLV0005174	1613	3	1129.5	139782	108
WSETLV0005175	373	39	371.5	41857	90
WSETLV0005176	1022	43	489.5	15204	22
WSETLV0005177	1654	44	557	46549	58
WSETLV0005178	919	29	1001	78394	57
WSETLV0005179	1597	3	1129.5	139782	108
WSETLV0005180	731	33	819	103650	100
WSETLV0005181	454	17	844	84811	80
WSETLV0005182	795	30	1212	130854	96
WSETLV0005183	756	43	489.5	15204	22
WSETLV0005184	1999	26	1096	128756	97
WSETLV0005185	350	4	302	20392	56
WSETLV0005186	2199	40	639	56324	74
WSETLV0005187	1754	3	1129.5	139782	108
WSETLV0005190	654	35	787	93532	97
WSETLV0005191	3381	6	1662	162158	87
WSETLV0005192	1049	8	1331	97851	64
WSETLV0005193	250	46	323	18263	35
WSETLV0005194	199	43	489.5	15204	22
WSETLV0005195	1457	5	1339.5	173736	118
WSETLV0005196	597	9	1268.5	56424	42
WSETLV0005197	984	9	1268.5	56424	42
WSETLV0005198	1176	6	1662	162158	87
WSETLV0005199	410	11	333.5	19598	52
WSETLV0005201	717	32	610.5	60613	80
WSETLV0005202	251	37	422	12858	28
WSETLV0005203	423	2	686	52725	63
WSETLV0005204	507	2	686	52725	63
WSETLV0005205	650	21	578	46864	71
WSETLV0005206	650	35	787	93532	97
WSETLV0005207	1010	7	1204	128168	80
WSETLV0005208	321	38	914.5	77933	80
WSETLV0005209	709	30	1212	130854	96
WSETLV0005210	610	22	662	29192	38
WSETLV0005212	170	2	686	52725	63
WSETLV0005213	1166	34	1067	121013	101
WSETLV0005215	453	42	449	33724	35
WSETLV0005216	1116	26	1096	128756	97
WSETLV0005217	238	41	358	5907	15
WSETLV0005220	609	21	578	46864	71
WSETLV0005221	341	17	844	84811	80
WSETLV0005222	914	34	1067	121013	101
WSETLV0005224	2293	6	1662	162158	87
WSETLV0005225	931	30	1212	130854	96
WSETLV0005226	929	28	1192	140861	98
WSETLV0005227	800	28	1192	140861	98
WSETLV0005229	860	21	578	46864	71
WSETLV0005230	576	35	787	93532	97
WSETLV0005231	359	44	557	46549	58
WSETLV0005233	1326	5	1339.5	173736	118
WSETLV0005234	244	5	1339.5	173736	118
WSETLV0005235	1428	3	1129.5	139782	108
WSETLV0005236	623	15	398	29634	68
WSETLV0005237	1232	34	1067	121013	101
WSETLV0005238	256	14	767	47027	53
WSETLV0005239	596	26	1096	128756	97
WSETLV0005240	400	32	610.5	60613	80
WSETLV0005241	2832	5	1339.5	173736	118
WSETLV0005242	1729	30	1212	130854	96
WSETLV0005243	1167	8	1331	97851	64
WSETLV0005244	251	4	302	20392	56
WSETLV0005245	431	40	639	56324	74
WSETLV0005246	1513	29	1001	78394	57
WSETLV0005247	434	36	783.5	35009	40
WSETLV0005250	1231	30	1212	130854	96
WSETLV0005251	2340	5	1339.5	173736	118
WSETLV0005252	1828	7	1204	128168	80
WSETLV0005253	636	35	787	93532	97
WSETLV0005255	899	33	819	103650	100
WSETLV0005256	990	32	610.5	60613	80
WSETLV0005257	2180	5	1339.5	173736	118
WSETLV0005258	1046	34	1067	121013	101
WSETLV0005260	3169	3	1129.5	139782	108
WSETLV0005261	515	44	557	46549	58
WSETLV0005262	1892	8	1331	97851	64
WSETLV0005263	908	33	819	103650	100
WSETLV0005264	363	39	371.5	41857	90
WSETLV0005265	2123	30	1212	130854	96
WSETLV0005266	510	39	371.5	41857	90
WSETLV0005267	424	40	639	56324	74
WSETLV0005268	1800	6	1662	162158	87
WSETLV0005269	1027	27	941.5	70842	60
WSETLV0005270	506	19	762	74309	85
WSETLV0005271	1291	35	787	93532	97
WSETLV0005272	736	32	610.5	60613	80
WSETLV0005273	1348	32	610.5	60613	80
WSETLV0005274	474	4	302	20392	56
WSETLV0005275	1450	27	941.5	70842	60
WSETLV0005278	540	6	1662	162158	87
WSETLV0005279	657	8	1331	97851	64
WSETLV0005280	860	44	557	46549	58
WSETLV0005281	438	39	371.5	41857	90
WSETLV0005282	1645	28	1192	140861	98
WSETLV0005283	1924	28	1192	140861	98
WSETLV0005284	1660	44	557	46549	58
WSETLV0005286	653	18	711	50449	57
WSETLV0005287	1129	2	686	52725	63
WSETLV0005288	2132	7	1204	128168	80
WSETLV0005290	2905	5	1339.5	173736	118
WSETLV0005291	874	17	844	84811	80
WSETLV0005293	458	2	686	52725	63
WSETLV0005294	1793	17	844	84811	80
WSETLV0005295	328	4	302	20392	56
WSETLV0005298	1803	6	1662	162158	87
WSETLV0005299	644	5	1339.5	173736	118
WSETLV0005300	987	28	1192	140861	98
WSETLV0005301	962	33	819	103650	100
WSETLV0005302	799	13	737.5	75624	86
WSETLV0005304	849	35	787	93532	97
WSETLV0005305	1552	26	1096	128756	97
WSETLV0005306	155	47	478	71014	125
WSETLV0005307	1336	3	1129.5	139782	108
WSETLV0005308	2337	7	1204	128168	80
WSETLV0005309	606	44	557	46549	58
WSETLV0005310	1144	19	762	74309	85
WSETLV0005311	846	28	1192	140861	98
WSETLV0005312	431	14	767	47027	53
WSETLV0005313	1098	29	1001	78394	57
WSETLV0005314	627	5	1339.5	173736	118
WSETLV0005315	1106	3	1129.5	139782	108
WSETLV0005316	1156	32	610.5	60613	80
WSETLV0005318	1284	12	541	35705	54
WSETLV0005319	725	34	1067	121013	101
WSETLV0005320	1623	34	1067	121013	101
WSETLV0005322	766	30	1212	130854	96
WSETLV0005323	1212	33	819	103650	100
WSETLV0005324	1418	9	1268.5	56424	42
WSETLV0005325	6549	44	557	46549	58
WSETLV0005326	2437	27	941.5	70842	60
WSETLV0005327	689	42	449	33724	35
WSETLV0005328	334	4	302	20392	56
WSETLV0005329	1075	44	557	46549	58
WSETLV0005330	2602	8	1331	97851	64
WSETLV0005331	4280	6	1662	162158	87
WSETLV0005332	519	23	459	36891	71
WSETLV0005333	937	6	1662	162158	87
WSETLV0005334	713	13	737.5	75624	86
WSETLV0005335	2358	3	1129.5	139782	108
WSETLV0005336	830	35	787	93532	97
WSETLV0005337	1470	29	1001	78394	57
WSETLV0005338	538	30	1212	130854	96
WSETLV0005339	605	19	762	74309	85
WSETLV0005341	909	13	737.5	75624	86
WSETLV0005343	512	15	398	29634	68
WSETLV0005344	918	27	941.5	70842	60
WSETLV0005346	528	33	819	103650	100
WSETLV0005347	1599	7	1204	128168	80
WSETLV0005348	1580	7	1204	128168	80
WSETLV0005349	1202	28	1192	140861	98
WSETLV0005350	2046	5	1339.5	173736	118
WSETLV0005351	1549	33	819	103650	100
WSETLV0005352	252	37	422	12858	28
WSETLV0005353	1035	26	1096	128756	97
WSETLV0005354	1045	21	578	46864	71
WSETLV0005355	667	23	459	36891	71
WSETLV0005357	578	21	578	46864	71
WSETLV0005358	804	13	737.5	75624	86
WSETLV0005359	1891	6	1662	162158	87
WSETLV0005360	1297	6	1662	162158	87
WSETLV0005361	2865	5	1339.5	173736	118
WSETLV0005363	2039	5	1339.5	173736	118
WSETLV0005364	1184	27	941.5	70842	60
WSETLV0005365	1647	6	1662	162158	87
WSETLV0005366	1601	6	1662	162158	87
WSETLV0005367	421	39	371.5	41857	90
WSETLV0005368	506	2	686	52725	63
WSETLV0005369	1479	12	541	35705	54
WSETLV0005370	938	40	639	56324	74
WSETLV0005371	524	12	541	35705	54
WSETLV0005373	892	46	323	18263	35
WSETLV0005374	1723	5	1339.5	173736	118
WSETLV0005375	910	40	639	56324	74
WSETLV0005376	282	46	323	18263	35
WSETLV0005377	826	40	639	56324	74
WSETLV0005379	1123	28	1192	140861	98
WSETLV0005381	1480	30	1212	130854	96
WSETLV0005382	1746	30	1212	130854	96
WSETLV0005383	374	7	1204	128168	80
