cells	cell_sizes	mc	median_mc_cell_size	total_mc_umis	total_mc_cells
WSETLV0005384	593	40	639	56324	74
WSETLV0006001	1254	35	787	93532	97
WSETLV0006002	471	32	610.5	60613	80
WSETLV0006003	429	36	783.5	35009	40
WSETLV0006004	1144	40	639	56324	74
WSETLV0006005	1332	45	476	24171	43
WSETLV0006006	380	20	526	82284	108
WSETLV0006007	513	18	711	50449	57
WSETLV0006008	1703	35	787	93532	97
WSETLV0006011	1581	5	1339.5	173736	118
WSETLV0006012	5323	6	1662	162158	87
WSETLV0006013	394	37	422	12858	28
WSETLV0006014	2504	32	610.5	60613	80
WSETLV0006015	1678	30	1212	130854	96
WSETLV0006016	1392	5	1339.5	173736	118
WSETLV0006017	549	32	610.5	60613	80
WSETLV0006018	1038	16	710.5	24235	32
WSETLV0006019	257	35	787	93532	97
WSETLV0006020	2245	27	941.5	70842	60
WSETLV0006021	1234	35	787	93532	97
WSETLV0006022	1319	30	1212	130854	96
WSETLV0006023	1119	34	1067	121013	101
WSETLV0006024	1078	5	1339.5	173736	118
WSETLV0006025	857	40	639	56324	74
WSETLV0006026	810	40	639	56324	74
WSETLV0006027	2659	5	1339.5	173736	118
WSETLV0006030	503	5	1339.5	173736	118
WSETLV0006031	522	10	857.5	88011	78
WSETLV0006032	1185	29	1001	78394	57
WSETLV0006033	1830	30	1212	130854	96
WSETLV0006034	1989	2	686	52725	63
WSETLV0006035	2315	29	1001	78394	57
WSETLV0006036	1660	33	819	103650	100
WSETLV0006038	1109	17	844	84811	80
WSETLV0006039	1918	6	1662	162158	87
WSETLV0006040	4502	7	1204	128168	80
WSETLV0006041	1101	19	762	74309	85
WSETLV0006042	2872	7	1204	128168	80
WSETLV0006043	1626	2	686	52725	63
WSETLV0006044	1134	19	762	74309	85
WSETLV0006045	2395	32	610.5	60613	80
WSETLV0006046	1700	3	1129.5	139782	108
WSETLV0006047	1584	26	1096	128756	97
WSETLV0006049	1159	27	941.5	70842	60
WSETLV0006050	150	41	358	5907	15
WSETLV0006051	622	23	459	36891	71
WSETLV0006052	663	20	526	82284	108
WSETLV0006053	931	8	1331	97851	64
WSETLV0006054	1787	35	787	93532	97
WSETLV0006055	1564	2	686	52725	63
WSETLV0006056	1427	5	1339.5	173736	118
WSETLV0006057	4487	7	1204	128168	80
WSETLV0006058	2099	30	1212	130854	96
WSETLV0006059	851	17	844	84811	80
WSETLV0006060	972	33	819	103650	100
WSETLV0006062	549	19	762	74309	85
WSETLV0006063	454	26	1096	128756	97
WSETLV0006064	2988	26	1096	128756	97
WSETLV0006065	813	41	358	5907	15
WSETLV0006066	1702	8	1331	97851	64
WSETLV0006068	1424	3	1129.5	139782	108
WSETLV0006069	734	19	762	74309	85
WSETLV0006070	2556	5	1339.5	173736	118
WSETLV0006071	2881	34	1067	121013	101
WSETLV0006072	918	30	1212	130854	96
WSETLV0006073	608	20	526	82284	108
WSETLV0006074	843	28	1192	140861	98
WSETLV0006075	909	6	1662	162158	87
WSETLV0006076	1191	3	1129.5	139782	108
WSETLV0006077	905	12	541	35705	54
WSETLV0006078	975	2	686	52725	63
WSETLV0006079	1111	17	844	84811	80
WSETLV0006081	2188	14	767	47027	53
WSETLV0006082	1357	17	844	84811	80
WSETLV0006083	2827	1	719	47160	43
WSETLV0006084	1030	3	1129.5	139782	108
WSETLV0006085	355	45	476	24171	43
WSETLV0006086	3083	34	1067	121013	101
WSETLV0006088	1697	29	1001	78394	57
WSETLV0006089	6827	1	719	47160	43
WSETLV0006090	2282	27	941.5	70842	60
WSETLV0006091	473	26	1096	128756	97
WSETLV0006092	1316	43	489.5	15204	22
WSETLV0006093	3376	28	1192	140861	98
WSETLV0006094	1460	35	787	93532	97
WSETLV0006097	1833	34	1067	121013	101
WSETLV0006099	7982	28	1192	140861	98
WSETLV0006100	746	19	762	74309	85
WSETLV0006101	343	33	819	103650	100
WSETLV0006102	1108	30	1212	130854	96
WSETLV0006104	1213	30	1212	130854	96
WSETLV0006106	1746	17	844	84811	80
WSETLV0006107	1649	5	1339.5	173736	118
WSETLV0006108	1629	5	1339.5	173736	118
WSETLV0006109	1130	7	1204	128168	80
WSETLV0006110	471	1	719	47160	43
WSETLV0006111	693	40	639	56324	74
WSETLV0006112	501	11	333.5	19598	52
WSETLV0006113	1149	26	1096	128756	97
WSETLV0006114	467	39	371.5	41857	90
WSETLV0006115	3262	30	1212	130854	96
WSETLV0006117	941	40	639	56324	74
WSETLV0006118	1123	40	639	56324	74
WSETLV0006119	1429	26	1096	128756	97
WSETLV0006120	1614	7	1204	128168	80
WSETLV0006121	728	9	1268.5	56424	42
WSETLV0006122	1803	6	1662	162158	87
WSETLV0006123	614	40	639	56324	74
WSETLV0006125	577	15	398	29634	68
WSETLV0006127	1934	6	1662	162158	87
WSETLV0006128	1603	3	1129.5	139782	108
WSETLV0006129	945	33	819	103650	100
WSETLV0006130	522	37	422	12858	28
WSETLV0006134	596	27	941.5	70842	60
WSETLV0006135	1492	20	526	82284	108
WSETLV0006136	2386	9	1268.5	56424	42
WSETLV0006137	746	13	737.5	75624	86
WSETLV0006138	1512	28	1192	140861	98
WSETLV0006139	1744	30	1212	130854	96
WSETLV0006140	389	22	662	29192	38
WSETLV0006141	648	27	941.5	70842	60
WSETLV0006142	771	36	783.5	35009	40
WSETLV0006143	1070	32	610.5	60613	80
WSETLV0006144	496	32	610.5	60613	80
WSETLV0006146	1345	12	541	35705	54
WSETLV0006147	1418	1	719	47160	43
WSETLV0006148	789	39	371.5	41857	90
WSETLV0006150	479	11	333.5	19598	52
WSETLV0006152	489	12	541	35705	54
WSETLV0006153	682	44	557	46549	58
WSETLV0006155	711	19	762	74309	85
WSETLV0006158	219	11	333.5	19598	52
WSETLV0006159	2267	33	819	103650	100
WSETLV0006161	1946	28	1192	140861	98
WSETLV0006162	1948	28	1192	140861	98
WSETLV0006163	5588	6	1662	162158	87
WSETLV0006164	957	9	1268.5	56424	42
WSETLV0006165	1775	27	941.5	70842	60
WSETLV0006167	480	4	302	20392	56
WSETLV0006169	1524	17	844	84811	80
WSETLV0006170	1591	1	719	47160	43
WSETLV0006171	750	22	662	29192	38
WSETLV0006172	1686	30	1212	130854	96
WSETLV0006173	1900	5	1339.5	173736	118
WSETLV0006174	1955	6	1662	162158	87
WSETLV0006176	1157	19	762	74309	85
WSETLV0006177	2683	29	1001	78394	57
WSETLV0006178	523	32	610.5	60613	80
WSETLV0006179	575	39	371.5	41857	90
WSETLV0006180	1710	7	1204	128168	80
WSETLV0006181	1662	2	686	52725	63
WSETLV0006183	933	30	1212	130854	96
WSETLV0006184	321	4	302	20392	56
WSETLV0006185	1679	32	610.5	60613	80
WSETLV0006187	2029	34	1067	121013	101
WSETLV0006190	2606	2	686	52725	63
WSETLV0006191	2419	3	1129.5	139782	108
WSETLV0006192	2032	36	783.5	35009	40
WSETLV0006193	407	36	783.5	35009	40
WSETLV0006194	417	45	476	24171	43
WSETLV0006195	632	26	1096	128756	97
WSETLV0006196	1284	5	1339.5	173736	118
WSETLV0006198	541	5	1339.5	173736	118
WSETLV0006199	672	20	526	82284	108
WSETLV0006200	1080	1	719	47160	43
WSETLV0006201	482	43	489.5	15204	22
WSETLV0006202	198	39	371.5	41857	90
WSETLV0006203	1466	5	1339.5	173736	118
WSETLV0006205	636	3	1129.5	139782	108
WSETLV0006206	396	2	686	52725	63
WSETLV0006207	543	27	941.5	70842	60
WSETLV0006211	1431	26	1096	128756	97
WSETLV0006212	578	45	476	24171	43
WSETLV0006213	1084	26	1096	128756	97
WSETLV0006215	611	19	762	74309	85
WSETLV0006217	710	2	686	52725	63
WSETLV0006218	463	12	541	35705	54
WSETLV0006219	1389	42	449	33724	35
WSETLV0006220	926	33	819	103650	100
WSETLV0006221	676	33	819	103650	100
WSETLV0006223	1763	6	1662	162158	87
WSETLV0006224	1143	35	787	93532	97
WSETLV0006225	901	36	783.5	35009	40
WSETLV0006227	723	23	459	36891	71
WSETLV0006229	667	28	1192	140861	98
WSETLV0006230	2207	27	941.5	70842	60
WSETLV0006231	759	44	557	46549	58
WSETLV0006233	647	28	1192	140861	98
WSETLV0006234	2498	3	1129.5	139782	108
WSETLV0006235	1225	7	1204	128168	80
WSETLV0006238	184	4	302	20392	56
WSETLV0006239	5375	26	1096	128756	97
WSETLV0006240	831	38	914.5	77933	80
WSETLV0006242	7710	28	1192	140861	98
WSETLV0006243	1135	12	541	35705	54
WSETLV0006244	1293	35	787	93532	97
WSETLV0006245	1777	5	1339.5	173736	118
WSETLV0006246	462	33	819	103650	100
WSETLV0006247	1021	28	1192	140861	98
WSETLV0006249	2732	3	1129.5	139782	108
WSETLV0006251	1899	3	1129.5	139782	108
WSETLV0006253	302	39	371.5	41857	90
WSETLV0006255	1282	8	1331	97851	64
WSETLV0006257	456	23	459	36891	71
WSETLV0006258	643	44	557	46549	58
WSETLV0006260	1719	6	1662	162158	87
WSETLV0006261	646	36	783.5	35009	40
WSETLV0006262	1163	26	1096	128756	97
WSETLV0006263	425	36	783.5	35009	40
WSETLV0006265	526	32	610.5	60613	80
WSETLV0006266	359	39	371.5	41857	90
WSETLV0006268	812	33	819	103650	100
WSETLV0006269	2173	34	1067	121013	101
WSETLV0006270	570	17	844	84811	80
WSETLV0006271	1028	12	541	35705	54
WSETLV0006272	1826	3	1129.5	139782	108
WSETLV0006273	1358	40	639	56324	74
WSETLV0006274	221	9	1268.5	56424	42
WSETLV0006275	1955	26	1096	128756	97
WSETLV0006277	1427	8	1331	97851	64
WSETLV0006279	1776	8	1331	97851	64
WSETLV0006280	385	44	557	46549	58
WSETLV0006281	1665	7	1204	128168	80
WSETLV0006282	1428	17	844	84811	80
WSETLV0006283	3181	7	1204	128168	80
WSETLV0006284	296	7	1204	128168	80
WSETLV0006285	640	18	711	50449	57
WSETLV0006286	1528	26	1096	128756	97
WSETLV0006287	1501	2	686	52725	63
WSETLV0006288	1928	35	787	93532	97
WSETLV0006290	1049	28	1192	140861	98
WSETLV0006292	894	35	787	93532	97
WSETLV0006293	5638	20	526	82284	108
WSETLV0006294	314	4	302	20392	56
WSETLV0006295	557	19	762	74309	85
WSETLV0006297	286	39	371.5	41857	90
WSETLV0006298	980	5	1339.5	173736	118
WSETLV0006299	781	4	302	20392	56
WSETLV0006300	675	19	762	74309	85
WSETLV0006301	2028	3	1129.5	139782	108
WSETLV0006302	1173	33	819	103650	100
WSETLV0006303	440	22	662	29192	38
WSETLV0006304	380	4	302	20392	56
WSETLV0006305	3709	5	1339.5	173736	118
WSETLV0006306	665	11	333.5	19598	52
WSETLV0006307	859	33	819	103650	100
WSETLV0006308	1885	30	1212	130854	96
WSETLV0006309	286	19	762	74309	85
WSETLV0006310	1899	9	1268.5	56424	42
WSETLV0006311	2110	13	737.5	75624	86
WSETLV0006312	517	15	398	29634	68
WSETLV0006313	893	7	1204	128168	80
WSETLV0006314	2139	7	1204	128168	80
WSETLV0006316	635	39	371.5	41857	90
WSETLV0006318	719	1	719	47160	43
WSETLV0006319	4170	20	526	82284	108
WSETLV0006320	942	36	783.5	35009	40
WSETLV0006321	487	40	639	56324	74
WSETLV0006322	4603	3	1129.5	139782	108
WSETLV0006323	2333	3	1129.5	139782	108
WSETLV0006324	693	37	422	12858	28
WSETLV0006326	524	17	844	84811	80
WSETLV0006327	532	19	762	74309	85
WSETLV0006328	742	33	819	103650	100
WSETLV0006331	2291	5	1339.5	173736	118
WSETLV0006334	1182	28	1192	140861	98
WSETLV0006335	1226	28	1192	140861	98
WSETLV0006336	4652	7	1204	128168	80
WSETLV0006337	298	42	449	33724	35
WSETLV0006338	5160	7	1204	128168	80
WSETLV0006339	1778	3	1129.5	139782	108
WSETLV0006340	368	43	489.5	15204	22
WSETLV0006341	880	32	610.5	60613	80
WSETLV0006342	832	27	941.5	70842	60
WSETLV0006343	861	3	1129.5	139782	108
WSETLV0006345	2360	20	526	82284	108
WSETLV0006346	2101	5	1339.5	173736	118
WSETLV0006348	1674	29	1001	78394	57
WSETLV0006349	2568	28	1192	140861	98
WSETLV0006350	1303	5	1339.5	173736	118
WSETLV0006351	2266	30	1212	130854	96
WSETLV0006352	1181	10	857.5	88011	78
WSETLV0006353	3786	43	489.5	15204	22
WSETLV0006354	1511	2	686	52725	63
WSETLV0006355	1051	17	844	84811	80
WSETLV0006356	400	35	787	93532	97
WSETLV0006357	625	39	371.5	41857	90
WSETLV0006358	1983	3	1129.5	139782	108
WSETLV0006360	496	27	941.5	70842	60
WSETLV0006361	1096	26	1096	128756	97
WSETLV0006362	1199	2	686	52725	63
WSETLV0006363	2417	26	1096	128756	97
WSETLV0006364	1777	3	1129.5	139782	108
WSETLV0006365	450	15	398	29634	68
WSETLV0006366	2515	5	1339.5	173736	118
WSETLV0006367	993	33	819	103650	100
WSETLV0006370	2212	3	1129.5	139782	108
WSETLV0006371	3997	5	1339.5	173736	118
WSETLV0006372	5155	5	1339.5	173736	118
WSETLV0006373	1733	7	1204	128168	80
WSETLV0006374	1797	5	1339.5	173736	118
WSETLV0006375	2080	26	1096	128756	97
WSETLV0006376	2568	42	449	33724	35
WSETLV0006377	704	3	1129.5	139782	108
WSETLV0006378	1358	34	1067	121013	101
WSETLV0006379	2594	34	1067	121013	101
WSETLV0006380	2605	5	1339.5	173736	118
WSETLV0006381	609	28	1192	140861	98
WSETLV0006383	1197	34	1067	121013	101
WSETLV0006384	1496	9	1268.5	56424	42
WSETLV0007001	511	30	1212	130854	96
WSETLV0007002	228	41	358	5907	15
WSETLV0007003	824	35	787	93532	97
WSETLV0007005	1468	3	1129.5	139782	108
WSETLV0007007	204	23	459	36891	71
WSETLV0007008	499	45	476	24171	43
WSETLV0007009	650	44	557	46549	58
WSETLV0007011	1475	3	1129.5	139782	108
WSETLV0007013	449	42	449	33724	35
WSETLV0007015	476	19	762	74309	85
WSETLV0007016	2110	17	844	84811	80
WSETLV0007017	730	13	737.5	75624	86
WSETLV0007019	1000	20	526	82284	108
WSETLV0007020	476	45	476	24171	43
WSETLV0007021	945	21	578	46864	71
WSETLV0007022	958	27	941.5	70842	60
WSETLV0007024	849	5	1339.5	173736	118
WSETLV0007025	486	32	610.5	60613	80
WSETLV0007026	1765	17	844	84811	80
WSETLV0007027	698	27	941.5	70842	60
WSETLV0007028	646	44	557	46549	58
WSETLV0007029	452	44	557	46549	58
WSETLV0007031	1017	9	1268.5	56424	42
WSETLV0007032	1427	30	1212	130854	96
WSETLV0007033	1898	3	1129.5	139782	108
WSETLV0007034	2201	6	1662	162158	87
WSETLV0007035	601	41	358	5907	15
WSETLV0007036	2343	7	1204	128168	80
WSETLV0007037	2338	1	719	47160	43
WSETLV0007039	223	15	398	29634	68
WSETLV0007040	679	32	610.5	60613	80
WSETLV0007041	1330	35	787	93532	97
WSETLV0007042	709	44	557	46549	58
WSETLV0007043	431	35	787	93532	97
WSETLV0007045	376	35	787	93532	97
WSETLV0007046	1632	28	1192	140861	98
WSETLV0007047	2277	30	1212	130854	96
WSETLV0007048	1098	44	557	46549	58
WSETLV0007049	877	8	1331	97851	64
WSETLV0007050	2255	7	1204	128168	80
WSETLV0007051	1279	40	639	56324	74
WSETLV0007053	2377	26	1096	128756	97
WSETLV0007054	736	16	710.5	24235	32
WSETLV0007055	1768	5	1339.5	173736	118
WSETLV0007056	546	28	1192	140861	98
WSETLV0007057	3062	26	1096	128756	97
WSETLV0007058	2504	26	1096	128756	97
WSETLV0007061	1724	30	1212	130854	96
WSETLV0007062	1004	6	1662	162158	87
WSETLV0007063	1803	5	1339.5	173736	118
WSETLV0007064	2044	8	1331	97851	64
WSETLV0007066	457	44	557	46549	58
WSETLV0007067	2433	7	1204	128168	80
WSETLV0007068	1099	6	1662	162158	87
WSETLV0007069	548	33	819	103650	100
WSETLV0007070	2142	28	1192	140861	98
WSETLV0007072	973	17	844	84811	80
WSETLV0007073	2803	5	1339.5	173736	118
WSETLV0007074	1890	26	1096	128756	97
WSETLV0007078	356	19	762	74309	85
WSETLV0007079	1093	3	1129.5	139782	108
WSETLV0007080	1662	6	1662	162158	87
WSETLV0007081	829	13	737.5	75624	86
WSETLV0007082	1378	13	737.5	75624	86
WSETLV0007083	3912	6	1662	162158	87
WSETLV0007084	1657	20	526	82284	108
WSETLV0007085	563	13	737.5	75624	86
WSETLV0007086	871	22	662	29192	38
WSETLV0007088	1065	20	526	82284	108
WSETLV0007089	1664	20	526	82284	108
WSETLV0007090	435	14	767	47027	53
WSETLV0007091	2265	5	1339.5	173736	118
WSETLV0007092	611	41	358	5907	15
WSETLV0007093	398	4	302	20392	56
WSETLV0007094	764	8	1331	97851	64
WSETLV0007095	848	2	686	52725	63
WSETLV0007096	4183	30	1212	130854	96
WSETLV0007097	977	3	1129.5	139782	108
WSETLV0007098	1020	27	941.5	70842	60
WSETLV0007099	713	33	819	103650	100
WSETLV0007101	1420	9	1268.5	56424	42
WSETLV0007102	312	39	371.5	41857	90
WSETLV0007103	1370	5	1339.5	173736	118
WSETLV0007104	384	40	639	56324	74
WSETLV0007105	387	40	639	56324	74
WSETLV0007106	1428	6	1662	162158	87
WSETLV0007107	341	11	333.5	19598	52
WSETLV0007108	654	13	737.5	75624	86
WSETLV0007109	258	45	476	24171	43
WSETLV0007111	1331	6	1662	162158	87
WSETLV0007112	697	46	323	18263	35
WSETLV0007113	290	42	449	33724	35
WSETLV0007114	443	36	783.5	35009	40
WSETLV0007115	473	23	459	36891	71
WSETLV0007116	1788	6	1662	162158	87
WSETLV0007117	674	2	686	52725	63
WSETLV0007118	2091	42	449	33724	35
WSETLV0007119	2340	28	1192	140861	98
WSETLV0007120	1589	29	1001	78394	57
WSETLV0007122	1072	30	1212	130854	96
WSETLV0007123	860	27	941.5	70842	60
WSETLV0007124	618	1	719	47160	43
WSETLV0007125	1142	6	1662	162158	87
WSETLV0007126	1138	7	1204	128168	80
WSETLV0007127	1932	30	1212	130854	96
WSETLV0007128	425	33	819	103650	100
WSETLV0007129	1533	42	449	33724	35
WSETLV0007130	318	19	762	74309	85
WSETLV0007132	412	14	767	47027	53
WSETLV0007133	342	40	639	56324	74
WSETLV0007134	1230	26	1096	128756	97
WSETLV0007135	1908	34	1067	121013	101
WSETLV0007136	1437	33	819	103650	100
WSETLV0007137	1750	27	941.5	70842	60
WSETLV0007138	1960	13	737.5	75624	86
WSETLV0007139	850	32	610.5	60613	80
WSETLV0007140	655	45	476	24171	43
WSETLV0007141	643	23	459	36891	71
WSETLV0007142	294	2	686	52725	63
WSETLV0007144	1062	30	1212	130854	96
WSETLV0007147	1396	20	526	82284	108
WSETLV0007150	1660	33	819	103650	100
WSETLV0007151	2425	5	1339.5	173736	118
WSETLV0007152	2208	3	1129.5	139782	108
WSETLV0007153	1440	9	1268.5	56424	42
WSETLV0007154	765	30	1212	130854	96
WSETLV0007155	1991	31	931	57903	51
WSETLV0007156	678	28	1192	140861	98
WSETLV0007158	638	28	1192	140861	98
WSETLV0007160	1692	26	1096	128756	97
WSETLV0007161	830	35	787	93532	97
WSETLV0007162	349	32	610.5	60613	80
WSETLV0007163	402	33	819	103650	100
WSETLV0007164	2232	34	1067	121013	101
WSETLV0007165	921	36	783.5	35009	40
WSETLV0007166	3231	9	1268.5	56424	42
WSETLV0007167	3510	1	719	47160	43
WSETLV0007168	504	32	610.5	60613	80
WSETLV0007170	432	3	1129.5	139782	108
WSETLV0007172	714	28	1192	140861	98
WSETLV0007173	766	33	819	103650	100
WSETLV0007174	346	26	1096	128756	97
WSETLV0007176	673	24	765.5	22537	24
WSETLV0007177	570	33	819	103650	100
WSETLV0007178	1756	27	941.5	70842	60
WSETLV0007179	740	35	787	93532	97
WSETLV0007180	570	26	1096	128756	97
WSETLV0007181	1423	13	737.5	75624	86
WSETLV0007182	5588	42	449	33724	35
WSETLV0007183	1531	3	1129.5	139782	108
WSETLV0007184	1115	36	783.5	35009	40
WSETLV0007185	1889	5	1339.5	173736	118
WSETLV0007187	3367	34	1067	121013	101
WSETLV0007188	1579	30	1212	130854	96
WSETLV0007189	1093	27	941.5	70842	60
WSETLV0007190	843	2	686	52725	63
WSETLV0007191	1183	5	1339.5	173736	118
WSETLV0007192	831	39	371.5	41857	90
WSETLV0007193	347	17	844	84811	80
WSETLV0007195	250	20	526	82284	108
WSETLV0007196	623	42	449	33724	35
WSETLV0007198	185	42	449	33724	35
WSETLV0007199	1128	5	1339.5	173736	118
WSETLV0007200	225	46	323	18263	35
WSETLV0007201	1005	7	1204	128168	80
WSETLV0007203	321	42	449	33724	35
WSETLV0007204	746	29	1001	78394	57
WSETLV0007205	544	6	1662	162158	87
WSETLV0007206	1376	3	1129.5	139782	108
WSETLV0007207	1420	14	767	47027	53
WSETLV0007208	276	20	526	82284	108
WSETLV0007209	702	6	1662	162158	87
WSETLV0007211	2007	5	1339.5	173736	118
WSETLV0007212	2548	7	1204	128168	80
WSETLV0007213	3961	27	941.5	70842	60
WSETLV0007214	845	30	1212	130854	96
WSETLV0007216	6783	42	449	33724	35
WSETLV0007217	1657	30	1212	130854	96
WSETLV0007218	410	19	762	74309	85
WSETLV0007219	519	9	1268.5	56424	42
WSETLV0007220	930	26	1096	128756	97
WSETLV0007222	1057	5	1339.5	173736	118
WSETLV0007223	1718	6	1662	162158	87
WSETLV0007225	171	3	1129.5	139782	108
WSETLV0007226	295	45	476	24171	43
WSETLV0007227	2344	7	1204	128168	80
WSETLV0007229	734	30	1212	130854	96
WSETLV0007230	1461	28	1192	140861	98
WSETLV0007231	424	31	931	57903	51
WSETLV0007232	1260	30	1212	130854	96
WSETLV0007233	2325	28	1192	140861	98
WSETLV0007235	591	5	1339.5	173736	118
WSETLV0007236	780	2	686	52725	63
WSETLV0007237	200	16	710.5	24235	32
WSETLV0007238	409	39	371.5	41857	90
WSETLV0007239	720	42	449	33724	35
WSETLV0007241	550	35	787	93532	97
WSETLV0007242	1157	13	737.5	75624	86
WSETLV0007243	1570	34	1067	121013	101
WSETLV0007244	1244	28	1192	140861	98
WSETLV0007245	1540	6	1662	162158	87
WSETLV0007246	1691	40	639	56324	74
WSETLV0007247	950	7	1204	128168	80
WSETLV0007248	579	33	819	103650	100
WSETLV0007249	1734	6	1662	162158	87
WSETLV0007250	1166	5	1339.5	173736	118
WSETLV0007251	209	46	323	18263	35
WSETLV0007252	865	14	767	47027	53
WSETLV0007253	695	43	489.5	15204	22
WSETLV0007255	711	2	686	52725	63
WSETLV0007256	268	37	422	12858	28
WSETLV0007257	1308	40	639	56324	74
WSETLV0007258	1110	27	941.5	70842	60
WSETLV0007259	5536	33	819	103650	100
WSETLV0007260	328	5	1339.5	173736	118
WSETLV0007261	613	2	686	52725	63
WSETLV0007262	1629	26	1096	128756	97
WSETLV0007265	1738	28	1192	140861	98
WSETLV0007266	1237	34	1067	121013	101
WSETLV0007267	575	45	476	24171	43
WSETLV0007268	959	30	1212	130854	96
WSETLV0007270	252	42	449	33724	35
WSETLV0007271	414	15	398	29634	68
WSETLV0007272	1285	46	323	18263	35
WSETLV0007273	1246	40	639	56324	74
WSETLV0007274	656	38	914.5	77933	80
WSETLV0007275	360	43	489.5	15204	22
WSETLV0007276	475	18	711	50449	57
WSETLV0007278	610	18	711	50449	57
WSETLV0007280	371	26	1096	128756	97
WSETLV0007281	775	21	578	46864	71
WSETLV0007282	1211	30	1212	130854	96
WSETLV0007283	2149	13	737.5	75624	86
WSETLV0007284	2226	3	1129.5	139782	108
WSETLV0007286	544	39	371.5	41857	90
WSETLV0007287	1921	26	1096	128756	97
WSETLV0007288	4289	5	1339.5	173736	118
WSETLV0007290	559	2	686	52725	63
WSETLV0007291	710	40	639	56324	74
WSETLV0007293	813	33	819	103650	100
WSETLV0007294	2433	6	1662	162158	87
WSETLV0007295	497	43	489.5	15204	22
WSETLV0007298	308	39	371.5	41857	90
WSETLV0007299	596	4	302	20392	56
WSETLV0007300	1012	30	1212	130854	96
WSETLV0007301	1199	13	737.5	75624	86
WSETLV0007302	833	9	1268.5	56424	42
WSETLV0007303	967	29	1001	78394	57
WSETLV0007305	4266	17	844	84811	80
WSETLV0007306	480	33	819	103650	100
WSETLV0007307	342	22	662	29192	38
WSETLV0007308	440	15	398	29634	68
WSETLV0007309	1455	3	1129.5	139782	108
WSETLV0007310	943	21	578	46864	71
WSETLV0007311	799	35	787	93532	97
WSETLV0007312	2009	7	1204	128168	80
WSETLV0007313	532	15	398	29634	68
WSETLV0007315	1194	26	1096	128756	97
WSETLV0007316	696	30	1212	130854	96
WSETLV0007317	1018	17	844	84811	80
WSETLV0007318	2069	32	610.5	60613	80
WSETLV0007319	2329	5	1339.5	173736	118
WSETLV0007321	4366	6	1662	162158	87
WSETLV0007322	1366	24	765.5	22537	24
WSETLV0007324	207	17	844	84811	80
WSETLV0007325	2718	6	1662	162158	87
WSETLV0007326	2616	9	1268.5	56424	42
WSETLV0007327	529	35	787	93532	97
WSETLV0007328	2293	33	819	103650	100
WSETLV0007329	1508	30	1212	130854	96
WSETLV0007331	1330	33	819	103650	100
WSETLV0007332	1155	17	844	84811	80
WSETLV0007333	1742	6	1662	162158	87
WSETLV0007334	934	3	1129.5	139782	108
WSETLV0007335	1757	5	1339.5	173736	118
WSETLV0007336	1246	36	783.5	35009	40
WSETLV0007338	2172	7	1204	128168	80
WSETLV0007339	601	4	302	20392	56
WSETLV0007340	1316	30	1212	130854	96
WSETLV0007341	806	36	783.5	35009	40
WSETLV0007342	684	20	526	82284	108
WSETLV0007343	329	45	476	24171	43
WSETLV0007344	309	18	711	50449	57
WSETLV0007345	1194	30	1212	130854	96
WSETLV0007346	2625	6	1662	162158	87
WSETLV0007347	1756	33	819	103650	100
WSETLV0007348	1571	30	1212	130854	96
WSETLV0007349	3149	34	1067	121013	101
WSETLV0007350	1029	3	1129.5	139782	108
WSETLV0007351	977	9	1268.5	56424	42
WSETLV0007352	2554	1	719	47160	43
WSETLV0007353	1251	26	1096	128756	97
WSETLV0007354	165	29	1001	78394	57
WSETLV0007355	796	40	639	56324	74
WSETLV0007356	862	43	489.5	15204	22
WSETLV0007357	880	39	371.5	41857	90
WSETLV0007358	655	36	783.5	35009	40
WSETLV0007359	898	26	1096	128756	97
WSETLV0007360	396	44	557	46549	58
WSETLV0007361	3150	7	1204	128168	80
WSETLV0007362	1181	26	1096	128756	97
WSETLV0007364	216	39	371.5	41857	90
WSETLV0007366	3326	29	1001	78394	57
WSETLV0007367	6179	6	1662	162158	87
WSETLV0007370	1928	9	1268.5	56424	42
WSETLV0007371	561	40	639	56324	74
WSETLV0007372	1819	30	1212	130854	96
WSETLV0007373	2826	5	1339.5	173736	118
WSETLV0007374	1227	2	686	52725	63
WSETLV0007375	1779	28	1192	140861	98
WSETLV0007376	1503	13	737.5	75624	86
WSETLV0007377	1416	33	819	103650	100
WSETLV0007378	1683	35	787	93532	97
WSETLV0007379	2914	35	787	93532	97
WSETLV0007380	1278	2	686	52725	63
WSETLV0007381	1332	28	1192	140861	98
WSETLV0007382	912	14	767	47027	53
WSETLV0007383	2309	20	526	82284	108
WSETLV0007384	536	32	610.5	60613	80
WSETLV0008002	563	46	323	18263	35
WSETLV0008005	1301	3	1129.5	139782	108
WSETLV0008006	1330	46	323	18263	35
WSETLV0008007	302	43	489.5	15204	22
WSETLV0008009	1724	7	1204	128168	80
WSETLV0008012	1427	3	1129.5	139782	108
WSETLV0008013	928	31	931	57903	51
WSETLV0008014	680	32	610.5	60613	80
WSETLV0008015	985	34	1067	121013	101
WSETLV0008016	865	7	1204	128168	80
WSETLV0008017	368	16	710.5	24235	32
WSETLV0008019	437	34	1067	121013	101
WSETLV0008020	965	30	1212	130854	96
WSETLV0008022	548	34	1067	121013	101
WSETLV0008023	358	17	844	84811	80
WSETLV0008024	273	26	1096	128756	97
WSETLV0008025	1292	26	1096	128756	97
