gene	tot	var	is_on_count	sz_cor	sz_cor_norm	niche_stat	niche_norm	n_mean	ds_top1	ds_top2	ds_top3	ds_mean	ds_var	ds_log_varmean	ds_vm_norm	ds_is_on_count	downsample_n	marker	log2_ds_mean
Spis10670_1	68	0.0445672	23	0.088	-0.005	1	0	0.0149314	7	2	2	0.0164425	0.0411054	1.20263725816556	0.872839760142004	23	604	no	-5.92642651950239
Spis10787_1	14	0.00547	4	0.067	0.03	1	0	0.0036317	2	1	1	0.0024913	0.0034833	0.261255894278931	0.262218303167991	4	604	no	-8.64888552464415
Spis10824_1	14	0.0039749	8	0.054	0.017	1	0	0.0025264	2	1	1	0.0044843	0.0054634	0.189125925498685	0	8	604	no	-7.80090148688572
Spis10850_1	30	0.0094134	13	0.041	-0.019	1	0	0.0083881	2	1	1	0.0069756	0.0079274	0.138011967769646	-0.131670885798215	13	604	no	-7.1634669702585
Spis10937_1	79	0.0367419	24	0.115	0.01	1	0	0.0194295	5	2	1	0.0144494	0.0252148	0.709236045775379	0.409499967471353	24	604	no	-6.11284660258485
Spis11042_1	23	0.0061969	5	0.051	-0.003	1	0	0.0080104	1	1	1	0.0024913	0.0024863	-0.0014443018938597	-0.00048189300479962	5	604	no	-8.64888552464415
Spis11077_1	36	0.0108839	12	0.05	-0.014	1	0	0.0121294	2	1	1	0.0064773	0.0074356	0.14623815276875	-0.00904392996670936	12	604	no	-7.27039171975463
Spis11100_1	161	0.4033248	23	0.031	-0.11	1	0	0.0460911	14	11	5	0.0328849	0.215269	2.62140035995317	2.23409347023212	23	604	yes	-4.92643090660056
Spis11114_1	75	0.0283077	22	0.092	-0.002	1	0	0.028356	2	1	1	0.0114599	0.0123312	0.087312509873566	-0.181923353069879	22	604	no	-6.4472617346968
Spis11140_1	31	0.0136458	9	0.064	0	1	0	0.0106594	1	1	1	0.0044843	0.0044664	-0.00369922660613736	-0.192825152104822	9	604	no	-7.80090148688572
Spis11164_1	16	0.0064631	2	0.042	-0.008	1	0	0.0056061	1	1	0	0.0009965	0.000996	-0.000205988194539483	-0.000205988194539483	2	604	no	-9.97084257448512
Spis11227_1	22	0.0069473	7	0.043	-0.012	1	0	0.0054136	1	1	1	0.0034878	0.0034774	-0.00250558394411953	-0.000561476493409086	7	604	no	-8.16346697025849
Spis11233_1	12	0.0034797	1	0.05	0.019	1	0	0.0039155	1	0	0	0.0004983	0.0004983	0	0	1	604	no	-10.970697805528
Spis11259_1	74	0.0275693	21	0.096	-0.004	1	0	0.0222786	2	2	2	0.0134529	0.0192606	0.447763597484163	0.138615903314024	21	604	no	-6.21593898616457
Spis11297_1	20	0.0084476	5	0.101	0.052	1	0	0.005615	1	1	1	0.0024913	0.0024863	-0.0014443018938597	-0.00048189300479962	5	604	no	-8.64888552464415
Spis11373_1	15	0.0042223	4	0.039	-0.003	1	0	0.0043167	1	1	1	0.001993	0.00199	-0.000962408889060076	-0.000421355997623812	4	604	no	-8.97084257448512
Spis11458_1	17	0.0047167	4	0.027	-0.008	1	0	0.0055723	1	1	1	0.001993	0.00199	-0.000962408889060076	-0.000421355997623812	4	604	no	-8.97084257448512
Spis11597_1	96	0.0378031	30	0.098	-0.014	1	0	0.0284758	2	2	1	0.0159442	0.0176918	0.130564155400799	-0.199233342622751	30	604	no	-5.97082447757101
Spis11598_1	15	0.0037239	3	0.044	0.002	1	0	0.0043383	1	1	1	0.0014948	0.0014933	-0.000541052891436265	-0.000335064696896781	3	604	no	-9.38583181583079
Spis11609_1	87	0.1512869	17	0.031	-0.069	1	0	0.029251	20	2	2	0.019432	0.2114866	3.28607838033305	2.90606971075381	17	604	no	-5.68542179468831
Spis11716_1	16	0.0039711	5	0.051	0.000999999999999994	1	0	0.0050474	1	1	1	0.0024913	0.0024863	-0.0014443018938597	-0.00048189300479962	5	604	no	-8.64888552464415
Spis11810_1	15	0.0042223	5	0.12	0.078	1	0	0.0026115	1	1	1	0.0024913	0.0024863	-0.0014443018938597	-0.00048189300479962	5	604	no	-8.64888552464415
Spis11811_1	14	0.0049716	6	0.051	0.014	1	0	0.0037068	1	1	1	0.0029895	0.0029821	-0.00194410745071045	-0.000499805556850751	6	604	no	-8.38588007376396
Spis11812_1	62	0.0226869	23	0.123	0.037	1	0	0.0148296	2	1	1	0.0119581	0.012818	0.083318401602722	-0.185917461340723	23	604	no	-6.38586800912933
Spis11817_1	16	0.0059647	4	0.046	-0.004	1	0	0.0041977	3	1	1	0.0029895	0.0059731	0.625693862779438	0.627138164673298	4	604	no	-8.38588007376396
Spis11868_1	13	0.0057209	2	0.012	-0.032	1	0	0.0051252	1	1	0	0.0009965	0.000996	-0.000205988194539483	-0.000205988194539483	2	604	no	-9.97084257448512
Spis12055_1	15	0.0047206	3	0.043	0.000999999999999994	1	0	0.0037177	1	1	1	0.0014948	0.0014933	-0.000541052891436265	-0.000335064696896781	3	604	no	-9.38583181583079
Spis12194_1	15	0.0042223	6	0.036	-0.00600000000000001	1	0	0.004743	1	1	1	0.0029895	0.0029821	-0.00194410745071045	-0.000499805556850751	6	604	no	-8.38588007376396
Spis12267_1	50	0.0207768	18	0.061	-0.022	1	0	0.013696	3	2	1	0.0104634	0.0143471	0.377911538434844	0.173354343175679	18	604	no	-6.57850446953734
Spis12318_1	12	0.0034797	2	0.056	0.026	1	0	0.0034086	1	1	0	0.0009965	0.000996	-0.000205988194539483	-0.000205988194539483	2	604	no	-9.97084257448512
Spis12393_1	14	0.0069652	2	0.022	-0.015	1	0	0.0065424	1	1	0	0.0009965	0.000996	-0.000205988194539483	-0.000205988194539483	2	604	no	-9.97084257448512
Spis12412_1	20	0.0054574	7	0.053	0.004	1	0	0.0052798	1	1	1	0.0034878	0.0034774	-0.00250558394411953	-0.000561476493409086	7	604	no	-8.16346697025849
Spis12470_1	38	0.0133666	8	0.047	-0.022	1	0	0.013739	2	1	1	0.0044843	0.0054634	0.189125925498685	0	8	604	no	-7.80090148688572
Spis12505_1	20	0.0084476	5	0.036	-0.013	1	0	0.0047761	1	1	1	0.0024913	0.0024863	-0.0014443018938597	-0.00048189300479962	5	604	no	-8.64888552464415
Spis12597_1	13	0.003229	3	0.093	0.05	1	0	0.0030166	1	1	1	0.0014948	0.0014933	-0.000541052891436265	-0.000335064696896781	3	604	no	-9.38583181583079
Spis12675_1	11	0.003232	2	0.013	-0.021	1	0	0.0048022	1	1	0	0.0009965	0.000996	-0.000205988194539483	-0.000205988194539483	2	604	no	-9.97084257448512
Spis12698_1	49	0.013058	19	0.061	-0.02	1	0	0.0156432	2	2	1	0.0104634	0.0123531	0.196240123598645	-0.00831707166051951	19	604	no	-6.57850446953734
Spis12887_1	189	0.0877401	59	0.098	-0.051	1	0	0.0587631	6	2	2	0.0353762	0.0560759	0.628939743431281	0.239860539227216	59	604	no	-4.82107710318184
Spis12928_1	46	0.0118298	15	0.057	-0.018	1	0	0.0169581	1	1	1	0.0074738	0.0074217	-0.00755165835292271	-0.264067356143035	15	604	no	-7.06394232716083
Spis12929_1	17	0.0042183	3	0.022	-0.012	1	0	0.0081974	1	1	1	0.0014948	0.0014933	-0.000541052891436265	-0.000335064696896781	3	604	no	-9.38583181583079
Spis13055_1	157	0.0729776	43	0.219	0.073	1	0	0.0348787	3	3	2	0.0259093	0.0362177	0.446553756841024	0.0303105554942149	43	604	no	-5.27038615149218
Spis13066_1	22	0.0109343	10	0.027	-0.028	1	0	0.0063473	2	1	1	0.0054808	0.0064505	0.165324568363081	0	10	604	no	-7.51139779443323
Spis13077_1	13	0.003229	4	0.049	0.005	1	0	0.004141	1	1	1	0.001993	0.00199	-0.000962408889060076	-0.000421355997623812	4	604	no	-8.97084257448512
Spis13084_1	23	0.0061969	5	0.075	0.022	1	0	0.0072491	1	1	1	0.0024913	0.0024863	-0.0014443018938597	-0.00048189300479962	5	604	no	-8.64888552464415
Spis13417_1	14	0.0034765	5	0.02	-0.017	1	0	0.00466	1	1	1	0.0024913	0.0024863	-0.0014443018938597	-0.00048189300479962	5	604	no	-8.64888552464415
Spis13465_1	203	0.0500209	68	0.111	-0.054	1	0	0.0761523	1	1	1	0.0338814	0.0327498	-0.0455788130196891	-0.390750676748787	68	604	no	-4.88336270083875
Spis13493_1	19	0.0062073	6	0.006	-0.042	1	0	0.0075119	1	1	1	0.0029895	0.0029821	-0.00194410745071045	-0.000499805556850751	6	604	no	-8.38588007376396
Spis13500_1	132	0.0597207	37	0.142	0.015	1	0	0.0353785	3	2	2	0.0229198	0.0323757	0.456182758439924	0.0773969738714417	37	604	no	-5.4472617346968
Spis13572_1	29	0.0276079	3	0.09	0.033	1	0	0.0081885	3	1	1	0.0024913	0.0054773	0.675875522577631	0.676837931466691	3	604	no	-8.64888552464415
Spis13578_1	11	0.0037303	3	0.029	-0.005	1	0	0.0026094	2	1	1	0.001993	0.0029871	0.288037216536054	0.28857826942749	3	604	no	-8.97084257448512
Spis13619_1	25	0.0106764	8	0.052	-0.00600000000000001	1	0	0.0077199	2	2	1	0.0049826	0.0069542	0.337189201155703	0.160673933147029	8	604	no	-7.64888552464415
Spis13633_1	188	0.0750548	55	0.144	-0.003	1	0	0.05421	3	2	2	0.0318884	0.040857	0.334294025501469	-0.0385810756304936	55	604	no	-4.97082447757101
Spis13651_1	50	0.0152946	18	0.032	-0.051	1	0	0.0192074	2	1	1	0.0094669	0.0103789	0.105911795601281	-0.117086934177581	18	604	no	-6.72289220181934
Spis13681_1	14	0.0044733	7	0.047	0.01	1	0	0.0030588	1	1	1	0.0034878	0.0034774	-0.00250558394411953	-0.000561476493409086	7	604	no	-8.16346697025849
Spis13728_1	19	0.005709	9	0.098	0.052	1	0	0.0046646	1	1	1	0.0044843	0.0044664	-0.00369922660613736	-0.192825152104822	9	604	no	-7.80090148688572
Spis13914_1	14	0.0039749	3	-0.005	-0.041	1	0	0.0074569	1	1	1	0.0014948	0.0014933	-0.000541052891436265	-0.000335064696896781	3	604	no	-9.38583181583079
Spis14087_1	14	0.0044733	5	0.067	0.031	1	0	0.0028155	2	1	1	0.0029895	0.0039791	0.23889258752651	0.24033688942037	5	604	no	-8.38588007376396
Spis14143_1	13	0.0037274	4	0.09	0.046	1	0	0.0022837	1	1	1	0.001993	0.00199	-0.000962408889060076	-0.000421355997623812	4	604	no	-8.97084257448512
Spis14158_1	17	0.0126908	4	0.044	0.011	1	0	0.0034686	4	2	1	0.003986	0.0109512	1.05168503423048	0.848244564911275	4	604	no	-7.97084257448512
Spis14212_1	106	0.0376777	28	0.047	-0.063	1	0	0.0375891	3	2	2	0.0169407	0.0236411	0.427132474329326	0.0560876007693739	28	604	no	-5.88336270083875
Spis14302_1	28	0.0089222	8	0.026	-0.035	1	0	0.0102805	2	1	1	0.0044843	0.0054634	0.189125925498685	0	8	604	no	-7.80090148688572
Spis14310_1	42	0.0128484	11	0.076	0.001	1	0	0.0111034	2	1	1	0.0059791	0.0069433	0.155282082735459	-0.0100424856276218	11	604	no	-7.3858559445956
Spis14325_1	35	0.0310727	9	0.083	0.018	1	0	0.0104453	1	1	1	0.0044843	0.0044664	-0.00369922660613736	-0.192825152104822	9	604	no	-7.80090148688572
Spis14348_1	43	0.016581	7	0.126	0.057	1	0	0.0118128	2	1	1	0.003986	0.0049691	0.20344046931921	0	7	604	no	-7.97084257448512
Spis14441_1	41	0.0190833	10	0.04	-0.036	1	0	0.0129841	4	1	1	0.0064773	0.0124206	0.73259133388776	0.577309251152301	10	604	no	-7.27039171975463
Spis14450_1	26	0.0069354	9	0.061	-0.002	1	0	0.0078088	2	1	1	0.0049826	0.0059572	0.176515268008674	0	9	604	no	-7.64888552464415
Spis14464_1	684	0.3507211	181	0.322	0.063	1	0	0.1912882	4	4	3	0.1145989	0.1653252	0.519210844835433	-0.0143525068729339	181	604	no	-3.12533489871716
Spis14480_1	21	0.0086943	5	0.029	-0.018	1	0	0.0060919	1	1	1	0.0024913	0.0024863	-0.0014443018938597	-0.00048189300479962	5	604	no	-8.64888552464415
Spis14506_1	13	0.0047241	6	0.074	0.03	1	0	0.0039217	1	1	1	0.0029895	0.0029821	-0.00194410745071045	-0.000499805556850751	6	604	no	-8.38588007376396
Spis14519_1	28	0.007427	8	0.113	0.052	1	0	0.0080938	1	1	1	0.003986	0.0039721	-0.0030924340109082	-0.206532903330118	8	604	no	-7.97084257448512
Spis14586_1	17	0.0067102	9	0.02	-0.013	1	0	0.006073	2	1	1	0.0049826	0.0059572	0.176515268008674	0	9	604	no	-7.64888552464415
Spis14638_1	28	0.0094206	6	0.06	-0.001	1	0	0.0090271	1	1	1	0.0029895	0.0029821	-0.00194410745071045	-0.000499805556850751	6	604	no	-8.38588007376396
Spis14732_1	11	0.0037303	3	0.045	0.011	1	0	0.0020938	1	1	1	0.0014948	0.0014933	-0.000541052891436265	-0.000335064696896781	3	604	no	-9.38583181583079
Spis14751_1	31	0.0111539	10	0.034	-0.029	1	0	0.0133129	2	1	1	0.0054808	0.0064505	0.165324568363081	0	10	604	no	-7.51139779443323
Spis14759_1	55	0.020495	19	0.093	0.005	1	0	0.0123818	2	2	2	0.0109616	0.0138379	0.279266335156868	-0.0106672307374132	19	604	no	-6.51139779443323
Spis14835_1	11	0.0037303	3	0.055	0.021	1	0	0.0020696	1	1	1	0.0014948	0.0014933	-0.000541052891436265	-0.000335064696896781	3	604	no	-9.38583181583079
Spis14850_1	12	0.00647	3	-0.008	-0.038	1	0	0.0050647	2	1	1	0.001993	0.0029871	0.288037216536054	0.28857826942749	3	604	no	-8.97084257448512
Spis14900_1	47	0.0165586	12	0.035	-0.04	1	0	0.0210199	2	1	1	0.0064773	0.0074356	0.14623815276875	-0.00904392996670936	12	604	no	-7.27039171975463
Spis14919_1	21	0.0067008	7	0.076	0.029	1	0	0.0045365	2	1	1	0.003986	0.0049691	0.20344046931921	0	7	604	no	-7.97084257448512
Spis14951_1	595	0.1676557	193	0.17	-0.092	1	0	0.2152765	3	3	2	0.1036373	0.109892	0.082603330629115	-0.500373091366676	193	604	no	-3.27038475942992
Spis14971_1	149	0.0457187	50	0.151	0.017	1	0	0.0437353	2	2	2	0.0269058	0.030183	0.152411945808553	-0.249382848074998	50	604	no	-5.21593898616457
Spis14986_1	347	0.2145534	106	0.152	-0.044	1	0	0.1001975	7	6	4	0.0782262	0.1618736	1.02581845045519	0.547946998655263	106	604	no	-3.67620430501073
Spis14996_1	18	0.0049637	9	0.03	-0.011	1	0	0.0063991	1	1	1	0.0044843	0.0044664	-0.00369922660613736	-0.192825152104822	9	604	no	-7.80090148688572
Spis15151_1	55	0.014016	12	0.003	-0.084	1	0	0.0279702	1	1	1	0.0059791	0.0059463	-0.00558792743763165	-0.170912495800713	12	604	no	-7.3858559445956
Spis15190_1	113	0.0423172	31	0.119	-0.001	1	0	0.0383188	2	2	1	0.0164425	0.0181742	0.126168801769728	-0.203628696253823	31	604	no	-5.92642651950239
Spis15263_1	19	0.0062073	5	0.045	-0.001	1	0	0.0070704	1	1	1	0.0024913	0.0024863	-0.0014443018938597	-0.00048189300479962	5	604	no	-8.64888552464415
Spis15405_1	11	0.003232	7	0.052	0.018	1	0	0.0028585	1	1	1	0.0034878	0.0034774	-0.00250558394411953	-0.000561476493409086	7	604	no	-8.16346697025849
Spis15408_1	12	0.0079651	3	0.001	-0.029	1	0	0.00434	3	3	1	0.0034878	0.0094594	0.997369301716301	0.999313409167011	3	604	no	-8.16346697025849
Spis15510_1	18	0.0054621	12	0.127	0.086	1	0	0.0028097	2	1	1	0.0064773	0.0074356	0.14623815276875	-0.00904392996670936	12	604	no	-7.27039171975463
Spis15554_1	17	0.0067102	4	0.063	0.03	1	0	0.0041786	2	1	1	0.0024913	0.0034833	0.261255894278931	0.262218303167991	4	604	no	-8.64888552464415
Spis15574_1	56	0.0247243	9	0.18	0.095	1	0	0.0129458	2	1	1	0.0049826	0.0059572	0.176515268008674	0	9	604	no	-7.64888552464415
Spis15638_1	58	0.023215	12	0.065	-0.019	1	0	0.0181642	3	2	1	0.0074738	0.0114097	0.479645488235097	0.223129790444984	12	604	no	-7.06394232716083
Spis15711_1	19	0.0062073	7	0.013	-0.035	1	0	0.0076077	1	1	1	0.0034878	0.0034774	-0.00250558394411953	-0.000561476493409086	7	604	no	-8.16346697025849
Spis15763_1	19	0.0072041	8	0.101	0.053	1	0	0.0038822	3	1	1	0.0049826	0.0079512	0.481748489986836	0.305233221978162	8	604	no	-7.64888552464415
Spis15796_1	17	0.071998	1	0.12	0.088	1	0	0.0006204	2	0	0	0.0009965	0.001993	0.361252374842928	0.361458363037468	1	604	no	-9.97084257448512
Spis15851_1	14	0.0034765	5	0.014	-0.023	1	0	0.0043452	1	1	1	0.0024913	0.0024863	-0.0014443018938597	-0.00048189300479962	5	604	no	-8.64888552464415
Spis15868_1	34	0.0088991	14	0.031	-0.032	1	0	0.0114135	2	1	1	0.0074738	0.0084187	0.13051538451972	-0.126000313270393	14	604	no	-7.06394232716083
Spis16004_1	27	0.0076796	8	0.059	0.003	1	0	0.0082633	1	1	1	0.003986	0.0039721	-0.0030924340109082	-0.206532903330118	8	604	no	-7.97084257448512
Spis16010_1	14	0.0039749	6	0.023	-0.014	1	0	0.003668	1	1	1	0.0029895	0.0029821	-0.00194410745071045	-0.000499805556850751	6	604	no	-8.38588007376396
Spis16081_1	11	0.003232	1	0.062	0.028	1	0	0.0035191	1	0	0	0.0004983	0.0004983	0	0	1	604	no	-10.970697805528
Spis16166_1	16	0.0069614	5	0.008	-0.043	1	0	0.0057927	2	1	1	0.0029895	0.0039791	0.23889258752651	0.24033688942037	5	604	no	-8.38588007376396
Spis16188_1	39	0.013611	11	0.064	-0.012	1	0	0.0103795	1	1	1	0.0054808	0.0054535	-0.0049400052598606	-0.170264573622942	11	604	no	-7.51139779443323
Spis16328_1	220	0.0747426	62	0.207	0.038	1	0	0.063678	3	2	2	0.0358744	0.0455718	0.325003880725609	-0.109114527625107	62	604	no	-4.80090148688572
Spis1640_1	18	0.0049637	10	0.037	-0.002	1	0	0.0054389	1	1	1	0.0049826	0.0049602	-0.00432208508882708	-0.180837353097501	10	604	no	-7.64888552464415
Spis16474_1	600	0.3290092	181	0.261	-0.001	1	0	0.1599567	10	4	3	0.1220727	0.2188894	0.829569659115375	0.283948646407774	181	604	no	-3.03418749880716
Spis16475_1	507	0.2369703	153	0.279	0.047	1	0	0.1294459	4	3	3	0.0936721	0.1268144	0.42717093667277	-0.140902442386786	153	604	no	-3.41623678100877
Spis16479_1	14	0.0064668	4	-0.007	-0.044	1	0	0.0062006	1	1	1	0.001993	0.00199	-0.000962408889060076	-0.000421355997623812	4	604	no	-8.97084257448512
Spis16514_1	32	0.0104024	10	0.052	-0.00600000000000001	1	0	0.0099768	2	1	1	0.0054808	0.0064505	0.165324568363081	0	10	604	no	-7.51139779443323
Spis16521_1	12	0.0029813	2	0.052	0.022	1	0	0.0050063	1	1	0	0.0009965	0.000996	-0.000205988194539483	0	2	604	no	-9.97084257448512
Spis16543_1	42	0.0158387	10	0.138	0.063	1	0	0.0072636	2	1	1	0.0054808	0.0064505	0.165324568363081	0	10	604	no	-7.51139779443323
Spis16544_1	37	0.0131221	8	0.136	0.067	1	0	0.0067312	1	1	1	0.003986	0.0039721	-0.0030924340109082	-0.206532903330118	8	604	no	-7.97084257448512
Spis16562_1	39	0.0106208	13	0.058	-0.017	1	0	0.0114888	1	1	1	0.0064773	0.0064386	-0.00622879886655212	-0.161510881602012	13	604	no	-7.27039171975463
Spis16583_1	14	0.0034765	7	0.037	0	1	0	0.0043011	1	1	1	0.0034878	0.0034774	-0.00250558394411953	-0.000561476493409086	7	604	no	-8.16346697025849
Spis16742_1	16	0.0094533	4	0.077	0.027	1	0	0.0033521	1	1	1	0.001993	0.00199	-0.000962408889060076	-0.000421355997623812	4	604	no	-8.97084257448512
Spis16810_1	12	0.0039781	4	0.037	0.007	1	0	0.0031963	2	1	1	0.0024913	0.0034833	0.261255894278931	0.262218303167991	4	604	no	-8.64888552464415
Spis16894_1	20	0.0124347	7	0.054	0.005	1	0	0.003782	2	2	1	0.0044843	0.0064604	0.359190969085243	0.170065043586558	7	604	no	-7.80090148688572
Spis168_1	24	0.0104302	6	0.059	0.009	1	0	0.008339	2	1	1	0.0034878	0.0044744	0.219851091545317	0.221795198996027	6	604	no	-8.16346697025849
Spis16973_1	33	0.0166281	7	0.082	0.024	1	0	0.0071223	2	1	1	0.003986	0.0049691	0.20344046931921	0	7	604	no	-7.97084257448512
Spis169_1	69	0.0298564	20	0.109	0.016	1	0	0.0155499	2	2	1	0.0109616	0.0128409	0.18845924289207	-0.101474323002212	20	604	no	-6.51139779443323
Spis17009_1	84	0.0329534	21	0.134	0.033	1	0	0.0286678	3	2	2	0.0129547	0.0187753	0.460989889586594	0.141945105437715	21	604	no	-6.27038058325121
Spis17147_1	13	0.0062193	3	0.065	0.021	1	0	0.0040134	1	1	1	0.0014948	0.0014933	-0.000541052891436265	0	3	604	no	-9.38583181583079
Spis17195_1	14	0.0034765	7	0.044	0.007	1	0	0.0040717	1	1	1	0.0034878	0.0034774	-0.00250558394411953	-0.000561476493409086	7	604	no	-8.16346697025849
Spis17266_1	185	0.0803572	60	0.222	0.073	1	0	0.0446223	2	2	2	0.0333832	0.0392639	0.218915975483466	-0.168390914237585	60	604	no	-4.90473393660636
Spis1730_1	144	0.0485507	39	0.181	0.049	1	0	0.0373471	2	2	2	0.021425	0.0249645	0.199005300263559	-0.195569124581427	39	604	no	-5.54456098543695
Spis17352_1	24	0.0059448	8	0.004	-0.046	1	0	0.0100516	1	1	1	0.003986	0.0039721	-0.0030924340109082	-0.206532903330118	8	604	no	-7.97084257448512
Spis17362_1	18	0.0064588	8	0.044	0.003	1	0	0.0048193	1	1	1	0.003986	0.0039721	-0.0030924340109082	-0.206532903330118	8	604	no	-7.97084257448512
Spis17386_1	15	0.005219	8	0.093	0.051	1	0	0.0020172	1	1	1	0.003986	0.0039721	-0.0030924340109082	-0.206532903330118	8	604	no	-7.97084257448512
Spis17600_1	13	0.003229	3	-0.011	-0.055	1	0	0.0064456	1	1	1	0.0014948	0.0014933	-0.000541052891436265	0	3	604	no	-9.38583181583079
Spis17605_1	36	0.0123791	11	0.049	-0.014	1	0	0.0120396	1	1	1	0.0054808	0.0054535	-0.0049400052598606	-0.170264573622942	11	604	no	-7.51139779443323
Spis17619_1	13	0.0037274	1	0.05	0.00600000000000001	1	0	0.0043467	1	0	0	0.0004983	0.0004983	0	0	1	604	no	-10.970697805528
Spis1761_1	311	0.1248204	110	0.199	0.00700000000000001	1	0	0.0867649	3	3	2	0.0617838	0.0739476	0.249995866855206	-0.176843350202296	110	604	no	-4.01662758341649
Spis17720_1	12	0.0029813	3	0.078	0.048	1	0	0.0020372	1	1	1	0.0014948	0.0014933	-0.000541052891436265	0	3	604	no	-9.38583181583079
Spis17802_1	47	0.0195489	16	0.054	-0.023	1	0	0.0143059	4	1	1	0.0094669	0.015364	0.577781406751749	0.354782676972887	16	604	no	-6.72289220181934
Spis1786_1	21	0.0086943	9	0.057	0.01	1	0	0.0057502	2	1	1	0.0049826	0.0059572	0.176515268008674	0	9	604	no	-7.64888552464415
Spis17897_1	29	0.0360804	5	0.099	0.042	1	0	0.0067551	2	2	1	0.0034878	0.0054714	0.412469359521215	0.414413466971926	5	604	no	-8.16346697025849
Spis17903_1	22	0.0089408	9	0.013	-0.042	1	0	0.0086135	2	1	1	0.0049826	0.0059572	0.176515268008674	0	9	604	no	-7.64888552464415
Spis17943_1	101	0.0354993	39	0.066	-0.048	1	0	0.0329399	3	2	2	0.0219233	0.0274354	0.293533094598407	-0.0472574708596583	39	604	no	-5.51139121377096
Spis17972_1	50	0.0217735	18	0.029	-0.054	1	0	0.014374	3	1	1	0.0099651	0.0128618	0.301329827123517	0.0878914168458149	18	604	no	-6.64890000204831
Spis1799_1	15	0.0047206	5	0.06	0.018	1	0	0.0046071	2	1	1	0.0029895	0.0039791	0.23889258752651	0.24033688942037	5	604	no	-8.38588007376396
Spis1802_1	27	0.014657	4	0.01	-0.046	1	0	0.0118461	2	1	1	0.0024913	0.0034833	0.261255894278931	0.262218303167991	4	604	no	-8.64888552464415
Spis1805_1	17	0.0087037	7	0.098	0.065	1	0	0.0034458	1	1	1	0.0034878	0.0034774	-0.00250558394411953	-0.000561476493409086	7	604	no	-8.16346697025849
Spis18094_1	15	0.0042223	10	0.035	-0.007	1	0	0.0044243	1	1	1	0.0049826	0.0049602	-0.00432208508882708	-0.180837353097501	10	604	no	-7.64888552464415
Spis18098_1	15	0.0047206	6	0.028	-0.014	1	0	0.0051777	2	1	1	0.0034878	0.0044744	0.219851091545317	0.221795198996027	6	604	no	-8.16346697025849
Spis18136_1	176	0.0449247	55	0.174	0.021	1	0	0.0574121	2	2	1	0.0284006	0.0296018	0.0550094952258685	-0.326517868044528	55	604	no	-5.13793478089403
