metacell_new,cell_type,N,frac,assigned_cell_type,assigned_frac
177,gland_10,1,0.0238095238095238,gastrodermis,0.833333333333333
177,gland_4,1,0.0238095238095238,gastrodermis,0.833333333333333
94,gastrodermis,39,0.8125,gastrodermis,0.8125
94,epidermis_2,2,0.0416666666666667,gastrodermis,0.8125
94,gland_10,1,0.0208333333333333,gastrodermis,0.8125
94,gland_7,1,0.0208333333333333,gastrodermis,0.8125
94,germline_sperm,1,0.0208333333333333,gastrodermis,0.8125
94,host_cells,1,0.0208333333333333,gastrodermis,0.8125
94,digestive_filaments,1,0.0208333333333333,gastrodermis,0.8125
94,epidermis_1,1,0.0208333333333333,gastrodermis,0.8125
94,mitotic_host_cells,1,0.0208333333333333,gastrodermis,0.8125
203,gastrodermis,13,0.8125,gastrodermis,0.8125
203,neuron_12,1,0.0625,gastrodermis,0.8125
203,host_cells,1,0.0625,gastrodermis,0.8125
203,calicoblast,1,0.0625,gastrodermis,0.8125
180,gastrodermis,16,0.8,gastrodermis,0.8
180,digestive_filaments,2,0.1,gastrodermis,0.8
180,mitotic_host_cells,1,0.05,gastrodermis,0.8
180,host_cells,1,0.05,gastrodermis,0.8
204,gastrodermis,10,0.769230769230769,gastrodermis,0.769230769230769
204,host_cells,1,0.0769230769230769,gastrodermis,0.769230769230769
204,mitotic_host_cells,1,0.0769230769230769,gastrodermis,0.769230769230769
204,epidermis_1,1,0.0769230769230769,gastrodermis,0.769230769230769
162,gastrodermis,29,0.763157894736842,gastrodermis,0.763157894736842
162,host_cells,8,0.210526315789474,gastrodermis,0.763157894736842
162,neuron_1,1,0.0263157894736842,gastrodermis,0.763157894736842
196,gastrodermis,8,0.727272727272727,gastrodermis,0.727272727272727
196,neuron_2,1,0.0909090909090909,gastrodermis,0.727272727272727
196,gland_3_digestive,1,0.0909090909090909,gastrodermis,0.727272727272727
196,neuron_5,1,0.0909090909090909,gastrodermis,0.727272727272727
210,gastrodermis,13,0.722222222222222,gastrodermis,0.722222222222222
210,calicoblast,3,0.166666666666667,gastrodermis,0.722222222222222
210,cnidocyte,1,0.0555555555555556,gastrodermis,0.722222222222222
210,gland_8,1,0.0555555555555556,gastrodermis,0.722222222222222
195,gastrodermis,9,0.692307692307692,gastrodermis,0.692307692307692
195,neuron_6,1,0.0769230769230769,gastrodermis,0.692307692307692
195,mitotic_host_cells,1,0.0769230769230769,gastrodermis,0.692307692307692
195,host_cells,1,0.0769230769230769,gastrodermis,0.692307692307692
195,epidermis_2,1,0.0769230769230769,gastrodermis,0.692307692307692
202,gastrodermis,13,0.68421052631579,gastrodermis,0.68421052631579
202,host_cells,2,0.105263157894737,gastrodermis,0.68421052631579
202,mitotic_host_cells,1,0.0526315789473684,gastrodermis,0.68421052631579
202,epidermis_1,1,0.0526315789473684,gastrodermis,0.68421052631579
202,neuron_11,1,0.0526315789473684,gastrodermis,0.68421052631579
202,neuron_7,1,0.0526315789473684,gastrodermis,0.68421052631579
207,gastrodermis,9,0.642857142857143,gastrodermis,0.642857142857143
207,mitotic_host_cells,3,0.214285714285714,gastrodermis,0.642857142857143
207,gastrodermis_musclelike,1,0.0714285714285714,gastrodermis,0.642857142857143
207,neuron_1,1,0.0714285714285714,gastrodermis,0.642857142857143
199,gastrodermis,8,0.615384615384615,gastrodermis,0.615384615384615
199,host_cells,2,0.153846153846154,gastrodermis,0.615384615384615
199,neuron_2,1,0.0769230769230769,gastrodermis,0.615384615384615
199,digestive_filaments,1,0.0769230769230769,gastrodermis,0.615384615384615
199,gland_6,1,0.0769230769230769,gastrodermis,0.615384615384615
34,gastrodermis,3,0.5,gastrodermis,0.5
34,digestive_filaments,2,0.333333333333333,gastrodermis,0.5
34,host_cells,1,0.166666666666667,gastrodermis,0.5
205,gastrodermis,12,0.461538461538462,gastrodermis,0.461538461538462
205,gastrodermis_musclelike,5,0.192307692307692,gastrodermis,0.461538461538462
205,epidermis_2,4,0.153846153846154,gastrodermis,0.461538461538462
205,digestive_filaments,3,0.115384615384615,gastrodermis,0.461538461538462
205,epidermis_1,2,0.0769230769230769,gastrodermis,0.461538461538462
206,gastrodermis,6,0.461538461538462,gastrodermis,0.461538461538462
206,neuron_1,1,0.0769230769230769,gastrodermis,0.461538461538462
206,gland_7,1,0.0769230769230769,gastrodermis,0.461538461538462
206,mitotic_host_cells,1,0.0769230769230769,gastrodermis,0.461538461538462
206,neuron_5,1,0.0769230769230769,gastrodermis,0.461538461538462
206,epidermis_2,1,0.0769230769230769,gastrodermis,0.461538461538462
206,host_cells,1,0.0769230769230769,gastrodermis,0.461538461538462
206,epidermis_1,1,0.0769230769230769,gastrodermis,0.461538461538462
179,gastrodermis,15,0.428571428571429,gastrodermis,0.428571428571429
179,mitotic_host_cells,12,0.342857142857143,gastrodermis,0.428571428571429
179,host_cells,7,0.2,gastrodermis,0.428571428571429
179,neuron_11,1,0.0285714285714286,gastrodermis,0.428571428571429
3,gastrodermis,5,0.416666666666667,gastrodermis,0.416666666666667
3,host_cells,3,0.25,gastrodermis,0.416666666666667
3,epidermis_1,1,0.0833333333333333,gastrodermis,0.416666666666667
3,mitotic_host_cells,1,0.0833333333333333,gastrodermis,0.416666666666667
3,gland_4,1,0.0833333333333333,gastrodermis,0.416666666666667
3,neuron_12,1,0.0833333333333333,gastrodermis,0.416666666666667
2,gastrodermis,6,0.4,gastrodermis,0.4
2,host_cells,4,0.266666666666667,gastrodermis,0.4
2,cnidocyte,1,0.0666666666666667,gastrodermis,0.4
2,mitotic_host_cells,1,0.0666666666666667,gastrodermis,0.4
2,neuron_10,1,0.0666666666666667,gastrodermis,0.4
2,neuron_1,1,0.0666666666666667,gastrodermis,0.4
2,gland_8,1,0.0666666666666667,gastrodermis,0.4
16,gastrodermis,5,0.384615384615385,gastrodermis,0.384615384615385
16,digestive_filaments,3,0.230769230769231,gastrodermis,0.384615384615385
16,host_cells,2,0.153846153846154,gastrodermis,0.384615384615385
16,germline_sperm,1,0.0769230769230769,gastrodermis,0.384615384615385
16,epidermis_2,1,0.0769230769230769,gastrodermis,0.384615384615385
16,gland_4,1,0.0769230769230769,gastrodermis,0.384615384615385
73,gastrodermis,3,0.375,gastrodermis,0.375
73,neuron_5,2,0.25,gastrodermis,0.375
73,neuron_8,1,0.125,gastrodermis,0.375
73,mitotic_host_cells,1,0.125,gastrodermis,0.375
73,epidermis_2,1,0.125,gastrodermis,0.375
192,gastrodermis,4,0.363636363636364,gastrodermis,0.363636363636364
192,mitotic_host_cells,2,0.181818181818182,gastrodermis,0.363636363636364
192,neuron_8,1,0.0909090909090909,gastrodermis,0.363636363636364
192,neuron_13,1,0.0909090909090909,gastrodermis,0.363636363636364
192,neuron_5,1,0.0909090909090909,gastrodermis,0.363636363636364
192,neuron_11,1,0.0909090909090909,gastrodermis,0.363636363636364
192,epidermis_2,1,0.0909090909090909,gastrodermis,0.363636363636364
197,gastrodermis,5,0.357142857142857,gastrodermis,0.357142857142857
197,mitotic_host_cells,2,0.142857142857143,gastrodermis,0.357142857142857
197,digestive_filaments,2,0.142857142857143,gastrodermis,0.357142857142857
197,host_cells,2,0.142857142857143,gastrodermis,0.357142857142857
197,gland_9,1,0.0714285714285714,gastrodermis,0.357142857142857
197,neuron_12,1,0.0714285714285714,gastrodermis,0.357142857142857
197,neuron_5,1,0.0714285714285714,gastrodermis,0.357142857142857
170,gastrodermis,6,0.352941176470588,gastrodermis,0.352941176470588
170,host_cells,5,0.294117647058824,gastrodermis,0.352941176470588
170,neuron_10,1,0.0588235294117647,gastrodermis,0.352941176470588
170,immune_2,1,0.0588235294117647,gastrodermis,0.352941176470588
170,mitotic_host_cells,1,0.0588235294117647,gastrodermis,0.352941176470588
170,epidermis_2,1,0.0588235294117647,gastrodermis,0.352941176470588
170,germline_sperm,1,0.0588235294117647,gastrodermis,0.352941176470588
170,gastrodermis_musclelike,1,0.0588235294117647,gastrodermis,0.352941176470588
27,gastrodermis,4,0.333333333333333,gastrodermis,0.333333333333333
27,neuron_14,1,0.0833333333333333,gastrodermis,0.333333333333333
27,mitotic_host_cells,1,0.0833333333333333,gastrodermis,0.333333333333333
27,gland_4,1,0.0833333333333333,gastrodermis,0.333333333333333
27,cnidocyte,1,0.0833333333333333,gastrodermis,0.333333333333333
27,host_cells,1,0.0833333333333333,gastrodermis,0.333333333333333
27,epidermis_1,1,0.0833333333333333,gastrodermis,0.333333333333333
27,gland_10,1,0.0833333333333333,gastrodermis,0.333333333333333
27,unknown,1,0.0833333333333333,gastrodermis,0.333333333333333
198,gastrodermis,4,0.333333333333333,gastrodermis,0.333333333333333
198,epidermis_2,2,0.166666666666667,gastrodermis,0.333333333333333
198,digestive_filaments,1,0.0833333333333333,gastrodermis,0.333333333333333
198,neuron_1,1,0.0833333333333333,gastrodermis,0.333333333333333
198,epidermis_1,1,0.0833333333333333,gastrodermis,0.333333333333333
198,gland_7,1,0.0833333333333333,gastrodermis,0.333333333333333
198,neuron_9,1,0.0833333333333333,gastrodermis,0.333333333333333
198,germline_sperm,1,0.0833333333333333,gastrodermis,0.333333333333333
4,gastrodermis,4,0.307692307692308,gastrodermis,0.307692307692308
4,mitotic_host_cells,4,0.307692307692308,gastrodermis,0.307692307692308
4,epidermis_1,3,0.230769230769231,gastrodermis,0.307692307692308
4,host_cells,2,0.153846153846154,gastrodermis,0.307692307692308
9,gastrodermis,3,0.3,gastrodermis,0.3
9,digestive_filaments,2,0.2,gastrodermis,0.3
9,epidermis_1,2,0.2,gastrodermis,0.3
9,mitotic_host_cells,1,0.1,gastrodermis,0.3
9,host_cells,1,0.1,gastrodermis,0.3
9,gland_5,1,0.1,gastrodermis,0.3
194,gastrodermis,3,0.3,gastrodermis,0.3
194,neuron_13,1,0.1,gastrodermis,0.3
194,host_cells,1,0.1,gastrodermis,0.3
194,gland_10,1,0.1,gastrodermis,0.3
194,mitotic_host_cells,1,0.1,gastrodermis,0.3
194,immune_2,1,0.1,gastrodermis,0.3
194,epidermis_1,1,0.1,gastrodermis,0.3
194,gland_2,1,0.1,gastrodermis,0.3
33,gastrodermis,5,0.294117647058824,gastrodermis,0.294117647058824
33,epidermis_1,2,0.117647058823529,gastrodermis,0.294117647058824
33,gland_2,1,0.0588235294117647,gastrodermis,0.294117647058824
33,mitotic_host_cells,1,0.0588235294117647,gastrodermis,0.294117647058824
33,neuron_14,1,0.0588235294117647,gastrodermis,0.294117647058824
33,neuron_1,1,0.0588235294117647,gastrodermis,0.294117647058824
33,digestive_filaments,1,0.0588235294117647,gastrodermis,0.294117647058824
33,host_cells,1,0.0588235294117647,gastrodermis,0.294117647058824
33,neuron_12,1,0.0588235294117647,gastrodermis,0.294117647058824
33,gland_9,1,0.0588235294117647,gastrodermis,0.294117647058824
33,neuron_4,1,0.0588235294117647,gastrodermis,0.294117647058824
33,gland_7,1,0.0588235294117647,gastrodermis,0.294117647058824
182,gastrodermis,2,0.285714285714286,gastrodermis,0.285714285714286
182,neuron_3,1,0.142857142857143,gastrodermis,0.285714285714286
182,gland_8,1,0.142857142857143,gastrodermis,0.285714285714286
182,immune_1,1,0.142857142857143,gastrodermis,0.285714285714286
182,neuron_1,1,0.142857142857143,gastrodermis,0.285714285714286
182,mitotic_host_cells,1,0.142857142857143,gastrodermis,0.285714285714286
18,gastrodermis,2,0.25,gastrodermis,0.25
18,immune_2,1,0.125,gastrodermis,0.25
18,gland_9,1,0.125,gastrodermis,0.25
18,mitotic_host_cells,1,0.125,gastrodermis,0.25
18,neuron_7,1,0.125,gastrodermis,0.25
18,gland_5,1,0.125,gastrodermis,0.25
18,epidermis_1,1,0.125,gastrodermis,0.25
134,host_cells,80,1,host_cells,1
136,host_cells,182,1,host_cells,1
140,host_cells,80,1,host_cells,1
141,host_cells,83,0.976470588235294,host_cells,0.976470588235294
141,mitotic_host_cells,2,0.0235294117647059,host_cells,0.976470588235294
137,host_cells,133,0.970802919708029,host_cells,0.970802919708029
137,gastrodermis,1,0.0072992700729927,host_cells,0.970802919708029
137,immune_1,1,0.0072992700729927,host_cells,0.970802919708029
137,mitotic_host_cells,1,0.0072992700729927,host_cells,0.970802919708029
137,epidermis_1,1,0.0072992700729927,host_cells,0.970802919708029
132,host_cells,114,0.966101694915254,host_cells,0.966101694915254
132,gastrodermis,4,0.0338983050847458,host_cells,0.966101694915254
138,host_cells,27,0.964285714285714,host_cells,0.964285714285714
138,gastrodermis,1,0.0357142857142857,host_cells,0.964285714285714
139,host_cells,91,0.947916666666667,host_cells,0.947916666666667
139,mitotic_host_cells,5,0.0520833333333333,host_cells,0.947916666666667
133,host_cells,79,0.940476190476191,host_cells,0.940476190476191
133,mitotic_host_cells,3,0.0357142857142857,host_cells,0.940476190476191
133,gastrodermis,2,0.0238095238095238,host_cells,0.940476190476191
135,host_cells,39,0.906976744186047,host_cells,0.906976744186047
135,gastrodermis,3,0.0697674418604651,host_cells,0.906976744186047
135,neuron_1,1,0.0232558139534884,host_cells,0.906976744186047
131,host_cells,64,0.901408450704225,host_cells,0.901408450704225
131,gastrodermis,4,0.0563380281690141,host_cells,0.901408450704225
131,mitotic_host_cells,3,0.0422535211267606,host_cells,0.901408450704225
142,host_cells,71,0.876543209876543,host_cells,0.876543209876543
142,gastrodermis,4,0.0493827160493827,host_cells,0.876543209876543
142,mitotic_host_cells,3,0.037037037037037,host_cells,0.876543209876543
142,neuron_9,1,0.0123456790123457,host_cells,0.876543209876543
142,digestive_filaments,1,0.0123456790123457,host_cells,0.876543209876543
142,neuron_8,1,0.0123456790123457,host_cells,0.876543209876543
6,host_cells,8,0.615384615384615,host_cells,0.615384615384615
6,gastrodermis,2,0.153846153846154,host_cells,0.615384615384615
6,epidermis_2,1,0.0769230769230769,host_cells,0.615384615384615
6,neuron_12,1,0.0769230769230769,host_cells,0.615384615384615
6,mitotic_host_cells,1,0.0769230769230769,host_cells,0.615384615384615
7,host_cells,4,0.5,host_cells,0.5
7,gastrodermis,2,0.25,host_cells,0.5
7,digestive_filaments,1,0.125,host_cells,0.5
7,unknown,1,0.125,host_cells,0.5
5,host_cells,5,0.384615384615385,host_cells,0.384615384615385
5,digestive_filaments,2,0.153846153846154,host_cells,0.384615384615385
5,gastrodermis,2,0.153846153846154,host_cells,0.384615384615385
5,neuron_13,1,0.0769230769230769,host_cells,0.384615384615385
5,gland_8,1,0.0769230769230769,host_cells,0.384615384615385
5,immune_1,1,0.0769230769230769,host_cells,0.384615384615385
5,mitotic_host_cells,1,0.0769230769230769,host_cells,0.384615384615385
14,host_cells,1,0.333333333333333,host_cells,0.333333333333333
14,mitotic_host_cells,1,0.333333333333333,host_cells,0.333333333333333
