cells	cell_sizes	mc	median_mc_cell_size	total_mc_umis	total_mc_cells
WECC11243	3001	116	1054	131358	101
WECC11245	687	176	526	99363	127
WECC11247	1475	103	875	167343	155
WECC11248	4299	142	1339	276418	157
WECC11250	3385	141	1374	179627	107
WECC11251	1020	101	610	44351	67
WECC11252	1357	158	1611	221150	105
WECC11253	1884	34	922	121592	109
WECC11255	1192	120	1093	80520	63
WECC11256	3324	139	1918	394457	178
WECC11258	3274	25	2056.5	215195	94
WECC11259	1697	136	878.5	111146	112
WECC11260	1095	122	448	29977	55
WECC11261	1996	123	1286	112679	81
WECC11264	1048	126	571	46857	75
WECC11265	4737	19	2796	369033	121
WECC11266	1071	164	702	73584	79
WECC11267	748	164	702	73584	79
WECC11268	2276	116	1054	131358	101
WECC11269	2967	150	1784	101001	52
WECC11270	978	121	883	147261	147
WECC11272	1451	157	1168	173678	128
WECC11273	4422	20	1963	273892	115
WECC11275	2002	156	1144	121698	101
WECC11276	2847	50	1727	248349	120
WECC11277	895	127	766	25074	30
WECC11278	4796	34	922	121592	109
WECC11280	5543	150	1784	101001	52
WECC11281	1387	124	1409	193314	121
WECC11283	4009	17	1067	192106	133
WECC11284	3800	8	2571.5	315122	108
WECC11285	4723	119	1862	189431	91
WECC11288	1803	1	418	45590	57
WECC11290	5431	27	2189	469279	175
WECC11292	2966	50	1727	248349	120
WECC11293	1867	124	1409	193314	121
WECC11294	1590	163	1019.5	112941	96
WECC11296	2397	43	1701	211166	111
WECC11297	2399	44	1311	132083	93
WECC11298	3950	50	1727	248349	120
WECC11300	5929	40	1586	315962	154
WECC11301	1130	166	545	69667	87
WECC11302	4092	147	916	124136	105
WECC11303	1585	166	545	69667	87
WECC11304	1668	156	1144	121698	101
WECC11305	3529	7	2359	342285	131
WECC11306	2188	119	1862	189431	91
WECC11307	4799	116	1054	131358	101
WECC11308	3288	119	1862	189431	91
WECC11309	681	151	863.5	76501	80
WECC11310	2751	79	1736.5	278774	134
WECC11311	1352	113	1652	260956	141
WECC11312	1286	123	1286	112679	81
WECC11314	1514	56	866.5	106509	106
WECC11315	5777	159	1526	261603	152
WECC11316	3571	123	1286	112679	81
WECC11317	3012	153	2086.5	170742	62
WECC11319	910	177	541	91415	111
WECC11320	1591	63	1291.5	42163	30
WECC11322	2790	152	1180.5	120498	90
WECC11323	1862	82	1566	185719	88
WECC11325	1219	103	875	167343	155
WECC11326	4304	132	1099	220590	178
WECC11327	1611	158	1611	221150	105
WECC11329	2971	173	523	69516	98
WECC11331	1827	123	1286	112679	81
WECC11333	1470	161	616	66025	82
WECC11335	1354	113	1652	260956	141
WECC11337	7254	148	1650.5	267633	132
WECC11338	5256	164	702	73584	79
WECC11340	1674	156	1144	121698	101
WECC11341	2700	8	2571.5	315122	108
WECC11344	4758	23	2397.5	423615	158
WECC11346	2389	119	1862	189431	91
WECC11348	2747	119	1862	189431	91
WECC11349	1997	113	1652	260956	141
WECC11350	1364	45	401	26508	49
WECC11351	2534	50	1727	248349	120
WECC11352	1931	121	883	147261	147
WECC11355	2127	81	739	81133	93
WECC11356	2282	17	1067	192106	133
WECC11357	3078	103	875	167343	155
WECC11358	2313	119	1862	189431	91
WECC11359	1515	68	921.5	73840	68
WECC11361	1515	118	861	76083	82
WECC11362	930	102	772	76353	89
WECC11364	2185	158	1611	221150	105
WECC11367	1515	53	1394	107556	72
WECC11369	1337	118	861	76083	82
WECC11373	3887	119	1862	189431	91
WECC11374	2845	131	611	115387	143
WECC11375	2605	143	1741.5	229498	112
WECC11377	4171	148	1650.5	267633	132
WECC11378	4014	152	1180.5	120498	90
WECC11379	7703	50	1727	248349	120
WECC11380	1768	111	519	41697	71
WECC11381	3317	142	1339	276418	157
WECC11382	997	101	610	44351	67
WECC11383	2731	16	1760	149986	78
WECC11384	1489	50	1727	248349	120
WECC12001	444	71	393	37793	74
WECC12002	380	94	388	26773	61
WECC12003	190	94	388	26773	61
WECC12004	2296	73	1613.5	290904	162
WECC12005	790	75	1868	211567	93
WECC12006	563	79	1736.5	278774	134
WECC12007	360	109	707.5	44414	58
WECC12008	2082	75	1868	211567	93
WECC12011	453	87	457.5	84959	148
WECC12014	593	83	431	47460	99
WECC12015	1277	75	1868	211567	93
WECC12016	318	96	395	32380	77
WECC12018	572	15	2168	218112	89
WECC12019	366	83	431	47460	99
WECC12020	493	15	2168	218112	89
WECC12021	127	90	383	50410	101
WECC12025	366	92	528	76866	117
WECC12027	470	78	752	56621	57
WECC12030	410	56	866.5	106509	106
WECC12031	2616	73	1613.5	290904	162
WECC12032	272	95	286	12534	44
WECC12033	1526	79	1736.5	278774	134
WECC12034	1309	73	1613.5	290904	162
WECC12035	216	71	393	37793	74
WECC12036	976	97	555.5	56616	94
WECC12037	171	83	431	47460	99
WECC12039	622	71	393	37793	74
WECC12040	208	85	365	50717	117
WECC12041	1479	79	1736.5	278774	134
WECC12042	395	148	1650.5	267633	132
WECC12043	4788	82	1566	185719	88
WECC12044	1439	75	1868	211567	93
WECC12047	409	97	555.5	56616	94
WECC12048	183	85	365	50717	117
WECC12049	323	89	289.5	38211	106
WECC12051	421	73	1613.5	290904	162
WECC12052	917	73	1613.5	290904	162
WECC12053	284	85	365	50717	117
WECC12054	495	76	995	96638	89
WECC12056	241	94	388	26773	61
WECC12057	182	95	286	12534	44
WECC12060	260	71	393	37793	74
WECC12062	188	83	431	47460	99
WECC12063	552	79	1736.5	278774	134
WECC12064	436	97	555.5	56616	94
WECC12066	292	92	528	76866	117
WECC12068	1926	79	1736.5	278774	134
WECC12069	477	160	1158	127044	94
WECC12070	116	80	310	27381	75
WECC12071	680	43	1701	211166	111
WECC12072	211	95	286	12534	44
WECC12073	177	85	365	50717	117
WECC12074	4119	73	1613.5	290904	162
WECC12076	1028	73	1613.5	290904	162
WECC12078	865	78	752	56621	57
WECC12079	502	78	752	56621	57
WECC12080	496	175	500	52234	77
WECC12082	1771	79	1736.5	278774	134
WECC12087	411	154	720	65608	82
WECC12088	722	47	1944	161951	79
WECC12091	219	97	555.5	56616	94
WECC12093	893	97	555.5	56616	94
WECC12094	446	94	388	26773	61
WECC12096	398	125	398	19063	37
WECC12097	2910	82	1566	185719	88
WECC12098	291	51	990.5	89042	80
WECC12099	267	89	289.5	38211	106
WECC12100	4875	82	1566	185719	88
WECC12101	246	80	310	27381	75
WECC12103	150	125	398	19063	37
WECC12104	258	87	457.5	84959	148
WECC12105	129	98	413.5	18779	42
WECC12109	628	83	431	47460	99
WECC12110	310	83	431	47460	99
WECC12111	1623	21	1182	161152	113
WECC12113	362	80	310	27381	75
WECC12115	2473	73	1613.5	290904	162
WECC12118	1498	73	1613.5	290904	162
WECC12120	160	88	347	22094	55
WECC12121	1179	73	1613.5	290904	162
WECC12123	253	93	287.5	18059	54
WECC12125	417	89	289.5	38211	106
WECC12126	470	85	365	50717	117
WECC12127	1186	15	2168	218112	89
WECC12128	174	65	894	46616	43
WECC12129	535	87	457.5	84959	148
WECC12130	1177	49	1258	156197	110
WECC12131	113	85	365	50717	117
WECC12132	167	89	289.5	38211	106
WECC12135	1056	63	1291.5	42163	30
WECC12136	424	73	1613.5	290904	162
WECC12137	812	97	555.5	56616	94
WECC12138	350	97	555.5	56616	94
WECC12139	597	97	555.5	56616	94
WECC12140	712	119	1862	189431	91
WECC12142	353	94	388	26773	61
WECC12143	353	94	388	26773	61
WECC12144	162	95	286	12534	44
WECC12145	1312	82	1566	185719	88
WECC12147	139	93	287.5	18059	54
WECC12148	1419	15	2168	218112	89
WECC12149	727	78	752	56621	57
WECC12151	1233	20	1963	273892	115
WECC12152	608	78	752	56621	57
WECC12153	319	94	388	26773	61
WECC12154	604	97	555.5	56616	94
WECC12155	1037	51	990.5	89042	80
WECC12158	606	84	1122.5	94773	60
WECC12159	473	79	1736.5	278774	134
WECC12160	153	93	287.5	18059	54
WECC12161	1473	73	1613.5	290904	162
WECC12162	120	95	286	12534	44
WECC12163	426	80	310	27381	75
WECC12164	290	97	555.5	56616	94
WECC12165	161	71	393	37793	74
WECC12166	2669	75	1868	211567	93
WECC12167	192	98	413.5	18779	42
WECC12168	143	59	417.5	16962	34
WECC12170	456	87	457.5	84959	148
WECC12171	455	81	739	81133	93
WECC12172	1710	82	1566	185719	88
WECC12173	945	73	1613.5	290904	162
WECC12174	172	95	286	12534	44
WECC12175	1930	73	1613.5	290904	162
WECC12177	426	85	365	50717	117
WECC12178	469	96	395	32380	77
WECC12180	1159	74	1511	114474	68
WECC12183	675	82	1566	185719	88
WECC12184	567	76	995	96638	89
WECC12185	1346	79	1736.5	278774	134
WECC12186	313	85	365	50717	117
WECC12187	2958	73	1613.5	290904	162
WECC12188	335	154	720	65608	82
WECC12189	275	91	207	8920	34
WECC12192	480	80	310	27381	75
WECC12193	242	71	393	37793	74
WECC12195	104	85	365	50717	117
WECC12196	372	83	431	47460	99
WECC12197	153	177	541	91415	111
WECC12198	145	83	431	47460	99
WECC12199	375	79	1736.5	278774	134
WECC12200	225	179	572.5	93784	122
WECC12201	272	97	555.5	56616	94
WECC12202	142	83	431	47460	99
WECC12203	305	94	388	26773	61
WECC12204	2638	10	2496	273387	97
WECC12205	393	179	572.5	93784	122
WECC12207	1187	124	1409	193314	121
WECC12208	2959	75	1868	211567	93
WECC12209	385	92	528	76866	117
WECC12212	2422	23	2397.5	423615	158
WECC12213	256	84	1122.5	94773	60
WECC12215	824	92	528	76866	117
WECC12216	1762	82	1566	185719	88
WECC12217	3058	15	2168	218112	89
WECC12218	1927	159	1526	261603	152
WECC12219	105	80	310	27381	75
WECC12221	684	159	1526	261603	152
WECC12223	385	96	395	32380	77
WECC12224	301	94	388	26773	61
WECC12227	1085	77	1281	152669	93
WECC12229	457	76	995	96638	89
WECC12231	1563	73	1613.5	290904	162
WECC12232	370	102	772	76353	89
WECC12233	180	147	916	124136	105
WECC12235	309	71	393	37793	74
WECC12236	439	91	207	8920	34
WECC12237	1423	19	2796	369033	121
WECC12240	379	96	395	32380	77
WECC12242	235	94	388	26773	61
WECC12243	1291	10	2496	273387	97
WECC12244	750	58	1751	156246	79
WECC12246	2745	75	1868	211567	93
WECC12247	916	25	2056.5	215195	94
WECC12248	1217	76	995	96638	89
WECC12249	854	155	779	91305	93
WECC12250	174	95	286	12534	44
WECC12251	1176	42	715	38898	46
WECC12252	778	175	500	52234	77
WECC12253	654	83	431	47460	99
WECC12254	130	85	365	50717	117
WECC12256	2925	79	1736.5	278774	134
WECC12257	2434	73	1613.5	290904	162
WECC12259	178	71	393	37793	74
WECC12260	2986	141	1374	179627	107
WECC12261	253	92	528	76866	117
WECC12262	129	91	207	8920	34
WECC12263	188	95	286	12534	44
WECC12264	235	15	2168	218112	89
WECC12265	184	95	286	12534	44
WECC12266	644	73	1613.5	290904	162
WECC12268	476	89	289.5	38211	106
WECC12269	749	57	1289	105810	61
WECC12272	284	92	528	76866	117
WECC12273	132	80	310	27381	75
WECC12274	1061	97	555.5	56616	94
WECC12275	550	80	310	27381	75
WECC12277	651	73	1613.5	290904	162
WECC12279	342	96	395	32380	77
WECC12280	702	41	850	83256	81
WECC12281	569	89	289.5	38211	106
WECC12282	379	93	287.5	18059	54
WECC12287	253	98	413.5	18779	42
WECC12292	427	83	431	47460	99
WECC12294	165	71	393	37793	74
WECC12295	195	85	365	50717	117
WECC12296	480	11	2573	277236	96
WECC12297	557	158	1611	221150	105
WECC12298	250	97	555.5	56616	94
WECC12299	409	98	413.5	18779	42
WECC12300	667	47	1944	161951	79
WECC12303	576	89	289.5	38211	106
WECC12304	695	97	555.5	56616	94
WECC12305	2269	79	1736.5	278774	134
WECC12306	2665	79	1736.5	278774	134
WECC12307	3218	75	1868	211567	93
WECC12308	492	92	528	76866	117
WECC12309	921	84	1122.5	94773	60
WECC12311	548	83	431	47460	99
WECC12312	2575	75	1868	211567	93
WECC12315	498	95	286	12534	44
WECC12316	861	78	752	56621	57
WECC12317	154	91	207	8920	34
WECC12318	642	96	395	32380	77
WECC12320	192	88	347	22094	55
WECC12322	1130	73	1613.5	290904	162
WECC12323	231	85	365	50717	117
WECC12324	184	85	365	50717	117
WECC12326	334	87	457.5	84959	148
WECC12327	768	81	739	81133	93
WECC12330	2026	73	1613.5	290904	162
WECC12331	301	94	388	26773	61
WECC12332	592	98	413.5	18779	42
WECC12333	639	50	1727	248349	120
WECC12335	2685	82	1566	185719	88
WECC12336	599	98	413.5	18779	42
WECC12338	491	97	555.5	56616	94
WECC12339	1962	73	1613.5	290904	162
WECC12340	652	32	1670	166169	91
WECC12341	144	92	528	76866	117
WECC12342	294	96	395	32380	77
WECC12343	2613	29	2154	358754	144
WECC12344	347	98	413.5	18779	42
WECC12345	493	83	431	47460	99
WECC12346	376	88	347	22094	55
WECC12347	553	97	555.5	56616	94
WECC12349	153	93	287.5	18059	54
WECC12350	502	94	388	26773	61
WECC12351	430	96	395	32380	77
WECC12352	149	83	431	47460	99
WECC12353	528	94	388	26773	61
WECC12354	496	97	555.5	56616	94
WECC12355	2008	79	1736.5	278774	134
WECC12356	648	96	395	32380	77
WECC12358	2854	73	1613.5	290904	162
WECC12359	305	81	739	81133	93
WECC12360	235	86	1055	73941	57
WECC12361	258	96	395	32380	77
WECC12363	3001	73	1613.5	290904	162
WECC12364	245	94	388	26773	61
WECC12368	789	98	413.5	18779	42
WECC12370	1080	79	1736.5	278774	134
WECC12371	154	80	310	27381	75
WECC12372	141	80	310	27381	75
WECC12374	223	85	365	50717	117
WECC12375	166	71	393	37793	74
WECC12376	341	96	395	32380	77
WECC12378	1639	79	1736.5	278774	134
WECC12379	322	94	388	26773	61
WECC12380	1251	78	752	56621	57
WECC12383	596	73	1613.5	290904	162
WECC13001	5199	47	1944	161951	79
WECC13002	2484	23	2397.5	423615	158
WECC13005	1093	120	1093	80520	63
WECC13006	900	162	751.5	53359	52
WECC13007	1840	124	1409	193314	121
WECC13008	2204	141	1374	179627	107
WECC13009	1444	103	875	167343	155
WECC13010	770	59	417.5	16962	34
WECC13011	1228	117	1137	186581	133
WECC13013	1455	121	883	147261	147
WECC13014	4175	19	2796	369033	121
WECC13017	565	170	777.5	104767	102
WECC13018	1483	2	1219	179651	117
WECC13019	1991	9	1572	183303	105
WECC13020	1473	102	772	76353	89
WECC13021	2814	139	1918	394457	178
WECC13022	1350	152	1180.5	120498	90
WECC13023	1336	161	616	66025	82
WECC13025	3454	149	1041.5	83436	68
WECC13026	1415	104	639	79223	113
WECC13027	3185	13	1508	163411	94
WECC13028	1713	10	2496	273387	97
WECC13029	3680	158	1611	221150	105
WECC13033	3117	117	1137	186581	133
WECC13034	2696	39	931.5	85222	78
WECC13036	1414	16	1760	149986	78
WECC13037	1938	50	1727	248349	120
WECC13038	1570	154	720	65608	82
WECC13039	1751	44	1311	132083	93
WECC13041	2074	2	1219	179651	117
WECC13043	1369	173	523	69516	98
WECC13044	2695	79	1736.5	278774	134
WECC13046	2236	117	1137	186581	133
WECC13047	1831	44	1311	132083	93
WECC13048	1789	169	961	68620	65
WECC13050	2496	10	2496	273387	97
WECC13054	856	90	383	50410	101
WECC13057	1659	101	610	44351	67
WECC13058	1000	117	1137	186581	133
WECC13060	2493	58	1751	156246	79
WECC13061	1208	113	1652	260956	141
WECC13062	1814	113	1652	260956	141
WECC13063	2664	11	2573	277236	96
WECC13064	1271	121	883	147261	147
WECC13065	1813	58	1751	156246	79
WECC13066	2408	163	1019.5	112941	96
WECC13069	2551	13	1508	163411	94
WECC13070	1239	171	594	24666	39
WECC13071	680	71	393	37793	74
WECC13072	1529	116	1054	131358	101
WECC13074	1635	178	441.5	46734	66
WECC13075	1488	62	661	31369	41
WECC13076	1530	159	1526	261603	152
WECC13077	3594	10	2496	273387	97
WECC13078	923	161	616	66025	82
WECC13083	1640	39	931.5	85222	78
WECC13084	966	155	779	91305	93
WECC13085	1389	118	861	76083	82
WECC13087	4736	8	2571.5	315122	108
WECC13088	3030	124	1409	193314	121
WECC13092	1701	51	990.5	89042	80
WECC13093	2309	66	1482	29377	19
WECC13094	3193	121	883	147261	147
WECC13095	3177	7	2359	342285	131
WECC13096	2874	40	1586	315962	154
WECC13097	1368	179	572.5	93784	122
WECC13098	1748	120	1093	80520	63
WECC13099	1375	120	1093	80520	63
WECC13101	526	145	391	29299	59
WECC13102	4466	25	2056.5	215195	94
WECC13105	1912	159	1526	261603	152
WECC13107	1632	10	2496	273387	97
WECC13108	1823	9	1572	183303	105
WECC13109	1072	49	1258	156197	110
WECC13110	2289	30	2438	222018	80
WECC13111	1059	178	441.5	46734	66
WECC13116	1283	157	1168	173678	128
WECC13117	2168	115	1035	103179	89
WECC13119	2391	160	1158	127044	94
WECC13121	4361	177	541	91415	111
WECC13122	2521	159	1526	261603	152
WECC13124	1238	70	812	94018	100
WECC13125	3176	48	648.5	60563	60
WECC13126	1067	67	771	83746	86
WECC13128	2053	57	1289	105810	61
WECC13129	1823	160	1158	127044	94
WECC13130	1762	150	1784	101001	52
WECC13132	890	108	530.5	42717	70
WECC13134	739	153	2086.5	170742	62
WECC13135	1168	44	1311	132083	93
WECC13136	1222	110	603	28277	44
WECC13138	2337	144	1235	174192	119
WECC13139	1099	40	1586	315962	154
WECC13140	1644	68	921.5	73840	68
WECC13141	1746	67	771	83746	86
WECC13143	1061	120	1093	80520	63
WECC13145	2249	115	1035	103179	89
WECC13146	1366	141	1374	179627	107
WECC13148	1005	106	558	32282	56
WECC13149	1561	8	2571.5	315122	108
WECC13151	7828	141	1374	179627	107
WECC13152	971	109	707.5	44414	58
WECC13154	792	83	431	47460	99
WECC13156	2647	7	2359	342285	131
WECC13159	1644	81	739	81133	93
WECC13160	1352	44	1311	132083	93
WECC13161	3418	141	1374	179627	107
WECC13162	5437	27	2189	469279	175
WECC13163	1038	154	720	65608	82
WECC13164	3360	139	1918	394457	178
WECC13166	2966	116	1054	131358	101
WECC13168	4272	8	2571.5	315122	108
WECC13169	4780	40	1586	315962	154
WECC13171	1546	139	1918	394457	178
WECC13173	2077	23	2397.5	423615	158
WECC13174	1416	142	1339	276418	157
WECC13176	3875	117	1137	186581	133
WECC13177	1235	71	393	37793	74
WECC13180	1427	124	1409	193314	121
WECC13181	3118	8	2571.5	315122	108
WECC13182	1134	170	777.5	104767	102
WECC13183	2704	79	1736.5	278774	134
WECC13184	1587	156	1144	121698	101
WECC13186	6361	40	1586	315962	154
WECC13190	2501	40	1586	315962	154
WECC13191	1311	157	1168	173678	128
WECC13194	1974	16	1760	149986	78
WECC13195	2874	19	2796	369033	121
WECC13196	3494	19	2796	369033	121
WECC13197	941	102	772	76353	89
WECC13198	1851	126	571	46857	75
WECC13199	1627	64	814	63307	67
WECC13201	1815	43	1701	211166	111
WECC13202	984	155	779	91305	93
WECC13204	3832	43	1701	211166	111
WECC13206	1985	20	1963	273892	115
WECC13207	2175	2	1219	179651	117
WECC13208	926	177	541	91415	111
WECC13209	2681	53	1394	107556	72
WECC13211	1645	104	639	79223	113
WECC13212	1556	118	861	76083	82
WECC13214	1056	171	594	24666	39
WECC13216	2168	164	702	73584	79
WECC13217	1010	139	1918	394457	178
WECC13219	1499	157	1168	173678	128
WECC13221	1359	102	772	76353	89
WECC13222	1581	10	2496	273387	97
WECC13225	2444	116	1054	131358	101
WECC13226	2652	117	1137	186581	133
WECC13227	6965	103	875	167343	155
WECC13229	991	174	648	37107	47
WECC13230	1188	104	639	79223	113
WECC13231	1309	45	401	26508	49
WECC13232	2960	120	1093	80520	63
WECC13233	1349	121	883	147261	147
WECC13234	5723	20	1963	273892	115
WECC13235	3565	10	2496	273387	97
WECC13238	1354	23	2397.5	423615	158
WECC13239	1310	161	616	66025	82
WECC13240	2567	20	1963	273892	115
WECC13241	3609	9	1572	183303	105
WECC13242	1449	120	1093	80520	63
WECC13243	914	101	610	44351	67
WECC13244	2188	154	720	65608	82
WECC13245	1181	66	1482	29377	19
WECC13246	1478	44	1311	132083	93
WECC13247	4438	25	2056.5	215195	94
WECC13248	710	141	1374	179627	107
WECC13250	1204	176	526	99363	127
WECC13252	3494	149	1041.5	83436	68
WECC13253	780	105	596	45657	67
WECC13255	1553	117	1137	186581	133
WECC13256	1635	20	1963	273892	115
WECC13259	1748	78	752	56621	57
WECC13260	2463	148	1650.5	267633	132
WECC13262	1825	149	1041.5	83436	68
WECC13263	1918	173	523	69516	98
WECC13265	1229	118	861	76083	82
WECC13267	1828	40	1586	315962	154
WECC13269	1848	152	1180.5	120498	90
WECC13270	1521	139	1918	394457	178
WECC13271	5195	25	2056.5	215195	94
WECC13273	2852	156	1144	121698	101
WECC13274	1543	102	772	76353	89
WECC13275	7164	43	1701	211166	111
WECC13277	1210	178	441.5	46734	66
WECC13278	2079	47	1944	161951	79
WECC13279	1582	155	779	91305	93
WECC13281	1177	150	1784	101001	52
WECC13282	1292	46	482	44826	75
WECC13283	1520	169	961	68620	65
WECC13284	2804	123	1286	112679	81
WECC13285	2693	58	1751	156246	79
WECC13286	1541	108	530.5	42717	70
WECC13287	5079	40	1586	315962	154
WECC13289	550	93	287.5	18059	54
WECC13290	3112	144	1235	174192	119
WECC13291	1083	33	975	48182	41
WECC13293	3207	153	2086.5	170742	62
WECC13294	1632	115	1035	103179	89
WECC13295	742	103	875	167343	155
WECC13296	1053	106	558	32282	56
WECC13298	702	176	526	99363	127
WECC13299	7495	23	2397.5	423615	158
WECC13300	822	145	391	29299	59
WECC13301	1649	9	1572	183303	105
WECC13304	5735	25	2056.5	215195	94
WECC13308	658	177	541	91415	111
WECC13309	947	111	519	41697	71
WECC13311	2364	78	752	56621	57
WECC13312	1582	179	572.5	93784	122
WECC13313	1619	85	365	50717	117
WECC13314	1403	157	1168	173678	128
WECC13315	1258	120	1093	80520	63
WECC13316	1072	126	571	46857	75
WECC13317	1729	148	1650.5	267633	132
WECC13319	1333	158	1611	221150	105
WECC13320	1068	167	718.5	36030	46
WECC13321	1086	113	1652	260956	141
WECC13322	1816	151	863.5	76501	80
WECC13325	1272	121	883	147261	147
WECC13326	1221	64	814	63307	67
WECC13327	1549	115	1035	103179	89
WECC13330	1215	105	596	45657	67
WECC13331	4534	19	2796	369033	121
WECC13332	1303	85	365	50717	117
WECC13333	2732	113	1652	260956	141
WECC13334	1276	118	861	76083	82
WECC13335	3497	10	2496	273387	97
WECC13336	2818	79	1736.5	278774	134
WECC13337	1310	121	883	147261	147
WECC13339	1738	23	2397.5	423615	158
WECC13340	2559	7	2359	342285	131
WECC13346	1746	159	1526	261603	152
WECC13347	2266	42	715	38898	46
WECC13348	1029	175	500	52234	77
WECC13349	2659	156	1144	121698	101
WECC13350	897	154	720	65608	82
WECC13351	2064	10	2496	273387	97
WECC13352	1559	152	1180.5	120498	90
WECC13353	3175	23	2397.5	423615	158
WECC13354	1802	50	1727	248349	120
WECC13355	2678	113	1652	260956	141
WECC13359	6582	57	1289	105810	61
WECC13361	781	83	431	47460	99
WECC13362	2548	43	1701	211166	111
WECC13363	4033	117	1137	186581	133
WECC13364	2166	135	989	43812	35
WECC13365	1481	152	1180.5	120498	90
WECC13367	2431	8	2571.5	315122	108
WECC13368	2164	149	1041.5	83436	68
WECC13369	2231	31	1199.5	130477	86
WECC13370	3182	118	861	76083	82
WECC13371	4072	9	1572	183303	105
WECC13373	1821	123	1286	112679	81
WECC13374	2468	25	2056.5	215195	94
WECC13376	4498	79	1736.5	278774	134
WECC13377	1018	108	530.5	42717	70
WECC13378	1860	115	1035	103179	89
WECC13379	2465	169	961	68620	65
WECC13380	5700	30	2438	222018	80
WECC13381	1718	155	779	91305	93
WECC13382	2296	121	883	147261	147
WECC13383	7971	11	2573	277236	96
WECC13384	2253	11	2573	277236	96
WECC14001	968	106	558	32282	56
WECC14002	1377	44	1311	132083	93
WECC14003	1245	128	552	92074	137
WECC14005	1249	156	1144	121698	101
WECC14008	2366	147	916	124136	105
WECC14009	1084	171	594	24666	39
WECC14011	962	111	519	41697	71
WECC14012	4478	8	2571.5	315122	108
WECC14013	694	153	2086.5	170742	62
WECC14014	933	173	523	69516	98
WECC14017	649	112	308	31733	81
WECC14020	1078	141	1374	179627	107
WECC14022	1481	104	639	79223	113
WECC14023	2200	68	921.5	73840	68
WECC14025	3344	147	916	124136	105
WECC14026	1215	67	771	83746	86
WECC14027	780	170	777.5	104767	102
WECC14028	1031	45	401	26508	49
WECC14029	2517	44	1311	132083	93
WECC14030	1873	175	500	52234	77
WECC14031	1928	120	1093	80520	63
WECC14032	1925	23	2397.5	423615	158
WECC14033	4494	141	1374	179627	107
WECC14034	1475	142	1339	276418	157
WECC14035	1644	73	1613.5	290904	162
WECC14039	2141	43	1701	211166	111
WECC14042	5016	8	2571.5	315122	108
WECC14043	3066	150	1784	101001	52
WECC14045	1802	149	1041.5	83436	68
WECC14046	931	114	498	40774	75
WECC14050	1421	179	572.5	93784	122
WECC14051	735	108	530.5	42717	70
WECC14052	1229	176	526	99363	127
WECC14053	1898	11	2573	277236	96
WECC14054	1491	43	1701	211166	111
WECC14055	1904	66	1482	29377	19
WECC14058	2819	47	1944	161951	79
WECC14060	2276	25	2056.5	215195	94
WECC14061	2148	41	850	83256	81
WECC14062	1237	104	639	79223	113
WECC14063	1699	56	866.5	106509	106
WECC14064	2951	43	1701	211166	111
WECC14065	4308	158	1611	221150	105
WECC14067	1072	111	519	41697	71
WECC14070	1359	128	552	92074	137
WECC14071	1001	127	766	25074	30
WECC14073	640	105	596	45657	67
WECC14074	2248	79	1736.5	278774	134
WECC14075	1793	115	1035	103179	89
WECC14076	2835	38	784	214616	210
WECC14078	1270	173	523	69516	98
WECC14079	2331	113	1652	260956	141
WECC14081	5951	79	1736.5	278774	134
WECC14082	993	102	772	76353	89
WECC14083	1059	140	875.5	158338	118
WECC14084	705	110	603	28277	44
WECC14085	6832	20	1963	273892	115
WECC14087	852	64	814	63307	67
WECC14088	2579	11	2573	277236	96
WECC14090	1141	44	1311	132083	93
WECC14091	875	176	526	99363	127
WECC14092	1094	153	2086.5	170742	62
WECC14094	2353	139	1918	394457	178
WECC14096	629	139	1918	394457	178
WECC14097	3684	19	2796	369033	121
WECC14100	759	23	2397.5	423615	158
WECC14103	1820	79	1736.5	278774	134
WECC14106	3088	19	2796	369033	121
WECC14108	1148	119	1862	189431	91
WECC14109	1147	149	1041.5	83436	68
WECC14110	1441	184	793.5	96606	80
WECC14115	2560	124	1409	193314	121
WECC14117	933	112	308	31733	81
WECC14118	5999	23	2397.5	423615	158
WECC14120	542	173	523	69516	98
WECC14121	1551	156	1144	121698	101
WECC14124	958	173	523	69516	98
WECC14125	1903	183	1442.5	142073	84
WECC14126	4322	43	1701	211166	111
WECC14127	1522	2	1219	179651	117
WECC14128	1379	159	1526	261603	152
WECC14130	822	47	1944	161951	79
WECC14133	1455	103	875	167343	155
WECC14136	6609	148	1650.5	267633	132
WECC14138	6330	30	2438	222018	80
WECC14139	784	179	572.5	93784	122
WECC14140	3056	8	2571.5	315122	108
WECC14141	4229	160	1158	127044	94
WECC14143	1062	118	861	76083	82
WECC14145	1450	109	707.5	44414	58
WECC14148	1563	123	1286	112679	81
WECC14149	1075	151	863.5	76501	80
WECC14150	1411	117	1137	186581	133
WECC14152	1363	173	523	69516	98
WECC14154	1010	173	523	69516	98
WECC14155	1206	141	1374	179627	107
WECC14157	392	175	500	52234	77
WECC14159	2849	25	2056.5	215195	94
WECC14160	2649	178	441.5	46734	66
WECC14161	3757	10	2496	273387	97
WECC14162	720	108	530.5	42717	70
WECC14163	1704	139	1918	394457	178
WECC14164	2159	15	2168	218112	89
WECC14165	2468	1	418	45590	57
WECC14166	897	112	308	31733	81
WECC14167	733	177	541	91415	111
WECC14168	4977	11	2573	277236	96
WECC14169	832	156	1144	121698	101
WECC14170	2035	43	1701	211166	111
WECC14171	1633	157	1168	173678	128
WECC14173	792	101	610	44351	67
