cell	UMI_per_cell	total_reads_per_cell	mapped_reads_per_cell	gene_mapped	mapped_reads_per_UMI	sample
WASP0001065	1029	18776	23387	9679	22.7278911564626	ORIGINAL
WASP0001066	1409	24617	29347	10825	20.8282469836764	ORIGINAL
WASP0001067	686	11915	14910	6008	21.734693877551	ORIGINAL
WASP0001068	577	10189	11837	4514	20.5147313691508	ORIGINAL
WASP0001069	4368	71342	91305	38083	20.9031593406593	ORIGINAL
WASP0001070	1507	28143	33319	12326	22.1094890510949	ORIGINAL
WASP0001071	1042	19601	22144	8120	21.2514395393474	ORIGINAL
WASP0001072	1170	20168	25458	10845	21.7589743589744	ORIGINAL
WASP0001073	363	8017	8397	2842	23.1322314049587	ORIGINAL
WASP0001074	670	12744	13948	4974	20.8179104477612	ORIGINAL
WASP0001076	588	11964	12050	4315	20.4931972789116	ORIGINAL
WASP0001077	547	9959	11319	4420	20.6928702010969	ORIGINAL
WASP0001078	1302	24652	28555	10646	21.931643625192	ORIGINAL
WASP0001079	907	16186	21122	8895	23.2877618522602	ORIGINAL
WASP0001080	593	9893	12556	5251	21.1736930860034	ORIGINAL
WASP0001081	931	15628	20471	8882	21.9881847475832	ORIGINAL
WASP0001082	900	15122	17312	5795	19.2355555555556	ORIGINAL
WASP0001084	336	6890	6587	1901	19.6041666666667	ORIGINAL
WASP0001085	831	14485	17995	7049	21.6546329723225	ORIGINAL
WASP0001086	651	9484	12327	5184	18.9354838709677	ORIGINAL
WASP0001087	371	5689	7848	3345	21.1536388140162	ORIGINAL
WASP0001088	621	12278	13457	5049	21.6698872785829	ORIGINAL
WASP0001090	1534	25235	33284	12905	21.6975228161669	ORIGINAL
WASP0001091	1689	29896	39501	16763	23.3872113676732	ORIGINAL
WASP0001092	1543	26592	31557	11617	20.451717433571	ORIGINAL
WASP0001093	367	6324	6542	2221	17.8256130790191	ORIGINAL
WASP0001094	1093	19636	23592	9200	21.5846294602013	ORIGINAL
WASP0001095	698	12225	16107	6786	23.0759312320917	ORIGINAL
WASP0001096	380	7047	8127	2944	21.3868421052632	ORIGINAL
WASP0001097	1884	28126	36278	15532	19.255838641189	ORIGINAL
WASP0001098	3032	55306	65274	26691	21.528364116095	ORIGINAL
WASP0001099	260	4351	5382	2236	20.7	ORIGINAL
WASP0001100	403	6655	7763	2875	19.2630272952854	ORIGINAL
WASP0001101	193	3164	3852	1617	19.9585492227979	ORIGINAL
WASP0001102	303	5889	6052	2050	19.973597359736	ORIGINAL
WASP0001103	226	3590	4119	1501	18.2256637168142	ORIGINAL
WASP0001105	1624	28286	36660	15804	22.5738916256158	ORIGINAL
WASP0001106	1168	21354	26210	10553	22.4400684931507	ORIGINAL
WASP0001107	1797	36381	40272	14904	22.4106844741235	ORIGINAL
WASP0001108	3272	52714	66058	27244	20.1888753056235	ORIGINAL
WASP0001109	744	16284	17198	5680	23.1155913978495	ORIGINAL
WASP0001112	2668	41403	57639	24872	21.6038230884558	ORIGINAL
WASP0001113	688	12638	14744	6019	21.4302325581395	ORIGINAL
WASP0001114	1145	21242	24733	9489	21.6008733624454	ORIGINAL
WASP0001116	966	19924	21914	8928	22.6853002070393	ORIGINAL
WASP0001117	861	13632	18327	7993	21.2857142857143	ORIGINAL
WASP0001118	1204	22584	25754	9144	21.390365448505	ORIGINAL
WASP0001119	671	14977	14919	4165	22.2339791356185	ORIGINAL
WASP0001120	2070	37092	46529	18754	22.4777777777778	ORIGINAL
WASP0001121	287	4849	4624	1548	16.1114982578397	ORIGINAL
WASP0001122	4111	68718	86768	36480	21.1063001702749	ORIGINAL
WASP0001123	502	9553	10210	3490	20.3386454183267	ORIGINAL
WASP0001124	416	6491	8546	3457	20.5432692307692	ORIGINAL
WASP0001125	750	12031	16047	6915	21.396	ORIGINAL
WASP0001126	1982	42179	45509	17248	22.9611503531786	ORIGINAL
WASP0001127	470	7933	10057	4567	21.3978723404255	ORIGINAL
WASP0001128	46	640	380	155	8.26086956521739	ORIGINAL
WASP0001130	1381	35840	35579	11446	25.7632150615496	ORIGINAL
WASP0001131	349	5668	6378	2668	18.2750716332378	ORIGINAL
WASP0001133	2487	63206	56888	17896	22.8741455568959	ORIGINAL
WASP0001134	428	7861	9081	3394	21.2172897196262	ORIGINAL
WASP0001136	926	16077	19747	8618	21.3250539956803	ORIGINAL
WASP0001138	783	14249	15249	5396	19.4750957854406	ORIGINAL
WASP0001139	380	6751	8789	3340	23.1289473684211	ORIGINAL
WASP0001141	2745	55221	59751	22780	21.7672131147541	ORIGINAL
WASP0001142	2543	43418	52054	22062	20.4695241840346	ORIGINAL
WASP0001143	1340	24059	30434	12455	22.7119402985075	ORIGINAL
WASP0001144	1523	27456	33181	13529	21.7866053841103	ORIGINAL
WASP0001145	658	12075	14753	6349	22.4209726443769	ORIGINAL
WASP0001146	454	9350	9772	3679	21.5242290748899	ORIGINAL
WASP0001147	316	6427	6121	2089	19.370253164557	ORIGINAL
WASP0001148	1153	23309	24349	8377	21.1179531656548	ORIGINAL
WASP0001149	2648	42212	55651	23675	21.0162386706949	ORIGINAL
WASP0001151	542	10942	11288	4064	20.8265682656827	ORIGINAL
WASP0001152	199	6501	4657	1027	23.4020100502513	ORIGINAL
WASP0001153	2400	38728	50754	20792	21.1475	ORIGINAL
WASP0001155	1787	30280	40270	18008	22.5349748181309	ORIGINAL
WASP0001157	2124	34646	47126	20626	22.1873822975518	ORIGINAL
WASP0001158	512	7861	10079	4417	19.685546875	ORIGINAL
WASP0001159	751	12471	19020	8856	25.3262316910786	ORIGINAL
WASP0001161	531	8870	12001	5449	22.6007532956686	ORIGINAL
WASP0001165	477	8606	10147	4343	21.272536687631	ORIGINAL
WASP0001166	459	8573	9452	3744	20.5925925925926	ORIGINAL
WASP0001169	414	6906	8278	3443	19.9951690821256	ORIGINAL
WASP0001170	876	14546	19467	8550	22.222602739726	ORIGINAL
WASP0001171	1438	28481	33760	14131	23.4770514603616	ORIGINAL
WASP0001172	772	13605	14593	5214	18.9028497409326	ORIGINAL
WASP0001174	750	11647	16086	7096	21.448	ORIGINAL
WASP0001178	331	5745	6848	2849	20.6888217522659	ORIGINAL
WASP0001179	744	11790	15937	7173	21.4206989247312	ORIGINAL
WASP0001181	1057	14792	21675	10025	20.5061494796594	ORIGINAL
WASP0001182	382	7917	8553	3069	22.3900523560209	ORIGINAL
WASP0001183	835	15522	18352	7318	21.9784431137725	ORIGINAL
WASP0001184	358	6163	8161	3479	22.7960893854749	ORIGINAL
WASP0001185	611	10002	12090	5319	19.7872340425532	ORIGINAL
WASP0001186	1044	17120	21424	8679	20.5210727969349	ORIGINAL
WASP0001187	299	6153	6966	2728	23.2976588628763	ORIGINAL
WASP0001189	686	9452	13899	6329	20.2609329446064	ORIGINAL
WASP0001190	1131	18836	23885	9696	21.1184792219275	ORIGINAL
WASP0001191	235	4001	4350	1618	18.5106382978723	ORIGINAL
WASP0001192	1535	27638	35135	14529	22.8892508143323	ORIGINAL
WASP0001193	312	6289	6133	1912	19.6570512820513	ORIGINAL
WASP0001196	786	13957	16125	6168	20.5152671755725	ORIGINAL
WASP0001198	878	14592	18217	7575	20.748291571754	ORIGINAL
WASP0001199	743	13886	16911	6279	22.7604306864065	ORIGINAL
WASP0001200	159	2567	3131	1339	19.6918238993711	ORIGINAL
WASP0001201	303	5337	7015	3101	23.1518151815182	ORIGINAL
WASP0001202	796	14162	17213	7005	21.6243718592965	ORIGINAL
WASP0001203	1197	19114	25184	10426	21.0392648287385	ORIGINAL
WASP0001204	394	8412	8425	2862	21.3832487309645	ORIGINAL
WASP0001206	294	6428	6235	2476	21.2074829931973	ORIGINAL
WASP0001207	1127	18717	24485	10884	21.7258207630878	ORIGINAL
WASP0001208	1337	21808	29383	13240	21.9768137621541	ORIGINAL
WASP0001210	226	3940	4197	1685	18.570796460177	ORIGINAL
WASP0001211	2623	47240	60476	26201	23.0560426991994	ORIGINAL
WASP0001212	816	13476	18129	8075	22.2169117647059	ORIGINAL
WASP0001213	978	16736	20969	8912	21.4406952965235	ORIGINAL
WASP0001214	148	3098	3108	1151	21	ORIGINAL
WASP0001215	870	16861	20559	8384	23.6310344827586	ORIGINAL
WASP0001218	457	11669	10876	3818	23.7986870897155	ORIGINAL
WASP0001219	2044	33185	47160	21102	23.0724070450098	ORIGINAL
WASP0001220	2269	44626	52746	21580	23.2463640370207	ORIGINAL
WASP0001222	411	6976	8698	3768	21.1630170316302	ORIGINAL
WASP0001224	836	17192	18428	7275	22.0430622009569	ORIGINAL
WASP0001226	68	1146	908	307	13.3529411764706	ORIGINAL
WASP0001227	589	11834	12684	5120	21.53480475382	ORIGINAL
WASP0001228	266	4622	5753	2335	21.6278195488722	ORIGINAL
WASP0001229	1725	31701	39676	16898	23.0005797101449	ORIGINAL
WASP0001232	1300	20047	26948	12114	20.7292307692308	ORIGINAL
WASP0001233	1342	23906	31012	13465	23.1087928464978	ORIGINAL
WASP0001234	536	12481	12080	3604	22.5373134328358	ORIGINAL
WASP0001235	1376	22892	29667	12598	21.5603197674419	ORIGINAL
WASP0001236	1291	22336	28773	12009	22.2873741285825	ORIGINAL
WASP0001237	928	17627	19809	7491	21.3459051724138	ORIGINAL
WASP0001238	2865	49885	55127	19736	19.2415357766143	ORIGINAL
WASP0001239	2831	55075	64507	25300	22.7859413634758	ORIGINAL
WASP0001240	736	14966	16757	6212	22.7676630434783	ORIGINAL
WASP0001241	536	8988	11291	4609	21.0652985074627	ORIGINAL
WASP0001242	1877	41065	40213	14081	21.4240809802877	ORIGINAL
WASP0001243	660	10307	14342	6422	21.730303030303	ORIGINAL
WASP0001245	463	8415	8982	2950	19.3995680345572	ORIGINAL
WASP0001246	702	13179	15205	6400	21.6595441595442	ORIGINAL
WASP0001247	822	13750	18251	7685	22.2031630170316	ORIGINAL
WASP0001248	1795	31345	37266	14605	20.7610027855153	ORIGINAL
WASP0001249	1047	17983	23446	10069	22.3935052531041	ORIGINAL
WASP0001250	531	9103	9986	3601	18.8060263653484	ORIGINAL
WASP0001251	821	14204	16652	6827	20.2825822168088	ORIGINAL
WASP0001252	493	9815	10798	3987	21.9026369168357	ORIGINAL
WASP0001253	1061	17694	23581	10109	22.2252591894439	ORIGINAL
WASP0001255	857	16824	19358	7406	22.5880980163361	ORIGINAL
WASP0001256	184	3335	3562	1401	19.3586956521739	ORIGINAL
WASP0001257	1447	24760	31100	12560	21.4927436074637	ORIGINAL
WASP0001260	1757	30499	37772	15916	21.4980079681275	ORIGINAL
WASP0001261	1642	32468	38094	15809	23.1997563946407	ORIGINAL
WASP0001263	181	3503	3435	1193	18.9779005524862	ORIGINAL
WASP0001265	594	12601	13192	4942	22.2087542087542	ORIGINAL
WASP0001266	866	13793	18471	8045	21.3290993071594	ORIGINAL
WASP0001267	1544	27615	33446	13585	21.6619170984456	ORIGINAL
WASP0001269	452	7679	8558	3665	18.9336283185841	ORIGINAL
WASP0001271	292	4367	5301	2213	18.1541095890411	ORIGINAL
WASP0001273	423	7723	9180	3927	21.7021276595745	ORIGINAL
WASP0001274	200	3541	4259	1741	21.295	ORIGINAL
WASP0001275	2478	48059	57671	24026	23.273204196933	ORIGINAL
WASP0001276	476	8764	10263	4423	21.5609243697479	ORIGINAL
WASP0001277	537	8681	11321	4862	21.0819366852886	ORIGINAL
WASP0001278	302	5071	5634	2281	18.6556291390728	ORIGINAL
WASP0001279	3310	58074	70885	27858	21.4154078549849	ORIGINAL
WASP0001280	791	14431	16796	6272	21.2338811630847	ORIGINAL
WASP0001281	1417	33211	35288	12016	24.9033168666196	ORIGINAL
WASP0001282	1417	25679	29752	10647	20.9964714184898	ORIGINAL
WASP0001284	785	19534	16683	4851	21.2522292993631	ORIGINAL
WASP0001285	4331	78370	90946	32255	20.9988455322097	ORIGINAL
WASP0001286	1312	22791	28088	11403	21.4085365853659	ORIGINAL
WASP0001288	1422	27172	30432	11021	21.4008438818565	ORIGINAL
WASP0001290	475	10063	9793	3345	20.6168421052632	ORIGINAL
WASP0001291	1342	21746	30611	13614	22.8099850968703	ORIGINAL
WASP0001292	205	3132	3193	1239	15.5756097560976	ORIGINAL
WASP0001294	3052	59093	64544	23219	21.1480996068152	ORIGINAL
WASP0001295	467	9261	9329	3277	19.9764453961456	ORIGINAL
WASP0001299	696	13307	13980	4587	20.0862068965517	ORIGINAL
WASP0001300	2737	50432	55394	20735	20.2389477530142	ORIGINAL
WASP0001301	963	14513	20423	9173	21.2076843198339	ORIGINAL
WASP0001302	550	11149	11077	4002	20.14	ORIGINAL
WASP0001304	700	10614	13475	5437	19.25	ORIGINAL
WASP0001305	439	7535	9934	4325	22.628701594533	ORIGINAL
WASP0001307	568	15104	13907	3640	24.4841549295775	ORIGINAL
WASP0001310	493	8596	10752	4429	21.8093306288032	ORIGINAL
WASP0001311	807	14835	17121	6995	21.2156133828996	ORIGINAL
WASP0001312	1258	24054	27737	10645	22.0484896661367	ORIGINAL
WASP0001313	3259	57954	62525	22862	19.1853329242099	ORIGINAL
WASP0001315	884	15249	17922	7312	20.2737556561086	ORIGINAL
WASP0001318	660	11301	14017	5537	21.2378787878788	ORIGINAL
WASP0001319	3930	82947	84641	26374	21.5371501272265	ORIGINAL
WASP0001320	150	2539	2835	1132	18.9	ORIGINAL
WASP0001321	1265	21988	26889	10267	21.2561264822134	ORIGINAL
WASP0001322	537	9281	11707	4981	21.8007448789572	ORIGINAL
WASP0001323	686	11500	14301	6032	20.8469387755102	ORIGINAL
WASP0001324	488	9574	10486	4206	21.4877049180328	ORIGINAL
WASP0001325	2432	42165	52133	21371	21.4362664473684	ORIGINAL
WASP0001326	635	13377	14539	5642	22.896062992126	ORIGINAL
WASP0001327	1686	32496	37535	15636	22.2627520759193	ORIGINAL
WASP0001328	3438	60309	73560	31053	21.3961605584642	ORIGINAL
WASP0001329	495	7869	10187	4304	20.579797979798	ORIGINAL
WASP0001331	621	10356	12111	4411	19.5024154589372	ORIGINAL
WASP0001332	38	792	267	72	7.02631578947368	ORIGINAL
WASP0001333	1356	28688	27692	7604	20.4218289085546	ORIGINAL
WASP0001334	646	12476	13711	5262	21.2244582043344	ORIGINAL
WASP0001335	1280	23150	26716	10217	20.871875	ORIGINAL
WASP0001336	1962	33734	42645	17836	21.7354740061162	ORIGINAL
WASP0001337	790	16405	17311	5881	21.9126582278481	ORIGINAL
WASP0001338	668	11539	13323	4922	19.9446107784431	ORIGINAL
WASP0001339	2072	36120	40069	14404	19.3383204633205	ORIGINAL
WASP0001340	1253	22051	26877	11916	21.4501197126895	ORIGINAL
WASP0001341	1050	20282	21940	8297	20.8952380952381	ORIGINAL
WASP0001342	3398	65601	67907	23451	19.9844025897587	ORIGINAL
WASP0001343	714	12306	15118	6279	21.1736694677871	ORIGINAL
WASP0001344	556	10533	11584	4496	20.8345323741007	ORIGINAL
WASP0001346	1199	25675	24703	10030	20.6030025020851	ORIGINAL
WASP0001347	265	4805	5118	2096	19.3132075471698	ORIGINAL
WASP0001348	613	12902	13617	5012	22.2137030995106	ORIGINAL
WASP0001349	2474	41412	56220	24560	22.7243330638642	ORIGINAL
WASP0001350	416	7517	8892	3477	21.375	ORIGINAL
WASP0001351	592	9734	12237	5270	20.6706081081081	ORIGINAL
WASP0001353	1817	34204	42247	18740	23.2509631260319	ORIGINAL
WASP0001354	1252	27187	28114	9215	22.4552715654952	ORIGINAL
WASP0001357	271	5773	5399	1942	19.9225092250923	ORIGINAL
WASP0001358	1515	24143	32648	14150	21.5498349834984	ORIGINAL
WASP0001360	578	8715	11574	4984	20.0242214532872	ORIGINAL
WASP0001361	1129	22552	24147	8392	21.3879539415412	ORIGINAL
WASP0001363	1033	15892	20850	9452	20.1839303000968	ORIGINAL
WASP0001364	4147	65753	92143	41261	22.2191945985049	ORIGINAL
WASP0001365	1448	24325	29695	12251	20.5075966850829	ORIGINAL
WASP0001366	1782	29058	42754	19474	23.9921436588103	ORIGINAL
WASP0001367	1354	25680	29711	11938	21.9431314623338	ORIGINAL
WASP0001368	997	18702	22699	9215	22.7673019057172	ORIGINAL
WASP0001369	5420	85669	100814	37948	18.60036900369	ORIGINAL
WASP0001370	1301	23769	26739	9341	20.5526518063028	ORIGINAL
WASP0001371	821	15252	17017	5988	20.7271619975639	ORIGINAL
WASP0001373	726	12770	15926	6417	21.9366391184573	ORIGINAL
WASP0001374	662	14204	12445	4191	18.7990936555891	ORIGINAL
WASP0001375	193	4035	4154	1374	21.5233160621762	ORIGINAL
WASP0001377	931	16894	17873	6497	19.1976369495167	ORIGINAL
WASP0001378	957	22737	21237	6632	22.1912225705329	ORIGINAL
WASP0001383	1025	20091	21291	7270	20.7717073170732	ORIGINAL
WASP0001384	495	6787	8714	3491	17.6040404040404	ORIGINAL
WASP0002001	284	4154	5414	2498	19.0633802816901	ORIGINAL
WASP0002002	457	6180	7881	3631	17.2450765864333	ORIGINAL
WASP0002004	10	93	9	4	0.9	ORIGINAL
WASP0002005	784	13746	15081	5796	19.2359693877551	ORIGINAL
WASP0002006	2503	40951	49000	19987	19.5765081901718	ORIGINAL
WASP0002007	1531	23832	31933	13737	20.8576094056172	ORIGINAL
WASP0002008	5135	89896	102000	37989	19.8636806231743	ORIGINAL
WASP0002009	283	5257	5514	2014	19.4840989399293	ORIGINAL
WASP0002010	873	20184	20043	7019	22.9587628865979	ORIGINAL
WASP0002011	1085	18117	20413	8683	18.8138248847926	ORIGINAL
WASP0002012	1409	19730	28413	13436	20.1653655074521	ORIGINAL
WASP0002013	2015	34063	39736	16131	19.7200992555831	ORIGINAL
WASP0002014	2428	43294	48174	19413	19.841021416804	ORIGINAL
WASP0002015	1200	21825	23366	8788	19.4716666666667	ORIGINAL
WASP0002016	2806	53087	57067	20812	20.3374910905203	ORIGINAL
WASP0002017	539	9221	11963	5234	22.1948051948052	ORIGINAL
WASP0002018	302	5686	5497	2231	18.2019867549669	ORIGINAL
WASP0002020	438	6584	8038	3677	18.351598173516	ORIGINAL
WASP0002021	1652	25570	30821	13339	18.656779661017	ORIGINAL
WASP0002025	1212	17745	22559	10053	18.6130363036304	ORIGINAL
WASP0002026	2845	43341	56116	24106	19.7244288224956	ORIGINAL
WASP0002029	502	7884	10130	4663	20.1792828685259	ORIGINAL
WASP0002030	265	3929	4809	2090	18.1471698113208	ORIGINAL
WASP0002031	512	8437	9420	3891	18.3984375	ORIGINAL
WASP0002033	1526	21739	28848	13240	18.9043250327654	ORIGINAL
WASP0002035	170	2629	2886	1049	16.9764705882353	ORIGINAL
WASP0002036	349	5759	6363	2719	18.2320916905444	ORIGINAL
WASP0002037	399	6694	8213	3610	20.5839598997494	ORIGINAL
WASP0002039	1126	18907	25187	11251	22.3685612788632	ORIGINAL
WASP0002040	368	5429	6828	3149	18.554347826087	ORIGINAL
WASP0002041	1124	20829	23476	9453	20.8861209964413	ORIGINAL
WASP0002042	229	3869	4108	1633	17.938864628821	ORIGINAL
WASP0002043	1179	18542	24667	10995	20.921967769296	ORIGINAL
WASP0002044	2424	40885	43220	15771	17.8300330033003	ORIGINAL
WASP0002045	1136	17349	21940	9758	19.3133802816901	ORIGINAL
WASP0002046	111	1959	1824	675	16.4324324324324	ORIGINAL
WASP0002047	281	4514	5429	2105	19.3202846975089	ORIGINAL
WASP0002048	266	4141	4082	1818	15.3458646616541	ORIGINAL
WASP0002050	1888	35320	34686	13127	18.3718220338983	ORIGINAL
WASP0002052	985	15448	20087	9143	20.3928934010152	ORIGINAL
WASP0002053	20	363	160	64	8	ORIGINAL
WASP0002055	933	13633	17675	8159	18.9442658092176	ORIGINAL
WASP0002056	1411	25955	27922	11090	19.7888022678951	ORIGINAL
WASP0002057	3623	78362	81063	24834	22.3745514766768	ORIGINAL
WASP0002058	2168	37983	42359	16442	19.5382841328413	ORIGINAL
WASP0002059	133	2538	2230	721	16.7669172932331	ORIGINAL
WASP0002060	1382	20318	27388	13094	19.8176555716353	ORIGINAL
WASP0002061	1264	19555	22441	8954	17.7539556962025	ORIGINAL
WASP0002063	190	3003	3570	1429	18.7894736842105	ORIGINAL
WASP0002066	5779	106225	117687	43786	20.3645959508566	ORIGINAL
WASP0002067	141	2128	2572	1090	18.2411347517731	ORIGINAL
WASP0002068	1426	24506	30055	13140	21.0764375876578	ORIGINAL
WASP0002069	642	11860	13387	5271	20.8520249221184	ORIGINAL
WASP0002072	784	19336	16244	4673	20.719387755102	ORIGINAL
WASP0002073	520	9076	10303	4167	19.8134615384615	ORIGINAL
WASP0002075	229	3863	4270	1830	18.646288209607	ORIGINAL
WASP0002078	276	4681	5116	2062	18.536231884058	ORIGINAL
WASP0002079	825	12937	16880	7435	20.4606060606061	ORIGINAL
WASP0002080	2236	32471	42064	18884	18.8121645796064	ORIGINAL
WASP0002082	2189	40919	41245	14757	18.8419369575148	ORIGINAL
WASP0002083	3354	58807	66174	27569	19.7298747763864	ORIGINAL
WASP0002085	1768	31456	34979	12998	19.7845022624434	ORIGINAL
WASP0002086	64	1010	820	315	12.8125	ORIGINAL
WASP0002088	887	15207	18961	8291	21.3765501691094	ORIGINAL
WASP0002089	1080	19557	20890	8402	19.3425925925926	ORIGINAL
WASP0002090	611	10534	10807	4075	17.6873977086743	ORIGINAL
WASP0002091	1132	19149	22812	9746	20.1519434628975	ORIGINAL
WASP0002093	114	1585	1831	783	16.0614035087719	ORIGINAL
WASP0002095	1417	32898	29725	9856	20.9774170783345	ORIGINAL
WASP0002096	1731	29660	35006	14963	20.2229924898902	ORIGINAL
WASP0002097	1139	14376	18247	8157	16.0201931518876	ORIGINAL
WASP0002100	912	13758	17340	7865	19.0131578947368	ORIGINAL
WASP0002102	921	14552	16932	7233	18.3843648208469	ORIGINAL
WASP0002103	1363	20597	28063	13080	20.5891415994131	ORIGINAL
WASP0002104	1596	24426	31562	13759	19.7756892230576	ORIGINAL
WASP0002107	448	7180	8923	3865	19.9174107142857	ORIGINAL
WASP0002108	451	7305	8622	3881	19.1175166297118	ORIGINAL
WASP0002110	882	12971	15981	6946	18.1190476190476	ORIGINAL
WASP0002111	842	13314	17502	7754	20.7862232779097	ORIGINAL
WASP0002112	1159	18029	23505	10946	20.2804141501294	ORIGINAL
WASP0002113	858	16803	17871	6913	20.8286713286713	ORIGINAL
WASP0002114	1207	18971	24183	10858	20.0356255178128	ORIGINAL
WASP0002115	21	358	21	7	1	ORIGINAL
WASP0002116	736	12042	14753	6056	20.0448369565217	ORIGINAL
WASP0002117	542	8316	10973	4944	20.2453874538745	ORIGINAL
WASP0002118	146	2307	2329	843	15.9520547945205	ORIGINAL
WASP0002119	1075	17378	20473	8949	19.0446511627907	ORIGINAL
WASP0002121	1519	25252	30205	13649	19.8847926267281	ORIGINAL
WASP0002122	840	12229	16160	7077	19.2380952380952	ORIGINAL
WASP0002123	139	2993	3107	1022	22.3525179856115	ORIGINAL
WASP0002124	799	15556	15793	5728	19.7659574468085	ORIGINAL
WASP0002125	2338	41579	48937	18721	20.9311377245509	ORIGINAL
WASP0002127	353	5725	6322	2839	17.9093484419263	ORIGINAL
WASP0002128	559	8908	11420	5279	20.4293381037567	ORIGINAL
WASP0002129	1954	29864	41042	18848	21.0040941658137	ORIGINAL
WASP0002131	1110	18165	21730	9030	19.5765765765766	ORIGINAL
WASP0002133	1554	25438	29347	13002	18.8848133848134	ORIGINAL
WASP0002134	492	7795	9166	4211	18.630081300813	ORIGINAL
WASP0002137	1323	19647	25546	11835	19.3091458805745	ORIGINAL
WASP0002138	1081	16611	20239	8611	18.7224791859389	ORIGINAL
WASP0002139	2260	30304	42136	19655	18.6442477876106	ORIGINAL
WASP0002140	630	9551	11916	5204	18.9142857142857	ORIGINAL
WASP0002141	2221	33802	44562	20156	20.0639351643404	ORIGINAL
WASP0002143	1258	37796	28589	7012	22.7257551669316	ORIGINAL
WASP0002144	769	14277	14384	5740	18.704811443433	ORIGINAL
WASP0002145	493	8124	9232	4208	18.7261663286004	ORIGINAL
WASP0002146	1708	29531	35741	15295	20.925644028103	ORIGINAL
WASP0002149	2665	44581	49528	20324	18.5846153846154	ORIGINAL
WASP0002150	555	10970	12218	4823	22.0144144144144	ORIGINAL
WASP0002151	1231	25543	25063	8207	20.3598700243704	ORIGINAL
WASP0002152	1458	22124	28863	13415	19.7962962962963	ORIGINAL
