metacell_new,cell_type,N,frac,assigned_cell_type,assigned_frac
65,gastrodermis,44,0.956521739130435,gastrodermis,0.956521739130435
65,digestive_filaments,2,0.0434782608695652,gastrodermis,0.956521739130435
40,gastrodermis,99,0.951923076923077,gastrodermis,0.951923076923077
40,gland_1,2,0.0192307692307692,gastrodermis,0.951923076923077
40,immune_1,1,0.00961538461538462,gastrodermis,0.951923076923077
40,mitotic_host_cells,1,0.00961538461538462,gastrodermis,0.951923076923077
40,gland_4,1,0.00961538461538462,gastrodermis,0.951923076923077
20,gastrodermis,77,0.950617283950617,gastrodermis,0.950617283950617
20,immune_2,1,0.0123456790123457,gastrodermis,0.950617283950617
20,neuron_4,1,0.0123456790123457,gastrodermis,0.950617283950617
20,immune_1,1,0.0123456790123457,gastrodermis,0.950617283950617
20,mitotic_host_cells,1,0.0123456790123457,gastrodermis,0.950617283950617
16,gastrodermis,94,0.949494949494949,gastrodermis,0.949494949494949
16,host_cells,2,0.0202020202020202,gastrodermis,0.949494949494949
16,neuron_12,1,0.0101010101010101,gastrodermis,0.949494949494949
16,digestive_filaments,1,0.0101010101010101,gastrodermis,0.949494949494949
16,neuron_2,1,0.0101010101010101,gastrodermis,0.949494949494949
32,gastrodermis,84,0.943820224719101,gastrodermis,0.943820224719101
32,host_cells,2,0.0224719101123596,gastrodermis,0.943820224719101
32,immune_2,1,0.0112359550561798,gastrodermis,0.943820224719101
32,digestive_filaments,1,0.0112359550561798,gastrodermis,0.943820224719101
32,epidermis_1,1,0.0112359550561798,gastrodermis,0.943820224719101
18,gastrodermis,48,0.941176470588235,gastrodermis,0.941176470588235
18,host_cells,2,0.0392156862745098,gastrodermis,0.941176470588235
18,immune_1,1,0.0196078431372549,gastrodermis,0.941176470588235
37,gastrodermis,44,0.936170212765957,gastrodermis,0.936170212765957
37,digestive_filaments,2,0.0425531914893617,gastrodermis,0.936170212765957
37,epidermis_1,1,0.0212765957446809,gastrodermis,0.936170212765957
9,gastrodermis,75,0.925925925925926,gastrodermis,0.925925925925926
9,host_cells,3,0.037037037037037,gastrodermis,0.925925925925926
9,digestive_filaments,1,0.0123456790123457,gastrodermis,0.925925925925926
9,mitotic_host_cells,1,0.0123456790123457,gastrodermis,0.925925925925926
9,immune_1,1,0.0123456790123457,gastrodermis,0.925925925925926
67,gastrodermis,75,0.914634146341463,gastrodermis,0.914634146341463
67,mitotic_host_cells,2,0.024390243902439,gastrodermis,0.914634146341463
67,host_cells,2,0.024390243902439,gastrodermis,0.914634146341463
67,immune_1,1,0.0121951219512195,gastrodermis,0.914634146341463
67,neuron_2,1,0.0121951219512195,gastrodermis,0.914634146341463
67,neuron_14,1,0.0121951219512195,gastrodermis,0.914634146341463
70,gastrodermis,75,0.914634146341463,gastrodermis,0.914634146341463
70,neuron_7,1,0.0121951219512195,gastrodermis,0.914634146341463
70,host_cells,1,0.0121951219512195,gastrodermis,0.914634146341463
70,gland_8,1,0.0121951219512195,gastrodermis,0.914634146341463
70,mitotic_host_cells,1,0.0121951219512195,gastrodermis,0.914634146341463
70,neuron_5,1,0.0121951219512195,gastrodermis,0.914634146341463
70,calicoblast,1,0.0121951219512195,gastrodermis,0.914634146341463
70,neuron_1,1,0.0121951219512195,gastrodermis,0.914634146341463
72,gastrodermis,85,0.913978494623656,gastrodermis,0.913978494623656
72,neuron_1,2,0.021505376344086,gastrodermis,0.913978494623656
72,neuron_8,1,0.010752688172043,gastrodermis,0.913978494623656
72,gland_3_digestive,1,0.010752688172043,gastrodermis,0.913978494623656
72,gastrodermis_musclelike,1,0.010752688172043,gastrodermis,0.913978494623656
72,digestive_filaments,1,0.010752688172043,gastrodermis,0.913978494623656
72,immune_2,1,0.010752688172043,gastrodermis,0.913978494623656
72,neuron_13,1,0.010752688172043,gastrodermis,0.913978494623656
27,gastrodermis,62,0.898550724637681,gastrodermis,0.898550724637681
27,host_cells,3,0.0434782608695652,gastrodermis,0.898550724637681
27,neuron_12,1,0.0144927536231884,gastrodermis,0.898550724637681
27,immune_2,1,0.0144927536231884,gastrodermis,0.898550724637681
27,digestive_filaments,1,0.0144927536231884,gastrodermis,0.898550724637681
27,epidermis_2,1,0.0144927536231884,gastrodermis,0.898550724637681
24,gastrodermis,61,0.897058823529412,gastrodermis,0.897058823529412
24,host_cells,6,0.0882352941176471,gastrodermis,0.897058823529412
24,neuron_1,1,0.0147058823529412,gastrodermis,0.897058823529412
31,gastrodermis,47,0.886792452830189,gastrodermis,0.886792452830189
31,gland_8,2,0.0377358490566038,gastrodermis,0.886792452830189
31,gastrodermis_musclelike,2,0.0377358490566038,gastrodermis,0.886792452830189
31,neuron_8,1,0.0188679245283019,gastrodermis,0.886792452830189
31,neuron_4,1,0.0188679245283019,gastrodermis,0.886792452830189
60,gastrodermis,47,0.886792452830189,gastrodermis,0.886792452830189
60,host_cells,2,0.0377358490566038,gastrodermis,0.886792452830189
60,epidermis_2,1,0.0188679245283019,gastrodermis,0.886792452830189
60,germline_sperm,1,0.0188679245283019,gastrodermis,0.886792452830189
60,gastrodermis_musclelike,1,0.0188679245283019,gastrodermis,0.886792452830189
60,epidermis_1,1,0.0188679245283019,gastrodermis,0.886792452830189
26,gastrodermis,65,0.878378378378378,gastrodermis,0.878378378378378
26,host_cells,2,0.027027027027027,gastrodermis,0.878378378378378
26,epidermis_2,2,0.027027027027027,gastrodermis,0.878378378378378
26,immune_2,1,0.0135135135135135,gastrodermis,0.878378378378378
26,gland_7,1,0.0135135135135135,gastrodermis,0.878378378378378
26,gland_8,1,0.0135135135135135,gastrodermis,0.878378378378378
26,neuron_11,1,0.0135135135135135,gastrodermis,0.878378378378378
26,unknown,1,0.0135135135135135,gastrodermis,0.878378378378378
13,gastrodermis,49,0.844827586206897,gastrodermis,0.844827586206897
13,host_cells,5,0.0862068965517242,gastrodermis,0.844827586206897
13,calicoblast,2,0.0344827586206897,gastrodermis,0.844827586206897
13,mitotic_host_cells,1,0.0172413793103448,gastrodermis,0.844827586206897
13,epidermis_1,1,0.0172413793103448,gastrodermis,0.844827586206897
11,gastrodermis,65,0.833333333333333,gastrodermis,0.833333333333333
11,mitotic_host_cells,4,0.0512820512820513,gastrodermis,0.833333333333333
11,epidermis_1,3,0.0384615384615385,gastrodermis,0.833333333333333
11,neuron_13,1,0.0128205128205128,gastrodermis,0.833333333333333
11,neuron_5,1,0.0128205128205128,gastrodermis,0.833333333333333
11,gland_1,1,0.0128205128205128,gastrodermis,0.833333333333333
11,gastrodermis_musclelike,1,0.0128205128205128,gastrodermis,0.833333333333333
11,host_cells,1,0.0128205128205128,gastrodermis,0.833333333333333
11,neuron_10,1,0.0128205128205128,gastrodermis,0.833333333333333
41,gastrodermis,30,0.833333333333333,gastrodermis,0.833333333333333
41,digestive_filaments,2,0.0555555555555556,gastrodermis,0.833333333333333
41,neuron_3,1,0.0277777777777778,gastrodermis,0.833333333333333
41,host_cells,1,0.0277777777777778,gastrodermis,0.833333333333333
41,neuron_6,1,0.0277777777777778,gastrodermis,0.833333333333333
41,neuron_12,1,0.0277777777777778,gastrodermis,0.833333333333333
69,gastrodermis,80,0.8,gastrodermis,0.8
69,digestive_filaments,5,0.05,gastrodermis,0.8
69,host_cells,4,0.04,gastrodermis,0.8
69,epidermis_1,2,0.02,gastrodermis,0.8
69,gland_5,2,0.02,gastrodermis,0.8
69,gastrodermis_musclelike,1,0.01,gastrodermis,0.8
69,gland_10,1,0.01,gastrodermis,0.8
69,gland_8,1,0.01,gastrodermis,0.8
69,epidermis_2,1,0.01,gastrodermis,0.8
69,gland_4,1,0.01,gastrodermis,0.8
69,neuron_5,1,0.01,gastrodermis,0.8
69,neuron_7,1,0.01,gastrodermis,0.8
74,gastrodermis,57,0.626373626373626,gastrodermis,0.626373626373626
74,epidermis_2,23,0.252747252747253,gastrodermis,0.626373626373626
74,digestive_filaments,3,0.032967032967033,gastrodermis,0.626373626373626
74,neuron_14,2,0.021978021978022,gastrodermis,0.626373626373626
74,neuron_12,1,0.010989010989011,gastrodermis,0.626373626373626
74,host_cells,1,0.010989010989011,gastrodermis,0.626373626373626
74,mitotic_host_cells,1,0.010989010989011,gastrodermis,0.626373626373626
74,neuron_10,1,0.010989010989011,gastrodermis,0.626373626373626
74,gland_8,1,0.010989010989011,gastrodermis,0.626373626373626
74,gland_5,1,0.010989010989011,gastrodermis,0.626373626373626
61,gastrodermis,26,0.577777777777778,gastrodermis,0.577777777777778
61,gastrodermis_musclelike,8,0.177777777777778,gastrodermis,0.577777777777778
61,digestive_filaments,4,0.0888888888888889,gastrodermis,0.577777777777778
61,epidermis_2,3,0.0666666666666667,gastrodermis,0.577777777777778
61,mitotic_host_cells,1,0.0222222222222222,gastrodermis,0.577777777777778
61,neuron_12,1,0.0222222222222222,gastrodermis,0.577777777777778
61,epidermis_1,1,0.0222222222222222,gastrodermis,0.577777777777778
61,host_cells,1,0.0222222222222222,gastrodermis,0.577777777777778
162,gastrodermis,19,0.422222222222222,gastrodermis,0.422222222222222
162,digestive_filaments,4,0.0888888888888889,gastrodermis,0.422222222222222
162,calicoblast,4,0.0888888888888889,gastrodermis,0.422222222222222
162,mitotic_host_cells,3,0.0666666666666667,gastrodermis,0.422222222222222
162,host_cells,2,0.0444444444444444,gastrodermis,0.422222222222222
162,neuron_1,2,0.0444444444444444,gastrodermis,0.422222222222222
162,neuron_13,2,0.0444444444444444,gastrodermis,0.422222222222222
162,gland_5,2,0.0444444444444444,gastrodermis,0.422222222222222
162,germline_sperm,1,0.0222222222222222,gastrodermis,0.422222222222222
162,neuron_9,1,0.0222222222222222,gastrodermis,0.422222222222222
162,neuron_8,1,0.0222222222222222,gastrodermis,0.422222222222222
162,gland_2,1,0.0222222222222222,gastrodermis,0.422222222222222
162,gland_6,1,0.0222222222222222,gastrodermis,0.422222222222222
162,epidermis_1,1,0.0222222222222222,gastrodermis,0.422222222222222
162,gland_3_digestive,1,0.0222222222222222,gastrodermis,0.422222222222222
160,gastrodermis,13,0.333333333333333,gastrodermis,0.333333333333333
160,digestive_filaments,13,0.333333333333333,gastrodermis,0.333333333333333
160,gastrodermis_musclelike,9,0.230769230769231,gastrodermis,0.333333333333333
160,calicoblast,2,0.0512820512820513,gastrodermis,0.333333333333333
160,neuron_5,1,0.0256410256410256,gastrodermis,0.333333333333333
160,neuron_3,1,0.0256410256410256,gastrodermis,0.333333333333333
73,gastrodermis,12,0.292682926829268,gastrodermis,0.292682926829268
73,host_cells,8,0.195121951219512,gastrodermis,0.292682926829268
73,digestive_filaments,6,0.146341463414634,gastrodermis,0.292682926829268
73,epidermis_2,4,0.0975609756097561,gastrodermis,0.292682926829268
73,mitotic_host_cells,3,0.0731707317073171,gastrodermis,0.292682926829268
73,neuron_13,2,0.0487804878048781,gastrodermis,0.292682926829268
73,neuron_7,1,0.024390243902439,gastrodermis,0.292682926829268
73,gland_2,1,0.024390243902439,gastrodermis,0.292682926829268
73,gland_8,1,0.024390243902439,gastrodermis,0.292682926829268
73,neuron_1,1,0.024390243902439,gastrodermis,0.292682926829268
73,calicoblast,1,0.024390243902439,gastrodermis,0.292682926829268
73,immune_1,1,0.024390243902439,gastrodermis,0.292682926829268
158,gastrodermis,11,0.186440677966102,gastrodermis,0.186440677966102
158,digestive_filaments,7,0.11864406779661,gastrodermis,0.186440677966102
158,epidermis_2,7,0.11864406779661,gastrodermis,0.186440677966102
158,mitotic_host_cells,7,0.11864406779661,gastrodermis,0.186440677966102
158,neuron_10,2,0.0338983050847458,gastrodermis,0.186440677966102
158,immune_2,2,0.0338983050847458,gastrodermis,0.186440677966102
158,neuron_2,2,0.0338983050847458,gastrodermis,0.186440677966102
158,gland_10,2,0.0338983050847458,gastrodermis,0.186440677966102
158,neuron_8,2,0.0338983050847458,gastrodermis,0.186440677966102
158,gland_3_digestive,2,0.0338983050847458,gastrodermis,0.186440677966102
158,neuron_14,2,0.0338983050847458,gastrodermis,0.186440677966102
158,neuron_12,2,0.0338983050847458,gastrodermis,0.186440677966102
158,gland_9,1,0.0169491525423729,gastrodermis,0.186440677966102
158,neuron_6,1,0.0169491525423729,gastrodermis,0.186440677966102
158,cnidocyte,1,0.0169491525423729,gastrodermis,0.186440677966102
158,gland_7,1,0.0169491525423729,gastrodermis,0.186440677966102
158,gland_8,1,0.0169491525423729,gastrodermis,0.186440677966102
158,epidermis_1,1,0.0169491525423729,gastrodermis,0.186440677966102
158,unknown,1,0.0169491525423729,gastrodermis,0.186440677966102
158,gland_5,1,0.0169491525423729,gastrodermis,0.186440677966102
158,neuron_13,1,0.0169491525423729,gastrodermis,0.186440677966102
158,gland_2,1,0.0169491525423729,gastrodermis,0.186440677966102
158,neuron_1,1,0.0169491525423729,gastrodermis,0.186440677966102
48,host_cells,115,1,host_cells,1
52,host_cells,161,1,host_cells,1
58,host_cells,98,1,host_cells,1
59,host_cells,48,1,host_cells,1
50,host_cells,137,0.964788732394366,host_cells,0.964788732394366
50,gastrodermis,1,0.00704225352112676,host_cells,0.964788732394366
50,immune_1,1,0.00704225352112676,host_cells,0.964788732394366
50,mitotic_host_cells,1,0.00704225352112676,host_cells,0.964788732394366
50,neuron_1,1,0.00704225352112676,host_cells,0.964788732394366
50,epidermis_1,1,0.00704225352112676,host_cells,0.964788732394366
56,host_cells,81,0.952941176470588,host_cells,0.952941176470588
56,neuron_8,1,0.0117647058823529,host_cells,0.952941176470588
56,mitotic_host_cells,1,0.0117647058823529,host_cells,0.952941176470588
56,digestive_filaments,1,0.0117647058823529,host_cells,0.952941176470588
56,gastrodermis,1,0.0117647058823529,host_cells,0.952941176470588
49,host_cells,59,0.936507936507937,host_cells,0.936507936507937
49,gastrodermis,2,0.0317460317460317,host_cells,0.936507936507937
49,mitotic_host_cells,2,0.0317460317460317,host_cells,0.936507936507937
57,host_cells,97,0.923809523809524,host_cells,0.923809523809524
57,mitotic_host_cells,7,0.0666666666666667,host_cells,0.923809523809524
57,gastrodermis,1,0.00952380952380953,host_cells,0.923809523809524
47,host_cells,69,0.92,host_cells,0.92
47,mitotic_host_cells,4,0.0533333333333333,host_cells,0.92
47,gastrodermis,1,0.0133333333333333,host_cells,0.92
47,digestive_filaments,1,0.0133333333333333,host_cells,0.92
51,host_cells,59,0.907692307692308,host_cells,0.907692307692308
51,gastrodermis,3,0.0461538461538462,host_cells,0.907692307692308
51,digestive_filaments,1,0.0153846153846154,host_cells,0.907692307692308
51,epidermis_1,1,0.0153846153846154,host_cells,0.907692307692308
51,mitotic_host_cells,1,0.0153846153846154,host_cells,0.907692307692308
53,host_cells,52,0.896551724137931,host_cells,0.896551724137931
53,gastrodermis,5,0.0862068965517242,host_cells,0.896551724137931
53,mitotic_host_cells,1,0.0172413793103448,host_cells,0.896551724137931
54,host_cells,79,0.752380952380952,host_cells,0.752380952380952
54,gastrodermis,12,0.114285714285714,host_cells,0.752380952380952
54,mitotic_host_cells,5,0.0476190476190476,host_cells,0.752380952380952
54,digestive_filaments,2,0.0190476190476191,host_cells,0.752380952380952
54,neuron_9,1,0.00952380952380953,host_cells,0.752380952380952
54,neuron_13,1,0.00952380952380953,host_cells,0.752380952380952
54,gland_10,1,0.00952380952380953,host_cells,0.752380952380952
54,calicoblast,1,0.00952380952380953,host_cells,0.752380952380952
54,gland_7,1,0.00952380952380953,host_cells,0.752380952380952
54,neuron_8,1,0.00952380952380953,host_cells,0.752380952380952
54,gland_3_digestive,1,0.00952380952380953,host_cells,0.752380952380952
55,host_cells,99,0.75,host_cells,0.75
55,mitotic_host_cells,16,0.121212121212121,host_cells,0.75
55,gastrodermis,8,0.0606060606060606,host_cells,0.75
55,gland_7,1,0.00757575757575758,host_cells,0.75
55,neuron_7,1,0.00757575757575758,host_cells,0.75
55,epidermis_1,1,0.00757575757575758,host_cells,0.75
55,gland_10,1,0.00757575757575758,host_cells,0.75
55,neuron_1,1,0.00757575757575758,host_cells,0.75
55,neuron_11,1,0.00757575757575758,host_cells,0.75
55,digestive_filaments,1,0.00757575757575758,host_cells,0.75
55,neuron_2,1,0.00757575757575758,host_cells,0.75
55,gland_8,1,0.00757575757575758,host_cells,0.75
46,host_cells,39,0.735849056603774,host_cells,0.735849056603774
46,gastrodermis,13,0.245283018867925,host_cells,0.735849056603774
46,epidermis_1,1,0.0188679245283019,host_cells,0.735849056603774
115,mitotic_host_cells,113,0.965811965811966,mitotic_host_cells,0.965811965811966
115,host_cells,2,0.0170940170940171,mitotic_host_cells,0.965811965811966
115,gastrodermis,1,0.00854700854700855,mitotic_host_cells,0.965811965811966
115,digestive_filaments,1,0.00854700854700855,mitotic_host_cells,0.965811965811966
118,mitotic_host_cells,126,0.961832061068702,mitotic_host_cells,0.961832061068702
118,host_cells,5,0.0381679389312977,mitotic_host_cells,0.961832061068702
116,mitotic_host_cells,65,0.955882352941176,mitotic_host_cells,0.955882352941176
116,neuron_1,1,0.0147058823529412,mitotic_host_cells,0.955882352941176
116,gastrodermis,1,0.0147058823529412,mitotic_host_cells,0.955882352941176
116,neuron_8,1,0.0147058823529412,mitotic_host_cells,0.955882352941176
117,mitotic_host_cells,102,0.918918918918919,mitotic_host_cells,0.918918918918919
117,host_cells,2,0.018018018018018,mitotic_host_cells,0.918918918918919
117,neuron_1,1,0.00900900900900901,mitotic_host_cells,0.918918918918919
117,digestive_filaments,1,0.00900900900900901,mitotic_host_cells,0.918918918918919
117,neuron_2,1,0.00900900900900901,mitotic_host_cells,0.918918918918919
117,calicoblast,1,0.00900900900900901,mitotic_host_cells,0.918918918918919
117,gland_1,1,0.00900900900900901,mitotic_host_cells,0.918918918918919
117,gland_8,1,0.00900900900900901,mitotic_host_cells,0.918918918918919
117,gastrodermis,1,0.00900900900900901,mitotic_host_cells,0.918918918918919
114,mitotic_host_cells,25,0.862068965517241,mitotic_host_cells,0.862068965517241
114,digestive_filaments,3,0.103448275862069,mitotic_host_cells,0.862068965517241
114,gland_6,1,0.0344827586206897,mitotic_host_cells,0.862068965517241
111,mitotic_host_cells,72,0.827586206896552,mitotic_host_cells,0.827586206896552
111,host_cells,12,0.137931034482759,mitotic_host_cells,0.827586206896552
111,gland_8,1,0.0114942528735632,mitotic_host_cells,0.827586206896552
111,gastrodermis,1,0.0114942528735632,mitotic_host_cells,0.827586206896552
111,epidermis_1,1,0.0114942528735632,mitotic_host_cells,0.827586206896552
113,mitotic_host_cells,47,0.810344827586207,mitotic_host_cells,0.810344827586207
113,host_cells,2,0.0344827586206897,mitotic_host_cells,0.810344827586207
113,digestive_filaments,2,0.0344827586206897,mitotic_host_cells,0.810344827586207
113,gastrodermis,2,0.0344827586206897,mitotic_host_cells,0.810344827586207
113,gland_10,1,0.0172413793103448,mitotic_host_cells,0.810344827586207
113,germline_sperm,1,0.0172413793103448,mitotic_host_cells,0.810344827586207
113,neuron_5,1,0.0172413793103448,mitotic_host_cells,0.810344827586207
113,neuron_11,1,0.0172413793103448,mitotic_host_cells,0.810344827586207
113,gland_1,1,0.0172413793103448,mitotic_host_cells,0.810344827586207
109,mitotic_host_cells,60,0.714285714285714,mitotic_host_cells,0.714285714285714
109,host_cells,20,0.238095238095238,mitotic_host_cells,0.714285714285714
109,gastrodermis,2,0.0238095238095238,mitotic_host_cells,0.714285714285714
109,gland_10,1,0.0119047619047619,mitotic_host_cells,0.714285714285714
109,neuron_1,1,0.0119047619047619,mitotic_host_cells,0.714285714285714
108,mitotic_host_cells,67,0.67,mitotic_host_cells,0.67
108,host_cells,25,0.25,mitotic_host_cells,0.67
108,gastrodermis,4,0.04,mitotic_host_cells,0.67
108,neuron_11,1,0.01,mitotic_host_cells,0.67
108,gland_8,1,0.01,mitotic_host_cells,0.67
108,gland_3_digestive,1,0.01,mitotic_host_cells,0.67
108,digestive_filaments,1,0.01,mitotic_host_cells,0.67
66,mitotic_host_cells,38,0.550724637681159,mitotic_host_cells,0.550724637681159
66,gastrodermis,14,0.202898550724638,mitotic_host_cells,0.550724637681159
66,host_cells,11,0.159420289855072,mitotic_host_cells,0.550724637681159
66,neuron_11,2,0.0289855072463768,mitotic_host_cells,0.550724637681159
66,gland_9,1,0.0144927536231884,mitotic_host_cells,0.550724637681159
66,gland_10,1,0.0144927536231884,mitotic_host_cells,0.550724637681159
66,epidermis_1,1,0.0144927536231884,mitotic_host_cells,0.550724637681159
66,gland_7,1,0.0144927536231884,mitotic_host_cells,0.550724637681159
110,mitotic_host_cells,24,0.452830188679245,mitotic_host_cells,0.452830188679245
110,host_cells,18,0.339622641509434,mitotic_host_cells,0.452830188679245
110,gastrodermis,5,0.0943396226415094,mitotic_host_cells,0.452830188679245
110,digestive_filaments,3,0.0566037735849057,mitotic_host_cells,0.452830188679245
110,immune_2,1,0.0188679245283019,mitotic_host_cells,0.452830188679245
110,gland_10,1,0.0188679245283019,mitotic_host_cells,0.452830188679245
110,epidermis_1,1,0.0188679245283019,mitotic_host_cells,0.452830188679245
112,germline_sperm,30,0.491803278688525,germline_sperm,0.491803278688525
112,mitotic_host_cells,26,0.426229508196721,germline_sperm,0.491803278688525
112,epidermis_1,1,0.0163934426229508,germline_sperm,0.491803278688525
