metacell_new,cell_type,N,frac,assigned_cell_type,assigned_frac
277,cnidocyte,43,0.977272727272727,cnidocyte,0.977272727272727
277,gland_10,1,0.0227272727272727,cnidocyte,0.977272727272727
195,gastrodermis_musclelike,75,0.76530612244898,gastrodermis_musclelike,0.76530612244898
195,gastrodermis,15,0.153061224489796,gastrodermis_musclelike,0.76530612244898
195,digestive_filaments,7,0.0714285714285714,gastrodermis_musclelike,0.76530612244898
195,gland_10,1,0.0102040816326531,gastrodermis_musclelike,0.76530612244898
168,gastrodermis,75,1,gastrodermis,1
171,gastrodermis,55,1,gastrodermis,1
173,gastrodermis,66,1,gastrodermis,1
175,gastrodermis,84,1,gastrodermis,1
199,gastrodermis,127,1,gastrodermis,1
201,gastrodermis,106,1,gastrodermis,1
205,gastrodermis,100,1,gastrodermis,1
206,gastrodermis,96,1,gastrodermis,1
207,gastrodermis,96,1,gastrodermis,1
216,gastrodermis,146,1,gastrodermis,1
254,gastrodermis,14,1,gastrodermis,1
167,gastrodermis,92,0.989247311827957,gastrodermis,0.989247311827957
167,host_cells,1,0.010752688172043,gastrodermis,0.989247311827957
166,gastrodermis,85,0.988372093023256,gastrodermis,0.988372093023256
166,neuron_11,1,0.0116279069767442,gastrodermis,0.988372093023256
198,gastrodermis,79,0.9875,gastrodermis,0.9875
198,neuron_2,1,0.0125,gastrodermis,0.9875
210,gastrodermis,67,0.985294117647059,gastrodermis,0.985294117647059
210,host_cells,1,0.0147058823529412,gastrodermis,0.985294117647059
214,gastrodermis,124,0.984126984126984,gastrodermis,0.984126984126984
214,neuron_11,1,0.00793650793650794,gastrodermis,0.984126984126984
214,neuron_5,1,0.00793650793650794,gastrodermis,0.984126984126984
157,gastrodermis,61,0.983870967741936,gastrodermis,0.983870967741936
157,digestive_filaments,1,0.0161290322580645,gastrodermis,0.983870967741936
203,gastrodermis,117,0.983193277310924,gastrodermis,0.983193277310924
203,neuron_11,2,0.0168067226890756,gastrodermis,0.983193277310924
209,gastrodermis,109,0.981981981981982,gastrodermis,0.981981981981982
209,immune_2,1,0.00900900900900901,gastrodermis,0.981981981981982
209,gland_6,1,0.00900900900900901,gastrodermis,0.981981981981982
217,gastrodermis,109,0.981981981981982,gastrodermis,0.981981981981982
217,host_cells,2,0.018018018018018,gastrodermis,0.981981981981982
174,gastrodermis,108,0.981818181818182,gastrodermis,0.981818181818182
174,neuron_11,1,0.00909090909090909,gastrodermis,0.981818181818182
174,cnidocyte,1,0.00909090909090909,gastrodermis,0.981818181818182
204,gastrodermis,145,0.97972972972973,gastrodermis,0.97972972972973
204,host_cells,2,0.0135135135135135,gastrodermis,0.97972972972973
204,neuron_14,1,0.00675675675675676,gastrodermis,0.97972972972973
194,gastrodermis,47,0.979166666666667,gastrodermis,0.979166666666667
194,digestive_filaments,1,0.0208333333333333,gastrodermis,0.979166666666667
200,gastrodermis,87,0.97752808988764,gastrodermis,0.97752808988764
200,neuron_4,1,0.0112359550561798,gastrodermis,0.97752808988764
200,host_cells,1,0.0112359550561798,gastrodermis,0.97752808988764
179,gastrodermis,42,0.976744186046512,gastrodermis,0.976744186046512
179,neuron_11,1,0.0232558139534884,gastrodermis,0.976744186046512
202,gastrodermis,167,0.976608187134503,gastrodermis,0.976608187134503
202,host_cells,2,0.0116959064327485,gastrodermis,0.976608187134503
202,gland_1,1,0.00584795321637427,gastrodermis,0.976608187134503
202,mitotic_host_cells,1,0.00584795321637427,gastrodermis,0.976608187134503
170,gastrodermis,120,0.975609756097561,gastrodermis,0.975609756097561
170,neuron_14,1,0.00813008130081301,gastrodermis,0.975609756097561
170,host_cells,1,0.00813008130081301,gastrodermis,0.975609756097561
170,gland_4,1,0.00813008130081301,gastrodermis,0.975609756097561
176,gastrodermis,120,0.975609756097561,gastrodermis,0.975609756097561
176,epidermis_2,1,0.00813008130081301,gastrodermis,0.975609756097561
176,gland_1,1,0.00813008130081301,gastrodermis,0.975609756097561
176,host_cells,1,0.00813008130081301,gastrodermis,0.975609756097561
169,gastrodermis,78,0.975,gastrodermis,0.975
169,cnidocyte,2,0.025,gastrodermis,0.975
