cell	UMI_per_cell	total_reads_per_cell	mapped_reads_per_cell	gene_mapped	mapped_reads_per_UMI	sample
WASP0001067	747	18859	23139	9033	30.9759036144578	ALL
WASP0001068	620	16040	18110	6581	29.2096774193548	ALL
WASP0001069	4899	112496	141183	57344	28.8187385180649	ALL
WASP0001070	1640	44595	51268	17964	31.2609756097561	ALL
WASP0001071	1168	31098	34213	11874	29.2919520547945	ALL
WASP0001072	1299	32305	40028	16691	30.8144726712856	ALL
WASP0001073	417	12770	13071	4218	31.3453237410072	ALL
WASP0001074	751	20415	21414	7076	28.5139813581891	ALL
WASP0001076	641	18846	18823	6477	29.3650546021841	ALL
WASP0001077	622	15869	17757	6637	28.548231511254	ALL
WASP0001078	1416	38950	44397	15938	31.353813559322	ALL
WASP0001079	1024	25482	32723	13499	31.9560546875	ALL
WASP0001080	659	15749	19678	8115	29.8603945371775	ALL
WASP0001081	1048	24726	31844	13622	30.3854961832061	ALL
WASP0001082	978	23866	26192	8103	26.7811860940695	ALL
WASP0001084	360	10922	9827	2564	27.2972222222222	ALL
WASP0001085	983	23070	28073	10756	28.558494404883	ALL
WASP0001086	729	14939	18941	7637	25.9821673525377	ALL
WASP0001087	394	8914	12257	5161	31.1091370558376	ALL
WASP0001088	704	19382	20860	7507	29.6306818181818	ALL
WASP0001090	1665	39857	51245	19047	30.7777777777778	ALL
WASP0001091	1902	47431	61623	25622	32.3990536277603	ALL
WASP0001092	1739	41803	48115	16758	27.6682001150086	ALL
WASP0001093	409	10113	10096	3185	24.6845965770171	ALL
WASP0001094	1226	30774	36060	13518	29.4127243066884	ALL
WASP0001095	769	19715	25426	10521	33.0637191157347	ALL
WASP0001096	440	11279	12547	4292	28.5159090909091	ALL
WASP0001097	2154	45939	58325	24377	27.077530176416	ALL
WASP0001098	3483	88762	102702	40996	29.4866494401378	ALL
WASP0001099	304	7008	8362	3374	27.5065789473684	ALL
WASP0001100	451	10541	11725	4042	25.9977827050998	ALL
WASP0001101	248	5102	6174	2545	24.8951612903226	ALL
WASP0001102	342	9308	9409	3008	27.5116959064328	ALL
WASP0001103	259	5807	6196	2060	23.9227799227799	ALL
WASP0001105	1835	44575	57140	24125	31.1389645776567	ALL
WASP0001106	1379	34216	41623	16397	30.183466279913	ALL
WASP0001107	2023	57846	62178	22113	30.7355412753337	ALL
WASP0001108	3727	84010	103262	41314	27.7064663268044	ALL
WASP0001109	803	25808	26176	7943	32.5977584059776	ALL
WASP0001112	2930	65111	90083	38286	30.7450511945393	ALL
WASP0001113	790	20257	22982	9100	29.0911392405063	ALL
WASP0001114	1291	34047	38345	13955	29.7017815646785	ALL
WASP0001116	1098	31249	33474	13248	30.4863387978142	ALL
WASP0001117	993	21574	28370	12117	28.5699899295065	ALL
WASP0001118	1341	36145	39970	13504	29.8061148396719	ALL
WASP0001119	719	23499	22338	5312	31.0681502086231	ALL
WASP0001120	2348	58962	72563	28294	30.9041737649063	ALL
WASP0001121	336	7697	7142	2200	21.2559523809524	ALL
WASP0001122	4804	109831	136267	56013	28.3653205661948	ALL
WASP0001123	556	15217	15733	5011	28.2967625899281	ALL
WASP0001124	489	10257	13219	5118	27.0327198364008	ALL
WASP0001125	846	19177	24874	10472	29.4018912529551	ALL
WASP0001126	2230	67153	71422	26409	32.027802690583	ALL
WASP0001127	539	12362	15633	6997	29.0037105751392	ALL
WASP0001128	57	1043	584	228	10.2456140350877	ALL
WASP0001130	1539	56850	54754	16528	35.5776478232619	ALL
WASP0001131	394	8913	9932	4057	25.2081218274112	ALL
WASP0001133	2913	101865	89266	26722	30.6440096120838	ALL
WASP0001134	487	12780	14233	5093	29.2258726899384	ALL
WASP0001136	1050	25285	30687	13184	29.2257142857143	ALL
WASP0001138	874	22530	23338	7792	26.7025171624714	ALL
WASP0001139	420	10623	13287	4737	31.6357142857143	ALL
WASP0001141	3123	87364	92405	33994	29.5885366634646	ALL
WASP0001142	2932	70101	82466	34377	28.1261937244202	ALL
WASP0001143	1495	37728	47064	18726	31.4809364548495	ALL
WASP0001144	1729	43289	51601	20526	29.8444187391556	ALL
WASP0001145	766	18781	22894	9724	29.88772845953	ALL
WASP0001146	533	14692	15285	5529	28.6772983114447	ALL
WASP0001147	359	10348	9508	3081	26.4846796657382	ALL
WASP0001148	1246	37128	36908	11602	29.6211878009631	ALL
WASP0001149	2984	67288	87216	36242	29.2278820375335	ALL
WASP0001151	591	17194	17298	5893	29.2690355329949	ALL
WASP0001152	235	10567	7376	1459	31.3872340425532	ALL
WASP0001153	2795	61205	78874	31541	28.2196779964222	ALL
WASP0001155	2012	48321	63474	28044	31.5477137176938	ALL
WASP0001157	2373	54874	74159	31925	31.2511588706279	ALL
WASP0001158	621	12666	16100	6958	25.9259259259259	ALL
WASP0001159	865	19903	30000	13819	34.6820809248555	ALL
WASP0001161	619	14122	18923	8489	30.5702746365105	ALL
WASP0001165	545	13945	15910	6658	29.1926605504587	ALL
WASP0001166	528	13839	14830	5636	28.0871212121212	ALL
WASP0001169	452	11132	12812	5072	28.3451327433628	ALL
WASP0001170	987	23140	30559	13151	30.9614994934144	ALL
WASP0001171	1626	45346	53023	21704	32.609471094711	ALL
WASP0001172	872	21583	22578	7734	25.8922018348624	ALL
WASP0001174	833	18681	25311	11017	30.3853541416567	ALL
WASP0001178	373	9189	10674	4258	28.6166219839142	ALL
WASP0001179	843	18602	25019	11071	29.6785290628707	ALL
WASP0001181	1198	23487	34357	15766	28.6786310517529	ALL
WASP0001182	436	12448	13325	4564	30.5619266055046	ALL
WASP0001183	894	24823	28543	10943	31.927293064877	ALL
WASP0001184	423	9563	12538	5214	29.6406619385343	ALL
WASP0001185	695	15877	18834	8135	27.0992805755396	ALL
WASP0001186	1160	27405	33379	13064	28.775	ALL
WASP0001187	344	9987	11071	4143	32.1831395348837	ALL
WASP0001189	769	14957	21899	9872	28.4772431729519	ALL
WASP0001190	1260	30048	37084	14607	29.431746031746	ALL
WASP0001191	257	6395	6855	2427	26.6731517509728	ALL
WASP0001192	1704	43884	55114	22445	32.343896713615	ALL
WASP0001193	321	10022	9385	2624	29.2367601246106	ALL
WASP0001196	871	22255	24750	9038	28.4156142365098	ALL
WASP0001198	989	23189	28225	11432	28.5389282103135	ALL
WASP0001199	840	21929	26103	9246	31.075	ALL
WASP0001200	187	4060	4846	2013	25.9144385026738	ALL
WASP0001201	358	8496	11113	4837	31.0418994413408	ALL
WASP0001202	908	22438	27011	10754	29.7477973568282	ALL
WASP0001203	1393	30352	38906	15772	27.929648241206	ALL
WASP0001204	444	13381	13051	4096	29.3941441441441	ALL
WASP0001206	331	10040	9580	3695	28.9425981873112	ALL
WASP0001207	1279	29694	38689	17040	30.2494136043784	ALL
WASP0001208	1520	34420	45977	20332	30.2480263157895	ALL
WASP0001210	252	6232	6536	2551	25.9365079365079	ALL
WASP0001211	3028	74655	94784	40553	31.3025099075297	ALL
WASP0001212	932	21489	28678	12582	30.7703862660944	ALL
WASP0001213	1102	27005	32986	13799	29.9328493647913	ALL
WASP0001214	178	5032	4972	1783	27.9325842696629	ALL
WASP0001215	986	26979	32324	12923	32.7829614604462	ALL
WASP0001218	521	18609	17106	5804	32.8330134357006	ALL
WASP0001219	2261	52963	74067	32741	32.7585139318885	ALL
WASP0001220	2575	70756	83151	33319	32.2916504854369	ALL
WASP0001222	482	11146	13593	5719	28.201244813278	ALL
WASP0001224	966	27108	28533	10930	29.5372670807453	ALL
WASP0001226	82	1908	1487	460	18.1341463414634	ALL
WASP0001227	665	18886	19961	7857	30.0165413533835	ALL
WASP0001228	304	7321	8978	3560	29.5328947368421	ALL
WASP0001229	1938	50448	62115	26018	32.0510835913313	ALL
WASP0001232	1450	31621	42075	18656	29.0172413793104	ALL
WASP0001233	1475	37334	48421	20775	32.8277966101695	ALL
WASP0001234	570	20051	18664	5051	32.7438596491228	ALL
WASP0001235	1556	36255	45970	19055	29.5437017994859	ALL
WASP0001236	1426	34669	44799	18383	31.4158485273492	ALL
WASP0001237	1030	27728	30492	11013	29.6038834951456	ALL
WASP0001238	3198	79540	85569	29314	26.7570356472796	ALL
WASP0001239	3198	87313	99904	38033	31.2395247029393	ALL
WASP0001240	827	23519	26017	9392	31.459492140266	ALL
WASP0001241	607	14386	17735	7000	29.2174629324547	ALL
WASP0001242	2217	65863	62566	20979	28.2210193955796	ALL
WASP0001243	745	16226	22335	9882	29.9798657718121	ALL
WASP0001245	519	13415	13810	4213	26.6088631984586	ALL
WASP0001246	832	21099	23951	9899	28.7872596153846	ALL
WASP0001247	962	21590	28368	11654	29.4885654885655	ALL
WASP0001248	2037	50349	58149	21914	28.5463917525773	ALL
WASP0001249	1196	28566	36626	15397	30.623745819398	ALL
WASP0001250	604	14486	15689	5340	25.9751655629139	ALL
WASP0001251	925	22366	25971	10363	28.0767567567568	ALL
WASP0001252	569	15822	16955	6010	29.7978910369069	ALL
WASP0001253	1213	28187	37106	15693	30.5902720527618	ALL
WASP0001255	945	26995	30494	11339	32.2687830687831	ALL
WASP0001256	209	5300	5604	2148	26.8133971291866	ALL
WASP0001257	1662	39218	48487	19063	29.1738868832732	ALL
WASP0001260	2050	48876	60384	25067	29.4556097560976	ALL
WASP0001261	1887	51689	59556	24111	31.5612082670906	ALL
WASP0001263	215	5579	5333	1774	24.8046511627907	ALL
WASP0001265	687	20387	20634	7310	30.0349344978166	ALL
WASP0001266	957	22086	29071	12365	30.3772204806688	ALL
WASP0001267	1735	43836	51136	20003	29.4731988472623	ALL
WASP0001269	523	12124	13382	5617	25.5869980879541	ALL
WASP0001271	331	6770	8089	3307	24.4380664652568	ALL
WASP0001273	490	12337	14254	5890	29.0897959183673	ALL
WASP0001274	229	5682	6508	2512	28.4192139737991	ALL
WASP0001275	2814	76628	90566	36870	32.1840796019901	ALL
WASP0001276	523	13898	16194	6833	30.9636711281071	ALL
WASP0001277	608	13746	17447	7359	28.6957236842105	ALL
WASP0001278	342	8064	8758	3452	25.6081871345029	ALL
WASP0001279	3676	92999	110346	41517	30.0179542981502	ALL
WASP0001280	900	22945	26077	9295	28.9744444444444	ALL
WASP0001281	1580	52699	54381	17360	34.4183544303797	ALL
WASP0001282	1541	40891	46033	15627	29.8721609344581	ALL
WASP0001284	873	31309	25649	6749	29.3802978235968	ALL
WASP0001285	4990	126225	141712	47446	28.3991983967936	ALL
WASP0001286	1522	36899	43771	17150	28.7588699080158	ALL
WASP0001288	1588	43036	46910	16106	29.5403022670025	ALL
WASP0001290	569	15889	15283	4966	26.8594024604569	ALL
WASP0001291	1480	34412	47397	20629	32.025	ALL
WASP0001292	249	5006	4902	1795	19.6867469879518	ALL
WASP0001294	3332	93971	98877	33450	29.6749699879952	ALL
WASP0001295	520	14596	14550	4974	27.9807692307692	ALL
WASP0001299	766	21159	21482	6524	28.0443864229765	ALL
WASP0001300	3194	80642	86182	30710	26.982467125861	ALL
WASP0001301	1077	23275	32361	14337	30.0473537604457	ALL
WASP0001302	618	17928	17455	6046	28.2443365695793	ALL
WASP0001304	765	17015	21035	8174	27.4967320261438	ALL
WASP0001305	509	12028	15540	6636	30.5304518664047	ALL
WASP0001307	640	24044	21202	4871	33.128125	ALL
WASP0001310	555	13461	16559	6595	29.836036036036	ALL
WASP0001311	901	23876	27073	10740	30.0477247502775	ALL
WASP0001312	1534	38713	43677	16085	28.4726205997392	ALL
WASP0001313	3653	92124	96621	33776	26.449767314536	ALL
WASP0001315	1016	24697	28204	11158	27.759842519685	ALL
WASP0001318	742	17905	21980	8506	29.622641509434	ALL
WASP0001319	4497	132617	130022	37022	28.9130531465421	ALL
WASP0001320	181	4138	4420	1699	24.4198895027624	ALL
WASP0001321	1431	35134	41658	15230	29.1111111111111	ALL
WASP0001322	648	14751	17980	7499	27.7469135802469	ALL
WASP0001323	775	18381	22411	9245	28.9174193548387	ALL
WASP0001324	532	15055	16415	6411	30.8552631578947	ALL
WASP0001325	2703	67463	81459	32365	30.1365149833518	ALL
WASP0001326	721	21400	23009	8692	31.9126213592233	ALL
WASP0001327	1894	51282	58585	23840	30.9318901795143	ALL
WASP0001328	3855	95204	114413	47226	29.6791180285344	ALL
WASP0001329	592	12531	15887	6545	26.8361486486487	ALL
WASP0001331	674	16601	18717	6383	27.7700296735905	ALL
WASP0001332	42	1264	429	117	10.2142857142857	ALL
WASP0001333	1470	45598	41618	9864	28.3115646258503	ALL
WASP0001334	727	20004	21358	7953	29.3782668500688	ALL
WASP0001335	1480	36591	41392	15050	27.9675675675676	ALL
WASP0001336	2185	53570	66637	27242	30.4974828375286	ALL
WASP0001337	882	25879	26340	8179	29.8639455782313	ALL
WASP0001338	776	18445	20778	7357	26.7757731958763	ALL
WASP0001339	2359	58113	62789	21584	26.6167867740568	ALL
WASP0001340	1461	35128	42411	18555	29.0287474332649	ALL
WASP0001341	1171	31778	33745	12277	28.8172502134927	ALL
WASP0001342	3848	104288	105753	35043	27.4825883575884	ALL
WASP0001343	851	19649	23745	9654	27.9024676850764	ALL
WASP0001344	630	16844	17970	6677	28.5238095238095	ALL
WASP0001346	1346	40775	38275	15029	28.4361069836553	ALL
WASP0001347	302	7529	7732	2980	25.6026490066225	ALL
WASP0001348	677	20536	20849	7215	30.7961595273264	ALL
WASP0001349	2751	65739	87546	37656	31.8233369683751	ALL
WASP0001350	451	12058	13776	5166	30.5454545454545	ALL
WASP0001351	687	15619	19298	8161	28.0902474526929	ALL
WASP0001353	2048	54226	66518	29089	32.4794921875	ALL
WASP0001354	1358	43234	43124	13022	31.7555228276878	ALL
WASP0001357	307	9222	8356	2857	27.2182410423453	ALL
WASP0001358	1706	38668	51187	21735	30.0041031652989	ALL
WASP0001360	778	14122	18298	7676	23.5192802056555	ALL
WASP0001361	1289	35789	37022	12184	28.7214895267649	ALL
WASP0001363	1190	25155	32898	14759	27.6453781512605	ALL
WASP0001364	4656	103679	143591	63439	30.8399914089347	ALL
WASP0001365	1601	38477	45845	18500	28.6352279825109	ALL
WASP0001366	2006	47039	68598	31077	34.1964107676969	ALL
WASP0001367	1529	41655	47186	18470	30.860693263571	ALL
WASP0001368	1134	29615	35386	14002	31.2045855379189	ALL
WASP0001369	6289	137904	158236	56701	25.160756877087	ALL
WASP0001370	1466	38211	41644	13831	28.4065484311051	ALL
WASP0001371	922	24689	26481	8802	28.7212581344902	ALL
WASP0001373	840	20274	24568	9578	29.247619047619	ALL
WASP0001374	738	22440	19122	6080	25.9105691056911	ALL
WASP0001375	221	6274	6390	2015	28.9140271493213	ALL
WASP0001377	1083	26827	27419	9516	25.3176361957525	ALL
WASP0001378	1070	36651	32803	9645	30.6570093457944	ALL
WASP0001383	1108	31904	33051	10711	29.8294223826715	ALL
WASP0001384	535	10897	13521	5224	25.2728971962617	ALL
WASP0002001	335	6789	8614	3929	25.7134328358209	ALL
WASP0002002	538	10113	12937	5950	24.046468401487	ALL
WASP0002004	15	172	21	9	1.4	ALL
WASP0002005	946	22671	25189	9672	26.6268498942918	ALL
WASP0002006	2974	67455	80184	32553	26.9616677874916	ALL
WASP0002007	1806	38649	51796	22164	28.6799557032115	ALL
WASP0002008	6030	146586	166293	61869	27.5776119402985	ALL
WASP0002009	352	8462	8973	3261	25.4914772727273	ALL
WASP0002010	1017	32961	32632	11342	32.086529006883	ALL
WASP0002011	1290	29716	33202	14066	25.737984496124	ALL
WASP0002012	1679	32441	46726	22018	27.8296605122097	ALL
WASP0002013	2429	55671	65441	26433	26.9415397282832	ALL
WASP0002014	2995	71733	79693	32025	26.6086811352254	ALL
WASP0002015	1517	35775	38166	14203	25.1588661832564	ALL
WASP0002016	3342	85850	92284	33564	27.6134051466188	ALL
WASP0002017	653	14907	19340	8398	29.6171516079633	ALL
WASP0002018	394	9509	9179	3713	23.2969543147208	ALL
WASP0002020	520	10798	13286	6049	25.55	ALL
WASP0002021	1964	41878	50699	21870	25.8141547861507	ALL
WASP0002025	1411	28925	36908	16402	26.1573352232459	ALL
WASP0002026	3340	70127	90988	39033	27.2419161676647	ALL
WASP0002029	610	12919	16413	7523	26.9065573770492	ALL
WASP0002030	324	6343	7733	3346	23.8672839506173	ALL
WASP0002031	622	14030	15389	6282	24.7411575562701	ALL
WASP0002033	1777	35234	46873	21457	26.3776027011818	ALL
WASP0002035	204	4446	4737	1732	23.2205882352941	ALL
WASP0002036	447	9435	10461	4417	23.4026845637584	ALL
WASP0002037	521	10866	13332	5792	25.5892514395394	ALL
WASP0002039	1319	30734	41012	18337	31.0932524639879	ALL
WASP0002040	447	9055	11501	5233	25.7293064876958	ALL
WASP0002041	1337	33839	38240	15413	28.6013462976814	ALL
WASP0002042	283	6355	6796	2708	24.0141342756184	ALL
WASP0002043	1396	29814	39602	17577	28.3681948424069	ALL
WASP0002044	2948	67740	71037	25844	24.0966757123474	ALL
WASP0002045	1326	28157	35720	15750	26.9381598793364	ALL
WASP0002046	150	3401	3082	1124	20.5466666666667	ALL
WASP0002047	339	7368	8981	3483	26.4926253687316	ALL
WASP0002048	334	6499	6696	2965	20.0479041916168	ALL
WASP0002050	2311	57582	56937	21411	24.6373864128083	ALL
WASP0002052	1178	25070	32408	14644	27.5110356536503	ALL
WASP0002053	25	604	274	108	10.96	ALL
WASP0002055	1114	21777	28834	13372	25.8833034111311	ALL
WASP0002056	1745	41551	44947	17776	25.7575931232092	ALL
WASP0002057	4348	127757	132068	40072	30.3744250229991	ALL
WASP0002058	2610	62415	70177	27218	26.8877394636015	ALL
WASP0002059	165	4178	3648	1153	22.1090909090909	ALL
WASP0002060	1641	32933	44671	21310	27.2218159658745	ALL
WASP0002061	1530	32005	36472	14454	23.837908496732	ALL
WASP0002063	250	4923	5781	2278	23.124	ALL
WASP0002066	7100	173605	193030	71891	27.187323943662	ALL
WASP0002067	169	3429	4192	1766	24.8047337278107	ALL
WASP0002068	1699	40280	48916	21302	28.7910535609182	ALL
WASP0002069	775	18878	21498	8488	27.7393548387097	ALL
WASP0002072	988	31719	26862	7792	27.1882591093117	ALL
WASP0002073	653	14950	16982	6862	26.0061255742726	ALL
WASP0002075	276	6204	6833	2919	24.7572463768116	ALL
WASP0002078	359	7750	8471	3446	23.5961002785515	ALL
WASP0002079	973	20803	27142	11924	27.8951695786228	ALL
WASP0002080	2624	52927	68902	30879	26.2583841463415	ALL
WASP0002082	2662	66307	67342	24191	25.297520661157	ALL
WASP0002083	4052	96561	108765	45080	26.8423000987167	ALL
WASP0002085	2154	51380	57421	21303	26.6578458681523	ALL
WASP0002086	81	1702	1365	515	16.8518518518519	ALL
WASP0002088	1061	24749	30593	13360	28.8341187558907	ALL
WASP0002089	1330	32035	34271	13777	25.7676691729323	ALL
WASP0002090	716	17051	17614	6591	24.6005586592179	ALL
WASP0002091	1416	31076	37181	15825	26.2577683615819	ALL
WASP0002093	141	2721	3003	1241	21.2978723404255	ALL
WASP0002095	1807	54147	48594	16085	26.8920863309353	ALL
WASP0002096	2084	48144	56902	24134	27.3042226487524	ALL
WASP0002097	1414	24611	31104	13856	21.997171145686	ALL
WASP0002100	1111	22413	28282	12802	25.4563456345635	ALL
WASP0002102	1116	23830	27499	11604	24.6406810035842	ALL
WASP0002103	1564	33091	45401	21124	29.0287723785166	ALL
WASP0002104	1911	39987	51518	22357	26.9586603872318	ALL
WASP0002107	537	11652	14556	6279	27.1061452513966	ALL
WASP0002108	593	11950	14283	6395	24.0860033726813	ALL
WASP0002110	1070	20977	25756	11098	24.0710280373832	ALL
WASP0002111	1008	21878	28611	12707	28.3839285714286	ALL
WASP0002112	1377	28871	37904	17557	27.5265068990559	ALL
WASP0002113	1028	28070	29617	11519	28.8103112840467	ALL
WASP0002114	1479	31196	39810	17757	26.9168356997972	ALL
WASP0002115	24	603	39	15	1.625	ALL
WASP0002116	940	19540	23965	9732	25.4946808510638	ALL
WASP0002117	646	13349	17681	7897	27.3699690402477	ALL
WASP0002118	180	3651	3650	1297	20.2777777777778	ALL
WASP0002119	1287	28006	33073	14405	25.6977466977467	ALL
WASP0002121	1789	41071	48965	22084	27.3700391280045	ALL
WASP0002122	1053	19736	26086	11387	24.7730294396961	ALL
WASP0002123	179	4878	5189	1699	28.9888268156425	ALL
WASP0002124	1017	25492	26248	9575	25.8092428711898	ALL
WASP0002125	2759	67355	79112	30047	28.6741573033708	ALL
WASP0002127	430	9261	10312	4598	23.9813953488372	ALL
WASP0002128	691	14956	18789	8669	27.1910274963821	ALL
WASP0002129	2337	48292	66455	30437	28.4360290971331	ALL
WASP0002131	1338	29390	35459	14769	26.5014947683109	ALL
WASP0002133	1919	41866	48287	21306	25.1625846795206	ALL
WASP0002134	616	12466	14714	6732	23.8863636363636	ALL
WASP0002137	1633	32312	41924	19335	25.6729944886712	ALL
WASP0002138	1272	26741	32493	13787	25.5448113207547	ALL
WASP0002139	2634	48632	68404	31839	25.9696279422931	ALL
WASP0002140	764	15714	19380	8386	25.3664921465969	ALL
WASP0002141	2642	54848	72314	32633	27.3709311127933	ALL
WASP0002143	1602	61891	48017	12320	29.9731585518102	ALL
WASP0002144	956	23496	23675	9432	24.7646443514644	ALL
WASP0002145	626	13139	15064	6856	24.0638977635783	ALL
WASP0002146	2013	47916	58187	24867	28.9056135121709	ALL
WASP0002149	3216	72476	80830	33018	25.1337064676617	ALL
WASP0002150	695	18194	20174	7966	29.0273381294964	ALL
WASP0002151	1504	41879	41021	13511	27.2746010638298	ALL
WASP0002152	1735	35909	47008	21796	27.0939481268012	ALL
WASP0002156	530	10607	12707	5657	23.9754716981132	ALL
WASP0002159	185	4058	4879	2030	26.372972972973	ALL
WASP0002160	1110	25133	30067	12988	27.0873873873874	ALL
WASP0002161	606	12560	15176	6600	25.042904290429	ALL
WASP0002163	908	21659	25299	10065	27.8623348017621	ALL
WASP0002165	1668	35501	43331	18530	25.9778177458034	ALL
WASP0002166	5568	133206	154491	55698	27.7462284482759	ALL
WASP0002167	1203	29651	33548	13605	27.8869492934331	ALL
WASP0002168	5324	133068	152585	61313	28.6598422238918	ALL
WASP0002169	1342	25593	32196	13964	23.9910581222057	ALL
WASP0002170	1534	32153	43255	19325	28.1975228161669	ALL
WASP0002173	3856	93193	100474	38940	26.0565352697095	ALL
WASP0002174	1134	24910	32660	15078	28.8007054673721	ALL
WASP0002175	561	18539	20151	5921	35.9197860962567	ALL
WASP0002177	396	10202	8635	3489	21.8055555555556	ALL
WASP0002178	931	20762	22732	9626	24.4167561761547	ALL
WASP0002179	1040	25127	27408	9410	26.3538461538462	ALL
WASP0002180	1718	35553	42542	18865	24.7625145518044	ALL
WASP0002181	1800	43128	47958	18718	26.6433333333333	ALL
WASP0002182	2708	61811	74720	32503	27.5923190546529	ALL
WASP0002183	2365	49724	66225	29992	28.0021141649049	ALL
WASP0002184	2944	101016	91052	25703	30.9279891304348	ALL
WASP0002185	863	24830	22737	8483	26.3464658169177	ALL
WASP0002187	4770	116357	126446	47070	26.5085953878407	ALL
WASP0002188	2781	59819	75250	32731	27.0586120100683	ALL
WASP0002189	773	16842	19446	7643	25.1565329883571	ALL
WASP0002190	1987	36141	49897	23442	25.1117262204328	ALL
WASP0002191	1317	32771	39134	15506	29.7145026575551	ALL
WASP0002192	1005	20041	24274	10863	24.1532338308458	ALL
WASP0002193	1269	25953	30380	12690	23.9401103230891	ALL
WASP0002194	2607	59575	70066	28722	26.8761028001534	ALL
WASP0002195	2032	31222	39733	17511	19.5536417322835	ALL
WASP0002196	1918	47217	52594	20555	27.4212721584984	ALL
WASP0002197	619	14365	13797	5142	22.2891760904685	ALL
WASP0002198	1353	25513	34633	15896	25.5971914264597	ALL
WASP0002199	754	18469	20623	8445	27.3514588859416	ALL
WASP0002200	2660	57294	72429	33145	27.2289473684211	ALL
WASP0002202	368	8237	9199	3735	24.9972826086957	ALL
WASP0002203	1211	24479	32816	15179	27.0982658959538	ALL
WASP0002204	1921	38348	49472	22938	25.7532535137949	ALL
WASP0002205	208	4568	4659	1890	22.3990384615385	ALL
WASP0002207	909	20237	23351	10175	25.6886688668867	ALL
WASP0002208	1356	28204	37499	17194	27.6541297935103	ALL
WASP0002209	570	12496	14944	6790	26.2175438596491	ALL
WASP0002210	862	18534	23738	10754	27.538283062645	ALL
WASP0002211	635	13574	16385	6974	25.8031496062992	ALL
WASP0002212	664	13476	16357	6952	24.6340361445783	ALL
WASP0002213	170	4248	4370	1675	25.7058823529412	ALL
WASP0002214	1673	31340	42389	19886	25.3371189479976	ALL
WASP0002215	746	18246	19859	7890	26.6206434316354	ALL
WASP0002216	1675	36194	48994	21662	29.2501492537313	ALL
