gene	gene_umis
Spis1267_1	308
Spis12692_1	14
Spis12694_1	33
Spis12695_1	3
Spis12698_1	1018
Spis12704_1	15
Spis12706_1	7
Spis12711_1	21
Spis12733_1	42
Spis12735_1	61
Spis12737_1	48
Spis12771_1	7
Spis12774_1	2
Spis12801_1	11
Spis12823_1	14
Spis12885_1	37
Spis12887_1	698
Spis12902_1	9
Spis12914_1	31
Spis12923_1	1
Spis12926_1	15
Spis12927_1	20
Spis12928_1	758
Spis12929_1	212
Spis12933_1	121
Spis12936_1	31
Spis12938_1	87
Spis12941_1	12
Spis12947_1	3
Spis12949_1	52
Spis12952_1	71
Spis12963_1	70
Spis12964_1	16
Spis12980_1	35
Spis13000_1	1
Spis13003_1	283
Spis13004_1	31
Spis13005_1	19
Spis13006_1	0
Spis13008_1	3
Spis13013_1	0
Spis13014_1	3
Spis13016_1	0
Spis13017_1	0
Spis13020_1	0
Spis13026_1	0
Spis13027_1	0
Spis13030_1	0
Spis13035_1	0
Spis13037_1	52
Spis13038_1	15
Spis13042_1	25
Spis13055_1	935
Spis13063_1	8
Spis13066_1	277
Spis13068_1	10
Spis13069_1	11
Spis1306_1	91
Spis13073_1	110
Spis13077_1	256
Spis13079_1	22
Spis13081_1	52
Spis13084_1	178
Spis13089_1	7
Spis13090_1	62
Spis13092_1	26
Spis13093_1	4
Spis13097_1	39
Spis13098_1	10
Spis13099_1	24
Spis13132_1	22
Spis13140_1	18
Spis13141_1	2
Spis13158_1	91
Spis13159_1	51
Spis13165_1	39
Spis13176_1	69
Spis13179_1	46
Spis1317_1	32
Spis1318_1	77
Spis13206_1	14
Spis13242_1	35
Spis13245_1	81
Spis13291_1	66
Spis13292_1	161
Spis13293_1	111
Spis13299_1	96
Spis13300_1	94
Spis13302_1	128
Spis13304_1	252
Spis13306_1	21
Spis13307_1	8
Spis13308_1	31
Spis13312_1	65
Spis13316_1	49
Spis13318_1	79
Spis13319_1	8
Spis13322_1	50
Spis13323_1	8
Spis13325_1	56
Spis13326_1	15
Spis13327_1	146
Spis13343_1	21
Spis13348_1	0
Spis13378_1	6
Spis13405_1	5
Spis13417_1	346
Spis13425_1	11
Spis13426_1	54
Spis13433_1	4
Spis13435_1	17
Spis13437_1	22
Spis13439_1	175
Spis13445_1	248
Spis13446_1	2
Spis13453_1	4
Spis13454_1	0
Spis13456_1	8
Spis13465_1	1802
Spis13478_1	8
Spis13483_1	0
Spis13493_1	212
Spis13500_1	283
Spis13502_1	14
Spis13524_1	12
Spis13525_1	9
Spis13526_1	0
Spis13527_1	50
Spis13528_1	39
Spis13530_1	1
Spis13535_1	93
Spis13536_1	3
Spis13541_1	137
Spis13542_1	9
Spis13548_1	106
Spis13550_1	209
Spis13551_1	32
Spis13558_1	152
Spis13559_1	33
Spis13568_1	34
Spis13572_1	128
Spis13578_1	53
Spis13588_1	106
Spis13589_1	50
Spis13593_1	43
Spis13595_1	9
Spis13598_1	13
Spis13599_1	5
Spis13619_1	136
Spis13625_1	5
Spis13628_1	11
Spis13633_1	2131
Spis13641_1	0
Spis13644_1	13
Spis13647_1	23
Spis13651_1	224
Spis13660_1	47
Spis13662_1	18
Spis13663_1	15
Spis13665_1	103
Spis13681_1	127
Spis13682_1	14
Spis13683_1	20
Spis13684_1	155
Spis13685_1	19
Spis13688_1	104
Spis13710_1	10
Spis13711_1	9
Spis13713_1	42
Spis13715_1	30
Spis13728_1	639
Spis13729_1	40
Spis13738_1	39
Spis13751_1	513
Spis13762_1	21
Spis13766_1	24
Spis13768_1	18
Spis13771_1	139
Spis13808_1	5
Spis13810_1	36
Spis13865_1	21
Spis13872_1	175
Spis13891_1	15
Spis13892_1	41
Spis13900_1	14
Spis13902_1	19
Spis13904_1	16
Spis13906_1	4
Spis13914_1	235
Spis13915_1	21
Spis13947_1	8
Spis13950_1	29
Spis13974_1	3
Spis13976_1	9
Spis13985_1	60
Spis13_1	40
Spis14029_1	4
Spis14031_1	126
Spis14047_1	87
Spis14061_1	26
Spis14065_1	3
Spis14072_1	279
Spis14078_1	95
Spis14087_1	41
Spis1410_1	88
Spis1412_1	38
Spis14141_1	6
Spis14142_1	58
Spis14143_1	404
Spis14144_1	32
Spis14148_1	11
Spis14153_1	4
Spis14158_1	84
Spis14163_1	18
Spis14185_1	20
Spis14189_1	83
Spis14190_1	20
Spis14191_1	22
Spis14192_1	35
Spis14193_1	2
Spis14194_1	14
Spis14195_1	176
Spis14196_1	9
Spis14197_1	46
Spis14198_1	0
Spis14199_1	131
Spis1419_1	23
Spis14200_1	159
Spis14212_1	813
Spis14215_1	6
Spis14230_1	33
Spis14232_1	32
Spis14234_1	147
Spis14236_1	101
Spis1425_1	149
Spis14270_1	15
Spis14273_1	40
Spis14275_1	6
Spis14279_1	30
Spis1427_1	27
Spis14283_1	60
Spis14289_1	28
Spis14292_1	40
Spis14300_1	250
Spis14302_1	338
Spis14303_1	28
Spis14304_1	8
Spis14306_1	10
Spis14308_1	2
Spis14310_1	428
Spis14325_1	114
Spis14330_1	15
Spis14333_1	0
Spis14335_1	5
Spis14348_1	129
Spis1434_1	31
Spis14364_1	12
Spis14374_1	23
Spis14382_1	38
Spis14398_1	0
Spis14410_1	27
Spis14425_1	1
Spis14426_1	56
Spis14428_1	17
Spis14429_1	14
Spis14432_1	30
Spis14441_1	176
Spis14449_1	83
Spis14450_1	232
Spis14451_1	52
Spis14455_1	24
Spis14464_1	2463
Spis14480_1	79
Spis14485_1	410
Spis14486_1	2
Spis1449_1	50
Spis14506_1	277
Spis14515_1	4
Spis14517_1	66
Spis14518_1	22
Spis14519_1	757
Spis14520_1	17
Spis14525_1	9
Spis14529_1	63
Spis14530_1	15
Spis14532_1	5
Spis14533_1	2
Spis14534_1	71
Spis14543_1	32
Spis14545_1	10
Spis14559_1	21
Spis14561_1	15
Spis14562_1	45
Spis14563_1	21
Spis14565_1	2
Spis14566_1	37
Spis14567_1	160
Spis14568_1	5
Spis14569_1	0
Spis14570_1	24
Spis14571_1	51
Spis14573_1	38
Spis14574_1	14
Spis14575_1	32
Spis14584_1	19
Spis14586_1	166
Spis14594_1	5
Spis145_1	13
Spis14625_1	1
Spis14638_1	302
Spis14643_1	409
Spis14646_1	115
Spis14689_1	311
Spis14732_1	39
Spis14751_1	325
Spis14752_1	54
Spis14755_1	0
Spis14757_1	6
Spis14759_1	224
Spis14761_1	65
Spis14762_1	113
Spis14765_1	87
Spis14767_1	48
Spis14768_1	40
Spis14769_1	2
Spis14770_1	39
Spis14771_1	26
Spis14778_1	87
Spis14779_1	1
Spis14795_1	64
Spis14801_1	13
Spis14803_1	84
Spis14804_1	128
Spis14805_1	55
Spis14830_1	100
Spis14835_1	114
Spis14836_1	3
Spis14837_1	220
Spis14839_1	45
Spis14840_1	29
Spis14850_1	45
Spis14871_1	94
Spis14875_1	11
Spis14900_1	349
Spis14901_1	0
Spis14902_1	25
Spis14904_1	5
Spis14905_1	36
Spis14915_1	8
Spis14916_1	18
Spis14919_1	425
Spis1492_1	49
Spis14947_1	4
Spis14948_1	5
Spis14949_1	1
Spis1494_1	83
Spis14951_1	3558
Spis14952_1	98
Spis1495_1	141
Spis14971_1	53
Spis14976_1	27
Spis14977_1	28
Spis14986_1	421
Spis14993_1	70
Spis14996_1	78
Spis15004_1	0
Spis15005_1	4
Spis15006_1	2
Spis15029_1	2
Spis15035_1	47
Spis15072_1	55
Spis15079_1	10
Spis15085_1	10
Spis15091_1	4
Spis15096_1	26
Spis15119_1	32
Spis15120_1	76
Spis15122_1	72
Spis15123_1	94
Spis15151_1	179
Spis15153_1	16
Spis15173_1	79
Spis1517_1	27
Spis15190_1	527
Spis15194_1	52
Spis15204_1	29
Spis15205_1	90
Spis15206_1	11
Spis15207_1	446
Spis15255_1	21
Spis15263_1	252
Spis1528_1	80
Spis15290_1	16
Spis15293_1	9
Spis15301_1	39
Spis15368_1	17
Spis15378_1	35
Spis15379_1	70
Spis15385_1	47
Spis15387_1	48
Spis15388_1	50
Spis15389_1	8
Spis15390_1	36
Spis15391_1	31
Spis15402_1	5
Spis15403_1	78
Spis15405_1	184
Spis15407_1	111
Spis15408_1	133
Spis1540_1	68
Spis1541_1	1
Spis15427_1	55
Spis15447_1	4
Spis15454_1	21
Spis15455_1	75
Spis15456_1	0
Spis15464_1	48
Spis15477_1	10
Spis15490_1	25
Spis15496_1	55
Spis15497_1	83
Spis15510_1	140
Spis15512_1	60
Spis15518_1	39
Spis15529_1	47
Spis15548_1	138
Spis15554_1	133
Spis15570_1	0
Spis15571_1	0
Spis15572_1	36
Spis15574_1	1521
Spis1557_1	37
Spis15586_1	12
Spis15587_1	23
Spis15614_1	50
Spis15615_1	39
Spis15618_1	62
Spis15638_1	71
Spis15674_1	256
Spis15697_1	80
Spis15698_1	8
Spis15711_1	1054
Spis15715_1	7
Spis15716_1	39
Spis1571_1	9
Spis15722_1	32
Spis15759_1	30
Spis15763_1	183
Spis15783_1	83
Spis15792_1	58
Spis15796_1	36
Spis15799_1	86
Spis15805_1	6
Spis15806_1	49
Spis15808_1	212
Spis15809_1	83
Spis1580_1	24
Spis15812_1	14
Spis15814_1	75
Spis15815_1	12
Spis15817_1	20
Spis15818_1	3
Spis15828_1	2
Spis15830_1	19
Spis15836_1	37
Spis15843_1	82
Spis15844_1	14
Spis15847_1	58
Spis15850_1	257
Spis15851_1	453
Spis15852_1	77
Spis15853_1	24
Spis15856_1	117
Spis15858_1	16
Spis15859_1	5
Spis15867_1	8
Spis15868_1	869
Spis15871_1	81
Spis15897_1	7
Spis15907_1	12
Spis15925_1	53
Spis15931_1	30
Spis15932_1	155
Spis15938_1	19
Spis15939_1	4
Spis15940_1	53
Spis15941_1	73
Spis15943_1	32
Spis15961_1	2
Spis15984_1	78
Spis15987_1	8
Spis1599_1	81
Spis16000_1	6
Spis16004_1	170
Spis16005_1	104
Spis16010_1	113
Spis16011_1	54
Spis16012_1	7
Spis16015_1	54
Spis16042_1	6
Spis16046_1	24
Spis16050_1	38
Spis16061_1	39
Spis16081_1	151
Spis1610_1	145
Spis1611_1	22
Spis16166_1	262
Spis16183_1	32
Spis16188_1	122
Spis16193_1	61
Spis16195_1	19
Spis16207_1	47
Spis16220_1	21
Spis16229_1	47
Spis16237_1	141
Spis16293_1	170
Spis16295_1	0
Spis16303_1	6
Spis16304_1	28
Spis16305_1	148
Spis16306_1	20
Spis16318_1	8
Spis16328_1	4171
Spis16329_1	2
Spis16332_1	88
Spis16336_1	8
Spis16340_1	19
Spis16376_1	95
Spis16377_1	24
Spis16378_1	6
Spis16381_1	168
Spis16384_1	18
Spis16407_1	19
Spis1640_1	74
Spis16410_1	89
Spis16412_1	109
Spis16416_1	4
Spis16417_1	26
Spis16418_1	89
Spis16428_1	23
Spis16429_1	32
Spis16450_1	104
Spis16459_1	17
Spis16461_1	18
Spis16462_1	35
Spis16463_1	28
Spis16474_1	2081
Spis16475_1	959
Spis16479_1	22
Spis16497_1	76
Spis16508_1	132
Spis16510_1	52
Spis16511_1	8
Spis16514_1	128
Spis16515_1	2
Spis16517_1	280
Spis16519_1	0
Spis16521_1	272
Spis16522_1	0
Spis16529_1	5
Spis16530_1	8
Spis16533_1	70
Spis16534_1	18
Spis16535_1	3
Spis16543_1	2060
Spis16544_1	951
Spis16553_1	53
Spis16554_1	110
Spis16556_1	6
Spis16562_1	206
Spis16565_1	9
Spis16583_1	90
Spis16592_1	139
Spis16595_1	11
Spis16618_1	291
Spis16620_1	14
Spis16621_1	9
Spis16639_1	46
Spis16640_1	24
Spis16654_1	17
Spis16690_1	31
Spis16691_1	29
Spis16692_1	13
Spis16697_1	2
Spis16698_1	1
Spis1671_1	41
Spis1673_1	15
Spis16742_1	141
Spis16748_1	52
Spis16749_1	24
Spis16763_1	84
Spis16765_1	129
Spis16766_1	138
Spis16768_1	41
Spis16769_1	112
Spis16772_1	11
Spis16773_1	352
Spis16776_1	22
Spis16777_1	22
Spis16788_1	3
Spis16809_1	6
Spis16810_1	171
Spis16812_1	45
Spis16815_1	12
Spis16834_1	10
Spis16837_1	46
Spis16841_1	18
Spis16843_1	8
Spis16845_1	37
Spis16846_1	37
Spis16894_1	108
Spis168_1	222
Spis16915_1	5
Spis16916_1	3
Spis16919_1	21
Spis16921_1	33
Spis16923_1	76
Spis16924_1	42
Spis16925_1	5
Spis16930_1	34
Spis16954_1	16
Spis16955_1	31
Spis16958_1	33
Spis16965_1	15
Spis16968_1	6
Spis16970_1	102
Spis16971_1	21
Spis16973_1	485
Spis16974_1	71
Spis16975_1	13
Spis169_1	187
Spis17009_1	547
Spis17016_1	50
Spis17040_1	1
Spis17041_1	11
Spis17052_1	127
Spis17057_1	38
Spis17065_1	56
Spis17066_1	8
Spis17072_1	54
Spis17085_1	80
Spis17144_1	7
Spis17147_1	202
Spis1715_1	156
Spis17165_1	35
Spis17166_1	151
Spis17167_1	9
Spis17168_1	3
Spis1716_1	37
Spis17178_1	8
Spis17183_1	36
Spis17184_1	0
Spis17195_1	267
Spis17218_1	3
Spis17219_1	8
Spis17220_1	27
Spis1723_1	64
Spis17243_1	133
Spis17249_1	172
Spis17250_1	158
Spis17251_1	144
Spis17252_1	34
Spis17256_1	75
Spis17259_1	118
Spis17266_1	714
Spis1730_1	614
Spis17318_1	54
Spis17328_1	64
Spis17329_1	24
Spis17352_1	122
Spis17362_1	409
Spis1736_1	1
Spis17371_1	56
Spis17372_1	7
Spis17379_1	1
Spis17382_1	1
Spis17383_1	262
Spis17386_1	52
Spis17388_1	15
Spis17389_1	9
Spis17395_1	43
Spis17396_1	49
Spis17405_1	34
Spis17407_1	51
Spis17423_1	25
Spis17441_1	199
Spis17451_1	228
Spis17458_1	19
Spis17480_1	22
Spis17481_1	110
Spis17486_1	29
Spis17492_1	0
Spis17505_1	81
Spis17506_1	8
Spis17520_1	23
Spis17533_1	50
Spis17534_1	22
Spis17554_1	7
Spis17556_1	19
Spis17569_1	43
Spis17570_1	21
Spis1757_1	37
Spis17584_1	38
Spis17598_1	22
Spis17599_1	29
Spis17600_1	365
Spis17602_1	140
Spis17605_1	337
Spis17606_1	16
Spis17607_1	81
Spis17608_1	69
Spis17609_1	11
Spis17610_1	27
Spis17611_1	3
Spis17612_1	82
Spis17616_1	0
Spis17619_1	140
Spis1761_1	1522
Spis1765_1	5
Spis17666_1	136
Spis17667_1	112
Spis17668_1	19
Spis1769_1	790
Spis17707_1	27
Spis1770_1	276
Spis17712_1	52
Spis17717_1	8
Spis17719_1	8
Spis17720_1	227
Spis17738_1	0
Spis17749_1	18
Spis17756_1	16
Spis17757_1	16
Spis17758_1	104
Spis1775_1	17
Spis17763_1	16
Spis17772_1	48
Spis17773_1	115
Spis17774_1	1
Spis17777_1	18
Spis1778_1	4
Spis17790_1	0
Spis17791_1	10
Spis17793_1	9
Spis17796_1	68
Spis17802_1	1087
Spis17803_1	41
Spis17805_1	3
Spis17807_1	3
Spis17808_1	147
Spis1780_1	19
Spis17811_1	59
Spis17812_1	10
Spis1781_1	80
Spis17832_1	4
Spis1785_1	79
Spis1786_1	320
Spis17897_1	2
Spis17901_1	14
Spis17902_1	13
Spis17903_1	154
Spis17906_1	6
Spis17907_1	166
Spis17908_1	4
Spis17912_1	64
Spis17918_1	154
Spis17919_1	1
Spis17922_1	115
Spis17938_1	44
Spis17943_1	216
Spis17947_1	20
Spis17972_1	246
Spis17974_1	66
Spis1798_1	33
Spis1799_1	187
Spis18006_1	74
Spis18011_1	72
Spis18012_1	177
Spis18015_1	34
Spis1802_1	72
Spis1805_1	250
Spis18062_1	23
Spis18063_1	24
Spis18071_1	2
Spis18074_1	30
Spis18087_1	114
Spis18094_1	91
Spis18095_1	51
Spis18098_1	727
Spis18099_1	45
Spis18104_1	1
Spis18106_1	81
Spis18109_1	45
Spis18114_1	5
Spis18122_1	32
Spis18123_1	30
Spis18128_1	31
Spis18130_1	101
Spis18135_1	14
Spis18136_1	2531
Spis18142_1	8
Spis18143_1	110
Spis18144_1	21
Spis18147_1	20
Spis18154_1	18
Spis18173_1	0
Spis18175_1	8
Spis18206_1	10
Spis18211_1	12
Spis18250_1	25
Spis18254_1	12
Spis18255_1	42
Spis18282_1	3
Spis18293_1	234
Spis18295_1	32
Spis18296_1	144
Spis18297_1	44
Spis18298_1	108
Spis18299_1	35
Spis18300_1	5
Spis18301_1	222
Spis18304_1	12
Spis18305_1	30
Spis18306_1	34
Spis18307_1	196
Spis18309_1	42
Spis18311_1	22
Spis18312_1	28
Spis18313_1	362
Spis18314_1	10
Spis18321_1	1
Spis18328_1	845
Spis18336_1	70
Spis18341_1	33
Spis18342_1	11
Spis18343_1	300
Spis18344_1	81
Spis18352_1	21
Spis18362_1	12
Spis18367_1	8
Spis18400_1	110
Spis18401_1	37
Spis18403_1	45
Spis18408_1	183
Spis18409_1	91
Spis18411_1	181
Spis18412_1	40
Spis18413_1	639
Spis18414_1	85
Spis18416_1	255
Spis18417_1	119
Spis18418_1	59
Spis18423_1	49
Spis18453_1	265
Spis18459_1	64
Spis18460_1	20
Spis18463_1	37
Spis18492_1	654
Spis18494_1	11
Spis18501_1	11
Spis18508_1	0
Spis18519_1	42
Spis18533_1	302
Spis18534_1	13
Spis1853_1	3
Spis18548_1	80
Spis18551_1	15
Spis18552_1	15
Spis18553_1	10
Spis18556_1	117
Spis18559_1	90
Spis18567_1	8
Spis1856_1	16
Spis18589_1	63
Spis18590_1	46
Spis18591_1	16
Spis18605_1	3
Spis18630_1	29
Spis18631_1	42
Spis18641_1	109
Spis18671_1	141
Spis18672_1	287
Spis18678_1	15
Spis18680_1	7
Spis18681_1	79
Spis18682_1	37
Spis18694_1	43
Spis18697_1	24
Spis18698_1	56
Spis18702_1	5
Spis18723_1	60
Spis18743_1	9
Spis18745_1	256
Spis18746_1	888
Spis18747_1	134
Spis18748_1	269
Spis18749_1	38
Spis18750_1	88
Spis18751_1	32
Spis18778_1	433
Spis18779_1	22
Spis18782_1	1
Spis18798_1	90
Spis18813_1	4
Spis18814_1	9
Spis18817_1	1
Spis18818_1	71
Spis18819_1	22
Spis18820_1	19
Spis18822_1	32
Spis18824_1	3
Spis18825_1	11
Spis18826_1	0
Spis18827_1	114
Spis18828_1	24
Spis18836_1	329
Spis18854_1	110
Spis18856_1	30
Spis18858_1	53
Spis18861_1	0
Spis18863_1	158
Spis18949_1	95
Spis18952_1	7
Spis18959_1	15
Spis18967_1	49
Spis18968_1	19
Spis18974_1	0
Spis18977_1	211
Spis18978_1	87
Spis18979_1	0
Spis18980_1	13
Spis18994_1	100
Spis18999_1	35
Spis19035_1	1
Spis19040_1	0
Spis19045_1	0
Spis19052_1	33
Spis19068_1	515
Spis19074_1	2
Spis19075_1	48
Spis19076_1	17
Spis19077_1	132
Spis19082_1	10
Spis19084_1	169
Spis19087_1	0
Spis19089_1	130
Spis19093_1	18
Spis19094_1	11
Spis19096_1	13
Spis19099_1	66
Spis19106_1	251
Spis19109_1	29
Spis19125_1	23
Spis19126_1	36
Spis19128_1	11
Spis19134_1	40
Spis19135_1	59
Spis19136_1	25
Spis19144_1	43
Spis19146_1	60
Spis19150_1	31
Spis19159_1	65
Spis19161_1	121
Spis19162_1	3
Spis19163_1	289
Spis19169_1	29
Spis19198_1	130
Spis19204_1	449
Spis19206_1	78
Spis19207_1	14
Spis19210_1	29
Spis19218_1	1
Spis19219_1	930
Spis19222_1	21
Spis19224_1	114
Spis1922_1	126
Spis19248_1	388
Spis19280_1	11
Spis19282_1	6
Spis19301_1	11
Spis19324_1	41
Spis19327_1	33
Spis19340_1	25
Spis19342_1	81
Spis19351_1	8
Spis19369_1	92
Spis1936_1	13
Spis1937_1	58
Spis19388_1	15
Spis1938_1	191
Spis19390_1	188
Spis19393_1	24
Spis1939_1	14
Spis19407_1	10
Spis19410_1	37
Spis19414_1	30
Spis19421_1	23
Spis19428_1	4
Spis19438_1	45
Spis19441_1	45
Spis19442_1	16
Spis1944_1	88
Spis19465_1	125
Spis19477_1	59
Spis19481_1	2
Spis19482_1	0
Spis19485_1	91
Spis19504_1	120
Spis19507_1	15
Spis19510_1	170
Spis19511_1	74
Spis19524_1	338
Spis19539_1	28
Spis1954_1	21
Spis19551_1	62
Spis19552_1	25
Spis19567_1	6
Spis19569_1	27
Spis1956_1	54
Spis19578_1	12
Spis19579_1	0
Spis1957_1	410
Spis19580_1	42
Spis19583_1	10
Spis19585_1	188
Spis19587_1	63
Spis1958_1	25
Spis19594_1	121
Spis19597_1	5
Spis19605_1	0
Spis19606_1	2
Spis19608_1	82
Spis19616_1	20
Spis19623_1	32
Spis19624_1	18
Spis19629_1	47
Spis19634_1	14
Spis19637_1	27
Spis19638_1	16
Spis19639_1	58
Spis19640_1	93
Spis19662_1	40
Spis19665_1	9
