cell	UMI_per_cell	total_reads	total_mapped	gene_mapped	mapped_reads_per_UMI
WASP0060223	1931	82733	10249	4245	5.30761263593993
WASP0060224	1718	218052	13194	4937	7.67986030267753
WASP0060225	480	24741	2324	895	4.84166666666667
WASP0060226	2608	87660	15096	6586	5.78834355828221
WASP0060227	8128	382245	43506	17531	5.35260826771654
WASP0060228	1531	54850	8167	3421	5.33442194644024
WASP0060229	1465	703400	26289	8001	17.9447098976109
WASP0060230	4570	256793	26302	10508	5.75536105032823
WASP0060231	620	72199	3855	1292	6.21774193548387
WASP0060232	1399	57001	7913	3360	5.65618298784846
WASP0060233	1165	35211	6816	2825	5.85064377682403
WASP0060234	940	166587	6393	1901	6.80106382978723
WASP0060235	1342	104400	9384	3682	6.99254843517139
WASP0060236	3256	111319	17999	7654	5.5279484029484
WASP0060237	1148	101856	7380	2714	6.42857142857143
WASP0060238	647	92680	4337	1314	6.7032457496136
WASP0060239	3955	219427	24436	10136	6.17850821744627
WASP0060240	2303	99863	14270	6198	6.19626574033869
WASP0060241	1756	66927	10184	4318	5.7995444191344
WASP0060242	899	50180	5147	2047	5.72525027808676
WASP0060243	1312	91931	8238	3323	6.27896341463415
WASP0060244	1146	43133	4945	1834	4.31500872600349
WASP0060245	2418	348281	20328	7546	8.40694789081886
WASP0060246	1714	61421	10011	4289	5.84072345390899
WASP0060247	489	24376	2582	988	5.280163599182
WASP0060248	560	37480	2777	1057	4.95892857142857
WASP0060249	3073	85069	18924	8399	6.15815164334527
WASP0060250	787	55919	4671	1736	5.93519695044473
WASP0060251	2852	115835	16193	6826	5.67776998597476
WASP0060252	930	26644	5244	2237	5.63870967741936
WASP0060253	997	58160	5856	2329	5.87362086258776
WASP0060254	921	38962	5597	2376	6.0770901194354
WASP0060255	1165	76351	6848	2744	5.87811158798283
WASP0060256	1290	76594	7488	3018	5.8046511627907
WASP0060257	2831	66792	17892	8061	6.32002825856588
WASP0060258	857	69274	4973	1820	5.80280046674446
WASP0060259	921	66486	5745	2293	6.23778501628665
WASP0060260	552	25550	2686	1050	4.86594202898551
WASP0060261	791	51019	4416	1705	5.58280657395702
WASP0060262	608	38854	3254	1221	5.35197368421053
WASP0060263	6117	224431	36265	15626	5.92855975151218
WASP0060264	1244	50825	7341	3067	5.90112540192926
WASP0060265	1602	55682	10488	4613	6.54681647940075
WASP0060266	820	74845	5320	1979	6.48780487804878
WASP0060267	2810	134012	15709	6385	5.59039145907473
WASP0060268	1045	37097	5691	2381	5.44593301435407
WASP0060269	2722	311207	20465	7794	7.51836884643644
WASP0060270	1337	72802	7460	3033	5.57965594614809
WASP0060271	978	48161	5593	2321	5.71881390593047
WASP0060272	628	30583	3630	1468	5.78025477707006
WASP0060273	1602	48002	9361	4141	5.84332084893883
WASP0060274	683	56393	4382	1633	6.41581259150805
WASP0060275	1652	42978	11540	5192	6.98547215496368
WASP0060276	1128	121680	8462	3250	7.50177304964539
WASP0060277	1925	567720	26279	9148	13.6514285714286
WASP0060278	1750	78859	10807	4566	6.17542857142857
WASP0060279	1482	45658	9342	4092	6.30364372469636
WASP0060280	493	72091	3518	1154	7.13590263691684
WASP0060281	552	20958	3198	1314	5.79347826086957
WASP0060282	1348	145769	10376	3995	7.6973293768546
WASP0060283	1276	93535	8154	3242	6.39028213166144
WASP0060284	6628	133117	45172	20806	6.81532890766445
WASP0060285	677	117289	5194	1598	7.67208271787297
WASP0060286	1327	34519	8271	3682	6.232856066315
WASP0060287	590	50238	3785	1457	6.41525423728814
WASP0060288	232	19399	1580	580	6.81034482758621
WASP0060289	339	10281	1503	541	4.43362831858407
WASP0060290	1537	94290	9197	3655	5.98373454782043
WASP0060291	632	36198	3338	1221	5.28164556962025
WASP0060292	1124	42172	5399	2209	4.80338078291815
WASP0060293	1340	45323	7720	3225	5.76119402985075
WASP0060294	1110	50587	6112	2395	5.50630630630631
WASP0060295	2148	85457	11406	4640	5.31005586592179
WASP0060296	123	4880	695	297	5.65040650406504
WASP0060297	2252	79370	11593	4756	5.14786856127886
WASP0060298	922	31978	4369	1744	4.73861171366594
WASP0060299	870	38862	3928	1529	4.51494252873563
WASP0060300	1204	46692	6218	2463	5.16445182724253
WASP0060301	899	28264	4772	2016	5.30812013348165
WASP0060302	7574	310231	42212	17539	5.57327700026406
WASP0060303	906	27621	4485	1768	4.95033112582781
WASP0060304	4059	126836	24207	10338	5.96378418329638
WASP0060305	6732	265163	38040	16435	5.650623885918
WASP0060306	2009	59021	11496	4898	5.72224987555998
WASP0060307	4796	203711	26185	11042	5.45975813177648
WASP0060308	2702	146367	14362	5722	5.31532198371577
WASP0060309	1290	41681	6809	2774	5.27829457364341
WASP0060310	708	31879	3396	1354	4.79661016949153
WASP0060311	1637	42797	9333	4082	5.70128283445327
WASP0060313	1133	34860	6387	2745	5.63724624889674
WASP0060314	1290	51758	7488	3178	5.8046511627907
WASP0060315	2285	61218	12972	5571	5.67702407002188
WASP0060316	451	17937	2274	835	5.04212860310421
WASP0060317	1228	48230	6568	2609	5.3485342019544
WASP0060318	1856	45776	10602	4647	5.71228448275862
WASP0060319	1106	35859	6034	2556	5.45569620253165
WASP0060320	987	28714	5878	2494	5.95542046605876
WASP0060321	1257	51442	6457	2658	5.13683373110581
WASP0060322	538	16216	2036	756	3.78438661710037
WASP0060323	2131	57417	11734	5012	5.50633505396528
WASP0060324	1747	47687	9572	4129	5.4791070406411
WASP0060325	1631	50129	9233	3910	5.66094420600858
WASP0060326	1191	37100	6964	2901	5.84718723761545
WASP0060327	727	23182	4133	1657	5.68500687757909
WASP0060328	1452	42255	8644	3681	5.95316804407714
WASP0060329	1451	59671	7960	3268	5.48587181254307
WASP0060330	1036	30265	5029	2011	4.8542471042471
WASP0060331	1162	38583	6285	2662	5.40877796901893
WASP0060332	1399	41918	7853	3314	5.6132952108649
WASP0060333	1144	43609	6501	2663	5.68269230769231
WASP0060334	1361	36534	8116	3496	5.96326230712711
WASP0060335	1423	48914	8066	3457	5.66830639494027
WASP0060336	705	17697	3379	1418	4.79290780141844
WASP0060337	1317	45769	7641	3231	5.80182232346242
WASP0060338	1598	49606	9260	3927	5.79474342928661
WASP0060339	818	30843	3329	1187	4.06968215158924
WASP0060340	3137	96047	18098	7825	5.76920624800765
WASP0060341	3428	96828	19975	8791	5.82701283547258
WASP0060342	706	18788	4263	1759	6.03824362606232
WASP0060343	1156	42509	6612	2723	5.719723183391
WASP0060344	1855	54591	10711	4644	5.77412398921833
WASP0060345	2204	116902	13239	5409	6.00680580762251
WASP0060346	1636	57163	9282	4012	5.67359413202934
WASP0060347	1179	100544	7544	2884	6.39864291772689
WASP0060348	1503	59102	8681	3677	5.77578176979375
WASP0060349	3314	101502	19188	8192	5.78998189499095
WASP0060350	1137	30321	6660	2875	5.85751978891821
WASP0060351	472	10116	2051	827	4.34533898305085
WASP0060352	1793	35395	11566	5084	6.45064138315672
WASP0060353	2294	103418	14616	6395	6.37140366172624
WASP0060354	1542	79377	8065	3278	5.23022049286641
WASP0060355	813	34414	4443	1822	5.4649446494465
WASP0060356	4614	165967	24954	10752	5.40832249674903
WASP0060357	1048	26872	6295	2763	6.00667938931298
WASP0060358	2069	70212	11373	4795	5.49685838569357
WASP0060359	2337	79843	12827	5397	5.48866067608045
WASP0060360	791	18156	5008	2193	6.33122629582807
WASP0060361	1855	74844	11518	4916	6.20916442048518
WASP0060362	1644	73182	10369	4374	6.30717761557178
WASP0060363	1581	42259	9175	4074	5.80328905755851
WASP0060364	1408	39243	7498	3293	5.32528409090909
WASP0060365	1408	61724	6687	2682	4.74928977272727
WASP0060366	418	20589	2158	842	5.16267942583732
WASP0060367	1036	31946	5784	2433	5.58301158301158
WASP0060369	1000	32507	5934	2591	5.934
WASP0060370	1044	53074	6489	2691	6.21551724137931
WASP0060371	2228	83339	12791	5607	5.74102333931777
WASP0060372	1501	56499	9188	3953	6.12125249833444
WASP0060373	1276	40109	7226	3135	5.66300940438872
WASP0060374	732	24405	3950	1684	5.39617486338798
WASP0060375	707	19443	4219	1776	5.96746817538897
WASP0060376	366	11934	2170	954	5.92896174863388
WASP0060377	2571	79474	17119	7660	6.658498638662
WASP0060379	715	19427	4507	1927	6.3034965034965
WASP0060380	1033	33554	5876	2506	5.68828654404647
WASP0060381	976	24821	6804	3140	6.97131147540984
WASP0060382	654	15652	4137	1794	6.3256880733945
WASP0060383	1766	36831	11898	5244	6.73725934314836
WASP0060384	367	16189	2405	977	6.55313351498638
WASP0061001	1672	89516	11498	4861	6.87679425837321
WASP0061002	1075	76924	5456	1933	5.0753488372093
WASP0061003	1565	82956	10289	4221	6.57444089456869
WASP0061004	4692	246126	30989	12986	6.60464620630861
WASP0061005	3441	344279	26500	10235	7.70124963673351
WASP0061006	2522	127752	17679	7274	7.00991276764473
WASP0061007	2055	180689	14370	5485	6.99270072992701
WASP0061008	516	69907	2698	834	5.22868217054264
WASP0061009	1394	74446	7090	2493	5.08608321377331
WASP0061010	2830	148672	17531	7134	6.19469964664311
WASP0061011	6098	257229	34414	13890	5.64348966874385
WASP0061012	747	46638	3741	1290	5.00803212851406
WASP0061013	1275	639193	25232	7705	19.7898039215686
WASP0061014	2121	347221	18969	6746	8.94342291371994
WASP0061015	1576	355582	15487	5044	9.82677664974619
WASP0061016	3777	274692	24380	9374	6.45485835319036
WASP0061017	1171	50586	7368	3074	6.29205807002562
WASP0061018	1751	202912	13500	4996	7.70988006853227
WASP0061019	2392	259882	18936	7082	7.91638795986622
WASP0061020	1701	70955	11450	4959	6.73133450911229
WASP0061021	1522	115501	9465	3522	6.21879106438896
WASP0061022	1880	81289	10141	4072	5.39414893617021
WASP0061023	1675	103694	10670	4149	6.37014925373134
WASP0061024	1711	113201	10819	4229	6.32320280537697
WASP0061025	3898	131388	25395	10862	6.51487942534633
WASP0061026	7958	322165	57574	24887	7.23473234481025
WASP0061027	2111	71853	14105	5883	6.68166745618191
WASP0061028	2148	106740	12499	5015	5.81890130353818
WASP0061029	2013	165836	11979	4419	5.95081967213115
WASP0061030	4019	219243	26872	11139	6.68624035829808
WASP0061031	739	43481	3507	1329	4.74560216508796
WASP0061032	1133	234398	11321	3748	9.99205648720212
WASP0061033	4598	164293	30485	13228	6.63005654632449
WASP0061034	945	40402	4980	2028	5.26984126984127
WASP0061035	4372	249425	27240	10713	6.23055809698079
WASP0061036	1850	76973	11311	4666	6.11405405405405
WASP0061037	2749	892349	39613	13092	14.4099672608221
WASP0061038	2197	238909	16573	6060	7.54346836595357
WASP0061039	3049	189284	20815	8386	6.82682846835028
WASP0061040	1930	81766	10967	4391	5.68238341968912
WASP0061041	1873	65811	11731	5017	6.2632140950347
WASP0061042	1525	212330	11494	4008	7.53704918032787
WASP0061043	2626	223899	17268	6562	6.57578065498858
WASP0061044	1843	64089	12103	5108	6.56701030927835
WASP0061045	800	113134	5602	1875	7.0025
WASP0061046	759	142948	6550	2085	8.62977602108037
WASP0061047	1264	148864	9864	3627	7.80379746835443
WASP0061048	2919	157830	17151	6971	5.87564234326824
WASP0061049	1395	55238	8429	3581	6.04229390681004
WASP0061050	3211	161860	20715	8659	6.45126128931797
WASP0061051	1344	102124	8952	3512	6.66071428571429
WASP0061052	1034	30303	6232	2627	6.02707930367505
WASP0061053	913	346092	13368	3938	14.6418400876232
WASP0061054	2379	115997	15068	6296	6.33375367801597
WASP0061055	1290	57873	6862	2821	5.31937984496124
WASP0061056	1195	69446	7577	3012	6.34058577405858
WASP0061057	1973	58202	12372	5332	6.27065382665991
WASP0061058	1919	107412	12157	4731	6.33507034914018
WASP0061059	1901	92270	10977	4390	5.77432930036823
WASP0061060	2926	149481	13983	5654	4.77887901572112
WASP0061061	1268	85399	8255	3219	6.5102523659306
WASP0061062	1840	74491	11061	4591	6.01141304347826
WASP0061063	2543	139758	16057	6581	6.31419583169485
WASP0061064	2249	165027	10386	3520	4.61805246776345
WASP0061065	1665	53367	11796	5134	7.08468468468468
WASP0061066	1778	112676	11188	4403	6.29246344206974
WASP0061067	991	88048	7041	2747	7.10494450050454
WASP0061068	3300	146446	21710	9146	6.57878787878788
WASP0061069	912	66410	6387	2480	7.00328947368421
WASP0061070	1499	78135	9008	3633	6.00933955970647
WASP0061071	4427	193022	31574	13605	7.13214366388073
WASP0061072	1556	69304	10689	4384	6.86953727506427
WASP0061073	3064	127222	20777	8960	6.78100522193212
WASP0061074	2610	140827	18011	7431	6.9007662835249
WASP0061075	5282	223622	33775	14177	6.3943581976524
WASP0061076	2375	87610	14334	6128	6.03536842105263
WASP0061077	2326	403651	22906	8084	9.84780739466896
WASP0061078	944	61018	6245	2528	6.61546610169492
WASP0061079	1444	83413	8825	3583	6.11149584487535
WASP0061080	1146	66218	7455	2921	6.50523560209424
WASP0061081	692	29579	3616	1443	5.22543352601156
WASP0061082	1276	95299	9072	3468	7.10971786833856
WASP0061083	1701	71676	10796	4463	6.34685479129924
WASP0061085	2889	834237	38878	12839	13.4572516441675
WASP0061086	506	54260	3242	1089	6.40711462450593
WASP0061087	931	38010	4842	1949	5.20085929108486
WASP0061088	1191	121628	8346	3070	7.00755667506297
WASP0061089	3714	127365	21885	9529	5.89256865912763
WASP0061090	1176	157311	9877	3545	8.39880952380952
WASP0061091	1734	110171	11777	4757	6.79181084198385
WASP0061092	2201	71378	15463	6764	7.02544298046343
WASP0061093	1470	222134	12923	4570	8.79115646258503
WASP0061094	2103	82671	11593	4848	5.51260104612458
WASP0061095	2028	104872	13716	5751	6.76331360946746
WASP0061096	918	47073	6205	2556	6.75925925925926
WASP0061097	1027	35889	6534	2705	6.36222005842259
WASP0061098	2558	159248	17263	6864	6.74863174354965
WASP0061099	3163	144115	20876	8711	6.60006323110971
WASP0061100	3434	124290	20131	8396	5.8622597553873
WASP0061101	4227	129130	29143	12570	6.89448781641826
WASP0061102	2976	110512	19697	8211	6.61861559139785
WASP0061103	728	37110	3323	1217	4.56456043956044
WASP0061104	190	6709	578	195	3.0421052631579
WASP0061105	1733	56942	9420	3675	5.43566070398154
WASP0061106	5125	200224	29520	11873	5.76
WASP0061107	2023	84534	11677	4725	5.77212061295106
WASP0061108	1079	49068	5568	2195	5.16033364226135
WASP0061109	3625	127512	20692	8599	5.70813793103448
WASP0061110	1356	44551	8609	3608	6.34882005899705
WASP0061111	604	17415	2963	1117	4.90562913907285
WASP0061112	1049	42088	5757	2222	5.48808388941849
WASP0061113	3929	185278	24653	10207	6.27462458640876
WASP0061114	3286	110426	20823	9038	6.3368837492392
WASP0061115	4232	233733	25502	10268	6.02599243856333
WASP0061116	3237	194001	19026	7317	5.87766450417053
WASP0061117	1322	42781	7482	3015	5.65960665658094
WASP0061118	3877	192247	22203	8717	5.72685065772505
WASP0061119	7446	333185	40660	16270	5.46065001343003
WASP0061120	2053	71071	13548	5840	6.59912323429128
WASP0061121	9681	355777	62734	26954	6.48011569052784
WASP0061122	2466	107544	15637	6421	6.34103811841038
WASP0061123	872	31386	4631	1839	5.31077981651376
WASP0061124	3099	106408	19400	8306	6.26008389803162
WASP0061125	4535	193015	26905	11064	5.93274531422271
WASP0061126	2333	115578	12610	5083	5.40505786540934
WASP0061127	1793	67252	11076	4568	6.17735638594534
WASP0061128	1237	48397	7205	2918	5.82457558609539
WASP0061129	9628	392511	55206	23120	5.73390112172829
WASP0061130	4174	193025	21296	8228	5.10206037374221
WASP0061131	3065	106209	18031	7487	5.88287112561175
WASP0061132	3051	95110	18596	7804	6.09505080301541
WASP0061133	1365	53939	7951	3221	5.82490842490843
WASP0061134	1421	55881	9077	3658	6.38775510204082
WASP0061135	958	38341	5405	2182	5.6419624217119
WASP0061136	2750	92259	18314	7930	6.65963636363636
WASP0061137	2523	107067	13922	5675	5.51803408640507
WASP0061138	2150	90672	13258	5367	6.16651162790698
WASP0061139	3178	115528	18858	8007	5.93392070484582
WASP0061140	4044	149155	25595	10630	6.32912957467854
WASP0061141	2917	141032	15267	5908	5.233801851217
WASP0061142	2622	89984	16328	6753	6.22730739893211
WASP0061143	1209	42348	7571	3162	6.26220016542597
WASP0061144	2549	75800	16779	7192	6.58258140447234
WASP0061145	1645	77480	9522	3853	5.78844984802432
WASP0061146	2778	116141	17036	7148	6.1324694024478
WASP0061147	3338	131677	19916	8191	5.96644697423607
WASP0061148	6669	248161	39121	16435	5.86609686609687
WASP0061149	988	33176	5574	2303	5.6417004048583
WASP0061150	1123	34304	7494	3159	6.67319679430098
WASP0061151	2252	90740	14645	6251	6.50310834813499
WASP0061152	4311	155463	27745	11712	6.43586174901415
WASP0061153	4025	220417	25374	10512	6.30409937888199
WASP0061154	4619	168262	33166	14493	7.18034206538212
WASP0061155	3096	202810	19756	7863	6.38113695090439
WASP0061156	2846	115203	17329	7259	6.08889669711876
WASP0061157	577	10604	2683	1112	4.64991334488735
WASP0061158	2365	147158	9916	3355	4.19281183932347
WASP0061159	1837	67760	10303	4065	5.60860097985847
WASP0061160	2767	70484	19141	8370	6.91760028912179
WASP0061161	2423	146455	14971	6049	6.178704085844
WASP0061162	2662	185915	13696	5005	5.145003756574
WASP0061163	1550	78280	9678	3958	6.24387096774194
WASP0061164	2704	159294	14981	5803	5.54031065088757
WASP0061165	1306	47224	7369	3007	5.64241960183767
WASP0061166	908	37375	5642	2215	6.2136563876652
WASP0061167	1237	43294	8221	3459	6.64591754244139
WASP0061168	1851	43932	13770	6163	7.43922204213938
WASP0061169	1045	55373	5901	2353	5.64688995215311
WASP0061170	1758	98709	10863	4364	6.17918088737201
WASP0061171	3455	148438	21162	8754	6.12503617945007
WASP0061172	993	30517	5229	2185	5.26586102719033
WASP0061173	1337	45663	7284	2973	5.44801795063575
WASP0061174	728	40605	4279	1711	5.87774725274725
WASP0061175	1260	38282	8053	3466	6.39126984126984
WASP0061176	1226	26064	7547	3371	6.1557911908646
WASP0061177	1152	59622	6294	2439	5.46354166666667
WASP0061178	3170	180553	18626	7497	5.87570977917981
WASP0061179	2609	116897	15203	6325	5.82713683403603
WASP0061180	7918	268077	58764	26452	7.42157110381409
WASP0061181	769	29693	4287	1755	5.57477243172952
WASP0061183	1226	37504	7980	3423	6.50897226753671
WASP0061184	657	25620	4652	1945	7.0806697108067
WASP0061185	1899	80868	13157	5486	6.92838335966298
WASP0061186	2269	93703	15448	6657	6.80828558836492
WASP0061187	5706	194034	36631	16054	6.41973361373992
WASP0061188	2461	121157	14131	5821	5.74197480698903
WASP0061189	2211	89803	13482	5780	6.0976933514247
WASP0061190	994	38306	5862	2417	5.89738430583501
WASP0061191	1396	52817	9467	4056	6.78151862464183
WASP0061192	936	33366	6873	3011	7.34294871794872
WASP0061193	1094	42228	5268	2195	4.81535648994516
WASP0061194	1024	46805	4236	1616	4.13671875
WASP0061195	830	25358	3802	1571	4.58072289156627
WASP0061196	1972	69001	9481	3934	4.8078093306288
WASP0061197	1929	112144	10214	4056	5.29497148781752
WASP0061198	1033	39661	5328	2211	5.15779283639884
WASP0061199	5230	194560	23571	9777	4.50688336520077
WASP0061200	214	17077	755	259	3.52803738317757
WASP0061201	684	18095	2585	989	3.77923976608187
WASP0061202	1820	61653	8275	3457	4.5467032967033
WASP0061203	877	25224	3962	1637	4.51767388825542
WASP0061204	631	20326	2565	992	4.06497622820919
WASP0061205	1452	217861	12723	4608	8.76239669421488
WASP0061206	1044	113718	6466	2385	6.19348659003831
WASP0061207	3259	181872	17204	6922	5.27891991408408
WASP0061208	1230	69810	6103	2411	4.96178861788618
WASP0061209	1248	27480	5430	2374	4.35096153846154
