metacell	gene	cell_type	color
10	Spis_XP_022798424_1	epidermis	turquoise3
10	Spis_XP_022803774_1	epidermis	turquoise3
10	Spis_XP_022781433_1	epidermis	turquoise3
10	Spis_XP_022797761_1	epidermis	turquoise3
10	Spis_XP_022781382_1	epidermis	turquoise3
11	Spis_XP_022796010_1	epidermis	turquoise3
11	Spis_XP_022787864_1	epidermis	turquoise3
11	Spis_XP_022806262_1	epidermis	turquoise3
11	Spis_XP_022794543_1	epidermis	turquoise3
12	Spis_XP_022806535_1	epidermis	turquoise3
12	Spis_XP_022804157_1	epidermis	turquoise3
12	Spis_XP_022782036_1	epidermis	turquoise3
13	Spis_XP_022791435_1	epidermis	turquoise3
13	Spis_XP_022791661_1	epidermis	turquoise3
13	Spis_XP_022782156_1	epidermis	turquoise3
14	Spis_XP_022794301_1	neuron_1	dodgerblue
14	Spis_XP_022795564_1	neuron_1	dodgerblue
14	Spis_XP_022804348_1	neuron_1	dodgerblue
14	Spis_XP_022794323_1	neuron_1	dodgerblue
14	Spis_XP_022794326_1	neuron_1	dodgerblue
14	Spis_XP_022785026_1	neuron_1	dodgerblue
14	Spis_XP_022780225_1	neuron_1	dodgerblue
14	Spis_XP_022779645_1	neuron_1	dodgerblue
15	Spis_XP_022806805_1	neuron_2	steelblue4
15	Spis_XP_022800545_1	neuron_2	steelblue4
15	Spis_XP_022797942_1	neuron_2	steelblue4
15	Spis_LOC111329343	neuron_2	steelblue4
15	Spis_XP_022807844_1	neuron_2	steelblue4
15	Spis_LOC111323818	neuron_2	steelblue4
15	Spis_XP_022784674_1	neuron_2	steelblue4
15	Spis_XP_022787696_1	neuron_2	steelblue4
15	Spis_XP_022784942_1	neuron_2	steelblue4
16	Spis_XP_022789719_1	neuron_2	steelblue4
16	Spis_LOC111341538	neuron_2	steelblue4
16	Spis_LOC111322283	neuron_2	steelblue4
16	Spis9154_1	neuron_2	steelblue4
16	Spis_XP_022798521_1	neuron_2	steelblue4
16	Spis_XP_022798870_1	neuron_2	steelblue4
17	Spis_XP_022790424_1	gland_1	orange1
17	Spis_XP_022787676_1	gland_1	orange1
17	Spis_XP_022798541_1	gland_1	orange1
17	Spis_XP_022789590_1	gland_1	orange1
17	Spis_XP_022791277_1	gland_1	orange1
17	Spis_XP_022788292_1	gland_1	orange1
18	Spis_XP_022790832_1	gland_2	chocolate2
18	Spis_XP_022779188_1	gland_2	chocolate2
18	Spis_XP_022790776_1	gland_2	chocolate2
18	Spis_XP_022786242_1	gland_2	chocolate2
18	Spis_XP_022784532_1	gland_2	chocolate2
18	Spis_XP_022803433_1	gland_2	chocolate2
18	Spis_XP_022801217_1	gland_2	chocolate2
19	Spis_XP_022788291_1	gland_3	darkorange3
19	Spis_XP_022781244_1	gland_3	darkorange3
19	Spis_XP_022799305_1	gland_3	darkorange3
19	Spis_XP_022799114_1	gland_3	darkorange3
20	Spis_XP_022781228_1	unknown_1	gray45
20	Spis_XP_022803308_1	unknown_1	gray45
20	Spis_XP_022786855_1	unknown_1	gray45
20	Spis_XP_022807590_1	unknown_1	gray45
20	Spis_XP_022792629_1	unknown_1	gray45
20	Spis_XP_022803300_1	unknown_1	gray45
20	Spis_XP_022785031_1	unknown_1	gray45
20	Spis_XP_022803305_1	unknown_1	gray45
20	Spis_LOC111333985	unknown_1	gray45
21	Spis_XP_022780014_1	unknown_2	gray50
21	Spis_XP_022803082_1	unknown_2	gray50
21	Spis_XP_022787051_1	unknown_2	gray50
21	Spis_XP_022792565_1	unknown_2	gray50
21	Spis_XP_022803084_1	unknown_2	gray50
21	Spis_XP_022803073_1	unknown_2	gray50
21	Spis14850_1	unknown_2	gray50
21	Spis_XP_022787957_1	unknown_2	gray50
22	Spis_XP_022783430_1	unknown_3	gray55
22	Spis_XP_022797264_1	unknown_3	gray55
22	Spis_XP_022797997_1	unknown_3	gray55
22	Spis_XP_022809608_1	unknown_3	gray55
22	Spis_XP_022783199_1	unknown_3	gray55
22	Spis_XP_022785216_1	unknown_3	gray55
22	Spis9206_1	unknown_3	gray55
22	Spis_XP_022794431_1	unknown_3	gray55
22	Spis_XP_022784111_1	unknown_3	gray55
22	Spis_LOC111326676	unknown_3	gray55
22	Spis_XP_022789549_1	unknown_3	gray55
23	Spis_XP_022785671_1	unknown_4	gray60
23	Spis_XP_022785430_1	unknown_4	gray60
23	Spis_XP_022802583_1	unknown_4	gray60
23	Spis_XP_022807466_1	unknown_4	gray60
24	Spis_XP_022783377_1	unknown_5	gray65
24	Spis_XP_022794775_1	unknown_5	gray65
24	Spis_XP_022795430_1	unknown_5	gray65
24	Spis_XP_022797443_1	unknown_5	gray65
24	Spis_XP_022797461_1	unknown_5	gray65
24	Spis_XP_022789393_1	unknown_5	gray65
24	Spis_XP_022792291_1	unknown_5	gray65
27	Spis_XP_022790183_1	precursors	burlywood3
27	Spis_XP_022801462_1	precursors	burlywood3
29	Spis7630_1	precursors	burlywood3
29	Spis_XP_022803859_1	precursors	burlywood3
29	Spis_XP_022794089_1	precursors	burlywood3
30	Spis_XP_022800496_1	precursors	burlywood3
30	Spis_XP_022794911_1	precursors	burlywood3
31	Spis_XP_022806534_1	precursors	burlywood3
31	Spis_XP_022798726_1	precursors	burlywood3
31	Spis_XP_022793713_1	precursors	burlywood3
32	Spis_XP_022780101_1	precursors	burlywood3
32	Spis_XP_022801733_1	precursors	burlywood3
34	Spis_XP_022798875_1	precursors	burlywood3
34	Spis_XP_022801444_1	precursors	burlywood3
35	Spis_XP_022788591_1	precursors	burlywood3
35	Spis_XP_022792133_1	precursors	burlywood3
35	Spis_XP_022805580_1	precursors	burlywood3
35	Spis_XP_022807393_1	precursors	burlywood3
35	Spis_XP_022785749_1	precursors	burlywood3
35	Spis_XP_022779054_1	precursors	burlywood3
35	Spis_XP_022781427_1	precursors	burlywood3
36	Spis_XP_022799177_1	precursors	burlywood3
36	Spis_XP_022783209_1	precursors	burlywood3
36	Spis_XP_022806023_1	precursors	burlywood3
37	Spis_LOC111336533	precursors	burlywood3
37	Spis_XP_022788269_1	precursors	burlywood3
39	Spis_XP_022779499_1	precursors	burlywood3
39	Spis_XP_022785729_1	precursors	burlywood3
39	Spis_XP_022785862_1	precursors	burlywood3
42	Spis_XP_022791197_1	precursors	burlywood3
43	Spis_LOC111330312	precursors	burlywood3
43	Spis_XP_022808030_1	precursors	burlywood3
43	Spis_XP_022793831_1	precursors	burlywood3
44	Spis_LOC111342924	precursors	burlywood3
44	Spis_XP_022794125_1	precursors	burlywood3
45	Spis_XP_022798948_1	precursors	burlywood3
45	Spis_LOC111324957	precursors	burlywood3
45	Spis_XP_022777695_1	precursors	burlywood3
45	Spis_XP_022793815_1	precursors	burlywood3
46	Spis_XP_022783247_1	precursors	burlywood3
46	Spis15151_1	precursors	burlywood3
46	Spis_XP_022801475_1	precursors	burlywood3
46	Spis_XP_022793177_1	precursors	burlywood3
46	Spis_XP_022802140_1	precursors	burlywood3
46	Spis_XP_022789892_1	precursors	burlywood3
47	Spis_XP_022783788_1	precursors	burlywood3
48	Spis_XP_022777933_1	precursors	burlywood3
48	Spis_XP_022789462_1	precursors	burlywood3
48	Spis_XP_022802196_1	precursors	burlywood3
48	Spis_LOC111343643	precursors	burlywood3
48	Spis_XP_022800645_1	precursors	burlywood3
