gene	tot	var	is_on_count	sz_cor	sz_cor_norm	niche_stat	niche_norm	n_mean	ds_top1	ds_top2	ds_top3	ds_mean	ds_var	ds_log_varmean	ds_vm_norm	ds_is_on_count	downsample_n	marker	log2_ds_mean
Xesp_007963	227	0.009298	64	0.087	0.011	1	0	0.0050409	2	1	1	0.0038983	0.0040033	0.0348533258611374	0	64	750	no	-8.00293916485692
Xesp_007964	1058	0.0465257	310	0.161	-0.00600000000000001	1	0	0.0275735	2	2	2	0.0190116	0.019491	0.0352044562481532	-0.0255208922328132	310	750	no	-5.71697623669779
Xesp_007965	1541	0.0936696	358	0.198	-0.00699999999999998	1	0	0.0456804	3	2	2	0.0231498	0.0260939	0.169974628016552	0.102146552096042	358	750	no	-5.4328564602311
Xesp_007966	110	0.0047298	31	0.063	0.002	1	0	0.0033003	2	2	1	0.0019791	0.0022152	0.136740607150016	0.138985940090054	31	750	no	-8.98093977391426
Xesp_007967	84	0.0033131	26	0.082	0.027	1	0	0.0016131	1	1	1	0.0015593	0.001557	-0.00169827834703185	0	26	750	no	-9.32488576401913
Xesp_007968	2101	0.1272784	563	0.205	-0.027	1	0	0.0589046	3	3	3	0.0362241	0.0405518	0.161151417005184	0.0655290645447803	563	750	no	-4.78690634379284
Xesp_007969	1219	0.0560427	345	0.194	0.005	1	0	0.0280084	2	2	2	0.0216505	0.0231023	0.0920079199232176	0.0373037578699508	345	750	no	-5.52945584661529
Xesp_007970	622	0.0268576	186	0.148	0.00899999999999998	1	0	0.014788	2	2	2	0.0115149	0.0121027	0.069497267076236	0.0272237732318953	186	750	no	-6.44035430753068
Xesp_007971	984	0.0421719	297	0.156	-0.00700000000000001	1	0	0.0254292	2	2	2	0.018232	0.0187403	0.0388397202660917	-0.0345577696376584	297	750	no	-5.77738336005888
Xesp_007972	270	0.0119951	76	0.07	-0.021	1	0	0.0072121	2	2	2	0.0048579	0.0054343	0.150189238045496	0.123438313831901	76	750	no	-7.68545149229823
Xesp_007973	2212	0.1242731	681	0.141	-0.104	1	0	0.0655109	3	3	3	0.0436608	0.0477547	0.128192866863863	0.0535769730101675	681	750	no	-4.51751762459813
Xesp_007974	105	0.0045336	27	0.06	0.001	1	0	0.0023644	2	1	1	0.0016793	0.0017965	0.0792676983669822	0.0810587445557808	27	750	no	-9.2179242998605
Xesp_007975	366	0.0177562	87	0.14	0.031	1	0	0.008394	2	2	2	0.0054576	0.005908	0.106948468894769	0.0844140486791618	87	750	no	-7.51751762459813
Xesp_007976	439	0.0185744	138	0.136	0.011	1	0	0.0094213	2	2	1	0.0083963	0.0085662	0.0276132095412266	-0.0375200907738025	138	750	no	-6.89603056958275
Xesp_007977	153	0.0073634	40	0.082	0.013	1	0	0.0035476	2	1	1	0.0024589	0.002573	0.0565425036588792	0.0594363587192578	40	750	no	-8.66777122091055
Xesp_007978	1044	0.0563858	328	0.138	-0.039	1	0	0.027559	3	3	3	0.0209308	0.0234928	0.163668974059568	0.106452420306272	328	750	no	-5.57822873561179
Xesp_007979	16	0.0006328	2	0.021	0	1	0	0.0004592	1	1	0	0.0001199	0.0001199	0	0	2	750	no	-13.0258807207973
Xesp_007980	342	0.0260931	97	0.051	-0.05	1	0	0.0103882	5	4	3	0.0076766	0.0127762	0.706411040799447	0.673936388419007	97	750	no	-7.02531680825184
Xesp_007982	6127	0.7291451	1434	0.17	-0.175	1	0	0.1701066	7	7	6	0.1271441	0.2364574	0.893044975667073	0.667691100300151	1434	750	yes	-2.97546357818558
Xesp_007983	17	0.0006723	7	0.026	0	1	0	0.000296	1	1	1	0.0004198	0.0004197	-0.000176917833038113	0	7	750	no	-11.2180102129194
Xesp_007984	1199	0.0531901	331	0.205	0.015	1	0	0.029436	2	2	2	0.0200912	0.0201685	0.00543324789979601	-0.0657978251511306	331	750	no	-5.63729245435724
Xesp_007985	24	0.0009488	10	0.021	-0.008	1	0	0.0005822	1	1	1	0.0005997	0.0005994	-0.000434869580704414	0	10	750	no	-10.7034714067458
Xesp_007989	693	0.0296793	192	0.145	-0.00700000000000001	1	0	0.0184063	2	2	2	0.0117548	0.0120972	0.0400926943524456	-0.0133609124827512	192	750	no	-6.41060619705881
Xesp_007990	2036	0.0960018	600	0.205	-0.025	1	0	0.0585338	3	3	2	0.0380233	0.0408981	0.104105191135835	0.0336531995240735	600	750	no	-4.71697244245337
orphan_peak_4548	6489	0.3582421	1896	0.323	-0.023	1	0	0.1700268	4	4	4	0.1255847	0.1368095	0.123135853003012	-0.0852307464546208	1896	750	no	-2.99326738367266
Xesp_007991	235	0.0094505	65	0.097	0.00800000000000001	1	0	0.0051758	2	1	1	0.0039583	0.0040628	0.0342169281388316	0	65	750	no	-7.98090332611432
Xesp_007992	401	0.0170414	119	0.123	0.009	1	0	0.0107564	2	1	1	0.0071968	0.0072654	0.0129765315491766	-0.0228500527834725	119	750	no	-7.11842871843372
Xesp_007993	657	0.0288848	172	0.122	-0.02	1	0	0.0222558	2	2	2	0.0106153	0.011103	0.0625252084216763	0.0297443836708163	172	750	no	-6.55771104581392
Xesp_007994	238	0.0107542	67	0.079	-0.01	1	0	0.0070196	1	1	1	0.0040182	0.0040023	-0.00520632812165711	-0.0388365750703374	67	750	no	-7.95923491077823
Xesp_007995	4010	0.2189036	1080	0.302	0	1	0	0.1004677	3	3	3	0.0705889	0.0777255	0.138208022687635	0.0310690572803964	1080	750	no	-3.82441485010221
Xesp_007996	748	0.0344226	188	0.143	-0.014	1	0	0.0222073	2	2	2	0.0115149	0.0118628	0.0415363284748277	-0.000737165369512981	188	750	no	-6.44035430753068
Xesp_007997	337	0.014187	98	0.131	0.031	1	0	0.0071307	2	1	1	0.0059374	0.0060224	0.0192343768393326	-0.0261474674276635	98	750	no	-7.3959529745575
Xesp_007998	42	0.0016593	17	0.028	-0.014	1	0	0.0011027	1	1	1	0.0010196	0.0010186	-0.00101970907254833	0	17	750	no	-9.93778100618933
Xesp_007999	314	0.012588	101	0.099	0	1	0	0.007275	1	1	1	0.0060573	0.006021	-0.00813847773048792	-0.052396929452176	101	750	no	-7.36710941912028
Xesp_008000	87	0.003431	20	0.056	0.002	1	0	0.0020137	1	1	1	0.0011995	0.0011981	-0.00126670422633156	0	20	750	no	-9.70335112703074
Xesp_008003	30	0.0011858	6	0.047	0.016	1	0	0.0005593	1	1	1	0.0003598	0.0003597	-0.000190968958196353	0	6	750	no	-11.4405171929601
Xesp_008004	40	0.0015804	13	0.022	-0.016	1	0	0.001167	1	1	1	0.0007797	0.0007791	-0.000736626082964326	0	13	750	no	-10.3247932450182
Xesp_008005	986	0.0508718	313	0.121	-0.043	1	0	0.0260677	4	3	2	0.0201511	0.022985	0.186404311168392	0.107919213951609	313	750	no	-5.63299759562546
Xesp_008007	149	0.0060198	40	0.064	-0.00600000000000001	1	0	0.0040398	1	1	1	0.0023989	0.0023933	-0.00289385506037858	-4.22716706771748e-05	40	750	no	-8.70341126563476
Xesp_008006	577	0.0242115	169	0.155	0.018	1	0	0.0138235	2	1	1	0.0101955	0.0102121	0.00225941967581892	-0.0326318612249765	169	750	no	-6.61592366112622
Xesp_008008	101	0.0041392	24	0.084	0.024	1	0	0.0019164	1	1	1	0.0014394	0.0014374	-0.00157318240668838	0	24	750	no	-9.44031672119694
Xesp_008009	3210	0.1755543	795	0.34	0.0570000000000001	1	0	0.0712468	2	2	2	0.050018	0.0521973	0.0610549390685607	-0.0227115665349392	795	750	no	-4.32140881813685
Xesp_008011	3091	0.1469302	865	0.291	0.00800000000000001	1	0	0.0773921	3	3	2	0.0539763	0.0555042	0.0399817979175193	-0.0614433632692958	865	750	no	-4.21153010431124
Xesp_008012	1205	0.0707377	286	0.099	-0.095	1	0	0.042819	6	6	5	0.0208108	0.0324944	0.633146608149573	0.573002540980054	286	750	yes	-5.58652376416094
Xesp_008013	2337	0.1054563	697	0.238	-0.00700000000000001	1	0	0.0617943	2	2	2	0.0430011	0.0435535	0.0182482351623776	-0.0766795011918201	697	750	no	-4.53948262427983
Xesp_008014	966	0.0409606	310	0.153	-0.025	1	0	0.0258074	2	2	2	0.0187717	0.0187803	0.000647160698617014	-0.0782180058477948	310	750	no	-5.73529688054835
Xesp_008019	435	0.0181841	140	0.099	-0.02	1	0	0.012532	2	2	2	0.0085762	0.008863	0.0453960484315579	-0.00092088140595957	140	750	no	-6.86544573431839
Xesp_008021	2780	0.189085	672	0.204	-0.061	1	0	0.0801313	4	4	4	0.0468994	0.0611363	0.37964609056194	0.276116077840847	672	750	no	-4.41428672380511
Xesp_008022	161	0.0067263	46	0.083	0.005	1	0	0.0037214	2	1	1	0.0028188	0.0029309	0.0494538933177304	0.00097482753739437	46	750	no	-8.47070316547818
Xesp_008023	237	0.0103196	55	0.12	0.031	1	0	0.0047987	3	1	1	0.0034185	0.0037669	0.126104104490925	0.0856377032933832	55	750	no	-8.19242085933772
Xesp_008025	837	0.0361408	207	0.176	0.018	1	0	0.0200875	2	2	1	0.0125345	0.012618	0.00928660335373928	-0.0513725541288848	207	750	no	-6.31795174142158
Xesp_008024	1426	0.069471	382	0.191	-0.021	1	0	0.0425758	3	3	2	0.0234497	0.0242207	0.045908788162155	-0.0143026622396834	382	750	no	-5.41428672380511
Xesp_008026	1641	0.0739391	423	0.245	0.027	1	0	0.0395617	2	2	2	0.0260885	0.0268489	0.0408383634838025	-0.04344366535723	423	750	no	-5.26044219329175
Xesp_008027	152	0.0068495	43	0.082	0.013	1	0	0.0038229	2	2	1	0.0026988	0.0029316	0.104645285691414	0.107881832296485	43	750	no	-8.53346621771256
Xesp_008028	273	0.0155145	64	0.092	0.004	1	0	0.0075922	3	2	2	0.0040782	0.0046616	0.176833961587096	0.143203714638416	64	750	no	-7.93785175601358
orphan_peak_4562	3480	0.1814317	937	0.316	0.033	1	0	0.0874858	2	2	2	0.0593739	0.0622096	0.0668728978634917	-0.0427681855651357	937	750	no	-4.07402730951528
Xesp_008029	905	0.0415746	232	0.217	0.049	1	0	0.0192371	2	2	2	0.0142137	0.0146123	0.0388347767633285	-0.0111257377173863	232	750	no	-6.13657403513623
Xesp_008030	230	0.0094146	65	0.119	0.04	1	0	0.0047034	2	1	1	0.0039583	0.0040628	0.0342169281388316	0	65	750	no	-7.98090332611432
Xesp_008031	6243	0.3564985	1647	0.394	0.057	1	0	0.1626444	4	3	3	0.1080724	0.1166709	0.110058697651109	-0.0629334716735725	1647	750	no	-3.20992996651593
orphan_peak_4564	1011	0.0455304	288	0.203	0.016	1	0	0.0225726	2	2	2	0.0176922	0.0182199	0.0414871715514425	-0.0184732807569682	288	750	no	-5.82074273350752
Xesp_008032	2892	0.1477262	788	0.307	0.041	1	0	0.0669123	3	3	3	0.050078	0.0536907	0.0997340066166043	0.00641330016949546	788	750	no	-4.31967924427134
Xesp_008033	1322	0.0570179	385	0.181	-0.00800000000000001	1	0	0.0344458	2	2	2	0.0235696	0.0239751	0.024206599605	-0.029012718868527	385	750	no	-5.40692891497592
Xesp_008034	676	0.0303885	185	0.191	0.043	1	0	0.0141525	2	2	1	0.0112151	0.0113299	0.0141943554027653	-0.0292189103896385	185	750	no	-6.47841370543071
Xesp_008035	1771	0.1279338	372	0.247	0.024	1	0	0.0433223	3	2	2	0.0244093	0.0281332	0.201793084501366	0.119405963703698	372	750	no	-5.35642526708536
Xesp_008036	4414	0.7075988	829	0.259	-0.038	1	0	0.113477	12	7	7	0.0654912	0.1129061	0.782107130706734	0.653199306634195	829	750	no	-3.93255512387698
Xesp_008037	2129	0.1115805	583	0.294	0.058	1	0	0.0435151	3	3	2	0.0369437	0.0397794	0.105602840945293	0.0104924521216302	583	750	no	-4.75852782685619
Xesp_008038	5653	0.4243946	1346	0.446	0.12	1	0	0.1054499	4	4	3	0.0885211	0.0976035	0.14031392771019	-0.0481604528252024	1346	750	no	-3.49783481099589
Xesp_008039	379	0.0177806	118	0.117	0.005	1	0	0.0081471	2	2	2	0.0073168	0.0077435	0.077688312099185	0.0220153737116052	118	750	no	-7.09457146040457
Xesp_008040	474	0.0237083	129	0.151	0.033	1	0	0.0083335	3	2	2	0.0082164	0.009229	0.160376316294371	0.131334600513782	129	750	no	-6.92727786639824
Xesp_008041	2623	0.1459733	754	0.26	0.003	1	0	0.0618148	3	3	2	0.0481588	0.05196	0.10874158033698	0.00101444343768353	754	750	no	-4.37605674567582
Xesp_008042	3882	0.2287957	1171	0.208	-0.1	1	0	0.1122568	4	3	3	0.0777858	0.0881732	0.179972913785182	0.0174206331040602	1171	750	no	-3.68434937825706
Xesp_008043	17895	1.7680697	4249	0.486	0.051	0.789388438983524	-0.00287680931393564	0.4025028	6	5	5	0.3389109	0.4395019	0.3745782271754	-0.0487831956815698	4249	750	no	-1.5610220575843
Xesp_008044	351	0.0180501	85	0.139	0.033	1	0	0.0077463	3	2	2	0.0053976	0.0060885	0.162542936360385	0.139651095614533	85	750	no	-7.53346621771256
Xesp_008045	4204	0.1989172	1202	0.336	0.03	1	0	0.1081765	3	3	3	0.0758066	0.0782211	0.0450030927536533	-0.119210526235671	1202	750	no	-3.72153272960056
Xesp_028890	709	0.0309896	224	0.134	-0.012	1	0	0.0185365	2	2	2	0.013734	0.0141459	0.04145515127019	-0.0118565263286499	224	750	no	-6.18610432104733
Xesp_008046	629	0.0290995	190	0.109	-0.04	1	0	0.0179241	2	2	2	0.0118148	0.0125156	0.0805119237248209	0.0270583168896242	190	750	no	-6.40326098208382
Xesp_008047	638	0.0312581	185	0.045	-0.098	1	0	0.0253423	3	3	2	0.0120547	0.0140693	0.216374060646386	0.164165362795833	185	750	no	-6.37426044210246
Xesp_008048	1929	0.1103187	521	0.231	0	1	0	0.0417768	3	3	3	0.0334653	0.0371455	0.148850142378464	0.0739627357821793	521	750	no	-4.90119024236014
Xesp_008049	289	0.0124929	98	0.099	-0.00399999999999999	1	0	0.0077638	2	1	1	0.0059374	0.0060224	0.0192343768393326	-0.000364250833779198	98	750	no	-7.3959529745575
Xesp_008050	244	0.0103539	51	0.114	0.02	1	0	0.0048888	1	1	1	0.0030587	0.0030495	-0.00384740038600322	-0.000102360806996921	51	750	no	-8.35286567163217
Xesp_008051	2106	0.0966558	609	0.283	0.049	1	0	0.0437489	2	2	2	0.0373036	0.0374736	0.00649101617704824	-0.0846159358155652	609	750	no	-4.74454132466877
Xesp_008052	916	0.0375464	264	0.159	-0.00800000000000001	1	0	0.0232297	2	2	2	0.0161329	0.0164734	0.0294184554080508	-0.0213965397673136	264	750	no	-5.95385039358984
Xesp_008053	567	0.0229631	170	0.128	-0.004	1	0	0.0144835	2	2	1	0.0103155	0.0104496	0.0179498260146352	-0.0319959906403808	170	750	no	-6.5990424383479
Xesp_008054	807	0.034556	257	0.162	0.00800000000000001	1	0	0.0187265	2	2	2	0.0156531	0.0158888	0.0210339819175762	-0.0426768707452435	257	750	no	-5.99740778745796
Xesp_008055	32	0.0015813	7	0.03	-0.006	1	0	0.0010389	1	1	1	0.0004198	0.0004197	-0.000176917833038113	0	7	750	no	-11.2180102129194
Xesp_008056	14	0.000712	3	0.032	0.009	1	0	0.0002083	1	1	1	0.0001799	0.0001799	0	0	3	750	no	-12.4405171929601
Xesp_008057	1717	0.1177816	483	0.08	-0.135	1	0	0.0617654	7	6	5	0.034005	0.0498842	0.547543719593215	0.476406702622055	483	750	yes	-4.87810929797487
Xesp_008058	485	0.0218319	155	0.132	0.005	1	0	0.0104441	2	1	1	0.0093559	0.0093889	0.00487391923330281	-0.0353478441059859	155	750	no	-6.73990784305245
Xesp_008059	500	0.0239852	124	0.149	0.02	1	0	0.010025	1	1	1	0.0074367	0.0073819	-0.0101293922718475	-0.0646732387749574	124	750	no	-7.07112171034365
Xesp_008060	1993	0.1281291	493	0.286	0.058	1	0	0.0342957	2	2	2	0.0308864	0.0325732	0.0757683623222756	-0.0146789590467047	493	750	no	-5.01688446399579
Xesp_008061	8813	0.5404653	2370	0.378	-0.019	0.870452227133628	-0.0571117221850428	0.2283389	5	5	4	0.1632482	0.1844682	0.175903688473762	-0.126925540468367	2370	750	no	-2.61486101040748
Xesp_008062	846	0.0359984	246	0.152	0	1	0	0.0206135	3	2	2	0.0150534	0.0155474	0.0454093507962197	-0.0211338682844036	246	750	no	-6.05376681513853
Xesp_008063	11	0.0004351	4	0.015	-0.005	1	0	0.0003673	1	1	1	0.0002399	0.0002399	0	0	4	750	no	-12.0252792219181
Xesp_008064	769	0.0341749	223	0.148	-0.00600000000000001	1	0	0.0191646	2	2	2	0.013734	0.0142659	0.0533116775988399	0	223	750	no	-6.18610432104733
Xesp_008065	11774	1.3737389	2483	0.4	0.026	0.922097759674134	0.0262270235879585	0.3071693	14	12	9	0.199892	0.3425154	0.77576074790561	0.396344534472753	2483	750	yes	-2.32270736063013
orphan_peak_4569	493	0.0309213	127	0.134	0.003	1	0	0.0111505	3	2	2	0.0083363	0.0098267	0.227349661530165	0.179604556786167	127	750	no	-6.90637708757297
Xesp_008066	616	0.0255237	195	0.164	0.021	1	0	0.0133577	2	2	2	0.0118748	0.0120943	0.0255794179219209	-0.0282934383757291	195	750	no	-6.3959529745575
Xesp_008067	1387	0.0598684	424	0.176	-0.029	1	0	0.036562	2	2	2	0.0261485	0.0269057	0.040578256202912	-0.0437037726381205	424	750	no	-5.25712800064973
Xesp_008068	639	0.0266261	183	0.15	0.00700000000000001	1	0	0.0157958	2	1	1	0.0110351	0.011034	-0.000138838878296155	-0.0443274548181611	183	750	no	-6.50175648640546
Xesp_008069	831	0.0346527	231	0.176	0.015	1	0	0.0191299	2	2	2	0.0140938	0.0143758	0.027808503193642	-0.0123199311189889	231	750	no	-6.14879554320721
Xesp_008070	446	0.0184459	116	0.109	-0.014	1	0	0.0134031	2	2	1	0.0070769	0.0072671	0.0362613028720142	-0.0224176015112965	116	750	no	-7.14266675119419
Xesp_008071	44	0.0018173	12	0.043	0.00799999999999999	1	0	0.00113	1	1	1	0.0007197	0.0007192	-0.000646855348350068	0	12	750	no	-10.4403167211969
Xesp_008072	484	0.0197361	153	0.116	-0.011	1	0	0.0117824	2	1	1	0.0092359	0.0092711	0.00526290951634294	-0.0353661328727226	153	750	no	-6.75853173197937
Xesp_008073	64398	21.4385756	8497	0.594	0.0319999999999999	0.742128307042603	-0.0144786167367876	1.4149282	25	23	22	1.0982368	2.9418274	1.4211977616254	0.180734035907144	8497	750	no	0.135189159399731
Xesp_008074	3083	0.1823064	795	0.295	0.013	1	0	0.0725404	3	3	3	0.052357	0.0601747	0.1993679657224	0.0810374839862926	795	750	no	-4.25547375500337
Xesp_008075	8314	1.2525028	1608	0.443	0.042	1	0.0469126869271587	0.1452686	5	5	5	0.1225261	0.178293	0.539707566743166	0.331300775610364	1608	750	no	-3.02883899602852
Xesp_008076	3105	0.1757616	796	0.275	-0.00799999999999995	1	0	0.0833346	4	3	3	0.0526568	0.0610428	0.211722217563315	0.0939338427364699	796	750	no	-4.24723633957203
Xesp_008077	137	0.0098242	38	0.059	-0.004	1	0	0.0038168	5	3	2	0.0026988	0.0043711	0.623313056708145	0.626549603313216	38	750	no	-8.53346621771256
orphan_peak_4572	3690	0.1975147	1019	0.321	0.045	1	0	0.0862651	3	3	2	0.0641718	0.0664149	0.0492688390999679	-0.066038285831925	1019	750	no	-3.96191673881409
Xesp_008078	15140	1.4611611	3571	0.54	0.103	0.788250825082508	-0.0131532606805681	0.3449206	6	6	5	0.259146	0.3013993	0.217602544110081	-0.15642657187347	3571	750	no	-1.94816296944451
Xesp_008079	1073	0.0507891	311	0.205	0.03	1	0	0.0235307	2	2	2	0.0193115	0.0202592	0.0677612274339667	0.00840614940873568	311	750	no	-5.69439596134767
Xesp_008080	5072	0.2580937	1405	0.35	0.023	1	0	0.1292843	3	3	3	0.0902003	0.0944244	0.0657455534050616	-0.135522765550368	1405	750	no	-3.47072395798151
Xesp_008081	1239	0.0554117	377	0.17	-0.019	1	0	0.0325345	2	2	2	0.0235097	0.0247576	0.0734111101688714	0.0150541057552578	377	750	no	-5.4106000604509
Xesp_008082	869	0.0406457	223	0.208	0.037	1	0	0.0197689	2	2	2	0.013674	0.0140876	0.041798758058722	-0.0115129195401179	223	750	no	-6.19242085933772
Xesp_008083	1499	0.0718672	376	0.223	0.01	1	0	0.0417052	2	2	2	0.0232698	0.0241691	0.0538070662982818	-0.0133685810363366	376	750	no	-5.42539737869834
Xesp_008084	2566	0.1285892	803	0.18	-0.085	1	0	0.075297	4	3	2	0.0514574	0.0558897	0.118330481736107	0.000287288674910638	803	750	no	-4.28047762624885
Xesp_008085	3129	0.2319578	704	0.333	0.0510000000000001	1	0	0.0664067	5	4	4	0.0471393	0.0579949	0.296745916124604	0.189018779225308	704	750	no	-4.40692585447953
Xesp_008087	42	0.0019759	9	0.033	-0.009	1	0	0.0014159	2	1	1	0.0005997	0.0007194	0.163823168599265	0.16425803817997	9	750	no	-10.7034714067458
Xesp_008088	20	0.0007908	6	0.019	-0.006	1	0	0.0005577	1	1	1	0.0003598	0.0003597	-0.000190968958196353	0	6	750	no	-11.4405171929601
orphan_peak_4581	638	0.0261137	171	0.171	0.028	1	0	0.0150613	2	2	1	0.0103754	0.0105083	0.0176918572912489	-0.0322539593637671	171	750	no	-6.59068923240989
Xesp_008091	45	0.0017776	7	0.023	-0.017	1	0	0.0017539	1	1	1	0.0004198	0.0004197	-0.000176917833038113	0	7	750	no	-11.2180102129194
Xesp_008093	21	0.0009095	3	0.056	0.03	1	0	0.0004222	1	1	1	0.0001799	0.0001799	0	0	3	750	no	-12.4405171929601
Xesp_008096	77	0.003117	17	0.076	0.026	1	0	0.0012359	1	1	1	0.0010196	0.0010186	-0.00101970907254833	0	17	750	no	-9.93778100618933
Xesp_008097	750	0.0320436	239	0.121	-0.033	1	0	0.0200302	2	2	2	0.0145136	0.0146637	0.0144517569797245	-0.0554652559187805	239	750	no	-6.10645077526582
Xesp_008098	1192	0.0534933	316	0.22	0.035	1	0	0.0289185	3	2	2	0.0193715	0.019957	0.0421116443071039	-0.0169057900798283	316	750	no	-5.68992051880854
Xesp_008099	1223	0.0861026	277	0.195	0.00600000000000001	1	0	0.0327604	3	2	2	0.0178122	0.020015	0.164761032413342	0.114337581316079	277	750	no	-5.81099047383634
Xesp_008100	631	0.0379598	163	0.133	-0.014	1	0	0.0185635	3	2	2	0.0107353	0.0126599	0.230085351891167	0.183511538400649	163	750	no	-6.54149368162743
orphan_peak_4591	1799	0.1730484	396	0.17	-0.049	1	0	0.0555055	6	6	3	0.0274079	0.0372143	0.435844469671954	0.369523887917369	396	750	no	-5.18926439702328
Xesp_008101	2061	0.2716626	405	0.218	-0.01	1	0	0.0436861	5	5	4	0.0307665	0.0472151	0.611491613771124	0.523642635116831	405	750	no	-5.02249585789541
Xesp_008102	4490	0.2162344	1230	0.307	0.00800000000000001	1	0	0.1286015	3	3	3	0.0783255	0.0817913	0.0621579914883536	-0.110023393760114	1230	750	no	-3.67437411553629
Xesp_008103	154	0.0065319	39	0.069	0	1	0	0.0047175	1	1	1	0.002339	0.0023336	-0.00285158338970141	-9.81009746461024e-05	39	750	no	-8.73989242297175
Xesp_008104	6125	0.5116133	1521	0.254	-0.091	1	0	0.1658539	7	6	6	0.1149094	0.181601	0.658455917800885	0.480814138784252	1521	750	yes	-3.12143127446046
Xesp_008105	1052	0.0741673	214	0.219	0.044	1	0	0.0217097	2	2	2	0.013554	0.0148106	0.124434973169936	0.0934640340183836	214	750	no	-6.20513751320993
orphan_peak_4594	325	0.0151492	88	0.101	-0.00599999999999999	1	0	0.0091968	2	1	1	0.0053377	0.0054294	0.0228918407458516	-0.000415326957449776	88	750	no	-7.54956606211117
Xesp_008106	305	0.0150898	85	0.098	-0.002	1	0	0.0082022	2	2	2	0.0052777	0.00561	0.0821186786665282	0.0588115109632268	85	750	no	-7.56587493869914
Xesp_008107	2380	0.6030809	402	0.095	-0.154	1	0	0.0573446	9	7	7	0.0454	0.1205921	1.40157732527106	1.29327378063364	402	750	yes	-4.46116389225853
Xesp_008108	649	0.0430682	182	0.035	-0.107	1	0	0.0220064	5	3	3	0.0127144	0.0171118	0.417294107249592	0.369411186969828	182	750	yes	-6.29739280776627
Xesp_008109	367	0.0236514	115	0.046	-0.063	1	0	0.0104268	3	2	2	0.0077366	0.0094765	0.279707856887695	0.226822484013637	115	750	no	-7.01408459953479
Xesp_008110	370	0.0169601	107	0.102	-0.01	1	0	0.010039	2	2	2	0.0066571	0.007093	0.0865190419216712	0.0464778374533942	107	750	no	-7.23089044471898
orphan_peak_4595	599	0.064456	167	0.042	-0.1	1	0	0.0163426	5	4	4	0.0131942	0.0216576	0.698459285257662	0.653155094400508	167	750	yes	-6.24395231095759
Xesp_008111	1604	0.0845347	411	0.285	0.066	1	0	0.0294472	2	2	2	0.0253688	0.0261662	0.0439737351546665	-0.0245534442770161	411	750	no	-5.30080091140535
Xesp_008112	265	0.0111682	77	0.071	-0.023	1	0	0.0082556	1	1	1	0.004618	0.0045969	-0.00608433618950146	-0.0347465065029035	77	750	no	-7.75851611155006
Xesp_008113	1537	0.0740609	457	0.16	-0.049	1	0	0.0389805	3	2	2	0.0287873	0.0308392	0.0980306776445196	0.00725945660960098	457	750	no	-5.11842370685727
Xesp_008114	185	0.0096417	59	0.022	-0.059	1	0	0.0053731	2	2	2	0.0038383	0.0044236	0.186801907425212	0.151294439748189	59	750	no	-8.02531680825184
Xesp_008115	500	0.0364902	126	0.019	-0.109	1	0	0.0195839	6	4	4	0.0100156	0.0180728	0.826915840603068	0.790936098939011	126	750	yes	-6.64160733915871
Xesp_008116	1063	0.047815	327	0.181	0.014	1	0	0.0252238	2	2	2	0.0200912	0.0206483	0.0387072378915925	-0.0332635119168577	327	750	no	-5.63729245435724
orphan_peak_4597	17495	1.3103795	4534	0.538	0.103	0.712139388746073	-0.0892646970170038	0.4223227	5	5	5	0.3320139	0.366459	0.142246716459551	-0.291934684201951	4534	750	no	-1.5906844525884
Xesp_008117	13308	1.4955225	3165	0.407	-0.018	0.880762877308905	0.060201836719656	0.2972058	7	6	5	0.2507497	0.3467052	0.466832238542799	0.0261039459746121	3165	750	yes	-1.99568012010682
Xesp_008118	1471	0.0769044	416	0.186	-0.016	1	0	0.0367147	2	2	2	0.0262684	0.0282189	0.101852767853192	0.0199626555792626	416	750	no	-5.25052786072927
Xesp_008119	417	0.0184455	105	0.131	0.019	1	0	0.0097197	2	1	1	0.0063572	0.0064371	0.0169696790969186	-0.0256563851524167	105	750	no	-7.29739280776627
Xesp_008120	6202	0.3775982	1699	0.362	0.017	1	0	0.1454904	6	5	4	0.1147895	0.1329271	0.210968145344797	0.0333263663281643	1699	750	no	-3.12293741272332
Xesp_008121	2153	0.0944825	604	0.264	0.031	1	0	0.053405	2	2	2	0.0367638	0.036494	-0.0105130300960442	-0.105623418919707	604	750	no	-4.76557029480674
Xesp_008122	11156	0.6597995	3010	0.502	0.106	0.764194877306108	-0.109563506257862	0.2758388	4	4	4	0.2025909	0.2100191	0.0518516885970971	-0.342755002755421	3010	750	no	-2.30335872242512
Xesp_008123	1007	0.0430896	289	0.186	0.002	1	0	0.0252818	2	2	2	0.0175123	0.0175665	0.00435983545979071	-0.0559649286962006	289	750	no	-5.83548761538734
Xesp_008124	98	0.0041005	24	0.05	-0.003	1	0	0.0023199	1	1	1	0.0014394	0.0014374	-0.00157318240668838	0	24	750	no	-9.44031672119694
Xesp_008125	13665	1.0592723	3460	0.414	-0.025	0.782230347349177	-0.0280436252535624	0.3521862	5	5	5	0.2583063	0.3200668	0.308864326212292	-0.0522015098452772	3460	750	no	-1.95284526417664
Xesp_008126	865	0.0367785	224	0.201	0.034	1	0	0.0178337	2	2	1	0.013554	0.013611	0.00588299419955421	-0.0250879449519981	224	750	no	-6.20513751320993
