gene	gene_umis
orphan_peak_4260	701
Xesp_007462	15
Xesp_007463	1767
Xesp_007464	336
Xesp_007465	3980
Xesp_007466	44986
Xesp_007467	1876
Xesp_007468	260
Xesp_007469	12
Xesp_007470	413
Xesp_007471	322
Xesp_028887	291
Xesp_007472	437
orphan_peak_4265	873
Xesp_007473	1903
orphan_peak_4268	960
orphan_peak_4269	1198
Xesp_007474	3623
Xesp_007475	405
orphan_peak_4272	1556
Xesp_007476	1121
Xesp_007477	2706
Xesp_007478	4543
Xesp_007479	1643
Xesp_007480	1365
Xesp_007481	986
Xesp_007482	1390
Xesp_007483	799
Xesp_007484	37
Xesp_007485	270
Xesp_007486	5987
Xesp_007487	2410
Xesp_007488	58
Xesp_007489	52
Xesp_007490	6306
Xesp_007491	59
Xesp_007493	1008
Xesp_007492	227
Xesp_007494	488
Xesp_007495	271
Xesp_007496	158
Xesp_007497	58
Xesp_007498	287
Xesp_007499	2198
Xesp_007500	532
Xesp_007501	242
Xesp_007502	303
Xesp_007503	592
Xesp_007504	29
Xesp_007505	39
Xesp_007506	2420
Xesp_007507	15876
Xesp_007508	4473
Xesp_007509	567
orphan_peak_4289	634
Xesp_007510	13338
orphan_peak_4290	1032
Xesp_007511	1486
Xesp_007512	4958
orphan_peak_4294	446
Xesp_007513	327
orphan_peak_4296	1590
orphan_peak_4298	753
Xesp_007514	5018
Xesp_007515	3296
Xesp_007516	350
Xesp_007517	2074
Xesp_007518	897
Xesp_007519	0
Xesp_007520	13
Xesp_007521	9
Xesp_007522	990
Xesp_007523	2
Xesp_007524	3
Xesp_007525	614
Xesp_007526	1
Xesp_007527	444
Xesp_007528	4
Xesp_007529	4
Xesp_007530	88
Xesp_007531	315
Xesp_007532	6
Xesp_007533	1
orphan_peak_4306	599
Xesp_007534	312
Xesp_007535	944
Xesp_007536	80
Xesp_007537	594
orphan_peak_4309	386
Xesp_007538	891
Xesp_007539	0
Xesp_007540	350
Xesp_007541	0
Xesp_007542	451
Xesp_007543	262
Xesp_007544	4561
Xesp_007545	1136
Xesp_007546	18
Xesp_007547	43
Xesp_007548	11
Xesp_007549	1613
Xesp_007550	226
Xesp_007551	923
Xesp_007552	238
Xesp_007553	53
Xesp_007554	1
Xesp_007555	7
Xesp_007556	0
Xesp_007557	354
Xesp_007558	513
Xesp_007559	23
Xesp_007560	32
orphan_peak_4320	330
orphan_peak_4321	553
Xesp_007561	37
Xesp_007562	0
Xesp_007563	9
Xesp_007564	21
Xesp_007565	7
Xesp_007566	0
Xesp_007567	9
Xesp_007568	2
Xesp_007569	0
Xesp_007570	0
Xesp_007571	4
Xesp_007572	336
Xesp_007573	860
Xesp_007574	3862
Xesp_007575	54
Xesp_007576	1252
Xesp_007578	19
Xesp_007579	371
Xesp_007580	14
Xesp_007581	108
orphan_peak_4331	377
Xesp_007582	7
Xesp_007583	3859
Xesp_007584	1103
Xesp_007585	0
Xesp_007586	589
Xesp_007587	42
orphan_peak_4336	369
Xesp_007588	24
Xesp_007589	13
Xesp_007590	8
Xesp_007591	107
Xesp_007592	175
Xesp_007593	0
Xesp_007594	0
Xesp_007595	14
Xesp_007596	262
Xesp_007597	2174
Xesp_007599	0
Xesp_007600	1056
Xesp_007601	0
Xesp_007602	20
Xesp_007603	17
Xesp_007604	192
Xesp_007605	420
Xesp_007606	307
Xesp_007607	2
Xesp_007608	7
Xesp_007609	19
Xesp_007610	181
Xesp_007611	129
Xesp_007612	155
Xesp_007613	11
Xesp_007614	48
Xesp_007615	683
Xesp_007616	53
Xesp_007617	210
Xesp_007618	3642
Xesp_007619	17
Xesp_007620	0
Xesp_007621	14
Xesp_007622	2
Xesp_007623	5
Xesp_007624	39
Xesp_007625	5
Xesp_007626	1
Xesp_007627	0
Xesp_028888	25
Xesp_007628	40
Xesp_007629	215
Xesp_007630	7
Xesp_007631	144
Xesp_007632	139
Xesp_007633	271
Xesp_007634	69
Xesp_007635	516
Xesp_007636	802
Xesp_007637	7
Xesp_007638	48
Xesp_007639	39
Xesp_007640	48
Xesp_007641	261
Xesp_007642	502
Xesp_007643	32
Xesp_007644	5
Xesp_007645	27
Xesp_007646	83
Xesp_007647	47
orphan_peak_4387	1562
Xesp_007648	2083
Xesp_007649	1084
Xesp_007650	117
Xesp_007651	0
Xesp_007652	4
Xesp_007653	699
Xesp_007654	1441
Xesp_007655	893
Xesp_007656	0
Xesp_007657	2
Xesp_007658	7
Xesp_007659	551
Xesp_007660	38
Xesp_007661	0
Xesp_007662	18
Xesp_007663	105
Xesp_007664	46
Xesp_007665	2
Xesp_007666	89
Xesp_007667	656
Xesp_007668	12
Xesp_007669	49
Xesp_007670	25
Xesp_007671	48
Xesp_007672	37
Xesp_007673	550
Xesp_007674	11
Xesp_007675	4418
Xesp_007676	19
Xesp_007678	22
Xesp_007679	1
Xesp_007680	27
Xesp_007681	517
orphan_peak_4407	365
Xesp_007682	45
orphan_peak_4414	400
orphan_peak_4413	593
Xesp_007683	967
Xesp_007684	27
Xesp_007685	519
Xesp_007686	223
Xesp_007687	761
Xesp_007688	54
Xesp_007689	288
Xesp_007690	0
Xesp_007691	35
Xesp_007692	639
Xesp_007693	1
Xesp_007694	0
Xesp_007695	188
Xesp_007696	47
Xesp_007697	25
Xesp_007698	286
Xesp_007699	31
Xesp_007700	73
Xesp_007701	1190
orphan_peak_4422	592
Xesp_007702	624
Xesp_007703	1351
Xesp_007704	534
Xesp_007705	176
Xesp_007706	322
Xesp_007707	25
Xesp_007708	73
Xesp_007709	70
Xesp_007710	258
Xesp_007711	25
Xesp_007712	2462
Xesp_007713	3214
Xesp_007714	55
Xesp_007715	45
Xesp_007716	43
Xesp_007717	459
Xesp_007718	1
Xesp_007719	145
Xesp_007720	44
orphan_peak_4436	416
Xesp_007721	299
Xesp_007722	12562
Xesp_007723	33
Xesp_007724	1
Xesp_007725	21
Xesp_007726	134
Xesp_007727	24
Xesp_007728	18
Xesp_007729	544
Xesp_007730	1196
Xesp_007731	0
Xesp_007732	20
Xesp_007733	2
Xesp_007734	10
Xesp_007735	2
Xesp_007736	6
Xesp_007737	0
Xesp_007738	68
Xesp_007739	14
Xesp_007740	594
Xesp_007741	655
Xesp_007742	0
Xesp_007743	0
orphan_peak_4452	507
Xesp_007744	8883
Xesp_007745	124
Xesp_007746	39
Xesp_007747	85
Xesp_007748	71
Xesp_007749	113
Xesp_007750	1132
Xesp_007751	233
Xesp_007752	0
Xesp_007753	174
Xesp_007754	181
Xesp_007755	4078
Xesp_007756	78
Xesp_028889	65
Xesp_007757	21
Xesp_007758	1628
Xesp_007759	41
Xesp_007760	494
Xesp_007761	273
Xesp_007762	0
Xesp_007763	1
Xesp_007764	1
Xesp_007765	1029
Xesp_007766	14
Xesp_007767	627
Xesp_007768	7770
Xesp_007769	375
Xesp_007770	299
Xesp_007771	11
Xesp_007772	118
Xesp_007773	3
Xesp_007774	1
Xesp_007775	838
Xesp_007776	136
Xesp_007777	8
Xesp_007778	111
Xesp_007779	336
Xesp_007780	32
Xesp_007781	4
Xesp_007782	91
Xesp_007783	563
Xesp_007784	828
Xesp_007785	66
Xesp_007786	1306
Xesp_007787	2410
Xesp_007788	1786
Xesp_007789	355
Xesp_007790	195
Xesp_007791	1243
Xesp_007792	179
Xesp_007793	2079
Xesp_007794	33
orphan_peak_4482	620
orphan_peak_4483	440
Xesp_007795	11390
Xesp_007796	25
Xesp_007797	5544
Xesp_007798	650
Xesp_007799	620
Xesp_007800	898
Xesp_007801	1590
Xesp_007802	434
Xesp_007803	2904
Xesp_007804	393
Xesp_007805	1515
Xesp_007806	5339
Xesp_007807	627
Xesp_007808	12
Xesp_007809	226
Xesp_007810	84
Xesp_007811	27
Xesp_007812	611
Xesp_007813	49
Xesp_007814	240
Xesp_007815	389
Xesp_007816	1602
Xesp_007817	736
Xesp_007818	5160
Xesp_007819	506
Xesp_007820	141
Xesp_007821	172
Xesp_007822	279
Xesp_007823	31821
Xesp_007824	1651
Xesp_007825	164
Xesp_007826	513
Xesp_007827	13229
Xesp_007828	401
Xesp_007829	702
Xesp_007830	734
Xesp_007831	1782
Xesp_007832	0
Xesp_007834	5173
Xesp_007835	3531
Xesp_007836	3923
Xesp_007837	975
Xesp_007838	991
Xesp_007839	454
Xesp_007840	168
Xesp_007841	1325
Xesp_007842	612
Xesp_007843	56
Xesp_007844	551
Xesp_007845	24143
Xesp_007846	286
Xesp_007847	700
Xesp_007848	1302
Xesp_007849	0
Xesp_007850	12
Xesp_007851	48
Xesp_007852	2903
Xesp_007853	2696
Xesp_007854	767
Xesp_007855	126
Xesp_007856	1983
Xesp_007857	2255
Xesp_007858	704
Xesp_007859	2275
Xesp_007860	1414
Xesp_007861	367
Xesp_007862	128
Xesp_007863	355
Xesp_007864	1954
Xesp_007865	903
Xesp_007866	77
Xesp_007867	149
Xesp_007868	769
Xesp_007869	276
Xesp_007870	143
Xesp_007871	21
Xesp_007872	0
Xesp_007873	75
Xesp_007874	6495
Xesp_007877	3873
Xesp_007875	0
Xesp_007876	0
Xesp_007878	679
Xesp_007879	84
Xesp_007880	1186
Xesp_007881	155
Xesp_007882	734
Xesp_007883	523
Xesp_007884	1578
Xesp_007885	647
Xesp_007886	1387
Xesp_007887	900
Xesp_007888	94409
orphan_peak_4507	1483
Xesp_007889	63
Xesp_007890	68886
Xesp_007891	436
orphan_peak_4509	533
Xesp_007892	0
orphan_peak_4511	6124
Xesp_007893	3
Xesp_007894	1834
Xesp_007895	934
Xesp_007896	235
Xesp_007897	2656
Xesp_007898	9
Xesp_007899	77
Xesp_007900	307
Xesp_007901	760
orphan_peak_4513	1139
Xesp_007902	2282
Xesp_007903	0
Xesp_007904	6586
orphan_peak_4517	300
Xesp_007905	618
Xesp_007906	149
Xesp_007907	4572
Xesp_007908	197
Xesp_007909	11
Xesp_007910	2568
Xesp_007911	6649
Xesp_007912	772
Xesp_007913	3397
Xesp_007914	1246
orphan_peak_4525	5954
Xesp_007915	43
Xesp_007916	125
Xesp_007917	294
Xesp_007918	120
Xesp_007919	132
Xesp_007920	58
Xesp_007921	328
Xesp_007922	1172
Xesp_007923	1469
Xesp_007924	2027
orphan_peak_4527	300
Xesp_007926	325
Xesp_007925	2708
Xesp_007927	424
Xesp_007928	632
Xesp_007929	758
Xesp_007930	3286
Xesp_007931	817
Xesp_007932	438
Xesp_007933	843
Xesp_007934	647
Xesp_007935	108
Xesp_007936	357
Xesp_007937	1382
Xesp_007938	1913
Xesp_007939	165
Xesp_007940	14618
Xesp_007941	205
Xesp_007942	479
Xesp_007943	1018
Xesp_007944	453
Xesp_007945	299
Xesp_007946	1904
Xesp_007947	1458
Xesp_007948	8
Xesp_007949	1301
Xesp_007950	16489
Xesp_007951	619
Xesp_007952	482
Xesp_007953	468
Xesp_007954	1218
orphan_peak_4537	12569
orphan_peak_4541	313
Xesp_007955	1515
Xesp_007956	3635
Xesp_007957	1089
Xesp_007958	2002
Xesp_007959	2811
Xesp_007960	107
Xesp_007961	300
Xesp_007962	2034
Xesp_007963	227
Xesp_007964	1058
Xesp_007965	1541
Xesp_007966	110
Xesp_007967	84
Xesp_007968	2101
Xesp_007969	1219
Xesp_007970	622
Xesp_007971	984
Xesp_007972	270
Xesp_007973	2212
Xesp_007974	105
Xesp_007975	366
Xesp_007976	439
Xesp_007977	153
Xesp_007978	1044
Xesp_007979	16
Xesp_007980	342
Xesp_007981	4
Xesp_007982	6127
Xesp_007983	17
Xesp_007984	1199
Xesp_007985	24
Xesp_007986	0
Xesp_007987	0
Xesp_007988	0
Xesp_007989	693
Xesp_007990	2036
orphan_peak_4548	6489
Xesp_007991	235
Xesp_007992	401
Xesp_007993	657
Xesp_007994	238
Xesp_007995	4010
Xesp_007996	748
Xesp_007997	337
Xesp_007998	42
Xesp_007999	314
Xesp_008001	8
Xesp_008000	87
Xesp_008002	2
Xesp_008003	30
Xesp_008004	40
Xesp_008005	986
Xesp_008007	149
Xesp_008006	577
Xesp_008008	101
Xesp_008009	3210
Xesp_008010	5
Xesp_008011	3091
Xesp_008012	1205
Xesp_008013	2337
Xesp_008014	966
Xesp_008015	0
Xesp_008016	0
Xesp_008017	2
Xesp_008018	0
Xesp_008019	435
Xesp_008020	3
Xesp_008021	2780
Xesp_008022	161
Xesp_008023	237
Xesp_008025	837
Xesp_008024	1426
Xesp_008026	1641
Xesp_008027	152
Xesp_008028	273
orphan_peak_4562	3480
Xesp_008029	905
Xesp_008030	230
Xesp_008031	6243
orphan_peak_4564	1011
Xesp_008032	2892
Xesp_008033	1322
Xesp_008034	676
Xesp_008035	1771
Xesp_008036	4414
Xesp_008037	2129
Xesp_008038	5653
Xesp_008039	379
Xesp_008040	474
Xesp_008041	2623
Xesp_008042	3882
Xesp_008043	17895
Xesp_008044	351
Xesp_008045	4204
Xesp_028890	709
Xesp_008046	629
Xesp_008047	638
Xesp_008048	1929
Xesp_008049	289
Xesp_008050	244
Xesp_008051	2106
Xesp_008052	916
Xesp_008053	567
Xesp_008054	807
Xesp_008055	32
Xesp_008056	14
Xesp_008057	1717
Xesp_008058	485
Xesp_008059	500
Xesp_008060	1993
Xesp_008061	8813
Xesp_008062	846
Xesp_008063	11
Xesp_008064	769
Xesp_008065	11774
orphan_peak_4569	493
Xesp_008066	616
Xesp_008067	1387
Xesp_008068	639
Xesp_008069	831
Xesp_008070	446
Xesp_008071	44
Xesp_008072	484
Xesp_008073	64398
Xesp_008074	3083
Xesp_008075	8314
Xesp_008076	3105
Xesp_008077	137
orphan_peak_4572	3690
Xesp_008078	15140
Xesp_008079	1073
Xesp_008080	5072
Xesp_008081	1239
Xesp_008082	869
Xesp_008083	1499
Xesp_008084	2566
Xesp_008085	3129
Xesp_008086	1
Xesp_008087	42
Xesp_008088	20
orphan_peak_4581	638
Xesp_008089	0
Xesp_008090	1
Xesp_008091	45
Xesp_008092	1
Xesp_008093	21
Xesp_008094	6
Xesp_008095	0
Xesp_008096	77
Xesp_008097	750
Xesp_008098	1192
Xesp_008099	1223
Xesp_008100	631
orphan_peak_4591	1799
Xesp_008101	2061
Xesp_008102	4490
Xesp_008103	154
Xesp_008104	6125
Xesp_008105	1052
orphan_peak_4594	325
Xesp_008106	305
Xesp_008107	2380
Xesp_008108	649
Xesp_008109	367
Xesp_008110	370
orphan_peak_4595	599
Xesp_008111	1604
Xesp_008112	265
Xesp_008113	1537
Xesp_008114	185
Xesp_008115	500
Xesp_008116	1063
orphan_peak_4597	17495
Xesp_008117	13308
Xesp_008118	1471
Xesp_008119	417
Xesp_008120	6202
Xesp_008121	2153
Xesp_008122	11156
Xesp_008123	1007
Xesp_008124	98
Xesp_008125	13665
Xesp_008126	865
Xesp_008127	670
Xesp_008128	180
Xesp_008129	147
orphan_peak_4603	516
Xesp_008130	205
Xesp_008131	1272
Xesp_008132	13
Xesp_008133	663
Xesp_008134	69
Xesp_008135	946
orphan_peak_4606	443
Xesp_008136	6978
Xesp_008137	225
orphan_peak_4607	379
Xesp_008138	80
Xesp_008139	1631
Xesp_008140	171
Xesp_008141	2418
Xesp_008142	1204
Xesp_008143	312
Xesp_008145	275
Xesp_008144	19285
Xesp_008146	186
Xesp_008147	2244
Xesp_008148	3492
Xesp_008149	899
Xesp_008150	9444
Xesp_008151	352
Xesp_008152	676
Xesp_008153	63
orphan_peak_4610	362
Xesp_008154	0
Xesp_008155	4325
orphan_peak_4611	6624
Xesp_008156	413
Xesp_008157	5773
Xesp_008158	359
Xesp_008159	541
Xesp_008160	214
Xesp_008161	227
Xesp_008163	856
Xesp_008162	149
Xesp_008164	1143
Xesp_008165	25
Xesp_008166	181
Xesp_008167	2171
Xesp_008168	191
Xesp_008169	35
orphan_peak_4615	4587
Xesp_008170	3397
Xesp_008171	379
Xesp_008172	4003
Xesp_008173	5628
Xesp_008174	1336
Xesp_008175	315
Xesp_008176	364
orphan_peak_4617	361
Xesp_008177	12418
Xesp_008178	2122
Xesp_008179	85
Xesp_008180	2835
Xesp_008181	130
Xesp_008182	81
Xesp_028891	372
orphan_peak_4622	628
orphan_peak_4621	1018
orphan_peak_4623	3076
Xesp_008183	539
Xesp_008184	547
Xesp_008185	2
Xesp_008186	2772
Xesp_008187	3005
Xesp_008188	14916
Xesp_008189	13085
Xesp_008190	20
Xesp_008191	1342
Xesp_008192	0
Xesp_008193	379
Xesp_008194	447
Xesp_008195	140
Xesp_008196	6
Xesp_008197	760
orphan_peak_4626	366
Xesp_008198	13267
Xesp_008199	1988
Xesp_008200	415
Xesp_008201	276
Xesp_008202	304
Xesp_008203	752
Xesp_008204	548
Xesp_008205	543
Xesp_008206	624
Xesp_008207	435
Xesp_008209	576
Xesp_008208	11
Xesp_008210	1175
Xesp_008211	22
Xesp_008212	7215
Xesp_008213	1016
Xesp_008214	925
Xesp_008215	47
Xesp_008216	806
Xesp_008217	2178
Xesp_008218	592
Xesp_008219	5481
Xesp_008220	1181
Xesp_008221	277
Xesp_008222	304
orphan_peak_4633	707
Xesp_008223	941
orphan_peak_4637	354
Xesp_008224	1134
Xesp_008225	3829
Xesp_008226	4090
Xesp_008227	9447
Xesp_008228	2282
Xesp_008229	532
Xesp_008230	646
Xesp_008231	361
Xesp_008232	93
Xesp_008233	11185
orphan_peak_4641	570
Xesp_008234	71
orphan_peak_4642	480
Xesp_008235	839
Xesp_008236	0
orphan_peak_4645	369
Xesp_008237	8
Xesp_008238	292
Xesp_008239	2157
Xesp_008240	146
Xesp_008241	3874
Xesp_008242	356
Xesp_008243	11161
Xesp_008244	657
Xesp_008245	19
Xesp_008246	1793
Xesp_008247	351
Xesp_008248	793
Xesp_008249	2139
Xesp_008250	2391
Xesp_008251	5413
Xesp_008252	2156
Xesp_008253	2416
Xesp_008254	249
Xesp_008255	370
Xesp_008256	6400
Xesp_008257	6621
Xesp_008258	2841
Xesp_008259	275
Xesp_008260	1099
Xesp_008261	6689
Xesp_008262	352
Xesp_008264	261
Xesp_008263	419
Xesp_008265	78
Xesp_008266	1980
Xesp_008267	960
orphan_peak_4651	7362
Xesp_008268	1245
Xesp_008269	548
Xesp_008270	768
Xesp_008271	7897
Xesp_008272	728
Xesp_008273	232
Xesp_008274	2048
Xesp_008275	707
Xesp_008276	969
Xesp_008277	45
Xesp_008278	5367
Xesp_008279	1505
Xesp_008280	3579
Xesp_008281	2263
Xesp_008282	865
Xesp_008283	209
Xesp_008284	440
Xesp_008285	1861
Xesp_008286	609
Xesp_008287	45
Xesp_008288	0
Xesp_008289	0
Xesp_008290	221
Xesp_008291	238
Xesp_008292	8674
Xesp_008293	6385
Xesp_008294	53
Xesp_008295	158
Xesp_008296	45
Xesp_008297	449
Xesp_008298	759
Xesp_008299	150
Xesp_008300	7620
Xesp_008301	791
Xesp_008302	1264
Xesp_008303	421
Xesp_008304	1467
Xesp_008305	69
Xesp_008306	204
Xesp_008307	88
Xesp_008308	510
Xesp_008309	25
Xesp_008310	872
Xesp_008311	1408
Xesp_008312	145
Xesp_008313	1317
Xesp_008314	579
Xesp_008315	3012
Xesp_008316	3615
Xesp_008317	10002
Xesp_008318	2847
Xesp_008319	89
Xesp_008320	788
Xesp_008321	577
Xesp_008322	2095
Xesp_008323	4716
Xesp_008324	462
Xesp_008325	176
Xesp_008326	7666
orphan_peak_4669	816
Xesp_008327	462
Xesp_008329	1026
orphan_peak_4670	776
Xesp_008330	752
Xesp_008331	133
orphan_peak_4671	747
Xesp_008332	2458
Xesp_008333	2154
Xesp_008334	2482
Xesp_008335	3491
Xesp_008336	3730
Xesp_008337	1610
Xesp_008338	377
Xesp_008339	15647
Xesp_008340	138
Xesp_008341	158
Xesp_008342	788
Xesp_008343	421
Xesp_008344	1221
Xesp_008345	5472
Xesp_008346	1473
Xesp_008347	156
Xesp_008348	7395
Xesp_008349	211
Xesp_008350	797
Xesp_008351	840
Xesp_008352	4207
Xesp_008353	245
orphan_peak_4679	564
Xesp_008354	31
Xesp_008355	27120
Xesp_008356	25107
Xesp_008357	655
Xesp_008358	1897
Xesp_008359	3862
Xesp_008360	2332
Xesp_008361	2831
Xesp_008362	154
Xesp_008363	1696
Xesp_008364	1872
Xesp_008365	718
Xesp_008366	2167
Xesp_008367	8112
Xesp_008368	12844
Xesp_008369	419
Xesp_008370	1521
Xesp_008371	2319
Xesp_008372	6329
Xesp_008373	740
Xesp_008374	3007
Xesp_008375	3825
Xesp_008376	23
Xesp_008377	459
Xesp_008378	1830
Xesp_008379	26566
Xesp_008380	655
Xesp_008381	8306
orphan_peak_4689	839
Xesp_008382	3592
Xesp_008383	127
Xesp_008384	2854
Xesp_008385	344
Xesp_008386	3148
Xesp_008387	2223
Xesp_008388	514
Xesp_008389	2431
Xesp_008390	315
Xesp_008391	631
Xesp_028892	2711
Xesp_008392	0
Xesp_008393	8
Xesp_008394	3036
Xesp_008395	186
Xesp_008396	10508
Xesp_008397	1043
Xesp_008398	8338
Xesp_008399	3033
Xesp_008400	604
Xesp_008401	530
Xesp_008402	212
Xesp_008403	1744
Xesp_008404	1901
Xesp_008405	3366
Xesp_008406	11390
Xesp_008407	0
Xesp_008408	52
Xesp_008409	1474
Xesp_008410	461
Xesp_008411	735
Xesp_008412	2509
Xesp_008413	541
Xesp_008414	361
Xesp_008415	3219
Xesp_008416	5084
Xesp_008417	0
Xesp_008418	167
Xesp_008419	1007
Xesp_008420	9306
Xesp_008421	1878
Xesp_008422	3106
Xesp_008423	3828
Xesp_008424	6319
Xesp_008425	359
Xesp_008426	29
Xesp_008427	15080
Xesp_008428	15424
Xesp_028893	5572
Xesp_008429	294
Xesp_008430	1933
Xesp_008431	12698
Xesp_028894	614
Xesp_008432	2763
Xesp_008433	1676
Xesp_008434	18
Xesp_008435	0
Xesp_008436	532
Xesp_008437	18205
Xesp_008438	2729
Xesp_008439	34075
Xesp_008440	275
Xesp_008441	16
Xesp_008442	11
Xesp_008443	6
Xesp_008444	392
Xesp_008445	8614
Xesp_008446	846
Xesp_008447	3987
Xesp_008448	328
Xesp_008449	6332
Xesp_008450	861
Xesp_008451	724
Xesp_008452	451
Xesp_008453	96
Xesp_008454	32
Xesp_008455	769
Xesp_008456	910
Xesp_008457	5256
Xesp_008458	1025
Xesp_008459	659
Xesp_008460	896
Xesp_008461	244
Xesp_008462	2690
Xesp_008463	431
Xesp_008464	7
Xesp_008465	4169
Xesp_008466	656
Xesp_008467	17768
Xesp_008468	1854
Xesp_008469	5131
Xesp_008470	163
Xesp_008471	4174
Xesp_008472	2555
Xesp_008473	7114
Xesp_008474	483
orphan_peak_4722	1006
Xesp_028895	3934
Xesp_008475	1311
Xesp_008476	33
Xesp_008477	139
Xesp_008478	11
Xesp_008479	726
Xesp_008480	87
Xesp_008481	224
Xesp_008482	1
orphan_peak_4725	3228
Xesp_008483	30
Xesp_008484	219
Xesp_008485	42
Xesp_008486	8
Xesp_008487	334
Xesp_008488	116
Xesp_008489	9
Xesp_008490	856
Xesp_008491	8980
Xesp_008492	90
orphan_peak_4732	2873
Xesp_008493	1377
Xesp_008494	1513
Xesp_008495	147
orphan_peak_4734	786
Xesp_008496	11
Xesp_008497	1654
Xesp_008498	3000
Xesp_008499	2747
Xesp_008500	5709
Xesp_008501	901
Xesp_008502	91
Xesp_008503	2271
orphan_peak_4738	875
Xesp_008504	230
Xesp_008505	379
Xesp_008506	3170
orphan_peak_4741	2350
Xesp_008507	2056
Xesp_008508	601
Xesp_008509	13723
Xesp_008510	1213
Xesp_008511	12
Xesp_008512	185
Xesp_008513	1028
Xesp_008514	1450
Xesp_008515	18096
Xesp_008516	340
Xesp_008517	3563
Xesp_008518	1563
Xesp_008519	107
Xesp_008520	74148
orphan_peak_4745	543
Xesp_008521	17483
orphan_peak_4746	403
Xesp_008522	10
Xesp_008523	47
Xesp_008524	216
Xesp_008525	0
Xesp_008526	0
Xesp_008527	1539
Xesp_008528	491
Xesp_008529	269
Xesp_008530	1282
Xesp_008531	648
Xesp_008532	11
Xesp_008533	80
Xesp_008534	16381
Xesp_008535	8602
Xesp_008536	2160
Xesp_008537	0
Xesp_008538	0
Xesp_008539	16
Xesp_008540	445
Xesp_008541	4
Xesp_008542	43
Xesp_008543	2068
Xesp_008544	17
Xesp_008545	0
Xesp_008546	0
Xesp_008547	0
Xesp_008548	0
Xesp_008549	0
Xesp_008550	14
Xesp_008551	7
Xesp_008552	5
Xesp_008553	28
Xesp_008554	6
Xesp_008555	44
Xesp_008556	416
Xesp_008557	714
Xesp_008558	613
Xesp_008559	748
Xesp_008560	88
Xesp_008561	5
Xesp_008562	4
Xesp_008563	73
Xesp_008564	0
Xesp_008565	88
orphan_peak_4766	458
Xesp_008566	20
orphan_peak_4768	580
Xesp_008567	15
Xesp_008568	14
Xesp_008569	16
orphan_peak_4778	304
Xesp_008570	226
Xesp_008571	1142
Xesp_008572	707
Xesp_008573	3473
orphan_peak_4782	7922
Xesp_008575	346
Xesp_028896	353
Xesp_008576	226
Xesp_008577	960
Xesp_008578	25
Xesp_008579	926
Xesp_008581	5956
Xesp_008580	4
Xesp_008582	139
Xesp_008583	153
orphan_peak_4785	1563
Xesp_008584	3557
Xesp_008585	74
Xesp_008586	3446
orphan_peak_4787	2761
Xesp_008587	0
Xesp_008588	0
Xesp_008589	1
Xesp_008590	1324
Xesp_008591	2609
Xesp_008592	23
Xesp_008593	47
Xesp_008594	893
Xesp_008595	6
Xesp_008596	8542
Xesp_008597	681
Xesp_008598	224
Xesp_008599	102
Xesp_008600	0
Xesp_008601	2135
Xesp_008602	62
Xesp_008603	450
Xesp_008604	1546
Xesp_008605	1084
Xesp_008606	238
Xesp_008607	0
Xesp_008608	1399
Xesp_008609	50
Xesp_008610	229
Xesp_008611	45
Xesp_008612	5353
Xesp_008613	774
Xesp_008614	7938
Xesp_008615	5
Xesp_008616	36
Xesp_008617	62
Xesp_008618	1647
Xesp_008619	1296
Xesp_008620	82
orphan_peak_4797	1387
Xesp_008621	932
Xesp_008622	53941
Xesp_008623	138
Xesp_008624	1344
Xesp_008625	510
Xesp_008626	49
Xesp_008627	1191
Xesp_008628	173
Xesp_008629	17
orphan_peak_4801	26771
Xesp_008630	16
orphan_peak_4802	444
Xesp_008631	12869
Xesp_008632	2332
Xesp_008633	454
Xesp_008634	0
Xesp_008635	633
Xesp_008636	111
Xesp_008637	355
Xesp_008638	152
Xesp_008639	1130
Xesp_008640	1109
Xesp_008641	3642
Xesp_028897	2805
Xesp_008642	769
Xesp_008643	1096
Xesp_008644	1
Xesp_008646	4398
orphan_peak_4809	524
Xesp_008647	615
orphan_peak_4815	1632
Xesp_008648	578
Xesp_008649	36
Xesp_008650	225
Xesp_008651	52
Xesp_008652	0
Xesp_008653	67
Xesp_008654	1
Xesp_008655	0
Xesp_008656	932
Xesp_008657	2505
orphan_peak_4829	1487
Xesp_008658	23257
Xesp_008659	135
Xesp_008660	58
orphan_peak_4832	1000
Xesp_008661	401
Xesp_008662	368
Xesp_008663	94
Xesp_008664	1
Xesp_008665	696
Xesp_008666	958
Xesp_008667	1288
Xesp_008668	0
Xesp_008669	0
Xesp_008670	0
Xesp_008671	0
Xesp_008672	0
Xesp_008673	0
Xesp_008674	0
Xesp_008675	0
Xesp_008676	0
Xesp_008677	0
Xesp_008678	0
Xesp_008679	0
Xesp_008680	0
Xesp_008681	0
Xesp_008682	0
Xesp_008683	25
Xesp_008684	4
Xesp_008685	70
Xesp_008686	2
Xesp_008687	0
Xesp_008688	130
Xesp_008689	106
Xesp_008690	2
Xesp_008691	0
Xesp_008692	12
Xesp_008693	46
Xesp_008694	0
Xesp_008695	0
Xesp_008696	38
Xesp_008697	75
Xesp_008698	2
Xesp_008699	30
Xesp_008700	75
Xesp_008701	43
Xesp_008702	10
Xesp_008703	27
Xesp_008704	48
Xesp_008705	10
Xesp_008706	49
Xesp_008707	2
Xesp_008708	6
Xesp_008709	4
